date,county_name,avg_day,pollutant,units,avg_year
2012,Vallès Oriental,23.61865234375,PM10,µg/m3,23.61865234375
2013,Alt Penedès,17.54636524822695,PM10,µg/m3,17.54636524822695
2013,Bages,22.482495069033522,PM10,µg/m3,22.482495069033522
2013,Baix Camp,14.276010404161664,PM10,µg/m3,14.276010404161664
2013,Baix Llobregat,26.624834327369154,PM10,µg/m3,26.624834327369154
2013,Barcelonès,24.28870884773665,PM10,µg/m3,24.28870884773665
2013,Berguedà,13.54623824451411,PM10,µg/m3,13.54623824451411
2013,Cerdanya,12.927016985138,PM10,µg/m3,12.927016985138
2013,Garraf,21.32663451232584,PM10,µg/m3,21.32663451232584
2013,Maresme,17.710416666666667,PM10,µg/m3,17.710416666666667
2013,Montsià,17.115322580645145,PM10,µg/m3,17.115322580645145
2013,Segrià,24.165577342047936,PM10,µg/m3,24.165577342047936
2013,Tarragonès,15.008398950131234,PM10,µg/m3,15.008398950131234
2013,Vallès Occidental,24.761919315403425,PM10,µg/m3,24.761919315403425
2013,Vallès Oriental,19.391479099678445,PM10,µg/m3,19.391479099678445
2014,Alt Penedès,21.72902029664327,PM10,µg/m3,21.72902029664327
2014,Bages,24.518034825870657,PM10,µg/m3,24.518034825870657
2014,Baix Camp,16.12608042089442,PM10,µg/m3,16.12608042089442
2014,Baix Llobregat,30.00000000000004,PM10,µg/m3,30.00000000000004
2014,Barcelonès,26.206410256410276,PM10,µg/m3,26.206410256410276
2014,Berguedà,16.02406738868833,PM10,µg/m3,16.02406738868833
2014,Cerdanya,14.491183162684868,PM10,µg/m3,14.491183162684868
2014,Garraf,21.5821385902031,PM10,µg/m3,21.5821385902031
2014,Maresme,21.122564935064926,PM10,µg/m3,21.122564935064926
2014,Montsià,21.288961038961038,PM10,µg/m3,21.288961038961038
2014,Segrià,24.975260416666657,PM10,µg/m3,24.975260416666657
2014,Tarragonès,17.040218536071624,PM10,µg/m3,17.040218536071624
2014,Vallès Occidental,26.58658180853881,PM10,µg/m3,26.58658180853881
2014,Vallès Oriental,22.366827438370873,PM10,µg/m3,22.366827438370873
2015,Alt Penedès,21.388799571275463,PM10,µg/m3,21.388799571275463
2015,Bages,26.60364906832297,PM10,µg/m3,26.60364906832297
2015,Baix Camp,17.164246999612857,PM10,µg/m3,17.164246999612857
2015,Baix Llobregat,33.42933558558559,PM10,µg/m3,33.42933558558559
2015,Barcelonès,29.413377192982452,PM10,µg/m3,29.413377192982452
2015,Berguedà,16.026666666666664,PM10,µg/m3,16.026666666666664
2015,Cerdanya,14.774760383386576,PM10,µg/m3,14.774760383386576
2015,Garraf,18.4952380952381,PM10,µg/m3,18.4952380952381
2015,Maresme,21.471273291925463,PM10,µg/m3,21.471273291925463
2015,Montsià,20.297542735042732,PM10,µg/m3,20.297542735042732
2015,Segrià,26.8311266874351,PM10,µg/m3,26.8311266874351
2015,Tarragonès,23.68898305084745,PM10,µg/m3,23.68898305084745
2015,Vallès Occidental,29.250611686816328,PM10,µg/m3,29.250611686816328
2015,Vallès Oriental,25.82589285714286,PM10,µg/m3,25.82589285714286
2016,Alt Penedès,17.548218029350103,PM10,µg/m3,17.548218029350103
2016,Bages,22.091566866267474,PM10,µg/m3,22.091566866267474
2016,Baix Camp,14.51600922131148,PM10,µg/m3,14.51600922131148
2016,Baix Llobregat,28.483297413793107,PM10,µg/m3,28.483297413793107
2016,Barcelonès,24.08814858490566,PM10,µg/m3,24.08814858490566
2016,Berguedà,14.572243346007596,PM10,µg/m3,14.572243346007596
2016,Cerdanya,13.345502645502641,PM10,µg/m3,13.345502645502641
2016,Garraf,16.143356643356633,PM10,µg/m3,16.143356643356633
2016,Maresme,19.270452235772364,PM10,µg/m3,19.270452235772364
2016,Montsià,17.640398550724637,PM10,µg/m3,17.640398550724637
2016,Segrià,23.560774946921452,PM10,µg/m3,23.560774946921452
2016,Tarragonès,16.98533442982457,PM10,µg/m3,16.98533442982457
2016,Vallès Occidental,25.91802925989679,PM10,µg/m3,25.91802925989679
2016,Vallès Oriental,23.573406266882785,PM10,µg/m3,23.573406266882785
2017,Alt Penedès,19.47753396029256,PM10,µg/m3,19.47753396029256
2017,Bages,22.32602564102564,PM10,µg/m3,22.32602564102564
2017,Baix Camp,14.623083242059131,PM10,µg/m3,14.623083242059131
2017,Baix Llobregat,27.41156090444929,PM10,µg/m3,27.41156090444929
2017,Barcelonès,24.44424446508746,PM10,µg/m3,24.44424446508746
2017,Berguedà,15.308131720430103,PM10,µg/m3,15.308131720430103
2017,Cerdanya,13.96272630457934,PM10,µg/m3,13.96272630457934
2017,Garraf,17.887218045112796,PM10,µg/m3,17.887218045112796
2017,Garrigues,30.600134408602152,PM10,µg/m3,30.600134408602152
2017,Gironès,25.098163841807903,PM10,µg/m3,25.098163841807903
2017,Maresme,18.813188188188185,PM10,µg/m3,18.813188188188185
2017,Montsià,18.55780423280424,PM10,µg/m3,18.55780423280424
2017,Osona,27.096730580137685,PM10,µg/m3,27.096730580137685
2017,Pallars Sobirà,15.849677716390422,PM10,µg/m3,15.849677716390422
2017,Segrià,24.756851230425042,PM10,µg/m3,24.756851230425042
2017,Tarragonès,19.82776526526528,PM10,µg/m3,19.82776526526528
2017,Vallès Occidental,23.829948774240794,PM10,µg/m3,23.829948774240794
2017,Vallès Oriental,24.247707659115427,PM10,µg/m3,24.247707659115427
2018,Alt Penedès,17.302083333333307,PM10,µg/m3,17.302083333333307
2018,Bages,20.529434250764524,PM10,µg/m3,20.529434250764524
2018,Baix Camp,13.39716400532269,PM10,µg/m3,13.39716400532269
2018,Baix Empordà,12.124031007751942,PM10,µg/m3,12.124031007751942
2018,Baix Llobregat,22.199767343485625,PM10,µg/m3,22.199767343485625
2018,Barcelonès,22.57931442080378,PM10,µg/m3,22.57931442080378
2018,Berguedà,13.061011904761914,PM10,µg/m3,13.061011904761914
2018,Cerdanya,12.963525026624074,PM10,µg/m3,12.963525026624074
2018,Garraf,16.505486968449937,PM10,µg/m3,16.505486968449937
2018,Garrigues,23.189141414141414,PM10,µg/m3,23.189141414141414
2018,Gironès,23.441530054644808,PM10,µg/m3,23.441530054644808
2018,Maresme,17.07107067510549,PM10,µg/m3,17.07107067510549
2018,Montsià,17.871976866456368,PM10,µg/m3,17.871976866456368
2018,Osona,22.102016885553486,PM10,µg/m3,22.102016885553486
2018,Pallars Jussà,4.450117370892018,PM10,µg/m3,4.450117370892018
2018,Pallars Sobirà,12.231570512820516,PM10,µg/m3,12.231570512820516
2018,Segrià,17.779557291666663,PM10,µg/m3,17.779557291666663
2018,Tarragonès,18.562175493250262,PM10,µg/m3,18.562175493250262
2018,Vallès Occidental,22.722062053816604,PM10,µg/m3,22.722062053816604
2018,Vallès Oriental,23.154369440083748,PM10,µg/m3,23.154369440083748
2019,Alt Penedès,18.35630341880343,PM10,µg/m3,18.35630341880343
2019,Bages,23.384871794871792,PM10,µg/m3,23.384871794871792
2019,Baix Camp,17.696322657176754,PM10,µg/m3,17.696322657176754
2019,Baix Empordà,16.06205673758866,PM10,µg/m3,16.06205673758866
2019,Baix Llobregat,22.58954041204439,PM10,µg/m3,22.58954041204439
2019,Barcelonès,23.627250837520926,PM10,µg/m3,23.627250837520926
2019,Berguedà,14.741178067318131,PM10,µg/m3,14.741178067318131
2019,Cerdanya,13.70249728555918,PM10,µg/m3,13.70249728555918
2019,Garraf,13.415032679738557,PM10,µg/m3,13.415032679738557
2019,Garrigues,23.97643229166666,PM10,µg/m3,23.97643229166666
2019,Gironès,23.205546709129514,PM10,µg/m3,23.205546709129514
2019,Maresme,17.369007803790407,PM10,µg/m3,17.369007803790407
2019,Montsià,18.772202998846595,PM10,µg/m3,18.772202998846595
2019,Osona,25.13079827400216,PM10,µg/m3,25.13079827400216
2019,Pallars Jussà,11.440362595419852,PM10,µg/m3,11.440362595419852
2019,Pallars Sobirà,15.215027322404367,PM10,µg/m3,15.215027322404367
2019,Segrià,16.344846491228076,PM10,µg/m3,16.344846491228076
2019,Tarragonès,18.59639574262215,PM10,µg/m3,18.59639574262215
2019,Vallès Occidental,24.21710646875571,PM10,µg/m3,24.21710646875571
2019,Vallès Oriental,23.517643865363716,PM10,µg/m3,23.517643865363716
