year,county_name,area_Km2,population,pop_density,avg_price,pollutant,units,pollution_year
2016,Vallès Occidental,25.35217391304348,39314,2226.580604046799,2543.34,PM10,µg/m3,25.918029259896787
2016,Vallès Oriental,18.83846153846154,10290,867.6503625549572,2038.48,PM10,µg/m3,23.573406266882788
2017,Alt Penedès,21.95148148148148,3960,292.0399298116918,1818.32,PM10,µg/m3,19.477533960292558
2017,Bages,36.40866666666666,5836,229.910084075005,1463.21,PM10,µg/m3,22.326025641025637
2017,Baix Camp,24.89821428571429,6695,201.5363984637741,1883.85,PM10,µg/m3,14.623083242059133
2017,Baix Llobregat,16.19966666666667,27133,2370.60527524278,3205.56,PM10,µg/m3,27.411560904449292
2017,Barcelonès,29.15,449645,14664.85533213172,4835.22,PM10,µg/m3,24.44424446508746
2017,Berguedà,38.23387096774193,1258,61.3930934877747,1821.24,PM10,µg/m3,15.308131720430104
2017,Cerdanya,32.15823529411765,1036,49.30992370730068,3466.82,PM10,µg/m3,13.96272630457934
2017,Garraf,30.85166666666667,24584,804.4732297462707,3464.02,PM10,µg/m3,17.887218045112796
2017,Garrigues,33.2375,790,21.13562427131327,1025.92,PM10,µg/m3,30.60013440860215
2017,Gironès,21.31851851851852,6966,407.7191976376926,2509.98,PM10,µg/m3,25.098163841807903
2017,Maresme,13.28433333333333,14801,2061.962495558463,2771.3,PM10,µg/m3,18.81318818818818
2017,Montsià,61.285,5624,88.91945759236067,1228.01,PM10,µg/m3,18.557804232804237
2017,Osona,24.9038,3131,291.1877188128458,1966.17,PM10,µg/m3,27.09673058013768
2017,Pallars Sobirà,91.86133333333333,463,11.57254807230014,1833.86,PM10,µg/m3,15.84967771639042
2017,Segrià,36.75421052631579,5475,101.4230692478258,1435.34,PM10,µg/m3,24.75685123042504
2017,Tarragonès,14.51636363636364,11385,577.2410946798033,2267.88,PM10,µg/m3,19.82776526526528
2017,Vallès Occidental,25.35347826086957,39566,2211.914518373637,2861.76,PM10,µg/m3,23.829948774240798
2017,Vallès Oriental,18.8451282051282,10339,870.8948342130071,2225.05,PM10,µg/m3,24.247707659115427
2018,Alt Penedès,21.95148148148148,4004,295.8279858058139,1862.48,PM10,µg/m3,17.302083333333307
2018,Bages,36.40866666666666,5882,231.4037955661353,1679.94,PM10,µg/m3,20.529434250764524
2018,Baix Camp,24.89821428571429,6744,202.9053405678635,2052.95,PM10,µg/m3,13.39716400532269
2018,Baix Empordà,19.49138888888889,3707,187.6628240497829,3173.08,PM10,µg/m3,12.124031007751944
2018,Baix Llobregat,16.19966666666667,27305,2386.063857890417,3707.04,PM10,µg/m3,22.19976734348563
2018,Barcelonès,29.15,450928,14779.12242112647,5026.13,PM10,µg/m3,22.57931442080378
2018,Berguedà,38.23387096774193,1261,61.65446287617355,1812.03,PM10,µg/m3,13.061011904761916
2018,Cerdanya,32.15823529411765,1051,50.01847308502511,4322.98,PM10,µg/m3,12.963525026624074
2018,Garraf,30.85166666666667,24850,814.0568286122907,4255.68,PM10,µg/m3,16.505486968449937
2018,Garrigues,33.2375,782,20.83699831969465,863.04,PM10,µg/m3,23.18914141414141
2018,Gironès,21.31851851851852,7066,415.232305717927,2456.42,PM10,µg/m3,23.441530054644808
2018,Maresme,13.28433333333333,14927,2075.63357608262,3291.2,PM10,µg/m3,17.071070675105492
2018,Montsià,61.285,5590,88.2007523207132,1067.18,PM10,µg/m3,17.871976866456368
2018,Osona,24.9038,3166,293.8861888802089,2116.14,PM10,µg/m3,22.10201688555349
2018,Pallars Jussà,95.93499999999999,935,12.90494163842014,350.3,PM10,µg/m3,4.450117370892019
2018,Pallars Sobirà,91.86133333333333,462,11.42940405236027,1976.85,PM10,µg/m3,12.231570512820516
2018,Segrià,36.75421052631579,5490,101.7059218190656,1376.76,PM10,µg/m3,17.779557291666666
2018,Tarragonès,14.51636363636364,11490,583.9775274838012,2221.15,PM10,µg/m3,18.562175493250265
2018,Vallès Occidental,25.35347826086957,39908,2222.386090500366,3228.02,PM10,µg/m3,22.722062053816604
2018,Vallès Oriental,18.8451282051282,10417,876.1591693912463,2406.36,PM10,µg/m3,23.15436944008375
2019,Alt Penedès,21.95148148148148,4015,297.1673848880721,2035.43,PM10,µg/m3,18.356303418803428
2019,Bages,36.40866666666666,5962,234.3103024282008,1584.79,PM10,µg/m3,23.38487179487179
2019,Baix Camp,24.89821428571429,6820,205.0265570093018,2029.25,PM10,µg/m3,17.696322657176754
2019,Baix Empordà,19.49138888888889,3732,188.7128651428567,3367.06,PM10,µg/m3,16.062056737588662
2019,Baix Llobregat,16.19966666666667,27532,2406.982211177224,3979.23,PM10,µg/m3,22.589540412044393
2019,Barcelonès,29.15,455687,14932.85226014728,5360.94,PM10,µg/m3,23.62725083752093
2019,Berguedà,38.23387096774193,1272,62.03728171262097,1970.86,PM10,µg/m3,14.741178067318131
2019,Cerdanya,32.15823529411765,1070,50.88562786004657,3841.28,PM10,µg/m3,13.70249728555918
2019,Garraf,30.85166666666667,25147,825.9811599203662,4991.77,PM10,µg/m3,13.415032679738555
2019,Garrigues,33.2375,784,20.78611745955029,1128.16,PM10,µg/m3,23.97643229166666
2019,Gironès,21.31851851851852,7181,423.1675550322686,2517.57,PM10,µg/m3,23.205546709129514
2019,Maresme,13.28433333333333,15089,2096.537520796554,3512.48,PM10,µg/m3,17.369007803790407
2019,Montsià,61.285,5619,88.38717144850703,1042.79,PM10,µg/m3,18.77220299884659
2019,Osona,24.9038,3216,297.3519759442468,2308.72,PM10,µg/m3,25.13079827400216
2019,Pallars Jussà,95.93499999999999,934,12.82803992641821,339.24,PM10,µg/m3,11.440362595419852
2019,Pallars Sobirà,91.86133333333333,462,11.5209955710743,1594.12,PM10,µg/m3,15.215027322404367
2019,Segrià,36.75421052631579,5521,101.9704765907866,1394.4,PM10,µg/m3,16.344846491228076
2019,Tarragonès,14.51636363636364,11669,592.7823590787425,2200.89,PM10,µg/m3,18.59639574262215
2019,Vallès Occidental,25.35347826086957,40227,2233.742875164463,3636.03,PM10,µg/m3,24.217106468755713
2019,Vallès Oriental,18.8451282051282,10503,882.7072928633553,2650.52,PM10,µg/m3,23.517643865363716
