"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 12, 2018","94.81","94.76","95.17","93.67","8.55M","0.95%"
"Oct 11, 2018","93.92","95.81","96.29","93.60","9.93M","-1.92%"
"Oct 10, 2018","95.76","96.60","97.85","95.70","9.00M","-1.36%"
"Oct 09, 2018","97.08","95.64","97.74","95.19","11.60M","2.52%"
"Oct 08, 2018","94.69","93.25","94.93","93.02","5.76M","1.48%"
"Oct 05, 2018","93.31","93.86","94.19","92.89","6.69M","-0.96%"
"Oct 04, 2018","94.21","94.07","94.50","93.20","6.05M","0.15%"
"Oct 03, 2018","94.07","95.50","95.54","94.04","6.33M","-1.14%"
"Oct 02, 2018","95.15","93.93","95.61","93.85","7.75M","0.79%"
"Oct 01, 2018","94.40","94.29","94.66","94.04","5.00M","0.52%"
"Sep 28, 2018","93.91","94.28","94.37","93.69","6.31M","-0.23%"
"Sep 27, 2018","94.13","94.19","94.96","93.82","5.36M","-0.49%"
"Sep 26, 2018","94.59","95.10","95.58","94.52","5.92M","-0.54%"
"Sep 25, 2018","95.10","95.99","96.52","94.99","6.19M","0.19%"
"Sep 24, 2018","94.92","95.44","96.00","94.86","5.34M","-1.02%"
"Sep 21, 2018","95.90","95.92","96.29","95.63","9.53M","0.16%"
"Sep 20, 2018","95.75","95.35","95.79","94.95","5.55M","0.54%"
"Sep 19, 2018","95.24","95.57","95.89","94.88","5.68M","-0.20%"
"Sep 18, 2018","95.43","94.46","95.59","94.15","6.76M","0.64%"
"Sep 17, 2018","94.82","94.75","95.48","94.37","5.33M","0.24%"
"Sep 14, 2018","94.59","94.53","94.84","94.35","6.32M","-0.56%"
"Sep 13, 2018","95.12","95.32","95.62","94.91","7.65M","-0.89%"
"Sep 12, 2018","95.97","96.26","96.74","95.93","5.90M","-0.69%"
"Sep 11, 2018","96.64","97.27","97.66","96.49","6.46M","-0.27%"
"Sep 10, 2018","96.90","96.11","97.19","96.09","8.33M","1.12%"
"Sep 07, 2018","95.83","95.80","96.48","95.64","6.67M","-0.64%"
"Sep 06, 2018","96.45","96.53","96.72","96.01","6.15M","-0.18%"
"Sep 05, 2018","96.62","95.67","96.83","95.36","9.47M","1.32%"
"Sep 04, 2018","95.36","95.80","96.27","95.24","8.28M","-0.52%"
"Aug 31, 2018","95.86","96.19","96.44","95.11","6.32M","-0.25%"
"Aug 30, 2018","96.10","95.50","96.50","95.45","7.06M","0.48%"
"Aug 29, 2018","95.64","96.28","96.83","95.53","7.86M","-0.45%"
"Aug 28, 2018","96.07","94.77","96.35","94.53","9.98M","1.62%"
"Aug 27, 2018","94.54","95.26","95.61","94.28","7.04M","-0.43%"
"Aug 24, 2018","94.95","95.09","95.66","94.35","8.59M","-0.24%"
"Aug 23, 2018","95.18","95.50","95.86","95.06","6.10M","-0.51%"
"Aug 22, 2018","95.67","96.20","96.85","95.23","7.77M","-0.43%"
"Aug 21, 2018","96.08","95.96","96.36","95.36","10.53M","0.08%"
"Aug 20, 2018","96.00","97.67","98.29","95.95","12.68M","-1.89%"
"Aug 17, 2018","97.85","97.77","99.67","97.61","16.46M","-0.80%"
"Aug 16, 2018","98.64","100.11","100.21","97.91","42.63M","9.33%"
"Aug 15, 2018","90.22","90.25","90.41","89.67","8.62M","-0.69%"
"Aug 14, 2018","90.85","89.64","91.12","89.63","5.84M","1.35%"
"Aug 13, 2018","89.64","90.20","90.54","89.37","5.88M","-0.60%"
"Aug 10, 2018","90.18","88.70","90.37","88.65","8.24M","1.31%"
"Aug 09, 2018","89.01","89.46","89.63","88.76","4.73M","-1.15%"
"Aug 08, 2018","90.05","89.97","90.23","89.37","5.04M","0.31%"
"Aug 07, 2018","89.77","89.83","90.36","89.65","4.53M","0.11%"
"Aug 06, 2018","89.67","89.31","89.98","89.12","4.65M","0.08%"
"Aug 03, 2018","89.60","89.19","90.28","89.00","5.75M","0.95%"
"Aug 02, 2018","88.76","87.94","88.84","87.62","4.31M","0.59%"
"Aug 01, 2018","88.24","88.86","89.13","87.88","5.05M","-1.11%"
"Jul 31, 2018","89.23","89.00","89.66","88.80","6.71M","0.39%"
"Jul 30, 2018","88.88","88.00","88.94","87.89","6.01M","0.85%"
"Jul 27, 2018","88.13","88.64","88.88","88.03","4.68M","-0.11%"
"Jul 26, 2018","88.23","88.50","89.43","88.18","6.55M","0.38%"
"Jul 25, 2018","87.90","87.27","88.02","87.11","5.80M","-0.07%"
"Jul 24, 2018","87.96","88.12","88.50","87.61","5.59M","0.38%"
"Jul 23, 2018","87.63","87.65","88.15","87.38","4.15M","-0.49%"
"Jul 20, 2018","88.06","87.40","88.17","87.20","4.82M","0.39%"
"Jul 19, 2018","87.72","87.86","88.48","87.41","4.88M","-0.40%"
"Jul 18, 2018","88.07","88.33","89.19","87.94","5.05M","-0.14%"
"Jul 17, 2018","88.19","87.40","88.70","87.40","5.91M","0.63%"
"Jul 16, 2018","87.64","87.62","87.72","86.83","4.45M","-0.07%"
"Jul 13, 2018","87.70","86.52","87.99","86.50","6.39M","1.36%"
"Jul 12, 2018","86.52","86.94","87.41","86.22","4.89M","-0.01%"
"Jul 11, 2018","86.53","87.06","87.15","86.39","5.60M","-0.78%"
"Jul 10, 2018","87.21","85.93","87.33","85.88","6.05M","1.49%"
"Jul 09, 2018","85.93","85.00","86.47","84.77","6.58M","1.68%"
"Jul 06, 2018","84.51","84.20","84.86","83.82","5.62M","-0.07%"
"Jul 05, 2018","84.57","84.94","85.58","84.27","5.37M","0.15%"
"Jul 03, 2018","84.44","84.09","85.05","84.09","4.40M","0.52%"
"Jul 02, 2018","84.00","85.65","85.94","83.40","8.13M","-1.93%"
"Jun 29, 2018","85.65","85.90","86.20","85.52","8.26M","-0.24%"
"Jun 28, 2018","85.86","86.85","87.29","85.69","8.47M","-1.19%"
"Jun 27, 2018","86.89","85.90","87.49","85.55","10.30M","1.06%"
"Jun 26, 2018","85.98","86.53","87.05","85.76","10.13M","-0.57%"
"Jun 25, 2018","86.47","84.59","86.60","84.48","15.94M","1.95%"
"Jun 22, 2018","84.82","84.46","84.85","84.10","11.01M","0.72%"
"Jun 21, 2018","84.21","83.40","84.55","82.89","8.09M","0.72%"
"Jun 20, 2018","83.61","83.71","83.82","83.16","7.97M","0.00%"
"Jun 19, 2018","83.61","82.60","83.62","82.37","9.35M","0.73%"
"Jun 18, 2018","83.00","83.05","83.57","82.82","8.50M","-0.84%"
"Jun 15, 2018","83.70","83.50","83.99","83.06","12.50M","-0.11%"
"Jun 14, 2018","83.79","84.22","84.81","83.67","7.52M","-0.36%"
"Jun 13, 2018","84.09","83.89","84.37","83.85","6.36M","-0.01%"
"Jun 12, 2018","84.10","84.32","84.59","83.47","8.06M","-0.24%"
"Jun 11, 2018","84.30","84.41","84.54","83.79","6.25M","-0.07%"
"Jun 08, 2018","84.36","84.78","85.19","84.14","7.60M","-0.69%"
"Jun 07, 2018","84.95","84.78","85.76","84.69","7.71M","0.46%"
"Jun 06, 2018","84.56","84.95","85.15","84.35","7.36M","-0.07%"
"Jun 05, 2018","84.62","85.45","85.47","84.25","8.28M","-0.94%"
"Jun 04, 2018","85.42","83.50","85.52","83.30","10.92M","2.93%"
"Jun 01, 2018","82.99","83.04","83.42","82.85","5.24M","0.55%"
"May 31, 2018","82.54","83.94","84.31","82.51","11.47M","-1.88%"
"May 30, 2018","84.12","82.45","84.23","82.26","9.31M","2.09%"
"May 29, 2018","82.40","81.96","82.52","81.81","8.43M","-0.07%"
"May 25, 2018","82.46","82.85","83.34","82.32","5.91M","-0.47%"
"May 24, 2018","82.85","83.00","83.00","81.78","8.58M","-0.19%"
"May 23, 2018","83.01","82.95","83.02","82.17","9.40M","-0.43%"
"May 22, 2018","83.37","84.50","84.81","83.29","8.07M","-1.35%"
"May 21, 2018","84.51","84.14","84.54","83.82","10.72M","1.04%"
"May 18, 2018","83.64","84.24","84.44","83.49","12.04M","-1.01%"
"May 17, 2018","84.49","87.04","87.59","83.85","29.72M","-1.90%"
"May 16, 2018","86.13","84.87","86.62","84.74","13.73M","1.90%"
"May 15, 2018","84.52","84.06","84.88","83.80","9.32M","0.15%"
"May 14, 2018","84.39","83.89","84.79","83.65","9.50M","1.21%"
"May 11, 2018","83.38","82.69","83.52","81.95","9.93M","0.83%"
"May 10, 2018","82.69","82.64","83.77","82.01","15.86M","-0.45%"
"May 09, 2018","83.06","82.56","83.68","82.00","32.27M","-3.13%"
"May 08, 2018","85.74","85.52","85.85","84.92","6.55M","0.32%"
"May 07, 2018","85.47","87.49","87.50","85.27","10.78M","-2.35%"
"May 04, 2018","87.53","86.00","88.10","85.36","6.97M","1.51%"
"May 03, 2018","86.23","86.19","86.29","85.12","6.88M","-0.13%"
"May 02, 2018","86.34","87.13","87.25","86.16","6.08M","-1.22%"
"May 01, 2018","87.41","87.67","88.01","86.35","6.96M","-1.19%"
"Apr 30, 2018","88.46","87.94","89.66","87.92","8.69M","1.34%"
"Apr 27, 2018","87.29","87.87","87.90","87.08","5.65M","-0.74%"
"Apr 26, 2018","87.94","87.17","88.32","86.90","5.78M","0.88%"
"Apr 25, 2018","87.17","86.32","87.70","85.89","6.76M","0.74%"
"Apr 24, 2018","86.53","86.77","86.91","85.57","8.47M","0.50%"
"Apr 23, 2018","86.10","86.89","87.08","86.02","7.36M","-1.01%"
"Apr 20, 2018","86.98","87.87","88.38","86.67","8.32M","-1.04%"
"Apr 19, 2018","87.89","87.41","88.04","86.58","6.59M","0.37%"
"Apr 18, 2018","87.57","88.20","88.56","87.51","5.85M","-0.38%"
"Apr 17, 2018","87.90","87.48","88.17","87.41","6.80M","1.22%"
"Apr 16, 2018","86.84","86.20","87.65","86.12","7.02M","0.95%"
"Apr 13, 2018","86.02","85.89","86.27","85.19","7.56M","0.69%"
"Apr 12, 2018","85.43","86.19","86.83","85.41","6.86M","-0.56%"
"Apr 11, 2018","85.91","86.00","86.86","85.80","6.28M","-0.62%"
"Apr 10, 2018","86.45","86.84","87.10","85.66","9.73M","0.20%"
"Apr 09, 2018","86.28","86.85","87.45","86.24","8.37M","-0.47%"
"Apr 06, 2018","86.69","86.83","87.90","86.13","6.35M","-1.28%"
"Apr 05, 2018","87.81","87.60","88.34","87.05","6.38M","0.68%"
"Apr 04, 2018","87.22","85.60","87.50","85.44","6.54M","0.48%"
"Apr 03, 2018","86.80","86.25","86.95","85.55","9.70M","1.46%"
"Apr 02, 2018","85.55","88.00","88.24","84.84","19.13M","-3.84%"
"Mar 29, 2018","88.97","87.90","89.34","87.77","9.27M","1.37%"
"Mar 28, 2018","87.77","86.26","88.24","86.19","11.58M","2.00%"
"Mar 27, 2018","86.05","87.96","88.04","85.48","6.55M","-1.66%"
"Mar 26, 2018","87.50","86.22","87.69","86.11","9.20M","2.44%"
"Mar 23, 2018","85.42","87.35","87.74","85.28","10.13M","-1.97%"
"Mar 22, 2018","87.14","87.53","88.27","86.99","12.25M","-1.18%"
"Mar 21, 2018","88.18","87.89","89.68","87.68","11.84M","0.26%"
"Mar 20, 2018","87.95","87.86","88.15","87.37","8.26M","0.57%"
"Mar 19, 2018","87.45","88.91","89.08","87.10","12.05M","-1.93%"
"Mar 16, 2018","89.17","87.72","90.09","87.50","28.40M","1.90%"
"Mar 15, 2018","87.51","87.68","88.79","85.90","16.62M","-0.18%"
"Mar 14, 2018","87.67","88.51","88.99","87.50","11.04M","-0.71%"
"Mar 13, 2018","88.30","88.39","88.90","87.98","7.17M","0.26%"
"Mar 12, 2018","88.07","88.70","89.44","87.88","8.47M","-0.73%"
"Mar 09, 2018","88.72","88.24","88.72","87.53","9.75M","0.91%"
"Mar 08, 2018","87.92","87.77","88.13","87.34","9.59M","0.21%"
"Mar 07, 2018","87.74","87.98","88.53","87.33","11.45M","-1.48%"
"Mar 06, 2018","89.06","90.35","90.50","88.63","11.05M","-1.02%"
"Mar 05, 2018","89.98","88.14","90.50","88.07","13.38M","1.36%"
"Mar 02, 2018","88.77","87.27","88.90","87.24","19.04M","-0.35%"
"Mar 01, 2018","89.08","90.17","90.18","87.71","18.91M","-1.03%"
"Feb 28, 2018","90.01","92.00","92.10","90.00","14.14M","-1.65%"
"Feb 27, 2018","91.52","93.63","93.72","91.51","13.38M","-1.72%"
"Feb 26, 2018","93.12","92.90","93.80","92.22","14.70M","0.25%"
"Feb 23, 2018","92.89","92.88","93.49","91.76","12.79M","0.13%"
"Feb 22, 2018","92.77","91.43","93.39","91.31","20.36M","1.37%"
"Feb 21, 2018","91.52","95.11","95.34","91.24","49.50M","-2.75%"
"Feb 20, 2018","94.11","96.99","97.94","94.10","52.09M","-10.18%"
"Feb 16, 2018","104.78","103.09","104.94","101.98","16.06M","1.50%"
"Feb 15, 2018","103.23","102.55","103.64","101.83","7.49M","1.50%"
"Feb 14, 2018","101.70","100.86","102.25","100.21","7.31M","0.71%"
"Feb 13, 2018","100.98","99.33","101.22","99.33","6.62M","1.44%"
"Feb 12, 2018","99.55","100.13","100.44","98.80","9.14M","0.18%"
"Feb 09, 2018","99.37","100.53","101.10","96.43","14.18M","-0.65%"
"Feb 08, 2018","100.02","103.23","103.48","100.00","13.98M","-2.75%"
"Feb 07, 2018","102.85","100.50","104.59","100.01","11.17M","1.93%"
"Feb 06, 2018","100.90","97.64","101.08","97.25","16.41M","0.81%"
"Feb 05, 2018","100.09","103.40","104.61","97.09","12.56M","-4.20%"
"Feb 02, 2018","104.48","105.15","106.47","104.15","9.25M","-0.99%"
"Feb 01, 2018","105.52","105.96","106.56","105.18","6.39M","-1.01%"
"Jan 31, 2018","106.60","107.77","108.18","106.07","9.81M","-1.05%"
"Jan 30, 2018","107.73","109.14","109.36","107.15","9.18M","-1.66%"
"Jan 29, 2018","109.55","108.11","109.98","107.99","8.36M","1.07%"
"Jan 26, 2018","108.39","107.00","108.41","106.68","6.79M","1.68%"
"Jan 25, 2018","106.60","105.85","106.81","105.85","5.86M","0.77%"
"Jan 24, 2018","105.79","106.35","106.44","104.82","6.82M","-0.10%"
"Jan 23, 2018","105.90","105.29","106.14","104.57","8.29M","0.43%"
"Jan 22, 2018","105.45","104.50","105.45","104.04","7.31M","0.82%"
"Jan 19, 2018","104.59","104.64","104.93","103.66","8.38M","0.28%"
"Jan 18, 2018","104.30","104.74","104.94","103.62","12.31M","1.56%"
"Jan 17, 2018","102.70","101.15","102.94","100.70","8.68M","2.00%"
"Jan 16, 2018","100.69","101.34","101.91","100.34","7.17M","-0.18%"
"Jan 12, 2018","100.87","100.39","101.44","100.30","6.95M","0.85%"
"Jan 11, 2018","100.02","99.70","100.45","98.78","6.54M","0.35%"
"Jan 10, 2018","99.67","99.75","99.89","98.53","7.93M","-0.72%"
"Jan 09, 2018","100.39","102.03","102.35","100.31","7.31M","-1.20%"
"Jan 08, 2018","101.61","100.25","101.75","100.21","8.84M","1.48%"
"Jan 05, 2018","100.13","99.64","100.38","99.61","7.28M","0.59%"
"Jan 04, 2018","99.54","99.54","99.78","98.91","6.83M","0.09%"
"Jan 03, 2018","99.45","98.85","100.00","98.77","8.90M","0.87%"
"Jan 02, 2018","98.59","99.30","99.79","98.52","10.15M","-0.16%"
