Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2018S003383    ;1;Ciutat Vella;1;el Raval;701498;B-10 (Besòs)                                      ;K112      ;Dimecres;Dc;Laboral;2018;5;Maig;2;11;Matí;No és causa del  vianant;0;1;0;1;2;431209.99 ;4580625.8 ;2.176.292;41.372.365
2018S008260    ;3;Sants-Montjuïc;15;Hostafrancs;355403;Vilardell / Vint-i-sis de Gener de 1641           ;;Dilluns;Dl;Laboral;2018;10;Octubre;29;20;Tarda;No és causa del  vianant;0;1;0;1;1;428301.54 ;4580899.65;2.141.484;41.374.578
2018S009696    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Paral·lel                               ;;Dimecres;Dc;Laboral;2018;12;Desembre;19;12;Matí;No és causa del  vianant;0;1;0;1;2;428989.31 ;4580940.29;2.149.703;41.375.005
2018S009611    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Reina Maria Cristina                              ;feb-16;Diumenge;Dg;Laboral;2018;12;Desembre;16;19;Tarda;No és causa del  vianant;0;1;0;1;2;429027.83 ;4580682.83;2.150.194;41.372.689
2018S001464    ;3;Sants-Montjuïc;11;el Poble-sec;86902;Paral·lel / Nou de la Rambla                      ;;Divendres;Dv;Laboral;2018;2;Febrer;23;14;Tarda;No és causa del  vianant;0;1;0;1;2;430686.86 ;4580920.06;2.170.003;41.374.971
2018S006628    ;3;Sants-Montjuïc;11;el Poble-sec;86902;Nou de la Rambla / Paral·lel                      ;;Diumenge;Dg;Laboral;2018;9;Setembre;2;3;Nit;No és causa del  vianant;0;1;0;1;2;430686.86 ;4580920.06;2.170.003;41.374.971
2018S002906    ;3;Sants-Montjuïc;15;Hostafrancs;222603;Moianès / Vilardell                               ;;Dilluns;Dl;Laboral;2018;4;Abril;16;19;Tarda;No és causa del  vianant;0;1;0;1;2;428388.84 ;4580896.86;2.142.528;4.137.456
2018S006336    ;1;Ciutat Vella;1;el Raval;701497;B-10 (Llobregat)                                  ;K111      ;Dissabte;Ds;Laboral;2018;8;Agost;18;16;Tarda;No és causa del  vianant;0;3;0;3;2;431245.82 ;4580721.31;2.176.709;41.373.228
2018S003389    ;1;Ciutat Vella;1;el Raval;701349;Drassanes / Josep Carner                          ;;Dimecres;Dc;Laboral;2018;5;Maig;2;13;Matí;No és causa del  vianant;0;1;0;1;2;431242.62 ;4580854.67;2.176.656;41.374.429
2018S005638    ;1;Ciutat Vella;1;el Raval;701349;Josep Carner                                      ;26;Divendres;Dv;Laboral;2018;7;Juliol;20;18;Tarda;No és causa del  vianant;0;1;0;1;2;431246.1  ;4580920.07;217.669;41.375.019
2018S007429    ;1;Ciutat Vella;1;el Raval;701349;Josep Carner / Drassanes                          ;;Dimarts;Dm;Laboral;2018;10;Octubre;2;13;Matí;No és causa del  vianant;0;1;0;1;2;431242.62 ;4580854.67;2.176.656;41.374.429
2018S007771    ;1;Ciutat Vella;1;el Raval;701349;Josep Carner / Drassanes                          ;;Dissabte;Ds;Laboral;2018;10;Octubre;13;6;Matí;No és causa del  vianant;0;1;0;1;2;431242.62 ;4580854.67;2.176.656;41.374.429
2018S004035    ;1;Ciutat Vella;1;el Raval;701349;Litoral (Llobregat)                               ;S21       ;Divendres;Dv;Laboral;2018;5;Maig;25;5;Nit;No és causa del  vianant;0;0;0;0;2;431323.44 ;4580839.66;2.177.624;41.374.301
2018S001814    ;1;Ciutat Vella;1;el Raval;701349;Josep Carner                                      ;27;Dimarts;Dm;Laboral;2018;3;Març;6;11;Matí;No és causa del  vianant;0;1;0;1;2;431291.88 ;4580896.02;217.724;41.374.806
2018S001184    ;1;Ciutat Vella;1;el Raval;701349;Josep Carner / Drassanes                          ;;Dimarts;Dm;Laboral;2018;2;Febrer;13;8;Matí;No és causa del  vianant;0;1;0;1;2;431242.62 ;4580854.67;2.176.656;41.374.429
2018S006436    ;3;Sants-Montjuïc;15;Hostafrancs;362602;Vilardell                                         ;34;Dijous;Dj;Laboral;2018;8;Agost;23;20;Tarda;Creuar per fora pas de vianants;0;2;0;2;1;428474.71 ;4580887.94;2.143.556;41.374.487
2018S002841    ;3;Sants-Montjuïc;11;el Poble-sec;86301;Radas                                             ;1;Divendres;Dv;Laboral;2018;4;Abril;13;21;Tarda;No és causa del  vianant;0;1;0;1;2;429962.89 ;4580884.92;216.135;41.374.591
2018S008802    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Salvà                                             ;1;Dissabte;Ds;Laboral;2018;11;Novembre;17;19;Tarda;No és causa del  vianant;0;1;0;1;1;430418.79 ;4580882.01;2.166.802;41.374.605
2018S006921    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Nou de la Rambla                      ;;Divendres;Dv;Laboral;2018;9;Setembre;14;4;Nit;No és causa del  vianant;0;1;0;1;1;430686.86 ;4580920.06;2.170.003;41.374.971
2018S005103    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;70;Dimarts;Dm;Laboral;2018;7;Juliol;3;0;Nit;Creuar per fora pas de vianants;0;1;0;1;1;430605.1  ;4580941.88;2.169.023;4.137.516
2018S009313    ;3;Sants-Montjuïc;11;el Poble-sec;261004;Paral·lel                                         ;87;Dimecres;Dc;Laboral;2018;12;Desembre;5;12;Matí;No és causa del  vianant;0;1;0;1;2;430315.86 ;4580903.65;2.165.569;41.374.791
2018S005124    ;3;Sants-Montjuïc;11;el Poble-sec;261004;Paral·lel                                         ;85;Dimarts;Dm;Laboral;2018;7;Juliol;3;16;Tarda;No és causa del  vianant;0;1;0;1;2;430366.86 ;4580903.02;2.166.179;41.374.789
2018S004605    ;3;Sants-Montjuïc;11;el Poble-sec;261004;Poeta Cabanyes                                    ;1;Dissabte;Ds;Laboral;2018;6;Juny;16;3;Nit;No és causa del  vianant;0;1;0;1;1;430360.43 ;4580900.85;2.166.102;41.374.769
2018S002944    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;77;Dimarts;Dm;Laboral;2018;4;Abril;17;21;Tarda;No és causa del  vianant;0;0;0;0;2;430512.57 ;4580901.27;2.167.921;41.374.786
2018S002163    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;75;Dissabte;Ds;Laboral;2018;3;Març;17;17;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;430523.1  ;4580901.11;2.168.047;41.374.786
2018S006290    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;75;Dimecres;Dc;Laboral;2018;8;Agost;15;23;Nit;No és causa del  vianant;0;1;0;1;2;430523.1  ;4580901.11;2.168.047;41.374.786
2018S005460    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Sant Pau                              ;;Diumenge;Dg;Laboral;2018;7;Juliol;15;0;Nit;Creuar per fora pas de vianants;0;0;1;1;1;430497.04 ;4580920.96;2.167.733;41.374.962
2018S003648    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;79;Dijous;Dj;Laboral;2018;5;Maig;10;22;Nit;Desobeir el senyal del semàfor;0;2;0;2;1;430409.77 ;4580895.48;2.166.693;41.374.725
2018S000068    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;81;Dijous;Dj;Laboral;2018;1;Gener;4;7;Matí;No és causa del  vianant;0;1;0;1;2;430399.18 ;4580899.78;2.166.566;41.374.763
2018S001648    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;83;Dijous;Dj;Laboral;2018;3;Març;1;12;Matí;No és causa del  vianant;0;1;0;1;2;430383.48 ;4580902.78;2.166.377;41.374.789
2018S005603    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;87B       ;Dijous;Dj;Laboral;2018;7;Juliol;19;19;Tarda;No és causa del  vianant;0;2;0;2;2;430315.86 ;4580903.65;2.165.569;41.374.791
2018S005234    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Comte Borrell                         ;;Dissabte;Ds;Laboral;2018;7;Juliol;7;1;Nit;No és causa del  vianant;0;1;0;1;2;430308.62 ;4580923.32;216.548;41.374.967
2018S002318    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;87;Divendres;Dv;Laboral;2018;3;Març;23;10;Matí;Desobeir el senyal del semàfor;0;2;0;2;1;430315.86 ;4580903.65;2.165.569;41.374.791
2018S003975    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Comte Borrell                         ;;Dimecres;Dc;Laboral;2018;5;Maig;23;12;Matí;No és causa del  vianant;0;4;0;4;2;430308.62 ;4580923.32;216.548;41.374.967
2018S009080    ;3;Sants-Montjuïc;17;Sants - Badal;36100;Bassegoda / Torns                                 ;;Dimecres;Dc;Laboral;2018;11;Novembre;28;6;Matí;No és causa del  vianant;0;1;0;1;2;426877.67 ;4580905.31;2.124.458;413.745
2018S008953    ;3;Sants-Montjuïc;18;Sants;30602;Badal / Càceres                                   ;;Divendres;Dv;Laboral;2018;11;Novembre;23;10;Matí;No és causa del  vianant;0;2;0;2;1;427409.24 ;4580907.46;2.130.814;41.374.568
2018S008262    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;135-137   ;Dilluns;Dl;Laboral;2018;10;Octubre;29;22;Nit;No és causa del  vianant;0;1;0;1;1;429754.82 ;4580911.18;215.886;4.137.481
2018S008470    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Viladomat                             ;;Dilluns;Dl;Laboral;2018;11;Novembre;5;20;Tarda;No és causa del  vianant;0;1;0;1;1;430117.62 ;4580925.85;2.163.196;41.374.973
2018S006363    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;101;Dilluns;Dl;Laboral;2018;8;Agost;20;2;Nit;No és causa del  vianant;0;0;0;0;1;430106.85 ;4580906.53;2.163.069;41.374.798
2018S007005    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Reina Maria Cristina                    ;;Dissabte;Ds;Laboral;2018;8;Agost;25;7;Matí;No és causa del  vianant;0;1;0;1;2;428963.08 ;4580901.67;2.149.394;41.374.654
2018S005823    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Corts Catalanes                         ;;Divendres;Dv;Laboral;2018;7;Juliol;27;13;Matí;Desobeir el senyal del semàfor;0;1;0;1;1;428974.33 ;4580977.98;2.149.519;41.375.343
2018S008623    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Corts Catalanes / Espanya                         ;;Dissabte;Ds;Laboral;2018;11;Novembre;10;18;Tarda;No és causa del  vianant;0;2;0;2;1;428974.33 ;4580977.98;2.149.519;41.375.343
2018S002255    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Corts Catalanes / Espanya                         ;;Dimecres;Dc;Laboral;2018;3;Març;21;14;Tarda;No és causa del  vianant;0;1;0;1;1;428974.33 ;4580977.98;2.149.519;41.375.343
2018S009784    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Paral·lel                               ;;Dissabte;Ds;Laboral;2018;12;Desembre;22;12;Matí;No és causa del  vianant;0;1;0;1;2;428989.31 ;4580940.29;2.149.703;41.375.005
2018S005832    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya                                           ;3-abr;Divendres;Dv;Laboral;2018;7;Juliol;27;23;Nit;No és causa del  vianant;0;2;0;2;2;428903.72 ;4580823.58;2.148.693;41.373.946
2018S004102    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Reina Maria Cristina                    ;;Diumenge;Dg;Laboral;2018;5;Maig;27;17;Tarda;No és causa del  vianant;0;1;0;1;2;428963.08 ;4580901.67;2.149.394;41.374.654
2018S008392    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya                                           ;3-abr;Divendres;Dv;Laboral;2018;11;Novembre;2;11;Matí;No és causa del  vianant;0;1;0;1;2;428903.72 ;4580823.58;2.148.693;41.373.946
2018S002202    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya                                           ;1;Dilluns;Dl;Laboral;2018;3;Març;19;11;Matí;No és causa del  vianant;0;1;0;1;2;429044.34 ;4580985.15;2.150.356;41.375.414
2018S005413    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Paral·lel                               ;;Divendres;Dv;Laboral;2018;7;Juliol;13;0;Nit;No és causa del  vianant;0;2;0;2;2;428989.31 ;4580940.29;2.149.703;41.375.005
2018S007636    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya                                           ;1;Dilluns;Dl;Laboral;2018;10;Octubre;8;20;Tarda;No és causa del  vianant;0;1;0;1;2;429044.34 ;4580985.15;2.150.356;41.375.414
2018S003619    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Reina Maria Cristina                    ;;Dimecres;Dc;Laboral;2018;5;Maig;9;22;Nit;Altres;0;3;0;3;2;428963.08 ;4580901.67;2.149.394;41.374.654
2018S006871    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Reina Maria Cristina                    ;;Dimecres;Dc;Laboral;2018;9;Setembre;12;16;Tarda;No és causa del  vianant;0;1;0;1;2;428963.08 ;4580901.67;2.149.394;41.374.654
2018S003843    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya / Paral·lel                               ;;Dimecres;Dc;Laboral;2018;5;Maig;16;20;Tarda;No és causa del  vianant;0;1;0;1;2;428989.31 ;4580940.29;2.149.703;41.375.005
2018S000936    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya                                           ;1;Diumenge;Dg;Laboral;2018;2;Febrer;4;9;Matí;No és causa del  vianant;0;1;0;1;1;429044.34 ;4580985.15;2.150.356;41.375.414
2018S005718    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Parlament                             ;;Dimarts;Dm;Laboral;2018;7;Juliol;24;12;Matí;No és causa del  vianant;0;1;0;1;2;429928.43 ;4580928.19;2.160.933;41.374.978
2018S005346    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Calàbria                              ;;Dimarts;Dm;Laboral;2018;7;Juliol;10;22;Nit;No és causa del  vianant;0;1;0;1;2;429928.43 ;4580928.19;2.160.933;41.374.978
2018S000001    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;117-119   ;Dilluns;Dl;Laboral;2018;1;Gener;1;3;Nit;No és causa del  vianant;0;2;0;2;3;429910.63 ;4580909.28;2.160.723;41.374.806
2018S006762    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;121;Divendres;Dv;Laboral;2018;9;Setembre;7;12;Matí;No és causa del  vianant;0;1;0;1;2;429895.6  ;4580909.4 ;2.160.543;41.374.806
2018S007747    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;117-119   ;Dijous;Dj;Laboral;2018;10;Octubre;11;22;Nit;No és causa del  vianant;0;1;0;1;2;429910.63 ;4580909.28;2.160.723;41.374.806
2018S007144    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;117-119   ;Dissabte;Ds;Laboral;2018;9;Setembre;22;11;Matí;No és causa del  vianant;0;1;0;1;2;429910.63 ;4580909.28;2.160.723;41.374.806
2018S002402    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;117-119   ;Dimarts;Dm;Laboral;2018;3;Març;27;8;Matí;No és causa del  vianant;0;1;0;1;3;429910.63 ;4580909.28;2.160.723;41.374.806
2018S003518    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;123-125   ;Dissabte;Ds;Laboral;2018;5;Maig;5;21;Tarda;No és causa del  vianant;0;1;0;1;2;429837.44 ;4580910.14;2.159.848;41.374.808
2018S003866    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;123-125   ;Divendres;Dv;Laboral;2018;5;Maig;18;7;Matí;No és causa del  vianant;0;1;0;1;1;429837.44 ;4580910.14;2.159.848;41.374.808
2018S008668    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Ricart                                ;;Dilluns;Dl;Laboral;2018;11;Novembre;12;17;Tarda;No és causa del  vianant;0;1;0;1;1;429741.28 ;4580930.72;2.158.695;41.374.984
2018S003251    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;135-137   ;Divendres;Dv;Laboral;2018;4;Abril;27;11;Matí;No és causa del  vianant;0;1;0;1;2;429754.82 ;4580911.18;215.886;4.137.481
2018S009129    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Manso                                 ;;Dijous;Dj;Laboral;2018;11;Novembre;29;13;Matí;Altres;0;1;0;1;1;429741.28 ;4580930.72;2.158.695;41.374.984
2018S004302    ;3;Sants-Montjuïc;15;Hostafrancs;362602;Vilardell                                         ;35;Diumenge;Dg;Laboral;2018;6;Juny;3;17;Tarda;No és causa del  vianant;0;1;0;1;2;428592.15 ;4580912.01;2.144.957;41.374.715
2018S004759    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;141;Dijous;Dj;Laboral;2018;6;Juny;21;10;Matí;No és causa del  vianant;0;1;0;1;2;429702.57 ;4580911.84;2.158.235;41.374.811
2018S004653    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;141;Dilluns;Dl;Laboral;2018;6;Juny;18;18;Tarda;Desobeir el senyal del semàfor;0;1;0;1;2;429702.57 ;4580911.84;2.158.235;41.374.811
2018S000657    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;141;Dijous;Dj;Laboral;2018;1;Gener;25;11;Matí;No és causa del  vianant;0;1;0;1;2;429702.57 ;4580911.84;2.158.235;41.374.811
2018S009727    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;163;Dijous;Dj;Laboral;2018;12;Desembre;20;11;Matí;No és causa del  vianant;0;1;0;1;2;429562.52 ;4580913.73;215.656;41.374.816
2018S002893    ;3;Sants-Montjuïc;11;el Poble-sec;700803;Paral·lel                                         ;115;Dilluns;Dl;Laboral;2018;4;Abril;16;11;Matí;No és causa del  vianant;0;1;0;1;3;429946.89 ;4580908.99;2.161.156;41.374.807
2018S001134    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Tamarit / Paral·lel                               ;;Dissabte;Ds;Laboral;2018;2;Febrer;10;18;Tarda;No és causa del  vianant;0;1;0;1;2;429551.99 ;4580933.23;2.156.432;41.374.991
2018S002932    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Tamarit                               ;;Dimarts;Dm;Laboral;2018;4;Abril;17;12;Matí;No és causa del  vianant;0;1;0;1;2;429551.99 ;4580933.23;2.156.432;41.374.991
2018S000358    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Tamarit                               ;;Diumenge;Dg;Laboral;2018;1;Gener;14;20;Tarda;No és causa del  vianant;0;1;0;1;2;429551.99 ;4580933.23;2.156.432;41.374.991
2018S004637    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;36;Dilluns;Dl;Laboral;2018;6;Juny;18;9;Matí;No és causa del  vianant;0;1;0;1;2;430934.87 ;4580915.27;2.172.969;41.374.949
2018S005395    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel / Palaudàries                           ;;Dijous;Dj;Laboral;2018;7;Juliol;12;16;Tarda;No és causa del  vianant;0;1;0;1;2;430955.38 ;4580894.89;2.173.217;41.374.767
2018S003386    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel / Floridablanca                         ;;Dimecres;Dc;Laboral;2018;5;Maig;2;12;Matí;No és causa del  vianant;0;2;0;2;1;429362.65 ;4580936.13;2.154.167;41375
2018S007609    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel                                         ;181-183   ;Dilluns;Dl;Laboral;2018;10;Octubre;8;8;Matí;No és causa del  vianant;0;1;0;1;2;429393.62 ;4580915.83;215.454;4.137.482
2018S001081    ;1;Ciutat Vella;1;el Raval;21306;Paral·lel / Palaudàries                           ;;Divendres;Dv;Laboral;2018;2;Febrer;9;7;Matí;No és causa del  vianant;0;1;0;1;2;430955.38 ;4580894.89;2.173.217;41.374.767
2018S006239    ;1;Ciutat Vella;1;el Raval;21306;Paral·lel / Arc del Teatre                        ;;Dilluns;Dl;Laboral;2018;8;Agost;13;18;Tarda;No és causa del  vianant;0;0;1;1;2;430913.33 ;4580899.2 ;2.172.713;41.374.802
2018S005912    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;45;Dimarts;Dm;Laboral;2018;7;Juliol;31;5;Nit;No és causa del  vianant;0;1;0;1;1;430879.2  ;4580880.02;2.172.307;41.374.626
2018S001792    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;40;Dilluns;Dl;Laboral;2018;3;Març;5;11;Matí;No és causa del  vianant;0;1;0;1;3;430893.5  ;4580920.9 ;2.172.474;41.374.996
2018S006546    ;1;Ciutat Vella;1;el Raval;700025;Josep Carner                                      ;26;Dimecres;Dc;Laboral;2018;8;Agost;29;2;Nit;No és causa del  vianant;0;1;0;1;2;431246.1  ;4580920.07;217.669;41.375.019
2018S002942    ;1;Ciutat Vella;1;el Raval;700025;Josep Carner                                      ;26;Dimarts;Dm;Laboral;2018;4;Abril;17;17;Tarda;No és causa del  vianant;0;1;0;1;2;431246.1  ;4580920.07;217.669;41.375.019
2018S005867    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;44;Dilluns;Dl;Laboral;2018;7;Juliol;30;1;Nit;No és causa del  vianant;0;1;0;1;2;430875.64 ;4580922.54;217.226;41.375.009
2018S005523    ;1;Ciutat Vella;1;el Raval;269200;Paral·lel / Portal de Santa Madrona               ;;Dimarts;Dm;Laboral;2018;7;Juliol;17;10;Matí;No és causa del  vianant;0;1;0;1;2;430955.38 ;4580894.89;2.173.217;41.374.767
2018S008497    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;50;Dimarts;Dm;Laboral;2018;11;Novembre;6;14;Tarda;No és causa del  vianant;0;1;0;1;2;430824.74 ;4580927.83;2.171.651;41.375.052
2018S004898    ;3;Sants-Montjuïc;17;Sants - Badal;282252;Blanca                                            ;27;Dimarts;Dm;Laboral;2018;6;Juny;26;12;Matí;No és causa del  vianant;0;1;0;1;2;426799.32 ;4580933.65;2.123.518;41.374.748
2018S001867    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;56-58     ;Dimecres;Dc;Laboral;2018;3;Març;7;20;Tarda;No és causa del  vianant;0;1;0;1;1;430748.54 ;4580934.89;2.170.739;41.375.109
2018S009774    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya                                           ;6;Divendres;Dv;Laboral;2018;12;Desembre;21;20;Tarda;No és causa del  vianant;0;2;0;2;2;428876.14 ;4580985.75;2.148.344;41.375.404
2018S005250    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Corts Catalanes / Espanya                         ;;Dissabte;Ds;Laboral;2018;7;Juliol;7;19;Tarda;No és causa del  vianant;0;1;0;1;2;428974.33 ;4580977.98;2.149.519;41.375.343
2018S003122    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya / Corts Catalanes                         ;;Dilluns;Dl;Laboral;2018;4;Abril;23;11;Matí;No és causa del  vianant;0;1;0;1;2;428974.33 ;4580977.98;2.149.519;41.375.343
2018S009341    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya / Creu Coberta                            ;;Dijous;Dj;Laboral;2018;12;Desembre;6;15;Tarda;No és causa del  vianant;0;1;0;1;2;428885.04 ;4580959.01;2.148.454;41.375.164
2018S004363    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya / Corts Catalanes                         ;;Dimecres;Dc;Laboral;2018;6;Juny;6;10;Matí;No és causa del  vianant;0;1;0;1;2;428974.33 ;4580977.98;2.149.519;41.375.343
2018S003407    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Creu Coberta / Espanya                            ;;Dimecres;Dc;Laboral;2018;5;Maig;2;16;Tarda;No és causa del  vianant;0;1;0;1;2;428885.04 ;4580959.01;2.148.454;41.375.164
2018S007048    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya / Corts Catalanes                         ;;Dimecres;Dc;Laboral;2018;9;Setembre;19;16;Tarda;No és causa del  vianant;0;1;0;1;2;428974.33 ;4580977.98;2.149.519;41.375.343
2018S001113    ;1;Ciutat Vella;1;el Raval;198804;Nou de la Rambla / Paral·lel                      ;;Dijous;Dj;Laboral;2018;2;Febrer;8;4;Nit;No és causa del  vianant;0;0;0;0;1;430686.86 ;4580920.06;2.170.003;41.374.971
2018S004877    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;62;Dilluns;Dl;Laboral;2018;6;Juny;25;20;Tarda;No és causa del  vianant;0;1;0;1;2;430651.97 ;4580941.11;2.169.583;41.375.157
2018S006993    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;74;Dimarts;Dm;Laboral;2018;9;Setembre;18;3;Nit;Transitar a peu per la calçada;0;2;0;2;1;430579.4  ;4580942.32;2.168.716;41.375.162
2018S002265    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;80A       ;Dimecres;Dc;Laboral;2018;3;Març;21;18;Tarda;No és causa del  vianant;0;1;0;1;2;430519.3  ;4580951.3 ;2.167.996;41.375.237
2018S005667    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel                                         ;76-80     ;Dissabte;Ds;Laboral;2018;7;Juliol;21;18;Tarda;No és causa del  vianant;0;1;0;1;3;430544.35 ;4580942.47;2.168.296;4.137.516
2018S008713    ;1;Ciutat Vella;1;el Raval;86902;Paral·lel / Nou de la Rambla                      ;;Dimecres;Dc;Laboral;2018;11;Novembre;14;19;Tarda;No és causa del  vianant;0;2;0;2;2;430686.86 ;4580920.06;2.170.003;41.374.971
2018S005793    ;2;Eixample;10;Sant Antoni;198804;Paral·lel / Sant Pau                              ;;Dijous;Dj;Laboral;2018;7;Juliol;26;18;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;430497.04 ;4580920.96;2.167.733;41.374.962
2018S005121    ;2;Eixample;10;Sant Antoni;198804;Paral·lel                                         ;82;Dimarts;Dm;Laboral;2018;7;Juliol;3;16;Tarda;No és causa del  vianant;0;1;0;1;2;430443.75 ;4580943.78;2.167.093;41.375.163
2018S006210    ;2;Eixample;10;Sant Antoni;198804;Paral·lel                                         ;88;Dissabte;Ds;Laboral;2018;8;Agost;11;22;Nit;No és causa del  vianant;0;1;0;1;2;430403.91 ;4580944.27;2.166.617;41.375.164
2018S006740    ;1;Ciutat Vella;1;el Raval;86902;Paral·lel / Nou de la Rambla                      ;;Dijous;Dj;Laboral;2018;9;Setembre;6;17;Tarda;No és causa del  vianant;0;1;0;1;1;430686.86 ;4580920.06;2.170.003;41.374.971
2018S004555    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta                                      ;17;Dijous;Dj;Laboral;2018;6;Juny;14;10;Matí;No és causa del  vianant;0;1;0;1;1;428818.9  ;4580948.14;2.147.664;4.137.506
2018S008626    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta                                      ;21;Dissabte;Ds;Laboral;2018;11;Novembre;10;22;Nit;No és causa del  vianant;0;1;0;1;2;428806.68 ;4580948.58;2.147.518;41.375.063
