Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2018S006593    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó                                             ;265;Divendres;Dv;Laboral;2018;8;Agost;31;6;Matí;No és causa del  vianant;0;1;0;1;2;430313.33 ;4582891.5 ;216.531;41.392.694
2018S006939    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia                                            ;64;Divendres;Dv;Laboral;2018;9;Setembre;14;16;Tarda;No és causa del  vianant;0;1;0;1;2;430235.14 ;4582927.51;216.437;41.393.012
2018S002182    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia / València                                 ;;Diumenge;Dg;Laboral;2018;3;Març;18;16;Tarda;No és causa del  vianant;0;1;0;1;2;430187.73 ;4582930.63;2.163.803;41.393.036
2018S007018    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau                                            ;151;Dimarts;Dm;Laboral;2018;9;Setembre;18;18;Tarda;No és causa del  vianant;0;1;0;1;2;429330.9  ;4582892.19;2.153.559;41.392.615
2018S004251    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova / Londres                                ;;Divendres;Dv;Laboral;2018;6;Juny;1;16;Tarda;No és causa del  vianant;0;1;0;1;2;428984.69 ;4582878.82;214.942;41.392.464
2018S008009    ;10;Sant Martí;68;el Poblenou;701265;B-10 (Besòs)                                      ;K80       ;Dilluns;Dl;Laboral;2018;10;Octubre;22;0;Nit;No és causa del  vianant;0;3;0;3;2;433415.38 ;4582820.98;220.242;41.392.322
2018S002032    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;55807;Francesc Macià / Comte d'Urgell                   ;;Dimarts;Dm;Laboral;2018;3;Març;13;15;Tarda;No és causa del  vianant;0;1;0;1;2;428605.67 ;4582881.43;2.144.887;41.392.454
2018S002608    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;55807;Francesc Macià                                    ;10-nov;Divendres;Dv;Laboral;2018;4;Abril;6;7;Matí;No és causa del  vianant;0;1;0;1;2;428631.34 ;4582893.84;2.145.192;41.392.568
2018S003513    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;55807;Francesc Macià                                    ;10-nov;Dissabte;Ds;Laboral;2018;5;Maig;5;18;Tarda;No és causa del  vianant;0;1;0;1;2;428631.34 ;4582893.84;2.145.192;41.392.568
2018S001922    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;270901;Pujades / Marina                                  ;;Divendres;Dv;Laboral;2018;3;Març;9;14;Tarda;No és causa del  vianant;0;1;0;1;1;432301.89 ;4582921.06;2.189.091;41.393.131
2018S003896    ;2;Eixample;5;el Fort Pienc;286504;Roger de Flor / Alí Bei                           ;;Divendres;Dv;Laboral;2018;5;Maig;18;19;Tarda;No és causa del  vianant;0;1;0;1;1;431558.69 ;4582921.93;2.180.201;41.393.076
2018S007499    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal / Beethoven                              ;;Dimecres;Dc;Laboral;2018;10;Octubre;3;19;Tarda;No és causa del  vianant;0;1;0;1;2;428406.31 ;4582846.69;2.142.506;41.392.123
2018S003704    ;2;Eixample;7;la Dreta de l'Eixample;71600;Casp                                              ;78;Dissabte;Ds;Laboral;2018;5;Maig;12;14;Tarda;No és causa del  vianant;0;1;0;1;3;431155.74 ;4582888.31;2.175.386;41.392.738
2018S006578    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença                                          ;215;Dijous;Dj;Laboral;2018;8;Agost;30;17;Tarda;No és causa del  vianant;0;0;0;0;2;429758.36 ;4582902.25;2.158.671;41.392.743
2018S008902    ;4;Les Corts;19;les Corts;701433;Prat de la Riba / Sarrià                          ;;Dimecres;Dc;Laboral;2018;11;Novembre;21;14;Tarda;No és causa del  vianant;0;1;0;1;2;427354.25 ;4582900.13;2.129.917;4.139.251
2018S003472    ;4;Les Corts;19;les Corts;701433;Prat de la Riba                                   ;1;Divendres;Dv;Laboral;2018;5;Maig;4;10;Matí;No és causa del  vianant;0;1;0;1;2;427421.42 ;4582916.56;2.130.719;41.392.664
2018S006906    ;4;Les Corts;19;les Corts;701433;Prat de la Riba / General Mitre                   ;0;Dijous;Dj;Laboral;2018;9;Setembre;13;18;Tarda;No és causa del  vianant;0;2;0;2;2;427421.42 ;4582916.56;2.130.719;41.392.664
2018S002267    ;5;Sarrià-Sant Gervasi;23;Sarrià;193108;Prat de la Riba / Manuel Girona                   ;;Dimecres;Dc;Laboral;2018;3;Març;21;19;Tarda;No és causa del  vianant;0;1;0;1;4;427354.25 ;4582900.13;2.129.917;4.139.251
2018S005351    ;5;Sarrià-Sant Gervasi;23;Sarrià;193108;Prat de la Riba / Manuel Girona                   ;;Dimarts;Dm;Laboral;2018;7;Juliol;10;23;Nit;No és causa del  vianant;0;2;0;2;2;427354.25 ;4582900.13;2.129.917;4.139.251
2018S003827    ;5;Sarrià-Sant Gervasi;23;Sarrià;193108;Prat de la Riba / Manuel Girona                   ;;Dimecres;Dc;Laboral;2018;5;Maig;16;17;Tarda;No és causa del  vianant;0;1;0;1;2;427354.25 ;4582900.13;2.129.917;4.139.251
2018S007037    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia                                            ;56;Dimecres;Dc;Laboral;2018;9;Setembre;19;12;Matí;No és causa del  vianant;0;1;0;1;2;430276.41 ;4582882.55;2.164.869;41.392.611
2018S007555    ;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria                                   ;45;Dissabte;Ds;Laboral;2018;10;Octubre;6;4;Nit;No és causa del  vianant;0;1;0;1;2;430626.41 ;4582904.42;2.169.053;41.392.838
2018S002309    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova / Londres                                ;;Dijous;Dj;Laboral;2018;3;Març;22;20;Tarda;No és causa del  vianant;0;1;0;1;1;428984.69 ;4582878.82;214.942;41.392.464
2018S003516    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;4908;Icària / Àlaba                                    ;;Dissabte;Ds;Laboral;2018;5;Maig;5;21;Tarda;No és causa del  vianant;0;1;0;1;2;433116.32 ;4582877;2.198.836;41.392.802
2018S009896    ;10;Sant Martí;68;el Poblenou;701266;B-10 (Llobregat)                                  ;K80       ;Divendres;Dv;Laboral;2018;12;Desembre;28;12;Matí;No és causa del  vianant;0;1;0;1;2;433406.97 ;4582829.32;2.202.318;41.392.397
2018S000956    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat)                               ;K80       ;Dilluns;Dl;Laboral;2018;2;Febrer;5;5;Nit;No és causa del  vianant;0;2;0;2;4;433406.97 ;4582829.32;2.202.318;41.392.397
2018S008134    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;110009;Rosa Sensat / Ramon Turró                         ;;Dijous;Dj;Laboral;2018;10;Octubre;25;9;Matí;No és causa del  vianant;0;2;0;2;2;432692.21 ;4582904.63;2.193.761;41.393.015
2018S001365    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;320704;Sarrià                                            ;150-152   ;Dimarts;Dm;Laboral;2018;2;Febrer;20;9;Matí;No és causa del  vianant;0;1;0;1;2;427428.85 ;4582906.93;2.130.809;41.392.578
2018S001543    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner                                          ;190-194   ;Dilluns;Dl;Laboral;2018;2;Febrer;26;15;Tarda;No és causa del  vianant;0;1;0;1;2;429158.52 ;4582907.55;2.151.496;41.392.738
2018S001697    ;2;Eixample;5;el Fort Pienc;305100;Sant Joan                                         ;24;Divendres;Dv;Laboral;2018;3;Març;2;17;Tarda;No és causa del  vianant;0;2;0;2;2;431430.3  ;4582899.32;2.178.668;41.392.861
2018S005881    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació                                         ;290;Dilluns;Dl;Laboral;2018;7;Juliol;30;12;Matí;No és causa del  vianant;0;1;0;1;2;430734.94 ;4582892.98;2.170.352;41.392.744
2018S002106    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya / Mallorca                              ;;Divendres;Dv;Laboral;2018;3;Març;16;6;Matí;No és causa del  vianant;0;0;0;0;2;429965.34 ;4582901.04;2.161.147;4.139.275
2018S004103    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya / Mallorca                              ;;Diumenge;Dg;Laboral;2018;5;Maig;27;17;Tarda;No és causa del  vianant;0;0;1;1;2;429965.34 ;4582901.04;2.161.147;4.139.275
2018S001520    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya / Mallorca                              ;;Diumenge;Dg;Laboral;2018;2;Febrer;25;11;Matí;Creuar per fora pas de vianants;0;1;0;1;1;429965.34 ;4582901.04;2.161.147;4.139.275
2018S002159    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya / Mallorca                              ;;Dissabte;Ds;Laboral;2018;3;Març;17;10;Matí;No és causa del  vianant;0;1;0;1;2;429965.34 ;4582901.04;2.161.147;4.139.275
2018S006570    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal                                          ;608;Dijous;Dj;Laboral;2018;8;Agost;30;11;Matí;No és causa del  vianant;0;1;0;1;2;428423.27 ;4582909.76;2.142.702;41.392.693
2018S000854    ;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris                                        ;123-131   ;Dimecres;Dc;Laboral;2018;1;Gener;31;12;Matí;No és causa del  vianant;0;1;0;1;1;430437.4  ;4582906.12;2.166.792;41.392.837
2018S008727    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;171400;Llull / Joan d'Àustria                            ;;Dijous;Dj;Laboral;2018;11;Novembre;15;10;Matí;No és causa del  vianant;0;1;0;1;2;432493.9  ;4582916.47;2.191.388;41.393.105
2018S004532    ;2;Eixample;5;el Fort Pienc;225500;Nàpols                                            ;42;Dimecres;Dc;Laboral;2018;6;Juny;13;13;Matí;No és causa del  vianant;0;0;0;0;1;431744.53 ;4582915.75;2.182.425;41.393.036
2018S002668    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca / Catalunya                              ;;Diumenge;Dg;Laboral;2018;4;Abril;8;1;Nit;No és causa del  vianant;0;1;0;1;2;429965.34 ;4582901.04;2.161.147;4.139.275
2018S008854    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal                                          ;477-479   ;Dimarts;Dm;Laboral;2018;11;Novembre;20;12;Matí;No és causa del  vianant;0;1;0;1;2;428672.24 ;4582917.79;2.145.679;41.392.787
2018S006786    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal                                          ;477-479   ;Dissabte;Ds;Laboral;2018;9;Setembre;8;15;Tarda;No és causa del  vianant;0;2;0;2;2;428672.24 ;4582917.79;2.145.679;41.392.787
2018S007468    ;4;Les Corts;21;Pedralbes;248108;Pearson / Doctor Joaquín Albarrán                 ;;Dijous;Dj;Laboral;2018;10;Octubre;4;4;Nit;No és causa del  vianant;0;1;0;1;2;425314.98 ;4582908.91;2.105.526;41.392.402
2018S006721    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;139805;Ganduxer / Bori i Fontestà                        ;;Dijous;Dj;Laboral;2018;9;Setembre;6;0;Nit;No és causa del  vianant;0;0;0;0;2;428083.42 ;4582947.19;2.138.633;41.392.999
2018S009289    ;5;Sarrià-Sant Gervasi;23;Sarrià;62507;Capità Arenas / Francesc Carbonell                ;;Dimarts;Dm;Laboral;2018;12;Desembre;4;16;Tarda;No és causa del  vianant;0;1;0;1;2;426949.45 ;4582910.63;2.125.074;41.392.568
2018S006133    ;5;Sarrià-Sant Gervasi;23;Sarrià;62507;Capità Arenas / Francesc Carbonell                ;;Dijous;Dj;Laboral;2018;8;Agost;9;9;Matí;No és causa del  vianant;0;1;0;1;1;426949.45 ;4582910.63;2.125.074;41.392.568
2018S008731    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;37408;Beethoven                                         ;6;Dijous;Dj;Laboral;2018;11;Novembre;15;14;Tarda;No és causa del  vianant;0;2;0;2;2;428321.54 ;4582923.4 ;2.141.483;41.392.806
2018S009821    ;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria / Consell de Cent                 ;;Diumenge;Dg;Laboral;2018;12;Desembre;23;8;Matí;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S002972    ;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria                                   ;49;Dimecres;Dc;Laboral;2018;4;Abril;18;12;Matí;No és causa del  vianant;0;1;0;1;3;430607.6  ;4582923.42;2.168.826;41.393.007
2018S002819    ;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria / Consell de Cent                 ;;Dimarts;Dm;Laboral;2018;4;Abril;10;20;Tarda;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S002604    ;2;Eixample;5;el Fort Pienc;305100;Sant Joan / Ausiàs Marc                           ;;Dijous;Dj;Laboral;2018;4;Abril;5;21;Tarda;No és causa del  vianant;0;2;0;2;2;431370;4582923.54;2.177.944;41.393.074
2018S002593    ;2;Eixample;5;el Fort Pienc;9209;Alí Bei / Roger de Flor                           ;;Dijous;Dj;Laboral;2018;4;Abril;5;19;Tarda;No és causa del  vianant;0;1;0;1;2;431558.69 ;4582921.93;2.180.201;41.393.076
2018S000457    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan / Ausiàs Marc                           ;;Dijous;Dj;Laboral;2018;1;Gener;18;8;Matí;No és causa del  vianant;0;1;0;1;2;431370;4582923.54;2.177.944;41.393.074
2018S007923    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan / Ausiàs Marc                           ;;Dijous;Dj;Laboral;2018;10;Octubre;18;18;Tarda;No és causa del  vianant;0;2;0;2;2;431370;4582923.54;2.177.944;41.393.074
2018S000533    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;209900;Buenaventura Muñoz / Meridiana                    ;;Dissabte;Ds;Laboral;2018;1;Gener;20;14;Tarda;No és causa del  vianant;0;2;0;2;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S006990    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Dilluns;Dl;Laboral;2018;9;Setembre;17;21;Tarda;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S006080    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya                                         ;92;Dilluns;Dl;Laboral;2018;8;Agost;6;18;Tarda;No és causa del  vianant;0;1;0;1;1;429938.34 ;4582950.72;2.160.818;41.393.195
2018S006759    ;5;Sarrià-Sant Gervasi;23;Sarrià;62700;Bosch i Gimpera                                   ;6-oct;Divendres;Dv;Laboral;2018;9;Setembre;7;9;Matí;No és causa del  vianant;0;1;0;1;2;426379.68 ;4582931.22;2.118.257;41.392.701
2018S009556    ;2;Eixample;7;la Dreta de l'Eixample;148307;València / Gràcia                                 ;;Divendres;Dv;Laboral;2018;12;Desembre;14;12;Matí;No és causa del  vianant;0;1;0;1;2;430187.73 ;4582930.63;2.163.803;41.393.036
2018S000693    ;2;Eixample;5;el Fort Pienc;225500;Nàpols                                            ;42;Divendres;Dv;Laboral;2018;1;Gener;26;9;Matí;No és causa del  vianant;0;1;0;1;2;431744.53 ;4582915.75;2.182.425;41.393.036
2018S000794    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;55807;Diagonal / Francesc Macià                         ;;Dimarts;Dm;Laboral;2018;1;Gener;30;7;Matí;No és causa del  vianant;0;1;0;1;2;428614.3  ;4582926.6 ;2.144.985;41.392.861
2018S004335    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;55807;Francesc Macià / Diagonal                         ;;Dimarts;Dm;Laboral;2018;6;Juny;5;10;Matí;No és causa del  vianant;0;1;0;1;2;428614.3  ;4582926.6 ;2.144.985;41.392.861
2018S006283    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;55807;Francesc Macià / Diagonal                         ;;Dimecres;Dc;Laboral;2018;8;Agost;15;17;Tarda;No és causa del  vianant;0;2;0;2;2;428614.3  ;4582926.6 ;2.144.985;41.392.861
2018S009383    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia                                            ;66;Dissabte;Ds;Laboral;2018;12;Desembre;8;18;Tarda;No és causa del  vianant;0;1;0;1;1;430227.79 ;4582935.49;2.164.282;41.393.083
2018S004809    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia                                            ;66;Dimecres;Dc;Laboral;2018;6;Juny;20;18;Tarda;No és causa del  vianant;0;1;0;1;2;430227.79 ;4582935.49;2.164.282;41.393.083
2018S001058    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia                                            ;61;Dijous;Dj;Laboral;2018;2;Febrer;8;13;Matí;No és causa del  vianant;0;1;0;1;1;430144.52 ;4582932.76;2.163.286;41.393.051
2018S007625    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Buenaventura Muñoz / Meridiana                    ;;Dilluns;Dl;Laboral;2018;10;Octubre;8;15;Tarda;No és causa del  vianant;0;1;0;1;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S009487    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Meridiana / Buenaventura Muñoz                    ;;Dimecres;Dc;Laboral;2018;12;Desembre;12;17;Tarda;No és causa del  vianant;0;2;0;2;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S003761    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Meridiana / Buenaventura Muñoz                    ;;Dilluns;Dl;Laboral;2018;5;Maig;14;18;Tarda;No és causa del  vianant;0;1;0;1;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S004321    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Buenaventura Muñoz / Meridiana                    ;;Dilluns;Dl;Laboral;2018;6;Juny;4;18;Tarda;No és causa del  vianant;0;1;0;1;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S007119    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Buenaventura Muñoz / Meridiana                    ;;Divendres;Dv;Laboral;2018;9;Setembre;21;16;Tarda;No és causa del  vianant;0;1;0;1;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S000567    ;2;Eixample;7;la Dreta de l'Eixample;247659;Aragó / Pau Claris                                ;;Dilluns;Dl;Laboral;2018;1;Gener;22;14;Tarda;No és causa del  vianant;0;1;0;1;2;430403.06 ;4582955.17;2.166.376;41.393.276
2018S008807    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Diumenge;Dg;Laboral;2018;11;Novembre;18;6;Matí;No és causa del  vianant;0;5;0;5;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S000285    ;2;Eixample;7;la Dreta de l'Eixample;169409;Girona / Corts Catalanes                          ;;Divendres;Dv;Laboral;2018;1;Gener;12;14;Tarda;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S005703    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dilluns;Dl;Laboral;2018;7;Juliol;23;19;Tarda;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S007614    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dilluns;Dl;Laboral;2018;10;Octubre;8;8;Matí;No és causa del  vianant;0;2;0;2;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S009319    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dimecres;Dc;Laboral;2018;12;Desembre;5;15;Tarda;No és causa del  vianant;0;0;0;0;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S006965    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Diumenge;Dg;Laboral;2018;9;Setembre;16;20;Tarda;No és causa del  vianant;0;2;0;2;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S006132    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dijous;Dj;Laboral;2018;8;Agost;9;10;Matí;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S006259    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dimarts;Dm;Laboral;2018;8;Agost;14;12;Matí;No és causa del  vianant;0;2;0;2;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S006490    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Diumenge;Dg;Laboral;2018;8;Agost;26;18;Tarda;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S001418    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dimecres;Dc;Laboral;2018;2;Febrer;21;21;Tarda;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S003751    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Dilluns;Dl;Laboral;2018;5;Maig;14;12;Matí;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S005421    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes / Girona                          ;;Divendres;Dv;Laboral;2018;7;Juliol;13;10;Matí;No és causa del  vianant;0;1;0;1;2;430979.95 ;4582939.24;2.173.277;41.393.182
2018S006013    ;2;Eixample;7;la Dreta de l'Eixample;71600;Casp / Bailèn                                     ;;Divendres;Dv;Laboral;2018;8;Agost;3;13;Matí;No és causa del  vianant;0;1;0;1;2;431180.99 ;4582927.01;2.175.683;41.393.089
2018S000059    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes / Rosselló                                 ;;Dimecres;Dc;Laboral;2018;1;Gener;3;19;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;429649.26 ;4582966.26;2.157.359;4.139.331
2018S006841    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació / Bruc                                  ;;Dimarts;Dm;Laboral;2018;9;Setembre;11;13;Matí;No és causa del  vianant;0;1;0;1;2;430780.99 ;4582951.23;2.170.896;41.393.273
2018S007356    ;2;Eixample;7;la Dreta de l'Eixample;49509;Diputació / Bruc                                  ;;Diumenge;Dg;Laboral;2018;9;Setembre;30;17;Tarda;No és causa del  vianant;0;1;0;1;2;430780.99 ;4582951.23;2.170.896;41.393.273
2018S000890    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;245802;París                                             ;179-181   ;Divendres;Dv;Laboral;2018;2;Febrer;2;11;Matí;No és causa del  vianant;0;1;0;1;2;429224.08 ;4582940.96;2.152.276;41.393.045
2018S009058    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;171400;Joan d'Àustria / Llull                            ;;Dimarts;Dm;Laboral;2018;11;Novembre;27;8;Matí;No és causa del  vianant;0;2;0;2;2;432493.9  ;4582916.47;2.191.388;41.393.105
2018S009395    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;171400;Joan d'Àustria / Llull                            ;;Diumenge;Dg;Laboral;2018;12;Desembre;9;14;Tarda;No és causa del  vianant;0;4;0;4;5;432493.9  ;4582916.47;2.191.388;41.393.105
2018S009838    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Dilluns;Dl;Laboral;2018;12;Desembre;24;16;Tarda;No és causa del  vianant;0;2;0;2;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S005978    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Dijous;Dj;Laboral;2018;8;Agost;2;13;Matí;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S008079    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Dimarts;Dm;Laboral;2018;10;Octubre;23;20;Tarda;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S006458    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Divendres;Dv;Laboral;2018;8;Agost;24;17;Tarda;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S001802    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Dilluns;Dl;Laboral;2018;3;Març;5;13;Matí;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S002695    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent                                   ;369;Dilluns;Dl;Laboral;2018;4;Abril;9;12;Matí;No és causa del  vianant;0;1;0;1;2;430563.08 ;4582942.96;2.168.291;41.393.179
2018S002322    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Divendres;Dv;Laboral;2018;3;Març;23;13;Matí;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S009954    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent / Roger de Llúria                 ;;Dilluns;Dl;Laboral;2018;12;Desembre;31;13;Matí;No és causa del  vianant;0;1;0;1;2;430590.8  ;4582954.38;2.168.621;41.393.285
2018S008060    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;51500;Prat de la Riba / Sant Joan Bosco                 ;0;Dilluns;Dl;Laboral;2018;10;Octubre;22;17;Tarda;No és causa del  vianant;0;1;0;1;2;427421.42 ;4582916.56;2.130.719;41.392.664
2018S007120    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;76807;Sardenya / Meridiana                              ;;Divendres;Dv;Laboral;2018;9;Setembre;21;18;Tarda;No és causa del  vianant;0;1;0;1;2;432116.2  ;4582922.61;2.186.869;41.393.129
2018S009591    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau / París                                    ;;Dissabte;Ds;Laboral;2018;12;Desembre;15;12;Matí;No és causa del  vianant;0;3;0;3;2;429269.91 ;4582970.53;2.152.821;41.393.315
2018S006896    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació / Bruc                                  ;;Dijous;Dj;Laboral;2018;9;Setembre;13;15;Tarda;No és causa del  vianant;0;1;0;1;2;430780.99 ;4582951.23;2.170.896;41.393.273
2018S003555    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal                                          ;469;Dilluns;Dl;Laboral;2018;5;Maig;7;14;Tarda;No és causa del  vianant;0;2;0;2;2;428767.53 ;4582948.59;2.146.815;41.393.073
2018S009427    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal / Villarroel                             ;;Dilluns;Dl;Laboral;2018;12;Desembre;10;19;Tarda;No és causa del  vianant;0;1;0;1;1;428717.29 ;4582960;2.146.212;41.393.171
2018S006361    ;2;Eixample;7;la Dreta de l'Eixample;18505;Pau Claris / Aragó                                ;;Diumenge;Dg;Laboral;2018;8;Agost;19;21;Tarda;No és causa del  vianant;0;2;0;2;2;430403.06 ;4582955.17;2.166.376;41.393.276
