Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_situacio;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2017S005159    ;5;Sarrià-Sant Gervasi;23;Sarrià;46704;Borràs;0006 0006;Dilluns;Dl;Laboral;2017;6;Juny;12;Tarda;19;No és causa del  vianant;Motocicleta;Home;19;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;426283,69;4584202,25;2.116.946;41.404.138
2017S005160    ;6;Gràcia;31;la Vila de Gràcia;90502;Còrsega;0427 0427;Dilluns;Dl;Laboral;2017;6;Juny;12;Tarda;14;No és causa del  vianant;Motocicleta;Home;24;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430290,61;4583801,29;2.164.926;41.400.884
2017S005162    ;3;Sants-Montjuïc;18;Sants;98005;Daoíz i Velarde;0001 0001;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;7;No és causa del  vianant;Motocicleta;Desconegut;30;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;427656,12;4580881,4;2.133.767;41.374.352
2017S005162    ;3;Sants-Montjuïc;18;Sants;98005;Daoíz i Velarde;0001 0001;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;7;No és causa del  vianant;Motocicleta;Home;31;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427656,12;4580881,4;2.133.767;41.374.352
2017S005163    ;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn;0155 0159;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;7;Creuar per fora pas de vianants;Motocicleta;Home;45;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430380,49;4583729,61;2.166.011;41.400.243
2017S005164    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0051 0053;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;8;No és causa del  vianant;Ciclomotor;Dona;25;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428015,32;4580977;2.138.049;41.375.249
2017S005165    ;4;Les Corts;19;les Corts;278302;Reina Maria Cristina;9997 9997;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;8;No és causa del  vianant;Motocicleta;Home;44;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427178,74;4582432,92;2.127.865;41.388.278
2017S005166    ;6;Gràcia;31;la Vila de Gràcia;344000;Dalt;0036 0036;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Ciclomotor;Home;50;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;429350,47;4584692,09;2.153.578;41.408.827
2017S005166    ;6;Gràcia;31;la Vila de Gràcia;344000;Dalt;0036 0036;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Motocicleta;Home;39;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;429350,47;4584692,09;2.153.578;41.408.827
2017S005167    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0173 0173;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;10;No és causa del  vianant;Motocicleta;Home;22;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429220,54;4583004,67;215.222;41.393.612
2017S005169    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0823;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Turisme;Home;36;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432229,7;4584197,87;2.188.076;41.404.617
2017S005170    ;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;0050 0050;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Motocicleta;Home;35;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428494,72;4582195,29;2.143.632;41.386.261
2017S005171    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;0066E0066E;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Motocicleta;Dona;30;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;428041,82;4586071,02;2.137.754;41.421.131
2017S005171    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;0066E0066E;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Motocicleta;Home;31;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428041,82;4586071,02;2.137.754;41.421.131
2017S005172    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;223606;Muntaner;0493 0493;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Motocicleta;Dona;34;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428013,68;4584044,05;213.766;41.402.872
2017S005173    ;7;Horta-Guinardó;33;el Baix Guinardó;332306;Taxdirt;0053 0053;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;12;No és causa del  vianant;Motocicleta;Home;34;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430476,24;4584792,64;2.167.037;41.409.826
2017S005173    ;7;Horta-Guinardó;33;el Baix Guinardó;332306;Taxdirt;0053 0053;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;12;No és causa del  vianant;Turisme;Home;32;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430476,24;4584792,64;2.167.037;41.409.826
2017S005174    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0030 0030;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;9;No és causa del  vianant;Motocicleta;Home;36;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430500,39;4582637,68;2.167.572;41.390.418
2017S005176    ;10;Sant Martí;73;la Verneda i la Pau;69700;Ca n'Oliva;0111X0111X;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;14;No és causa del  vianant;Motocicleta;Dona;45;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;433364,56;4586605,67;2.201.388;414.264
2017S005177    ;2;Eixample;10;Sant Antoni;296701;Sant Antoni Abat;0001B0001B;Dilluns;Dl;Laboral;2017;6;Juny;12;Tarda;17;No és causa del  vianant;Furgoneta;Dona;84;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;429946,9;4581457,36;2.161.082;41.379.742
2017S005178    ;7;Horta-Guinardó;33;el Baix Guinardó;178308;Lepant;0357 0357;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;13;No és causa del  vianant;Motocicleta;Home;22;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430782,58;4584672,47;2.170.711;41.408.771
2017S005179    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0314 0314;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;14;No és causa del  vianant;Motocicleta;Home;26;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430628,32;4583156,05;2.169.043;41.395.104
2017S005180    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0119 0121;Dimarts;Dm;Laboral;2017;6;Juny;6;Tarda;16;No és causa del  vianant;Motocicleta;Dona;29;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;429566,14;4581778,36;2.156.501;413.826
2017S005180    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0119 0121;Dimarts;Dm;Laboral;2017;6;Juny;6;Tarda;16;No és causa del  vianant;Motocicleta;Home;57;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429566,14;4581778,36;2.156.501;413.826
2017S005181    ;2;Eixample;7;la Dreta de l'Eixample;145003;Girona;0109 0109;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;16;No és causa del  vianant;Motocicleta;Dona;37;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430568,48;4583345,77;2.168.304;41.396.801
2017S005182    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;369408;Zona Franca;0053 0059;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;17;No és causa del  vianant;Turisme;Home;73;Vianant;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;428398,77;4578658,88;2.142.902;41.354.396
2017S005183    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;79306;Circumval·lació;0025 0025;Dilluns;Dl;Laboral;2017;6;Juny;12;Tarda;19;No és causa del  vianant;Bicicleta;Home;39;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432566,71;4582245,4;2.192.325;41.387.064
2017S005183    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;79306;Circumval·lació;0025 0025;Dilluns;Dl;Laboral;2017;6;Juny;12;Tarda;19;No és causa del  vianant;Bicicleta;Home;41;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432566,71;4582245,4;2.192.325;41.387.064
2017S005184    ;3;Sants-Montjuïc;16;la Bordeta;244901;Parcerisa;0050 0050;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Bicicleta;Dona;29;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427799,55;4579897,56;2.135.595;41.365.502
2017S005185    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;139805;Ganduxer;0068 0068;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;20;No és causa del  vianant;Ciclomotor;Home;30;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427808,46;4583509,56;2.135.271;41.398.035
2017S005187    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0612 0614;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Motocicleta;Home;27;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430385,21;4582320,61;2.166.233;41.387.553
2017S005188    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0403 0403;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;20;No és causa del  vianant;Bicicleta;Dona;26;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429567,21;4583209,13;2.156.346;41.395.489
2017S005188    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0403 0403;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;20;No és causa del  vianant;Bicicleta;Dona;37;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429567,21;4583209,13;2.156.346;41.395.489
2017S005189    ;4;Les Corts;20;la Maternitat i Sant Ramon;65200;Cardenal Reig;0048 0048;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;19;No és causa del  vianant;Motocicleta;Desconegut;44;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;426431,64;4581409,1;2.119.056;41.378.996
2017S005189    ;4;Les Corts;20;la Maternitat i Sant Ramon;65200;Cardenal Reig;0048 0048;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;19;No és causa del  vianant;Motocicleta;Home;29;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;426431,64;4581409,1;2.119.056;41.378.996
2017S005190    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya;9999 9999;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Motocicleta;Home;29;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;428940,68;4580908,62;2.149.117;41.374.709
2017S005190    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya;9999 9999;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Turisme;Dona;26;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;428940,68;4580908,62;2.149.117;41.374.709
2017S005191    ;6;Gràcia;30;la Salut;366002;Mare de Déu de la Salut;0057 0057;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Ciclomotor;Home;19;Conductor;Presentat;Ferit greu: hospitalització superior a 24h;429667,72;4585005,41;2.157.334;41.411.674
2017S005193    ;4;Les Corts;19;les Corts;144601;Diagonal;0565X0565X;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Motocicleta;Dona;15;Vianant;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;427744,91;4582602,46;2.134.614;4.138.986
2017S005193    ;4;Les Corts;19;les Corts;144601;Diagonal;0565X0565X;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Motocicleta;Dona;41;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427744,91;4582602,46;2.134.614;4.138.986
2017S005194    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;186703;Llull;0051 0055;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;21;No és causa del  vianant;Motocicleta;Home;35;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432565,15;4583005,71;2.192.228;41.393.909
2017S005195    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0390 0390;Dimarts;Dm;Laboral;2017;6;Juny;13;Nit;22;No és causa del  vianant;Motocicleta;Dona;20;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;430563,44;4583583,6;2.168.217;41.398.944
2017S005195    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0390 0390;Dimarts;Dm;Laboral;2017;6;Juny;13;Nit;22;No és causa del  vianant;Motocicleta;Home;22;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430563,44;4583583,6;2.168.217;41.398.944
2017S005196    ;8;Nou Barris;45;Porta;356905;Verdum;0022 0024;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Motocicleta;Home;42;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431087,92;4587841,52;2.173.999;4.143.734
2017S005197    ;7;Horta-Guinardó;40;Montbau;701267;Dalt (Besòs);1120000;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;18;No és causa del  vianant;Turisme;Dona;24;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;428610,53;4587028,48;2.144.449;41.429.801
2017S005199    ;2;Eixample;5;el Fort Pienc;197302;Marina;0111 0111;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;20;No és causa del  vianant;Bicicleta;Home;29;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432020,49;4583188,19;2.185.689;41.395.511
2017S005199    ;2;Eixample;5;el Fort Pienc;197302;Marina;0111 0111;Dimarts;Dm;Laboral;2017;6;Juny;13;Tarda;20;No és causa del  vianant;Motocicleta;Home;39;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432020,49;4583188,19;2.185.689;41.395.511
2017S005200    ;6;Gràcia;31;la Vila de Gràcia;90502;Còrsega;0321 0321;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;6;No és causa del  vianant;Motocicleta;Home;40;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;429854,46;4583372,76;215.976;41.396.982
2017S005202    ;2;Eixample;5;el Fort Pienc;9209;Alí Bei;0051 0053;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;10;No és causa del  vianant;Motocicleta;Dona;69;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431560,62;4582947,69;2.180.214;41.393.301
2017S005203    ;2;Eixample;6;la Sagrada Família;197302;Marina;0235 0235;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;9;No és causa del  vianant;Motocicleta;Home;46;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431286,65;4583973,74;217.682;41.402.519
2017S005205    ;2;Eixample;5;el Fort Pienc;335100;Tetuan;0036 0037;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;10;No és causa del  vianant;Motocicleta;Home;36;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431246,29;4583152,89;2.176.435;41.395.121
2017S005207    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0035 0035;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;12;No és causa del  vianant;Motocicleta;Dona;25;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430325,6;4582734,61;2.165.467;41.391.277
2017S005207    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0035 0035;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;12;No és causa del  vianant;Motocicleta;Dona;29;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;430325,6;4582734,61;2.165.467;41.391.277
2017S005208    ;8;Nou Barris;52;la Prosperitat;120807;Favència;0370X0370X;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;12;No és causa del  vianant;Turisme;Dona;20;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;431784,01;4588822,29;218.223;41.446.235
2017S005208    ;8;Nou Barris;52;la Prosperitat;120807;Favència;0370X0370X;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;12;No és causa del  vianant;Turisme;Dona;32;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;431784,01;4588822,29;218.223;41.446.235
2017S005208    ;8;Nou Barris;52;la Prosperitat;120807;Favència;0370X0370X;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;12;No és causa del  vianant;Turisme;Dona;35;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431784,01;4588822,29;218.223;41.446.235
2017S005209    ;6;Gràcia;31;la Vila de Gràcia;144601;Diagonal;0446 0448;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;13;No és causa del  vianant;Turisme;Desconegut;30;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;429758,73;4583325,46;2.158.617;4.139.655
2017S005210    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;217909;Mont d'Orsà;0062 0066;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;14;No és causa del  vianant;Turisme;Dona;62;Passatger;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;425002,79;4584620,05;2.101.571;41.407.784
2017S005210    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;217909;Mont d'Orsà;0062 0066;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;14;No és causa del  vianant;Turisme;Home;63;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;425002,79;4584620,05;2.101.571;41.407.784
2017S005212    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0035 0035;Dimecres;Dc;Laboral;2017;6;Juny;14;Matí;13;No és causa del  vianant;Motocicleta;Desconegut;50;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430325,6;4582734,61;2.165.467;41.391.277
2017S005213    ;1;Ciutat Vella;3;la Barceloneta;701266;Litoral (Llobregat);990000;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;15;Desobeir el senyal del semàfor;Motocicleta;Desconegut;23;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431935,15;4581644,36;2.184.846;41.381.597
2017S005213    ;1;Ciutat Vella;3;la Barceloneta;701266;Litoral (Llobregat);990000;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;15;Desobeir el senyal del semàfor;Motocicleta;Dona;24;Vianant;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;431935,15;4581644,36;2.184.846;41.381.597
2017S005214    ;2;Eixample;9;la Nova Esquerra de l'Eixample;227800;Nicaragua;0006 0006;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;14;No és causa del  vianant;Ciclomotor;Home;43;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;428525,34;4581642,61;2.144.068;41.381.284
2017S005215    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;90502;Còrsega;0436 0436;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;14;No és causa del  vianant;Ciclomotor;Home;20;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430446,97;4583913,67;2.166.779;41.401.906
2017S005216    ;9;Sant Andreu;61;la Sagrera;121402;Felip II;0006 0006;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;16;No és causa del  vianant;Ciclomotor;Home;48;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;432564,66;4585531,94;2.191.934;4.141.666
2017S005217    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;197302;Marina;0082 0088;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;18;No és causa del  vianant;Motocicleta;Dona;31;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432298,46;4582960,02;218.904;41.393.481
2017S005218    ;3;Sants-Montjuïc;18;Sants;51001;Bonaventura Pollés;0021 0021;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;19;Transitar a peu per la calçada;Motocicleta;Home;3;Vianant;Desconegut;Ferit greu: hospitalització superior a 24h;427569,2;4580566,87;2.132.765;41.371.507
2017S005220    ;2;Eixample;9;la Nova Esquerra de l'Eixample;169409;Corts Catalanes;0521 0521;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;19;No és causa del  vianant;Motocicleta;Dona;33;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;429697,48;4581720,28;2.158.074;41.382.089
2017S005221    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0290 0290;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;20;Creuar per fora pas de vianants;Furgoneta;Dona;62;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;430204,28;4582560,94;216.404;41.389.699
2017S005222    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0130 0130;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;19;No és causa del  vianant;Motocicleta;Dona;50;Conductor;Presentat;Ferit greu: hospitalització superior a 24h;429376,25;4582122,78;2.154.189;41.385.682
2017S005223    ;1;Ciutat Vella;2;el Barri Gòtic;74404;Catalunya;0016B0016B;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;21;No és causa del  vianant;Motocicleta;Home;48;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430840,05;4582248,15;2.171.682;41.386.944
2017S005223    ;1;Ciutat Vella;2;el Barri Gòtic;74404;Catalunya;0016B0016B;Dimecres;Dc;Laboral;2017;6;Juny;14;Tarda;21;No és causa del  vianant;Motocicleta;Home;73;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;430840,05;4582248,15;2.171.682;41.386.944
2017S005224    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;0061 0061;Dimecres;Dc;Laboral;2017;6;Juny;14;Nit;23;No és causa del  vianant;Motocicleta;Dona;23;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430167,47;4582679,88;2.163.584;41.390.768
2017S005225    ;8;Nou Barris;48;la Guineueta;276103;Isard;0014 0014;Dijous;Dj;Laboral;2017;6;Juny;15;Nit;1;No és causa del  vianant;Ciclomotor;Dona;32;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;430814,45;4588142,53;2.170.697;41.440.027
2017S005226    ;9;Sant Andreu;60;Sant Andreu;209900;Meridiana;0444 0448;Dijous;Dj;Laboral;2017;6;Juny;15;Nit;5;No és causa del  vianant;Motocicleta;Home;40;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431902,54;4587438,4;2.183.799;41.433.779
2017S005227    ;8;Nou Barris;45;Porta;190700;Malgrat;0079 0079;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;7;No és causa del  vianant;Turisme;Home;40;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431569;4587173,54;2.179.843;41.431.364
2017S005229    ;8;Nou Barris;52;la Prosperitat;120807;Favència;0352X0352X;Dijous;Dj;Laboral;2017;6;Juny;15;Nit;5;No és causa del  vianant;Turisme;Home;46;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;431673,89;4588798,88;2.180.904;41.446.009
2017S005230    ;4;Les Corts;19;les Corts;343903;Corts;0225 0225;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;8;No és causa del  vianant;Motocicleta;Dona;51;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;427392,27;4581970,01;213.048;41.384.136
2017S005231    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;183603;Llacuna;0129 0129;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;9;No és causa del  vianant;Motocicleta;Home;36;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432732,51;4584192,86;2.194.094;41.404.614
2017S005232    ;2;Eixample;6;la Sagrada Família;268003;Provença;0445 0445;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;10;No és causa del  vianant;Motocicleta;Home;31;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431118,91;4584234,67;2.174.781;41.404.855
2017S005233    ;2;Eixample;6;la Sagrada Família;90502;Còrsega;0597 0597;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;11;No és causa del  vianant;Motocicleta;Home;47;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;431059,84;4584555,98;2.174.039;41.407.741
2017S005234    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;113007;Escoles Pies;0014 0014;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;10;No és causa del  vianant;Ciclomotor;Dona;30;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;427822,54;4583280,23;2.135.466;41.395.974
2017S005235    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;11200;Almogàvers;0125 0125;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;10;Desobeir el senyal del semàfor;Autobús;Desconegut;33;Vianant;Desconegut;Ferit greu: hospitalització superior a 24h;432435,89;4583424,66;2.190.626;41.397.672
2017S005236    ;10;Sant Martí;65;el Clot;18505;Aragó;0637 0637;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;10;No és causa del  vianant;Turisme;Dona;74;Passatger;Desconegut;Ferit lleu: Hospitalització fins a 24h;432310,2;4584849,17;2.188.972;41.410.496
2017S005236    ;10;Sant Martí;65;el Clot;18505;Aragó;0637 0637;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;10;No és causa del  vianant;Turisme;Home;51;Conductor;Presentat;Ferit lleu: Hospitalització fins a 24h;432310,2;4584849,17;2.188.972;41.410.496
2017S005238    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;357103;Vergós;0024 0024;Dimarts;Dm;Laboral;2017;6;Juny;13;Matí;8;No és causa del  vianant;Taxi;Dona;32;Vianant;Desconegut;Ferit lleu: Hospitalització fins a 24h;427290,52;4583562,41;2.129.069;41.398.465
2017S005239    ;2;Eixample;7;la Dreta de l'Eixample;222002;Mossèn Jacint Verdaguer;9999 9999;Dijous;Dj;Laboral;2017;6;Juny;15;Matí;13;No és causa del  vianant;Motocicleta;Home;49;Conductor;Presentat;Ferit lleu: Amb assistència sanitària en lloc d'accident;430706,38;4583594,24;2.169.926;41.399.056
