DATE,PRCP,TMAX,TMIN,RAIN
2017-02-03,0.7,40,34,TRUE
2017-02-04,0.94,46,37,TRUE
2017-02-05,0.82,41,33,TRUE
2017-02-06,0.65,37,30,TRUE
2017-02-07,0.01,38,30,TRUE
2017-02-08,0.7,40,34,TRUE
2017-02-09,1.63,56,39,TRUE
2017-02-10,0.02,48,39,TRUE
2017-02-11,0,49,38,FALSE
2017-02-12,0,51,34,FALSE
2017-02-13,0,57,35,FALSE
2017-02-14,0.23,58,36,TRUE
2017-02-15,1.63,54,45,TRUE
2017-02-16,0.5,53,46,TRUE
2017-02-17,0.01,56,42,TRUE
2017-02-18,0.15,45,42,TRUE
2017-02-19,0.06,47,40,TRUE
2017-02-20,0.2,45,40,TRUE
2017-02-21,0.07,48,39,TRUE
2017-02-22,0,46,35,FALSE
2017-02-23,0.01,44,34,TRUE
2017-02-24,0,47,32,FALSE
2017-02-25,0.01,44,32,TRUE
2017-02-26,0.33,41,35,TRUE
2017-02-27,0.16,41,33,TRUE
2017-02-28,0.01,47,33,TRUE
2017-03-01,0.02,49,41,TRUE
2017-03-02,0.09,47,41,TRUE
2017-03-03,0.36,51,39,TRUE
2017-03-04,0.04,46,34,TRUE
2017-03-05,0,45,34,FALSE
2017-03-06,0,43,35,FALSE
2017-03-07,0.75,42,35,TRUE
2017-03-08,0.13,43,37,TRUE
2017-03-09,0.7,49,39,TRUE
2017-03-10,0.03,52,44,TRUE
2017-03-11,0.37,53,40,TRUE
2017-03-12,0.02,53,45,TRUE
2017-03-13,0.65,53,47,TRUE
2017-03-14,0.39,57,48,TRUE
2017-03-15,0.81,50,44,TRUE
2017-03-16,0,52,39,FALSE
2017-03-17,0.68,53,37,TRUE
2017-03-18,0.34,57,35,TRUE
2017-03-19,0,53,34,FALSE
2017-03-20,0.01,54,38,TRUE
2017-03-21,0.2,56,46,TRUE
2017-03-22,0.02,56,43,TRUE
2017-03-23,0.26,58,39,TRUE
2017-03-24,0.24,54,44,TRUE
2017-03-25,0.01,52,43,TRUE
2017-03-26,0.38,49,43,TRUE
2017-03-27,0.17,53,44,TRUE
2017-03-28,0.14,53,44,TRUE
2017-03-29,0.51,55,45,TRUE
2017-03-30,0,54,43,FALSE
2017-03-31,0,56,37,FALSE
