datetime,id,name,geoid,geoname,value
2014-04-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,9.95333333333333
2014-04-26 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,15.1729166666667
2014-04-27 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,35.2654166666667
2014-04-28 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,35.8058333333333
2014-04-29 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.6333333333333
2014-04-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,28.8770833333333
2014-05-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,22.8545833333333
2014-05-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,27.8691666666667
2014-05-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.9954166666667
2014-05-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.0545833333333
2014-05-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.7195833333333
2014-05-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.775
2014-05-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.2375
2014-05-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.1204166666667
2014-05-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,47.3891666666667
2014-05-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.2425
2014-05-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.7204166666667
2014-05-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.7570833333333
2014-05-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.08875
2014-05-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,42.23
2014-05-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.83125
2014-05-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,32.54875
2014-05-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.0241666666667
2014-05-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.8358333333333
2014-05-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.1225
2014-05-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.4904166666667
2014-05-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,36.34875
2014-05-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.8541666666667
2014-05-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.9516666666667
2014-05-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.6166666666667
2014-05-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.0895833333333
2014-05-26 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.9558333333333
2014-05-27 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.07375
2014-05-28 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.5116666666667
2014-05-29 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.1875
2014-05-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.255
2014-05-31 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.5325
2014-06-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.4766666666667
2014-06-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.2108333333333
2014-06-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.2504166666667
2014-06-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.4775
2014-06-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.1516666666667
2014-06-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.1208333333333
2014-06-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.0991666666667
2014-06-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.9470833333333
2014-06-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.1854166666667
2014-06-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,55.24
2014-06-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,58.3745833333333
2014-06-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.9029166666667
2014-06-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.34
2014-06-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,19.7129166666667
2014-06-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.1766666666667
2014-06-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.07625
2014-06-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.43
2014-06-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,59.51875
2014-06-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.5033333333333
2014-06-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,55.2541666666667
2014-06-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.1595833333333
2014-06-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,63.3725
2014-06-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,64.6320833333333
2014-06-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.3229166666667
2014-06-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.3783333333333
2014-06-26 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.9
2014-06-27 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.27
2014-06-28 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,36.0558333333333
2014-06-29 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.44875
2014-06-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.8825
2014-07-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.71625
2014-07-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.94
2014-07-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.3225
2014-07-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.22625
2014-07-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.775
2014-07-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.0404166666667
2014-07-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.9154166666667
2014-07-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,39.5575
2014-07-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.82375
2014-07-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.6120833333333
2014-07-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.9033333333333
2014-07-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.1204166666667
2014-07-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.8679166666667
2014-07-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.0654166666667
2014-07-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.7995833333333
2014-07-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.6216666666667
2014-07-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.7
2014-07-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.2091666666667
2014-07-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,36.2879166666667
2014-07-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.9533333333333
2014-07-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.4466666666667
2014-07-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.5829166666667
2014-07-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.3283333333333
2014-07-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.0779166666667
2014-07-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.3854166666667
2014-07-26 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.4779166666667
2014-07-27 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.12125
2014-07-28 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.8845833333333
2014-07-29 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.5441666666667
2014-07-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.3308333333333
2014-07-31 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.4266666666667
2014-08-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.6695833333333
2014-08-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.2075
2014-08-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.9416666666667
2014-08-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.9358333333333
2014-08-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.5041666666667
2014-08-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.2495833333333
2014-08-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.66375
2014-08-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.3425
2014-08-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.6420833333333
2014-08-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.79875
2014-08-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.4975
2014-08-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.49875
2014-08-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.4729166666667
2014-08-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.2591666666667
2014-08-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.7345833333333
2014-08-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.2875
2014-08-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.3983333333333
2014-08-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.3845833333333
2014-08-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.1666666666667
2014-08-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.64625
2014-08-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.1325
2014-08-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.13625
2014-08-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.8225
2014-08-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.4129166666667
2014-08-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.7458333333333
2014-08-26 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.3495833333333
2014-08-27 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,57.0245833333333
2014-08-28 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,57.23375
2014-08-29 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.6895833333333
2014-08-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.9583333333333
2014-08-31 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.55625
2014-09-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,58.6141666666667
2014-09-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.1458333333333
2014-09-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,67.2520833333333
2014-09-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,63.1241666666667
2014-09-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,58.4508333333333
2014-09-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.87
2014-09-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.2245833333333
2014-09-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,65.3904166666667
2014-09-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,61.7095833333333
2014-09-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.6970833333333
2014-09-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,59.4154166666667
2014-09-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.8208333333333
2014-09-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.45875
2014-09-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,61.1133333333333
2014-09-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.21125
2014-09-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.4408333333333
2014-09-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,54.8579166666667
2014-09-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,58.5658333333333
2014-09-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.96625
2014-09-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.4366666666667
2014-09-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,59.6208333333333
2014-09-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.6854166666667
2014-09-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.0533333333333
2014-09-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,58.86
2014-09-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.1908333333333
2014-09-26 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.92
2014-09-27 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.9379166666667
2014-09-28 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,66.1275
2014-09-29 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,66.9770833333333
2014-09-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,61.30625
2014-10-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.0191666666667
2014-10-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,69.90625
2014-10-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.4579166666667
2014-10-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,47.3525
2014-10-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.4591666666667
2014-10-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.7354166666667
2014-10-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.745
2014-10-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,53.9254166666667
2014-10-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,71.0616666666667
2014-10-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,62.5758333333333
2014-10-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,42.8283333333333
2014-10-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.1929166666667
2014-10-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.5579166666667
2014-10-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.40625
2014-10-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.045
2014-10-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,42.7829166666667
2014-10-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,40.9095833333333
2014-10-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.7516666666667
2014-10-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,58.175
2014-10-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,64.9895833333333
2014-10-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.0758333333333
2014-10-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.89125
2014-10-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.56625
2014-10-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.6425
2014-10-25 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.5572
2014-10-26 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,64.1295833333333
2014-10-27 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,60.7229166666667
2014-10-28 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,63.4966666666667
2014-10-29 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,63.0791666666667
2014-10-30 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.41125
2014-10-31 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,57.2720833333333
2014-11-01 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.9554166666667
2014-11-02 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.7941666666667
2014-11-03 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.0983333333333
2014-11-04 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,55.4616666666667
2014-11-05 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,57.8291666666667
2014-11-06 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.15125
2014-11-07 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.7966666666667
2014-11-08 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.1825
2014-11-09 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,57.39625
2014-11-10 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,42.655
2014-11-11 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.9404166666667
2014-11-12 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.4920833333333
2014-11-13 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.79375
2014-11-14 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,23.29125
2014-11-15 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,16.4279166666667
2014-11-16 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,48.8520833333333
2014-11-17 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,55.5433333333333
2014-11-18 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,52.8145833333333
2014-11-19 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.3316666666667
2014-11-20 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,47.2358333333333
2014-11-21 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.8516666666667
