datetime,id,name,geoid,geoname,value
2014-01-01 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,25.2808333333333
2014-01-02 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,39.9241666666667
2014-01-03 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,4.99208333333333
2014-01-04 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,4.09166666666667
2014-01-05 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,13.5875
2014-01-06 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,47.8854166666667
2014-01-07 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.2075
2014-01-08 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.0220833333333
2014-01-09 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,56.2029166666667
2014-01-10 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.2770833333333
2014-01-11 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.6654166666667
2014-01-12 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.8216666666667
2014-01-13 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,33.3520833333333
2014-01-14 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,49.85625
2014-01-15 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.7795833333333
2014-01-16 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,40.7070833333333
2014-01-17 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,43.6741666666667
2014-01-18 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,33.8708333333333
2014-01-19 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.8133333333333
2014-01-20 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,50.7083333333333
2014-01-21 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,46.99875
2014-01-22 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,44.4645833333333
2014-01-23 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,40.6408333333333
2014-01-24 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,20.58375
2014-01-25 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,25.9870833333333
2014-01-26 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,15.7616666666667
2014-01-27 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,4.94708333333333
2014-01-28 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,28.7191666666667
2014-01-29 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,28.1408333333333
2014-01-30 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,39.4170833333333
2014-01-31 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,10.8795833333333
2014-02-01 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,26.27
2014-02-02 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,26.3095833333333
2014-02-03 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,24.6345833333333
2014-02-04 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,12.0395833333333
2014-02-05 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,5.02458333333333
2014-02-06 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,3.195
2014-02-07 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,1.1
2014-02-08 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,0.477916666666667
2014-02-09 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,3.18333333333333
2014-02-10 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,19.40875
2014-02-11 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,20.21875
2014-02-12 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,6.63458333333333
2014-02-13 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,3.12458333333333
2014-02-14 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,18.60875
2014-02-15 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,23.0141666666667
2014-02-16 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,40.20125
2014-02-17 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.36875
2014-02-18 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,27.3116666666667
2014-02-19 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,10.29125
2014-02-20 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,16.5116666666667
2014-02-21 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,18.36625
2014-02-22 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,6.28958333333333
2014-02-23 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,34.67625
2014-02-24 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,17.9054166666667
2014-02-25 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,23.7758333333333
2014-02-26 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,28.7241666666667
2014-02-27 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,5.70041666666667
2014-02-28 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,2.28041666666667
2014-03-01 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,0.77875
2014-03-02 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,1.26875
2014-03-03 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,2.84083333333333
2014-03-04 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,16.7620833333333
2014-03-05 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.6791666666667
2014-03-06 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,42.06625
2014-03-07 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,14.9741666666667
2014-03-08 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,9.05791666666667
2014-03-09 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,32.20875
2014-03-10 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,29.165
2014-03-11 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.45
2014-03-12 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.3841666666667
2014-03-13 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.1720833333333
2014-03-14 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,29.6045833333333
2014-03-15 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,16.46875
2014-03-16 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,45.6141666666667
2014-03-17 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,38.90375
2014-03-18 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,34.0320833333333
2014-03-19 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,41.2595833333333
2014-03-20 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,35.0470833333333
2014-03-21 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,18.0983333333333
2014-03-22 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,17.535
2014-03-23 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,29.2
2014-03-24 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,9.64875
2014-03-25 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,16.4895833333333
2014-03-26 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,51.54125
2014-03-27 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.0375
2014-03-28 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,27.63375
2014-03-29 23:00:00,600,Precio mercado SPOT Diario ESP,3,España,25.6773913043478
2014-03-30 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,34.8025
2014-03-31 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,21.2516666666667
2014-04-01 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,33.8383333333333
2014-04-02 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,30.6216666666667
2014-04-03 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,10.11875
2014-04-04 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,19.8733333333333
2014-04-05 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,23.1495833333333
2014-04-06 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,33.9508333333333
2014-04-07 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,35.6554166666667
2014-04-08 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,32.5741666666667
2014-04-09 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,33.6891666666667
2014-04-10 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,28.74
2014-04-11 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,12.905
2014-04-12 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,12.37875
2014-04-13 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,26.1083333333333
2014-04-14 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.2004166666667
2014-04-15 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.29625
2014-04-16 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,25.1754166666667
2014-04-17 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,24.1429166666667
2014-04-18 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,23.4329166666667
2014-04-19 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,16.35
2014-04-20 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,31.0375
2014-04-21 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,28.6358333333333
2014-04-22 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,37.1870833333333
2014-04-23 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,32.2720833333333
2014-04-24 22:00:00,600,Precio mercado SPOT Diario ESP,3,España,11.8733333333333
