"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Milers d'euros",360
2017,1,2,"Eixample",10,"Sant Antoni","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros",NA
2017,1,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros",NA
2017,1,4,"Les Corts",19,"les Corts","Nou. Milers d'euros",649
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros",NA
2017,1,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros",NA
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros",NA
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros",NA
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros",NA
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros",447.3
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros",601.6
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros",380.2
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros",410.1
2017,1,6,"Gràcia",29,"el Coll","Nou. Milers d'euros",NA
2017,1,6,"Gràcia",30,"la Salut","Nou. Milers d'euros",NA
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros",379.9
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros",335
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros",372.7
2017,1,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros",NA
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros",NA
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros",280.4
2017,1,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros",139.3
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros",123.5
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros",NA
2017,1,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros",131
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros",NA
2017,1,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros",NA
2017,1,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros",261.3
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",45,"Porta","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros",NA
2017,1,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros",NA
2017,1,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros",447.4
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros",491.8
2017,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros",157
2017,1,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros",NA
2017,1,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros",130
2017,1,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros",216.4
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros",444.3
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros",212.2
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros",300.7
2017,1,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros",451.7
2017,1,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros",337.9
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros",501.8
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros",384.3
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros",330.4
2017,1,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros",299.6
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros",381.6
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros",96.7
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros",189.6
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros",249.8
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros",348.3
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros",208.9
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros",174.9
2017,1,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros",221.4
2017,1,4,"Les Corts",19,"les Corts","Usat. Milers d'euros",361.1
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros",406.5
2017,1,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros",1027.1
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros",404.2
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros",569.8
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros",773.7
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros",577.4
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros",480.6
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros",515.5
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros",318.1
2017,1,6,"Gràcia",29,"el Coll","Usat. Milers d'euros",150.1
2017,1,6,"Gràcia",30,"la Salut","Usat. Milers d'euros",268.6
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros",459.6
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros",292.1
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros",230.6
2017,1,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros",249.3
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros",191.5
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros",219.6
2017,1,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros",125.1
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros",121.6
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros",159.4
2017,1,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros",132.5
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros",197.4
2017,1,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros",NA
2017,1,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros",178
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros",151.1
2017,1,8,"Nou Barris",45,"Porta","Usat. Milers d'euros",146.8
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros",81.4
2017,1,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros",NA
2017,1,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros",134
2017,1,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros",144.5
2017,1,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros",107.7
2017,1,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros",118.3
2017,1,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros",136
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros",70.7
2017,1,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros",NA
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros",67.3
2017,1,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros",113
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros",127.8
2017,1,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros",NA
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros",123.3
2017,1,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros",218.5
2017,1,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros",219
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros",165.3
2017,1,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros",317.8
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros",333.5
2017,1,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros",359.3
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros",311.6
2017,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros",360.3
2017,1,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros",293.1
2017,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros",676.2
2017,1,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros",196.3
2017,1,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros",342.7
2017,1,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros",231.3
2017,1,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros",129.4
2017,1,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït",2819.9
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït",4334
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït",4251.1
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït",4244.4
2017,1,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït",4582.3
2017,1,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït",3458.8
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït",4129
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït",4092.7
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït",4178.4
2017,1,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït",2980.7
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït",3946
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït",1181.4
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït",2641.7
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït",2520.8
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït",3567.4
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït",2852.2
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït",2631.5
2017,1,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït",3199.3
2017,1,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït",4855.9
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït",4494
2017,1,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït",5232.3
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït",3408.7
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït",5739.3
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït",5587
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït",4677.7
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït",4351.6
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït",4669.4
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït",3469.8
2017,1,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït",2180.4
2017,1,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït",3517.1
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït",4717.7
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït",3628.5
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït",3350.1
2017,1,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït",2867.8
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït",2317.1
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït",3430.7
2017,1,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït",1976.5
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït",1961.8
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït",2172.5
2017,1,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït",2262.1
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït",3537.1
2017,1,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït",NA
2017,1,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït",2683.3
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït",2391.8
2017,1,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït",2126.1
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït",1429.9
2017,1,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït",NA
2017,1,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït",1999.4
2017,1,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït",1882.7
2017,1,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït",1736.2
2017,1,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït",1904
2017,1,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït",1974.2
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït",1368.5
2017,1,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït",NA
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït",1143.4
2017,1,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït",1182.5
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït",1875.4
2017,1,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït",NA
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït",1684.2
2017,1,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït",2679.5
2017,1,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït",3038.9
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït",2500.9
2017,1,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït",3211.4
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït",3778.3
2017,1,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït",3439.2
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït",3309.2
2017,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït",3266.4
2017,1,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït",4372.4
2017,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït",6279.3
2017,1,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït",2760.1
2017,1,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït",4188.6
2017,1,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït",2952.2
2017,1,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït",1902.5
2017,1,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït",NA
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït",4014.3
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït",NA
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït",NA
2017,1,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït",7926.4
2017,1,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït",NA
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït",2645.3
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït",4649.2
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït",3576.8
2017,1,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït",NA
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït",NA
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït",NA
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït",NA
