"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2015,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Milers d'euros",618.8
2015,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Milers d'euros",379.1
2015,1,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Milers d'euros",211.4
2015,1,6,"Gràcia",29,"el Coll","Total. Milers d'euros",184.4
2015,1,6,"Gràcia",30,"la Salut","Total. Milers d'euros",272.4
2015,1,6,"Gràcia",31,"la Vila de Gràcia","Total. Milers d'euros",316.9
2015,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Milers d'euros",405.4
2015,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Milers d'euros",253.5
2015,1,7,"Horta-Guinardó",34,"Can Baró","Total. Milers d'euros",161
2015,1,7,"Horta-Guinardó",35,"el Guinardó","Total. Milers d'euros",216.4
2015,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Milers d'euros",285.3
2015,1,7,"Horta-Guinardó",37,"el Carmel","Total. Milers d'euros",130.2
2015,1,7,"Horta-Guinardó",38,"la Teixonera","Total. Milers d'euros",92.9
2015,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Milers d'euros",162.5
2015,1,7,"Horta-Guinardó",40,"Montbau","Total. Milers d'euros",120.2
2015,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Milers d'euros",194.2
2015,1,7,"Horta-Guinardó",42,"la Clota","Total. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",43,"Horta","Total. Milers d'euros",149.6
2015,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Milers d'euros",169.2
2015,1,8,"Nou Barris",45,"Porta","Total. Milers d'euros",138.4
2015,1,8,"Nou Barris",46,"el Turó de la Peira","Total. Milers d'euros",105
2015,1,8,"Nou Barris",47,"Can Peguera","Total. Milers d'euros",NA
2015,1,8,"Nou Barris",48,"la Guineueta","Total. Milers d'euros",87.3
2015,1,8,"Nou Barris",49,"Canyelles","Total. Milers d'euros",98.6
2015,1,8,"Nou Barris",50,"les Roquetes","Total. Milers d'euros",97.9
2015,1,8,"Nou Barris",51,"Verdun","Total. Milers d'euros",92.3
2015,1,8,"Nou Barris",52,"la Prosperitat","Total. Milers d'euros",102.1
2015,1,8,"Nou Barris",53,"la Trinitat Nova","Total. Milers d'euros",71.4
2015,1,8,"Nou Barris",54,"Torre Baró","Total. Milers d'euros",NA
2015,1,8,"Nou Barris",55,"Ciutat Meridiana","Total. Milers d'euros",63.8
2015,1,8,"Nou Barris",56,"Vallbona","Total. Milers d'euros",NA
2015,1,9,"Sant Andreu",57,"la Trinitat Vella","Total. Milers d'euros",126.7
2015,1,9,"Sant Andreu",58,"Baró de Viver","Total. Milers d'euros",NA
2015,1,9,"Sant Andreu",59,"el Bon Pastor","Total. Milers d'euros",135.7
2015,1,9,"Sant Andreu",60,"Sant Andreu","Total. Milers d'euros",164.4
2015,1,9,"Sant Andreu",61,"la Sagrera","Total. Milers d'euros",192.5
2015,1,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Milers d'euros",162.3
2015,1,9,"Sant Andreu",63,"Navas","Total. Milers d'euros",244.6
2015,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Milers d'euros",281.9
2015,1,10,"Sant Martí",65,"el Clot","Total. Milers d'euros",229
2015,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Milers d'euros",198
2015,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Milers d'euros",NA
2015,1,10,"Sant Martí",68,"el Poblenou","Total. Milers d'euros",340
2015,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Milers d'euros",584.9
2015,1,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Milers d'euros",147
2015,1,10,"Sant Martí",71,"Provençals del Poblenou","Total. Milers d'euros",302
2015,1,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Milers d'euros",284.3
2015,1,10,"Sant Martí",73,"la Verneda i la Pau","Total. Milers d'euros",118.8
2015,1,1,"Ciutat Vella",1,"el Raval","Nou. Milers d'euros",NA
2015,1,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Milers d'euros",430.8
2015,1,1,"Ciutat Vella",3,"la Barceloneta","Nou. Milers d'euros",256.4
2015,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Milers d'euros",323.9
2015,1,2,"Eixample",5,"el Fort Pienc","Nou. Milers d'euros",NA
2015,1,2,"Eixample",6,"la Sagrada Família","Nou. Milers d'euros",NA
2015,1,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Milers d'euros",230.1
2015,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Milers d'euros",336.3
2015,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Milers d'euros",536.3
2015,1,2,"Eixample",10,"Sant Antoni","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros",213.7
2015,1,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros",NA
2015,1,4,"Les Corts",19,"les Corts","Nou. Milers d'euros",538
2015,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros",353.4
2015,1,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros",NA
2015,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros",NA
2015,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros",NA
2015,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros",NA
2015,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros",1037.8
2015,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros",428.6
2015,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros",332.5
2015,1,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros",249.8
2015,1,6,"Gràcia",29,"el Coll","Nou. Milers d'euros",NA
2015,1,6,"Gràcia",30,"la Salut","Nou. Milers d'euros",NA
2015,1,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros",377
2015,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros",132.2
2015,1,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros",89.8
2015,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",45,"Porta","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros",NA
2015,1,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros",NA
2015,1,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros",NA
2015,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros",NA
2015,1,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros",187.3
2015,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros",NA
2015,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros",NA
2015,1,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros",383.4
2015,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros",NA
2015,1,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros",198.7
2015,1,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros",NA
2015,1,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros",337.9
2015,1,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros",108
2015,1,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros",142.8
2015,1,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros",332.1
2015,1,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros",155.8
2015,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros",342.6
2015,1,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros",309.3
2015,1,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros",198.1
2015,1,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros",457.1
2015,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros",388.4
2015,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros",256.2
2015,1,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros",231.9
2015,1,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros",149
2015,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros",NA
2015,1,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros",158.6
2015,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros",154.7
2015,1,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros",142.3
2015,1,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros",162.8
2015,1,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros",150.8
2015,1,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros",384
2015,1,4,"Les Corts",19,"les Corts","Usat. Milers d'euros",212.2
2015,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros",309.7
2015,1,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros",434.8
2015,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros",436.5
2015,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros",493.4
2015,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros",684.5
2015,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros",530.5
2015,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros",657.7
2015,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros",383.1
2015,1,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros",203.2
2015,1,6,"Gràcia",29,"el Coll","Usat. Milers d'euros",184.4
2015,1,6,"Gràcia",30,"la Salut","Usat. Milers d'euros",272.4
2015,1,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros",313.5
2015,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros",405.4
2015,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros",255
2015,1,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros",161
2015,1,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros",202.1
2015,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros",285.3
2015,1,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros",129.4
2015,1,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros",94.5
2015,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros",190
2015,1,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros",114.4
2015,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros",203
2015,1,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros",NA
2015,1,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros",151.3
2015,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros",172.5
2015,1,8,"Nou Barris",45,"Porta","Usat. Milers d'euros",138.4
2015,1,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros",105
2015,1,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros",NA
2015,1,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros",87.3
2015,1,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros",98.6
2015,1,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros",97.9
2015,1,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros",92.3
2015,1,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros",102.1
2015,1,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros",71.4
2015,1,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros",NA
2015,1,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros",63.8
2015,1,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros",NA
2015,1,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros",126.7
2015,1,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros",NA
2015,1,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros",135.7
2015,1,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros",164.3
2015,1,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros",192.5
2015,1,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros",162.3
2015,1,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros",253
2015,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros",283.3
2015,1,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros",255.8
2015,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros",198
2015,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros",NA
2015,1,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros",258.9
2015,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros",584.9
2015,1,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros",139.2
2015,1,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros",385
2015,1,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros",264.6
2015,1,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros",120.7
2015,1,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït",2813
2015,1,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït",4152.9
2015,1,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït",3927.2
2015,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït",3979.2
2015,1,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït",3443.1
2015,1,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït",3117.1
2015,1,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït",3474.8
2015,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït",4065.5
2015,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït",3260.2
2015,1,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït",2798.8
2015,1,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït",2606.5
2015,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït",NA
2015,1,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït",2212.3
2015,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït",2216.6
2015,1,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït",1958.8
2015,1,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït",2359.3
2015,1,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït",2324.1
2015,1,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït",4152.5
2015,1,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït",3032
2015,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït",3335.8
2015,1,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït",3349.3
2015,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït",4305.5
2015,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït",4480.6
2015,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït",4201.2
2015,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït",4565.4
2015,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït",4133.7
2015,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït",3502.5
2015,1,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït",2735
2015,1,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït",1763.2
2015,1,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït",2975.4
2015,1,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït",3607.1
2015,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït",3460.9
2015,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït",3231.6
2015,1,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït",1724.4
2015,1,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït",2724.8
2015,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït",2508.7
2015,1,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït",1920.3
2015,1,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït",1717.3
2015,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït",1655.8
2015,1,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït",1834.6
2015,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït",3068.9
2015,1,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït",NA
2015,1,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït",2125.6
2015,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït",2143.4
2015,1,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït",2019.7
2015,1,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït",1650.2
2015,1,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït",NA
2015,1,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït",1228.3
2015,1,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït",1332
2015,1,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït",1520.7
2015,1,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït",1558.3
2015,1,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït",1686.9
2015,1,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït",1275.9
2015,1,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït",NA
2015,1,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït",1156.6
2015,1,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït",NA
2015,1,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït",1622.3
2015,1,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït",NA
2015,1,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït",1899.4
2015,1,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït",2127.4
2015,1,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït",2456.7
2015,1,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït",2405.7
2015,1,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït",2625.1
2015,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït",3163.3
2015,1,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït",3035.5
2015,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït",2803.1
2015,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït",NA
2015,1,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït",3879.5
2015,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït",6933
2015,1,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït",2186.3
2015,1,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït",3620.9
2015,1,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït",3128.4
2015,1,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït",1735.3
2015,1,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït",NA
2015,1,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït",4752.6
2015,1,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït",5060.3
2015,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït",4733.3
2015,1,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït",NA
2015,1,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït",NA
2015,1,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït",2509.9
2015,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït",4730.2
2015,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït",4848.9
2015,1,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït",NA
2015,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït",NA
2015,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït",NA
2015,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït",NA
2015,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït",NA
