,dates,prices
821,"February 14, 2020","$2,200"
822,"February 14, 2020","$1,705"
823,"February 14, 2020","$1,750"
824,"February 13, 2020","$2,499"
825,"February 12, 2020","$2,898"
826,"February 12, 2020","$2,775"
827,"February 11, 2020","$2,402"
828,"February 11, 2020","$3,225"
829,"February 11, 2020","$1,975"
830,"February 19, 2020","$2,775"
831,"February 14, 2020","$2,200"
832,"February 14, 2020","$1,705"
833,"February 14, 2020","$1,750"
834,"February 13, 2020","$2,499"
835,"February 12, 2020","$2,898"
836,"February 12, 2020","$2,775"
837,"February 11, 2020","$2,402"
838,"February 11, 2020","$3,225"
839,"February 11, 2020","$1,975"
840,"February 19, 2020","$2,775"
841,"February 14, 2020","$2,200"
842,"February 14, 2020","$1,705"
843,"February 14, 2020","$1,750"
844,"February 13, 2020","$2,499"
845,"February 12, 2020","$2,898"
846,"February 12, 2020","$2,775"
847,"February 11, 2020","$2,402"
848,"February 11, 2020","$3,225"
849,"February 11, 2020","$1,975"
850,"February 19, 2020","$2,775"
851,"February 14, 2020","$2,200"
852,"February 14, 2020","$1,705"
853,"February 14, 2020","$1,750"
854,"February 13, 2020","$2,499"
855,"February 12, 2020","$2,898"
856,"February 12, 2020","$2,775"
857,"February 11, 2020","$2,402"
858,"February 11, 2020","$3,225"
859,"February 11, 2020","$1,975"
860,"February 19, 2020","$2,775"
861,"February 14, 2020","$2,200"
862,"February 14, 2020","$1,705"
863,"February 14, 2020","$1,750"
864,"February 13, 2020","$2,499"
865,"February 12, 2020","$2,898"
866,"February 12, 2020","$2,775"
867,"February 11, 2020","$2,402"
868,"February 11, 2020","$3,225"
869,"February 11, 2020","$1,975"
870,"February 19, 2020","$2,775"
871,"February 14, 2020","$2,200"
872,"February 14, 2020","$1,705"
873,"February 14, 2020","$1,750"
874,"February 13, 2020","$2,499"
875,"February 12, 2020","$2,898"
876,"February 12, 2020","$2,775"
877,"February 11, 2020","$2,402"
878,"February 11, 2020","$3,225"
879,"February 11, 2020","$1,975"
880,"February 19, 2020","$2,775"
881,"February 14, 2020","$2,200"
882,"February 14, 2020","$1,705"
883,"February 14, 2020","$1,750"
884,"February 13, 2020","$2,499"
885,"February 12, 2020","$2,898"
886,"February 12, 2020","$2,775"
887,"February 11, 2020","$2,402"
888,"February 11, 2020","$3,225"
889,"February 11, 2020","$1,975"
890,"February 9, 2020","$2,498"
891,"February 7, 2020","$2,450"
892,"February 6, 2020","$2,148"
893,"February 6, 2020","$2,555"
894,"February 5, 2020","$2,250"
895,"February 5, 2020","$1,965"
896,"February 2, 2020","$1,950"
897,"February 2, 2020","$1,850"
898,"January 31, 2020","$2,350"
899,"January 31, 2020","$2,709"
900,"February 19, 2020","$2,775"
901,"February 14, 2020","$2,200"
902,"February 14, 2020","$1,705"
903,"February 14, 2020","$1,750"
904,"February 13, 2020","$2,499"
905,"February 12, 2020","$2,898"
906,"February 12, 2020","$2,775"
907,"February 11, 2020","$2,402"
908,"February 11, 2020","$3,225"
909,"February 11, 2020","$1,975"
910,"February 19, 2020","$2,775"
911,"February 14, 2020","$2,200"
912,"February 14, 2020","$1,705"
913,"February 14, 2020","$1,750"
914,"February 13, 2020","$2,499"
915,"February 12, 2020","$2,898"
916,"February 12, 2020","$2,775"
917,"February 11, 2020","$2,402"
918,"February 11, 2020","$3,225"
919,"February 11, 2020","$1,975"
920,"February 19, 2020","$2,775"
921,"February 14, 2020","$2,200"
922,"February 14, 2020","$1,705"
923,"February 14, 2020","$1,750"
924,"February 13, 2020","$2,499"
925,"February 12, 2020","$2,898"
926,"February 12, 2020","$2,775"
927,"February 11, 2020","$2,402"
928,"February 11, 2020","$3,225"
929,"February 11, 2020","$1,975"
930,"February 19, 2020","$2,775"
931,"February 14, 2020","$2,200"
932,"February 14, 2020","$1,705"
933,"February 14, 2020","$1,750"
934,"February 13, 2020","$2,499"
935,"February 12, 2020","$2,898"
936,"February 12, 2020","$2,775"
937,"February 11, 2020","$2,402"
938,"February 11, 2020","$3,225"
939,"February 11, 2020","$1,975"
940,"February 19, 2020","$2,775"
941,"February 14, 2020","$2,200"
942,"February 14, 2020","$1,705"
943,"February 14, 2020","$1,750"
944,"February 13, 2020","$2,499"
945,"February 12, 2020","$2,898"
946,"February 12, 2020","$2,775"
947,"February 11, 2020","$2,402"
948,"February 11, 2020","$3,225"
949,"February 11, 2020","$1,975"
950,"February 19, 2020","$2,775"
951,"February 14, 2020","$2,200"
952,"February 14, 2020","$1,705"
953,"February 14, 2020","$1,750"
954,"February 13, 2020","$2,499"
955,"February 12, 2020","$2,898"
956,"February 12, 2020","$2,775"
957,"February 11, 2020","$2,402"
958,"February 11, 2020","$3,225"
959,"February 11, 2020","$1,975"
960,"February 19, 2020","$2,775"
961,"February 14, 2020","$2,200"
962,"February 14, 2020","$1,705"
963,"February 14, 2020","$1,750"
964,"February 13, 2020","$2,499"
965,"February 12, 2020","$2,898"
966,"February 12, 2020","$2,775"
967,"February 11, 2020","$2,402"
968,"February 11, 2020","$3,225"
969,"February 11, 2020","$1,975"
970,"February 19, 2020","$2,775"
971,"February 14, 2020","$2,200"
972,"February 14, 2020","$1,705"
973,"February 14, 2020","$1,750"
974,"February 13, 2020","$2,499"
975,"February 12, 2020","$2,898"
976,"February 12, 2020","$2,775"
977,"February 11, 2020","$2,402"
978,"February 11, 2020","$3,225"
979,"February 11, 2020","$1,975"
980,"February 19, 2020","$2,775"
981,"February 14, 2020","$2,200"
982,"February 14, 2020","$1,705"
983,"February 14, 2020","$1,750"
984,"February 13, 2020","$2,499"
985,"February 12, 2020","$2,898"
986,"February 12, 2020","$2,775"
987,"February 11, 2020","$2,402"
988,"February 11, 2020","$3,225"
989,"February 11, 2020","$1,975"
990,"February 19, 2020","$2,775"
991,"February 14, 2020","$2,200"
992,"February 14, 2020","$1,705"
993,"February 14, 2020","$1,750"
994,"February 13, 2020","$2,499"
995,"February 12, 2020","$2,898"
996,"February 12, 2020","$2,775"
997,"February 11, 2020","$2,402"
998,"February 11, 2020","$3,225"
999,"February 11, 2020","$1,975"
1000,"February 19, 2020","$2,775"
1001,"February 14, 2020","$2,200"
1002,"February 14, 2020","$1,705"
1003,"February 14, 2020","$1,750"
1004,"February 13, 2020","$2,499"
1005,"February 12, 2020","$2,898"
1006,"February 12, 2020","$2,775"
1007,"February 11, 2020","$2,402"
1008,"February 11, 2020","$3,225"
1009,"February 11, 2020","$1,975"
1010,"February 19, 2020","$2,775"
1011,"February 14, 2020","$2,200"
1012,"February 14, 2020","$1,705"
1013,"February 14, 2020","$1,750"
1014,"February 13, 2020","$2,499"
1015,"February 12, 2020","$2,898"
1016,"February 12, 2020","$2,775"
1017,"February 11, 2020","$2,402"
1018,"February 11, 2020","$3,225"
1019,"February 11, 2020","$1,975"
1020,"February 19, 2020","$2,775"
1021,"February 14, 2020","$2,200"
1022,"February 14, 2020","$1,705"
1023,"February 14, 2020","$1,750"
1024,"February 13, 2020","$2,499"
1025,"February 12, 2020","$2,898"
1026,"February 12, 2020","$2,775"
1027,"February 11, 2020","$2,402"
1028,"February 11, 2020","$3,225"
1029,"February 11, 2020","$1,975"
1030,"February 19, 2020","$2,775"
1031,"February 14, 2020","$2,200"
1032,"February 14, 2020","$1,705"
1033,"February 14, 2020","$1,750"
1034,"February 13, 2020","$2,499"
1035,"February 12, 2020","$2,898"
1036,"February 12, 2020","$2,775"
1037,"February 11, 2020","$2,402"
1038,"February 11, 2020","$3,225"
1039,"February 11, 2020","$1,975"
1040,"February 19, 2020","$2,775"
1041,"February 14, 2020","$2,200"
1042,"February 14, 2020","$1,705"
1043,"February 14, 2020","$1,750"
1044,"February 13, 2020","$2,499"
1045,"February 12, 2020","$2,898"
1046,"February 12, 2020","$2,775"
1047,"February 11, 2020","$2,402"
1048,"February 11, 2020","$3,225"
1049,"February 11, 2020","$1,975"
1050,"February 19, 2020","$2,775"
1051,"February 14, 2020","$2,200"
1052,"February 14, 2020","$1,705"
1053,"February 14, 2020","$1,750"
1054,"February 13, 2020","$2,499"
1055,"February 12, 2020","$2,898"
1056,"February 12, 2020","$2,775"
1057,"February 11, 2020","$2,402"
1058,"February 11, 2020","$3,225"
1059,"February 11, 2020","$1,975"
1060,"February 11, 2020","$1,975"
1061,"February 9, 2020","$2,498"
1062,"February 7, 2020","$2,450"
1063,"February 6, 2020","$2,148"
1064,"February 6, 2020","$2,555"
1065,"February 5, 2020","$2,250"
1066,"February 5, 2020","$1,965"
1067,"February 2, 2020","$1,950"
1068,"February 2, 2020","$1,850"
1069,"January 31, 2020","$2,350"
1070,"February 11, 2020","$1,975"
1071,"February 9, 2020","$2,498"
1072,"February 7, 2020","$2,450"
1073,"February 6, 2020","$2,148"
1074,"February 6, 2020","$2,555"
1075,"February 5, 2020","$2,250"
1076,"February 5, 2020","$1,965"
1077,"February 2, 2020","$1,950"
1078,"February 2, 2020","$1,850"
1079,"January 31, 2020","$2,350"
1080,"January 31, 2020","$2,709"
1081,"January 30, 2020","$1,775"
1082,"January 30, 2020","$2,400"
1083,"January 28, 2020","$2,555"
1084,"January 24, 2020","$2,500"
1085,"January 22, 2020","$2,410"
1086,"January 22, 2020","$1,799"
1087,"January 22, 2020","$2,200"
1088,"January 21, 2020","$2,250"
1089,"January 21, 2020","$1,785"
1090,"January 20, 2020","$2,000"
1091,"January 14, 2020","$2,200"
1092,"January 13, 2020","$2,325"
1093,"January 11, 2020","$2,450"
1094,"January 11, 2020","$2,019"
1095,"January 8, 2020","$2,100"
1096,"January 7, 2020","$1,920"
1097,"January 7, 2020","$2,100"
1098,"January 6, 2020","$2,200"
1099,"January 4, 2020","$1,640"
1100,"January 4, 2020","$1,675"
1101,"January 3, 2020","$2,050"
1102,"January 2, 2020","$2,050"
1103,"January 1, 2020","$2,362"
1104,"December 31, 2019","$1,700"
1105,"December 31, 2019","$2,693"
1106,"December 30, 2019","$1,720"
1107,"December 29, 2019","$1,812"
1108,"December 27, 2019","$2,075"
1109,"December 26, 2019","$1,875"
1110,"December 26, 2019","$2,005"
1111,"December 25, 2019","$2,300"
1112,"December 25, 2019","$1,943"
1113,"December 18, 2019","$1,490"
1114,"December 16, 2019","$1,970"
1115,"December 16, 2019","$1,900"
1116,"December 15, 2019","$2,524"
1117,"December 12, 2019","$1,992"
1118,"December 11, 2019","$1,974"
1119,"December 10, 2019","$2,400"
1120,"December 9, 2019","$2,400"
1121,"December 7, 2019","$1,460"
1122,"December 6, 2019","$1,706"
1123,"December 5, 2019","$2,300"
1124,"December 5, 2019","$1,975"
1125,"December 4, 2019","$2,102"
1126,"December 4, 2019","$2,100"
1127,"December 4, 2019","$1,917"
1128,"December 3, 2019","$2,300"
1129,"December 3, 2019","$2,430"
1130,"December 3, 2019","$1,866"
1131,"December 3, 2019","$1,865"
1132,"December 2, 2019","$2,170"
1133,"December 2, 2019","$2,250"
1134,"December 2, 2019","$1,605"
1135,"December 2, 2019","$1,410"
1136,"November 30, 2019","$2,204"
1137,"November 30, 2019","$1,969"
1138,"November 29, 2019","$1,442"
1139,"November 28, 2019","$1,901"
1140,"November 28, 2019","$1,980"
1141,"November 22, 2019","$2,706"
1142,"November 21, 2019","$1,996"
1143,"November 18, 2019","$1,440"
1144,"November 15, 2019","$2,427"
1145,"November 14, 2019","$1,571"
1146,"November 11, 2019","$2,250"
1147,"November 11, 2019","$2,847"
1148,"November 10, 2019","$2,700"
1149,"November 9, 2019","$2,100"
1150,"November 9, 2019","$2,221"
1151,"November 7, 2019","$1,400"
1152,"November 4, 2019","$2,490"
1153,"November 1, 2019","$2,016"
1154,"October 31, 2019","$2,575"
1155,"October 31, 2019","$2,205"
1156,"October 27, 2019","$1,650"
1157,"October 22, 2019","$2,415"
1158,"October 21, 2019","$1,700"
1159,"October 18, 2019","$1,700"
1160,"October 17, 2019","$1,799"
1161,"October 17, 2019","$1,953"
1162,"October 17, 2019","$2,250"
1163,"October 16, 2019","$1,790"
1164,"October 16, 2019","$1,435"
1165,"October 16, 2019","$1,775"
1166,"October 16, 2019","$2,850"
1167,"October 16, 2019","$2,460"
1168,"October 12, 2019","$1,600"
1169,"October 10, 2019","$2,249"
1170,"October 17, 2019","$1,799"
1171,"October 17, 2019","$1,953"
1172,"October 17, 2019","$2,250"
1173,"October 16, 2019","$1,790"
1174,"October 16, 2019","$1,435"
1175,"October 16, 2019","$1,775"
1176,"October 16, 2019","$2,850"
1177,"October 16, 2019","$2,460"
1178,"October 12, 2019","$1,600"
1179,"October 10, 2019","$2,249"
1180,"October 9, 2019","$2,249"
1181,"October 7, 2019","$1,880"
1182,"October 5, 2019","$2,500"
1183,"October 4, 2019","$2,900"
1184,"October 4, 2019","$1,650"
1185,"October 2, 2019","$1,721"
1186,"October 2, 2019","$2,766"
1187,"October 2, 2019","$1,600"
1188,"October 1, 2019","$1,250"
1189,"September 30, 2019","$1,960"
1190,"September 29, 2019","$2,800"
1191,"September 27, 2019","$1,778"
1192,"September 27, 2019","$1,695"
1193,"September 26, 2019","$2,850"
1194,"September 25, 2019","$1,430"
1195,"September 23, 2019","$1,650"
1196,"September 22, 2019","$1,666"
1197,"September 22, 2019","$2,286"
1198,"September 21, 2019","$2,548"
1199,"September 20, 2019","$1,795"
1200,"September 20, 2019","$2,551"
1201,"September 16, 2019","$2,600"
1202,"September 14, 2019","$2,600"
1203,"September 13, 2019","$2,000"
1204,"September 11, 2019","$2,200"
1205,"September 10, 2019","$2,845"
1206,"September 10, 2019","$2,486"
1207,"September 10, 2019","$2,000"
1208,"September 8, 2019","$2,019"
1209,"September 7, 2019","$1,775"
1210,"September 6, 2019","$2,600"
1211,"September 5, 2019","$2,850"
1212,"September 4, 2019","$2,999"
1213,"September 2, 2019","$2,775"
1214,"September 2, 2019","$1,880"
1215,"September 2, 2019","$2,595"
1216,"September 2, 2019","$1,825"
1217,"September 1, 2019","$1,680"
1218,"August 31, 2019","$1,799"
1219,"August 30, 2019","$1,585"
1220,"August 30, 2019","$2,200"
1221,"August 30, 2019","$2,200"
1222,"August 28, 2019","$1,495"
1223,"August 28, 2019","$1,690"
1224,"August 25, 2019","$2,140"
1225,"August 25, 2019","$1,999"
1226,"August 23, 2019","$1,800"
1227,"August 23, 2019","$1,500"
1228,"August 22, 2019","$2,500"
1229,"August 22, 2019","$2,500"
1230,"August 22, 2019","$1,860"
1231,"August 21, 2019","$1,750"
1232,"August 20, 2019","$1,895"
1233,"August 19, 2019","$2,350"
1234,"August 18, 2019","$1,933"
1235,"August 18, 2019","$1,925"
1236,"August 17, 2019","$2,499"
1237,"August 17, 2019","$2,999"
1238,"August 16, 2019","$2,213"
1239,"August 16, 2019","$2,200"
1240,"August 15, 2019","$2,300"
1241,"August 15, 2019","$2,150"
1242,"August 14, 2019","$2,498"
1243,"August 14, 2019","$1,451"
1244,"August 13, 2019","$1,920"
1245,"August 12, 2019","$2,150"
1246,"August 12, 2019","$1,389"
1247,"August 12, 2019","$2,151"
1248,"August 11, 2019","$1,385"
1249,"August 9, 2019","$2,388"
1250,"August 9, 2019","$2,150"
1251,"August 7, 2019","$1,750"
1252,"August 7, 2019","$2,185"
1253,"August 7, 2019","$2,300"
1254,"August 6, 2019","$1,800"
1255,"August 6, 2019","$2,285"
1256,"August 6, 2019","$1,650"
1257,"August 6, 2019","$2,062"
1258,"August 5, 2019","$2,350"
1259,"August 5, 2019","$1,670"
1260,"August 4, 2019","$1,726"
1261,"August 3, 2019","$1,600"
1262,"August 2, 2019","$2,060"
1263,"August 2, 2019","$2,088"
1264,"July 31, 2019","$2,016"
1265,"July 30, 2019","$2,100"
1266,"July 30, 2019","$2,300"
1267,"July 30, 2019","$1,800"
1268,"July 29, 2019","$1,800"
1269,"July 29, 2019","$2,299"
1270,"July 28, 2019","$1,257"
1271,"July 26, 2019","$1,875"
1272,"July 24, 2019","$1,790"
1273,"July 23, 2019","$2,020"
1274,"July 23, 2019","$2,339"
1275,"July 22, 2019","$1,510"
1276,"July 21, 2019","$1,933"
1277,"July 20, 2019","$2,330"
1278,"July 20, 2019","$1,862"
1279,"July 19, 2019","$1,861"
1280,"July 19, 2019","$2,100"
1281,"July 19, 2019","$2,095"
1282,"July 18, 2019","$2,050"
1283,"July 18, 2019","$1,220"
1284,"July 17, 2019","$2,185"
1285,"July 16, 2019","$2,136"
1286,"July 16, 2019","$1,725"
1287,"July 15, 2019","$2,141"
1288,"July 15, 2019","$2,010"
1289,"July 14, 2019","$1,887"
1290,"July 19, 2019","$2,100"
1291,"July 19, 2019","$2,095"
1292,"July 18, 2019","$2,050"
1293,"July 18, 2019","$1,220"
1294,"July 17, 2019","$2,185"
1295,"July 16, 2019","$2,136"
1296,"July 16, 2019","$1,725"
1297,"July 15, 2019","$2,141"
1298,"July 15, 2019","$2,010"
1299,"July 14, 2019","$1,887"
1300,"July 10, 2019","$1,904"
1301,"July 10, 2019","$2,181"
1302,"July 9, 2019","$1,830"
1303,"July 9, 2019","$1,878"
1304,"July 9, 2019","$1,638"
1305,"July 9, 2019","$1,617"
1306,"July 9, 2019","$1,565"
1307,"July 9, 2019","$2,025"
1308,"July 8, 2019","$1,313"
1309,"July 7, 2019","$1,486"
1310,"July 7, 2019","$2,100"
1311,"July 6, 2019","$1,500"
1312,"July 6, 2019","$2,063"
1313,"July 5, 2019","$1,750"
1314,"July 5, 2019","$1,569"
1315,"July 5, 2019","$1,565"
1316,"July 5, 2019","$2,295"
1317,"July 4, 2019","$2,200"
1318,"July 4, 2019","$1,951"
1319,"July 3, 2019","$1,920"
1320,"July 3, 2019","$1,899"
1321,"July 2, 2019","$2,000"
1322,"July 2, 2019","$2,049"
1323,"July 1, 2019","$1,700"
1324,"July 1, 2019","$2,245"
1325,"July 1, 2019","$2,000"
1326,"June 27, 2019","$2,150"
1327,"June 27, 2019","$1,851"
1328,"June 27, 2019","$1,800"
1329,"June 26, 2019","$2,285"
1330,"June 26, 2019","$1,970"
1331,"June 26, 2019","$2,250"
1332,"June 25, 2019","$1,550"
1333,"June 24, 2019","$2,248"
1334,"June 24, 2019","$1,816"
1335,"June 24, 2019","$2,049"
1336,"June 24, 2019","$1,594"
1337,"June 22, 2019","$1,593"
1338,"June 22, 2019","$1,357"
1339,"June 20, 2019","$2,000"
1340,"June 20, 2019","$1,742"
1341,"June 19, 2019","$1,820"
1342,"June 19, 2019","$1,800"
1343,"June 19, 2019","$1,839"
1344,"June 18, 2019","$1,725"
1345,"June 17, 2019","$1,850"
1346,"June 16, 2019","$1,999"
1347,"June 15, 2019","$1,850"
1348,"June 15, 2019","$2,248"
1349,"June 14, 2019","$1,450"
1350,"June 14, 2019","$2,000"
1351,"June 12, 2019","$1,966"
1352,"June 12, 2019","$1,894"
1353,"June 11, 2019","$1,925"
1354,"June 10, 2019","$1,920"
1355,"June 10, 2019","$1,750"
1356,"June 10, 2019","$1,700"
1357,"June 10, 2019","$1,806"
1358,"June 10, 2019","$2,046"
1359,"June 9, 2019","$1,989"
1360,"June 7, 2019","$1,820"
1361,"June 7, 2019","$1,790"
1362,"June 6, 2019","$1,950"
1363,"June 6, 2019","$1,835"
1364,"June 6, 2019","$1,800"
1365,"June 5, 2019","$1,760"
1366,"June 4, 2019","$1,810"
1367,"June 3, 2019","$1,810"
1368,"June 3, 2019","$1,805"
1369,"June 2, 2019","$1,625"
1370,"June 1, 2019","$1,800"
1371,"June 1, 2019","$1,500"
1372,"May 31, 2019","$1,775"
1373,"May 30, 2019","$1,695"
1374,"May 29, 2019","$1,500"
1375,"May 29, 2019","$1,600"
1376,"May 29, 2019","$1,800"
1377,"May 28, 2019","$1,456"
1378,"May 28, 2019","$1,972"
1379,"May 27, 2019","$1,695"
1380,"May 26, 2019","$1,692"
1381,"May 25, 2019","$1,600"
1382,"May 24, 2019","$1,869"
1383,"May 24, 2019","$1,451"
1384,"May 24, 2019","$1,540"
1385,"May 23, 2019","$1,940"
1386,"May 23, 2019","$1,670"
1387,"May 23, 2019","$1,879"
1388,"May 22, 2019","$1,650"
1389,"May 22, 2019","$1,302"
1390,"May 22, 2019","$1,838"
1391,"May 22, 2019","$1,610"
1392,"May 22, 2019","$1,780"
1393,"May 21, 2019","$1,760"
1394,"May 20, 2019","$2,000"
1395,"May 18, 2019","$1,700"
1396,"May 17, 2019","$1,999"
1397,"May 16, 2019","$1,700"
1398,"May 15, 2019","$1,951"
1399,"May 15, 2019","$1,611"
1400,"May 14, 2019","$1,700"
1401,"May 14, 2019","$1,898"
1402,"May 14, 2019","$1,940"
1403,"May 14, 2019","$2,047"
1404,"May 14, 2019","$1,875"
1405,"May 13, 2019","$1,753"
1406,"May 12, 2019","$1,491"
1407,"May 11, 2019","$1,900"
1408,"May 10, 2019","$1,650"
1409,"May 10, 2019","$1,440"
1410,"May 7, 2019","$2,013"
1411,"May 6, 2019","$1,841"
1412,"May 5, 2019","$1,700"
1413,"May 5, 2019","$1,800"
1414,"May 3, 2019","$1,445"
1415,"May 2, 2019","$1,830"
1416,"May 2, 2019","$1,800"
1417,"May 2, 2019","$1,636"
1418,"May 1, 2019","$1,642"
1419,"April 30, 2019","$1,801"
1420,"May 7, 2019","$2,013"
1421,"May 6, 2019","$1,841"
1422,"May 5, 2019","$1,700"
1423,"May 5, 2019","$1,800"
1424,"May 3, 2019","$1,445"
1425,"May 2, 2019","$1,830"
1426,"May 2, 2019","$1,800"
1427,"May 2, 2019","$1,636"
1428,"May 1, 2019","$1,642"
1429,"April 30, 2019","$1,801"
1430,"April 30, 2019","$1,990"
1431,"April 28, 2019","$1,898"
1432,"April 27, 2019","$1,750"
1433,"April 24, 2019","$1,425"
1434,"April 24, 2019","$1,760"
1435,"April 23, 2019","$1,840"
1436,"April 23, 2019","$1,310"
1437,"April 23, 2019","$1,800"
1438,"April 23, 2019","$1,825"
1439,"April 23, 2019","$1,800"
1440,"April 30, 2019","$1,990"
1441,"April 28, 2019","$1,898"
1442,"April 27, 2019","$1,750"
1443,"April 24, 2019","$1,425"
1444,"April 24, 2019","$1,760"
1445,"April 23, 2019","$1,840"
1446,"April 23, 2019","$1,310"
1447,"April 23, 2019","$1,800"
1448,"April 23, 2019","$1,825"
1449,"April 23, 2019","$1,800"
1450,"April 22, 2019","$1,851"
1451,"April 22, 2019","$2,290"
1452,"April 22, 2019","$1,848"
1453,"April 22, 2019","$1,700"
1454,"April 20, 2019","$1,650"
1455,"April 20, 2019","$1,580"
1456,"April 20, 2019","$1,562"
1457,"April 20, 2019","$1,600"
1458,"April 20, 2019","$1,500"
1459,"April 20, 2019","$1,610"
1460,"April 20, 2019","$1,600"
1461,"April 20, 2019","$1,610"
1462,"April 20, 2019","$1,650"
1463,"April 20, 2019","$1,581"
1464,"April 20, 2019","$1,600"
1465,"April 20, 2019","$1,788"
1466,"April 19, 2019","$1,699"
1467,"April 19, 2019","$1,100"
1468,"April 19, 2019","$1,600"
1469,"April 19, 2019","$1,105"
1470,"April 19, 2019","$1,600"
1471,"April 19, 2019","$1,600"
1472,"April 19, 2019","$1,600"
1473,"April 19, 2019","$1,650"
1474,"April 19, 2019","$1,565"
1475,"April 19, 2019","$1,102"
1476,"April 19, 2019","$1,750"
1477,"April 19, 2019","$1,610"
1478,"April 19, 2019","$1,613"
1479,"April 19, 2019","$1,160"
1480,"April 19, 2019","$1,165"
1481,"April 19, 2019","$1,200"
1482,"April 19, 2019","$1,250"
1483,"April 19, 2019","$1,322"
1484,"April 19, 2019","$1,795"
1485,"April 19, 2019","$1,800"
1486,"April 19, 2019","$1,800"
1487,"April 19, 2019","$1,825"
1488,"April 19, 2019","$1,871"
1489,"April 19, 2019","$1,912"
1490,"April 19, 2019","$1,880"
1491,"April 19, 2019","$2,050"
1492,"April 19, 2019","$2,093"
1493,"April 18, 2019","$1,660"
1494,"April 18, 2019","$1,944"
1495,"April 18, 2019","$1,821"
1496,"April 17, 2019","$1,350"
1497,"April 16, 2019","$1,800"
1498,"April 11, 2019","$1,760"
1499,"April 11, 2019","$1,875"
1500,"April 9, 2019","$1,749"
1501,"April 9, 2019","$2,324"
1502,"April 9, 2019","$2,059"
1503,"April 8, 2019","$1,305"
1504,"April 7, 2019","$1,600"
1505,"April 7, 2019","$2,134"
1506,"April 7, 2019","$1,560"
1507,"April 7, 2019","$1,799"
1508,"April 6, 2019","$2,000"
1509,"April 6, 2019","$1,375"
1510,"April 6, 2019","$1,750"
1511,"April 4, 2019","$1,789"
1512,"April 4, 2019","$2,050"
1513,"April 2, 2019","$1,920"
1514,"April 1, 2019","$1,628"
1515,"April 1, 2019","$2,098"
1516,"March 30, 2019","$2,000"
1517,"March 30, 2019","$1,921"
1518,"March 30, 2019","$1,802"
1519,"March 30, 2019","$1,970"
1520,"March 29, 2019","$1,165"
1521,"March 29, 2019","$1,937"
1522,"March 29, 2019","$1,926"
1523,"March 28, 2019","$1,392"
1524,"March 27, 2019","$1,601"
1525,"March 27, 2019","$1,870"
1526,"March 26, 2019","$1,605"
1527,"March 26, 2019","$1,886"
1528,"March 26, 2019","$1,650"
1529,"March 26, 2019","$1,890"
1530,"March 26, 2019","$1,925"
1531,"March 26, 2019","$1,898"
1532,"March 25, 2019","$1,890"
1533,"March 22, 2019","$1,676"
1534,"March 22, 2019","$1,795"
1535,"March 20, 2019","$1,249"
1536,"March 19, 2019","$1,345"
1537,"March 19, 2019","$1,799"
1538,"March 19, 2019","$1,688"
1539,"March 16, 2019","$1,689"
1540,"March 15, 2019","$1,310"
1541,"March 14, 2019","$1,900"
1542,"March 14, 2019","$1,860"
1543,"March 14, 2019","$1,990"
1544,"March 12, 2019","$1,900"
1545,"March 10, 2019","$1,688"
1546,"March 10, 2019","$1,889"
1547,"March 9, 2019","$1,800"
1548,"March 9, 2019","$1,100"
1549,"March 8, 2019","$1,552"
1550,"March 7, 2019","$1,704"
1551,"March 6, 2019","$1,445"
1552,"March 5, 2019","$1,315"
1553,"March 5, 2019","$1,900"
1554,"March 5, 2019","$1,825"
1555,"March 4, 2019","$1,666"
1556,"March 3, 2019","$1,545"
1557,"March 2, 2019","$1,695"
1558,"March 2, 2019","$1,693"
1559,"March 2, 2019","$1,374"
1560,"March 2, 2019","$1,710"
1561,"March 1, 2019","$1,877"
1562,"February 28, 2019","$2,015"
1563,"February 28, 2019","$1,639"
1564,"February 28, 2019","$1,749"
1565,"February 28, 2019","$1,550"
1566,"February 28, 2019","$1,899"
1567,"February 27, 2019","$1,540"
1568,"February 27, 2019","$1,993"
1569,"February 27, 2019","$1,690"
1570,"March 2, 2019","$1,710"
1571,"March 1, 2019","$1,877"
1572,"February 28, 2019","$2,015"
1573,"February 28, 2019","$1,639"
1574,"February 28, 2019","$1,749"
1575,"February 28, 2019","$1,550"
1576,"February 28, 2019","$1,899"
1577,"February 27, 2019","$1,540"
1578,"February 27, 2019","$1,993"
1579,"February 27, 2019","$1,690"
1580,"February 27, 2019","$1,825"
1581,"February 26, 2019","$1,500"
1582,"February 26, 2019","$1,800"
1583,"February 25, 2019","$1,500"
1584,"February 25, 2019","$1,699"
1585,"February 25, 2019","$2,016"
1586,"February 24, 2019","$1,500"
1587,"February 24, 2019","$1,789"
1588,"February 23, 2019","$1,780"
1589,"February 23, 2019","$1,304"
1590,"February 23, 2019","$1,301"
1591,"February 22, 2019","$1,800"
1592,"February 21, 2019","$1,687"
1593,"February 21, 2019","$1,776"
1594,"February 21, 2019","$1,989"
1595,"February 20, 2019","$1,672"
1596,"February 18, 2019","$1,703"
1597,"February 15, 2019","$1,791"
1598,"February 15, 2019","$1,670"
1599,"February 14, 2019","$1,945"
1600,"February 13, 2019","$1,700"
1601,"February 11, 2019","$1,750"
1602,"February 11, 2019","$1,656"
1603,"February 10, 2019","$1,650"
1604,"February 10, 2019","$1,800"
1605,"February 9, 2019","$1,799"
1606,"February 8, 2019","$1,191"
1607,"February 7, 2019","$1,550"
