,dates,prices
1608,"February 7, 2019","$1,461"
1609,"February 7, 2019","$1,150"
1610,"February 7, 2019","$1,445"
1611,"February 7, 2019","$1,800"
1612,"February 7, 2019","$1,801"
1613,"February 7, 2019","$1,500"
1614,"February 6, 2019","$1,725"
1615,"February 6, 2019","$1,466"
1616,"February 6, 2019","$1,460"
1617,"February 5, 2019","$1,545"
1618,"February 4, 2019","$1,583"
1619,"February 3, 2019","$1,499"
1620,"February 3, 2019","$1,420"
1621,"February 2, 2019","$1,765"
1622,"January 31, 2019","$1,749"
1623,"January 30, 2019","$1,764"
1624,"January 30, 2019","$1,998"
1625,"January 30, 2019","$1,744"
1626,"January 29, 2019","$1,393"
1627,"January 28, 2019","$1,406"
1628,"January 28, 2019","$1,800"
1629,"January 27, 2019","$1,595"
1630,"January 27, 2019","$1,488"
1631,"January 26, 2019","$1,997"
1632,"January 25, 2019","$1,950"
1633,"January 24, 2019","$1,550"
1634,"January 22, 2019","$1,501"
1635,"January 22, 2019","$1,403"
1636,"January 22, 2019","$1,688"
1637,"January 21, 2019","$1,830"
1638,"January 21, 2019","$1,691"
1639,"January 21, 2019","$1,400"
1640,"January 21, 2019","$1,850"
1641,"January 20, 2019","$1,591"
1642,"January 18, 2019","$1,601"
1643,"January 17, 2019","$1,919"
1644,"January 16, 2019","$1,760"
1645,"January 14, 2019","$1,763"
1646,"January 12, 2019","$1,801"
1647,"January 12, 2019","$1,425"
1648,"January 12, 2019","$1,400"
1649,"January 11, 2019","$1,672"
1650,"January 10, 2019","$1,200"
1651,"January 9, 2019","$1,775"
1652,"January 9, 2019","$1,601"
1653,"January 8, 2019","$1,350"
1654,"January 6, 2019","$1,600"
1655,"January 6, 2019","$1,399"
1656,"January 5, 2019","$1,498"
1657,"January 5, 2019","$1,800"
1658,"January 4, 2019","$1,990"
1659,"January 4, 2019","$1,900"
1660,"January 4, 2019","$1,776"
1661,"January 4, 2019","$1,775"
1662,"January 3, 2019","$1,347"
1663,"January 2, 2019","$1,700"
1664,"January 1, 2019","$1,504"
1665,"December 31, 2018","$1,800"
1666,"December 31, 2018","$1,695"
1667,"December 31, 2018","$1,790"
1668,"December 31, 2018","$1,498"
1669,"December 29, 2018","$1,700"
1670,"January 4, 2019","$1,776"
1671,"January 4, 2019","$1,775"
1672,"January 3, 2019","$1,347"
1673,"January 2, 2019","$1,700"
1674,"January 1, 2019","$1,504"
1675,"December 31, 2018","$1,800"
1676,"December 31, 2018","$1,695"
1677,"December 31, 2018","$1,790"
1678,"December 31, 2018","$1,498"
1679,"December 29, 2018","$1,700"
1680,"December 29, 2018","$1,495"
1681,"December 26, 2018","$1,340"
1682,"December 26, 2018","$1,750"
1683,"December 26, 2018","$1,700"
1684,"December 26, 2018","$1,599"
1685,"December 25, 2018","$1,555"
1686,"December 25, 2018","$1,250"
1687,"December 23, 2018","$1,686"
1688,"December 23, 2018","$1,420"
1689,"December 22, 2018","$1,776"
1690,"December 21, 2018","$1,250"
1691,"December 21, 2018","$1,518"
1692,"December 21, 2018","$1,370"
1693,"December 21, 2018","$1,518"
1694,"December 20, 2018","$1,357"
1695,"December 20, 2018","$1,707"
1696,"December 18, 2018","$1,768"
1697,"December 18, 2018","$1,600"
1698,"December 18, 2018","$1,697"
1699,"December 18, 2018","$1,352"
1700,"December 21, 2018","$1,250"
1701,"December 21, 2018","$1,518"
1702,"December 21, 2018","$1,370"
1703,"December 21, 2018","$1,518"
1704,"December 20, 2018","$1,357"
1705,"December 20, 2018","$1,707"
1706,"December 18, 2018","$1,768"
1707,"December 18, 2018","$1,600"
1708,"December 18, 2018","$1,697"
1709,"December 18, 2018","$1,352"
1710,"December 17, 2018","$1,515"
1711,"December 17, 2018","$1,400"
1712,"December 16, 2018","$1,676"
1713,"December 16, 2018","$1,425"
1714,"December 15, 2018","$1,400"
1715,"December 15, 2018","$1,301"
1716,"December 15, 2018","$1,695"
1717,"December 14, 2018","$1,200"
1718,"December 14, 2018","$1,875"
1719,"December 14, 2018","$1,700"
1720,"December 17, 2018","$1,515"
1721,"December 17, 2018","$1,400"
1722,"December 16, 2018","$1,676"
1723,"December 16, 2018","$1,425"
1724,"December 15, 2018","$1,400"
1725,"December 15, 2018","$1,301"
1726,"December 15, 2018","$1,695"
1727,"December 14, 2018","$1,200"
1728,"December 14, 2018","$1,875"
1729,"December 14, 2018","$1,700"
1730,"December 14, 2018","$1,874"
1731,"December 13, 2018","$1,519"
1732,"December 12, 2018","$1,342"
1733,"December 12, 2018","$1,520"
1734,"December 12, 2018","$1,400"
1735,"December 11, 2018","$1,750"
1736,"December 11, 2018","$1,751"
1737,"December 11, 2018","$1,822"
1738,"December 11, 2018","$1,315"
1739,"December 11, 2018","$1,420"
1740,"December 10, 2018","$1,600"
1741,"December 9, 2018","$1,370"
1742,"December 9, 2018","$1,336"
1743,"December 9, 2018","$1,475"
1744,"December 9, 2018","$1,408"
1745,"December 8, 2018","$1,500"
1746,"December 7, 2018","$1,775"
1747,"December 6, 2018","$1,261"
1748,"December 5, 2018","$1,400"
1749,"December 5, 2018","$1,820"
1750,"December 4, 2018","$1,690"
1751,"December 3, 2018","$1,362"
1752,"December 2, 2018","$1,780"
1753,"December 2, 2018","$1,244"
1754,"December 2, 2018","$1,400"
1755,"November 30, 2018","$1,700"
1756,"November 29, 2018","$1,530"
1757,"November 27, 2018","$1,250"
1758,"November 27, 2018","$1,310"
1759,"November 27, 2018","$1,280"
1760,"November 27, 2018","$1,603"
1761,"November 27, 2018","$1,650"
1762,"November 27, 2018","$1,536"
1763,"November 27, 2018","$1,580"
1764,"November 26, 2018","$1,205"
1765,"November 26, 2018","$1,306"
1766,"November 26, 2018","$1,650"
1767,"November 25, 2018","$1,736"
1768,"November 25, 2018","$1,732"
1769,"November 24, 2018","$1,492"
1770,"November 23, 2018","$1,385"
1771,"November 21, 2018","$1,832"
1772,"November 21, 2018","$1,790"
1773,"November 21, 2018","$1,571"
1774,"November 21, 2018","$1,359"
1775,"November 20, 2018","$1,350"
1776,"November 20, 2018","$1,720"
1777,"November 16, 2018","$1,725"
1778,"November 14, 2018","$1,530"
1779,"November 14, 2018","$1,670"
1780,"November 14, 2018","$1,750"
1781,"November 13, 2018","$1,280"
1782,"November 10, 2018","$1,600"
1783,"November 10, 2018","$1,735"
1784,"November 10, 2018","$1,705"
1785,"November 10, 2018","$1,376"
1786,"November 9, 2018","$1,435"
1787,"November 9, 2018","$1,412"
1788,"November 9, 2018","$1,481"
1789,"November 8, 2018","$1,281"
1790,"November 8, 2018","$1,450"
1791,"November 7, 2018","$1,440"
1792,"November 7, 2018","$1,378"
1793,"November 6, 2018","$1,700"
1794,"November 6, 2018","$1,712"
1795,"November 5, 2018","$1,710"
1796,"November 5, 2018","$1,700"
1797,"November 4, 2018","$1,398"
1798,"November 2, 2018","$1,345"
1799,"November 1, 2018","$1,700"
1800,"November 1, 2018","$1,335"
1801,"November 1, 2018","$1,565"
1802,"November 1, 2018","$1,450"
1803,"November 1, 2018","$1,765"
1804,"November 1, 2018","$1,319"
1805,"November 1, 2018","$1,310"
1806,"October 31, 2018","$1,800"
1807,"October 31, 2018","$1,477"
1808,"October 31, 2018","$1,790"
1809,"October 31, 2018","$1,600"
1810,"October 31, 2018","$1,380"
1811,"October 31, 2018","$1,900"
1812,"October 29, 2018","$1,707"
1813,"October 29, 2018","$1,700"
1814,"October 26, 2018","$1,300"
1815,"October 25, 2018","$1,441"
1816,"October 25, 2018","$1,500"
1817,"October 23, 2018","$1,824"
1818,"October 23, 2018","$1,817"
1819,"October 20, 2018","$1,318"
1820,"October 20, 2018","$1,750"
1821,"October 19, 2018","$1,429"
1822,"October 16, 2018","$1,151"
1823,"October 16, 2018","$1,775"
1824,"October 16, 2018","$1,411"
1825,"October 16, 2018","$1,333"
1826,"October 15, 2018","$1,400"
1827,"October 14, 2018","$1,695"
1828,"October 14, 2018","$1,465"
1829,"October 13, 2018","$1,930"
1830,"October 13, 2018","$1,325"
1831,"October 10, 2018","$1,525"
1832,"October 10, 2018","$1,730"
1833,"October 9, 2018","$1,526"
1834,"October 9, 2018","$1,625"
1835,"October 9, 2018","$1,749"
1836,"October 8, 2018","$1,591"
1837,"October 8, 2018","$1,285"
1838,"October 8, 2018","$1,590"
1839,"October 5, 2018","$1,495"
1840,"October 5, 2018","$1,980"
1841,"October 5, 2018","$1,500"
1842,"October 5, 2018","$1,825"
1843,"October 4, 2018","$1,600"
1844,"October 4, 2018","$1,800"
1845,"October 3, 2018","$1,950"
1846,"October 2, 2018","$1,800"
1847,"October 2, 2018","$1,450"
1848,"October 1, 2018","$1,500"
1849,"October 1, 2018","$1,875"
1850,"September 30, 2018","$1,830"
1851,"September 29, 2018","$1,600"
1852,"September 28, 2018","$1,345"
1853,"September 27, 2018","$1,800"
1854,"September 24, 2018","$1,950"
1855,"September 24, 2018","$1,625"
1856,"September 23, 2018","$1,550"
1857,"September 23, 2018","$1,701"
1858,"October 1, 2018","$1,500"
1859,"October 1, 2018","$1,875"
1860,"September 30, 2018","$1,830"
1861,"September 29, 2018","$1,600"
1862,"September 28, 2018","$1,345"
1863,"September 27, 2018","$1,800"
1864,"September 24, 2018","$1,950"
1865,"September 24, 2018","$1,625"
1866,"September 23, 2018","$1,550"
1867,"September 23, 2018","$1,701"
1868,"September 22, 2018","$1,730"
1869,"September 22, 2018","$2,089"
1870,"September 21, 2018","$1,345"
1871,"September 21, 2018","$1,598"
1872,"September 21, 2018","$1,300"
1873,"September 20, 2018","$2,030"
1874,"September 20, 2018","$1,525"
1875,"September 20, 2018","$1,500"
1876,"September 20, 2018","$1,295"
1877,"September 20, 2018","$1,795"
1878,"September 19, 2018","$2,034"
1879,"September 19, 2018","$1,600"
1880,"September 19, 2018","$1,575"
1881,"September 19, 2018","$1,790"
1882,"September 17, 2018","$2,100"
1883,"September 15, 2018","$1,425"
1884,"September 15, 2018","$1,780"
1885,"September 15, 2018","$1,525"
1886,"September 13, 2018","$1,500"
1887,"September 13, 2018","$1,200"
1888,"September 13, 2018","$1,921"
1889,"September 12, 2018","$1,500"
1890,"September 12, 2018","$1,501"
1891,"September 12, 2018","$1,500"
1892,"September 11, 2018","$1,900"
1893,"September 10, 2018","$1,875"
1894,"September 7, 2018","$1,800"
1895,"September 6, 2018","$1,790"
1896,"September 6, 2018","$1,300"
1897,"September 6, 2018","$1,520"
1898,"September 6, 2018","$1,325"
1899,"September 6, 2018","$1,800"
1900,"September 5, 2018","$1,800"
1901,"September 4, 2018","$1,350"
1902,"September 4, 2018","$1,705"
1903,"September 4, 2018","$1,350"
1904,"September 2, 2018","$1,720"
1905,"September 2, 2018","$1,865"
1906,"August 31, 2018","$1,699"
1907,"August 31, 2018","$1,865"
1908,"August 31, 2018","$1,685"
1909,"August 30, 2018","$1,271"
1910,"August 30, 2018","$2,200"
1911,"August 30, 2018","$2,160"
1912,"August 30, 2018","$1,400"
1913,"August 29, 2018","$1,519"
1914,"August 29, 2018","$1,400"
1915,"August 29, 2018","$2,100"
1916,"August 28, 2018","$1,531"
1917,"August 28, 2018","$1,998"
1918,"August 31, 2018","$1,685"
1919,"August 30, 2018","$1,271"
1920,"August 30, 2018","$2,200"
1921,"August 30, 2018","$2,160"
1922,"August 30, 2018","$1,400"
1923,"August 29, 2018","$1,519"
1924,"August 29, 2018","$1,400"
1925,"August 29, 2018","$2,100"
1926,"August 28, 2018","$1,531"
1927,"August 28, 2018","$1,998"
1928,"August 28, 2018","$1,700"
1929,"August 28, 2018","$1,855"
1930,"August 28, 2018","$1,910"
1931,"August 27, 2018","$1,500"
1932,"August 27, 2018","$1,500"
1933,"August 25, 2018","$1,650"
1934,"August 23, 2018","$1,875"
1935,"August 23, 2018","$1,620"
1936,"August 22, 2018","$1,450"
1937,"August 22, 2018","$1,820"
1938,"August 22, 2018","$1,997"
1939,"August 21, 2018","$1,775"
1940,"August 21, 2018","$1,785"
1941,"August 20, 2018","$1,698"
1942,"August 20, 2018","$1,660"
1943,"August 20, 2018","$1,815"
1944,"August 19, 2018","$1,310"
1945,"August 19, 2018","$1,522"
1946,"August 19, 2018","$1,550"
1947,"August 19, 2018","$1,800"
1948,"August 22, 2018","$1,997"
1949,"August 21, 2018","$1,775"
1950,"August 21, 2018","$1,785"
1951,"August 20, 2018","$1,698"
1952,"August 20, 2018","$1,660"
1953,"August 20, 2018","$1,815"
1954,"August 19, 2018","$1,310"
1955,"August 19, 2018","$1,522"
1956,"August 19, 2018","$1,550"
1957,"August 19, 2018","$1,800"
1958,"August 18, 2018","$1,735"
1959,"August 18, 2018","$1,910"
1960,"August 17, 2018","$1,899"
1961,"August 17, 2018","$1,575"
1962,"August 16, 2018","$1,868"
1963,"August 16, 2018","$1,770"
1964,"August 16, 2018","$1,300"
1965,"August 16, 2018","$1,575"
1966,"August 16, 2018","$1,300"
1967,"August 15, 2018","$1,869"
1968,"August 18, 2018","$1,735"
1969,"August 18, 2018","$1,910"
1970,"August 17, 2018","$1,899"
1971,"August 17, 2018","$1,575"
1972,"August 16, 2018","$1,868"
1973,"August 16, 2018","$1,770"
1974,"August 16, 2018","$1,300"
1975,"August 16, 2018","$1,575"
1976,"August 16, 2018","$1,300"
1977,"August 15, 2018","$1,869"
1978,"August 15, 2018","$1,523"
1979,"August 14, 2018","$1,450"
1980,"August 14, 2018","$1,639"
1981,"August 13, 2018","$1,649"
1982,"August 13, 2018","$1,842"
1983,"August 12, 2018","$1,275"
1984,"August 11, 2018","$1,524"
1985,"August 10, 2018","$1,648"
1986,"August 10, 2018","$1,455"
1987,"August 10, 2018","$1,934"
1988,"August 9, 2018","$1,850"
1989,"August 8, 2018","$1,819"
1990,"August 8, 2018","$1,478"
1991,"August 7, 2018","$1,818"
1992,"August 7, 2018","$1,790"
1993,"August 7, 2018","$1,700"
1994,"August 6, 2018","$1,445"
1995,"August 5, 2018","$1,999"
1996,"August 4, 2018","$1,320"
1997,"August 4, 2018","$1,350"
1998,"August 4, 2018","$1,400"
1999,"August 4, 2018","$1,479"
2000,"August 4, 2018","$1,275"
2001,"August 3, 2018","$1,360"
2002,"August 3, 2018","$1,999"
2003,"August 2, 2018","$1,525"
2004,"August 2, 2018","$1,719"
2005,"August 2, 2018","$1,700"
2006,"August 1, 2018","$1,495"
2007,"August 1, 2018","$1,361"
2008,"August 4, 2018","$1,400"
2009,"August 4, 2018","$1,479"
2010,"August 4, 2018","$1,275"
2011,"August 3, 2018","$1,360"
2012,"August 3, 2018","$1,999"
2013,"August 2, 2018","$1,525"
2014,"August 2, 2018","$1,719"
2015,"August 2, 2018","$1,700"
2016,"August 1, 2018","$1,495"
2017,"August 1, 2018","$1,361"
2018,"August 1, 2018","$1,700"
2019,"August 1, 2018","$1,698"
2020,"August 1, 2018","$1,935"
2021,"August 1, 2018","$1,689"
2022,"July 31, 2018","$1,360"
2023,"July 29, 2018","$1,670"
2024,"July 29, 2018","$1,700"
2025,"July 28, 2018","$1,600"
2026,"July 28, 2018","$2,030"
2027,"July 28, 2018","$1,399"
2028,"August 1, 2018","$1,700"
2029,"August 1, 2018","$1,698"
2030,"August 1, 2018","$1,935"
2031,"August 1, 2018","$1,689"
2032,"July 31, 2018","$1,360"
2033,"July 29, 2018","$1,670"
2034,"July 29, 2018","$1,700"
2035,"July 28, 2018","$1,600"
2036,"July 28, 2018","$2,030"
2037,"July 28, 2018","$1,399"
2038,"August 1, 2018","$1,700"
2039,"August 1, 2018","$1,698"
2040,"August 1, 2018","$1,935"
2041,"August 1, 2018","$1,689"
2042,"July 31, 2018","$1,360"
2043,"July 29, 2018","$1,670"
2044,"July 29, 2018","$1,700"
2045,"July 28, 2018","$1,600"
2046,"July 28, 2018","$2,030"
2047,"July 28, 2018","$1,399"
2048,"July 28, 2018","$1,766"
2049,"July 27, 2018","$1,623"
2050,"July 27, 2018","$1,399"
2051,"July 27, 2018","$1,879"
2052,"July 27, 2018","$1,999"
2053,"July 27, 2018","$1,590"
2054,"July 27, 2018","$1,360"
2055,"July 27, 2018","$1,620"
2056,"July 27, 2018","$1,360"
2057,"July 27, 2018","$1,350"
2058,"July 28, 2018","$1,766"
2059,"July 27, 2018","$1,623"
2060,"July 27, 2018","$1,399"
2061,"July 27, 2018","$1,879"
2062,"July 27, 2018","$1,999"
2063,"July 27, 2018","$1,590"
2064,"July 27, 2018","$1,360"
2065,"July 27, 2018","$1,620"
2066,"July 27, 2018","$1,360"
2067,"July 27, 2018","$1,350"
2068,"July 28, 2018","$1,766"
2069,"July 27, 2018","$1,623"
2070,"July 27, 2018","$1,399"
2071,"July 27, 2018","$1,879"
2072,"July 27, 2018","$1,999"
2073,"July 27, 2018","$1,590"
2074,"July 27, 2018","$1,360"
2075,"July 27, 2018","$1,620"
2076,"July 27, 2018","$1,360"
2077,"July 27, 2018","$1,350"
2078,"July 26, 2018","$1,700"
2079,"July 25, 2018","$1,289"
2080,"July 25, 2018","$1,650"
2081,"July 24, 2018","$1,591"
2082,"July 24, 2018","$1,700"
2083,"July 24, 2018","$1,690"
2084,"July 24, 2018","$1,995"
2085,"July 24, 2018","$1,590"
2086,"July 24, 2018","$1,400"
2087,"July 23, 2018","$1,719"
2088,"July 23, 2018","$1,900"
2089,"July 23, 2018","$1,153"
2090,"July 23, 2018","$1,202"
2091,"July 23, 2018","$1,203"
2092,"July 22, 2018","$1,680"
2093,"July 21, 2018","$1,201"
2094,"July 19, 2018","$1,125"
2095,"July 19, 2018","$1,930"
2096,"July 19, 2018","$1,201"
2097,"July 19, 2018","$1,359"
2098,"July 19, 2018","$1,650"
2099,"July 19, 2018","$1,351"
2100,"July 18, 2018","$1,643"
2101,"July 18, 2018","$1,930"
2102,"July 17, 2018","$1,353"
2103,"July 17, 2018","$1,275"
2104,"July 16, 2018","$1,400"
2105,"July 15, 2018","$1,890"
2106,"July 14, 2018","$1,648"
2107,"July 14, 2018","$1,355"
2108,"July 14, 2018","$1,600"
2109,"July 13, 2018","$1,715"
2110,"July 13, 2018","$1,545"
2111,"July 13, 2018","$1,530"
2112,"July 12, 2018","$1,400"
2113,"July 12, 2018","$1,525"
2114,"July 11, 2018","$1,050"
2115,"July 11, 2018","$1,120"
2116,"July 11, 2018","$1,201"
2117,"July 11, 2018","$1,202"
2118,"July 11, 2018","$1,210"
2119,"July 11, 2018","$1,724"
2120,"July 10, 2018","$1,890"
2121,"July 10, 2018","$1,501"
2122,"July 10, 2018","$1,394"
2123,"July 9, 2018","$1,502"
2124,"July 9, 2018","$1,540"
2125,"July 9, 2018","$1,700"
2126,"July 8, 2018","$1,750"
2127,"July 6, 2018","$1,929"
2128,"July 5, 2018","$1,749"
2129,"July 5, 2018","$1,900"
2130,"July 4, 2018","$1,585"
2131,"July 4, 2018","$1,500"
2132,"July 3, 2018","$1,440"
2133,"July 3, 2018","$1,440"
2134,"July 3, 2018","$1,400"
2135,"July 3, 2018","$1,400"
2136,"July 2, 2018","$1,500"
2137,"July 2, 2018","$1,750"
2138,"July 2, 2018","$1,500"
2139,"July 2, 2018","$1,500"
2140,"July 1, 2018","$1,549"
2141,"July 1, 2018","$1,825"
2142,"June 30, 2018","$1,500"
2143,"June 30, 2018","$1,500"
2144,"June 30, 2018","$1,595"
2145,"June 29, 2018","$1,215"
2146,"June 29, 2018","$1,460"
2147,"June 29, 2018","$1,199"
2148,"June 29, 2018","$1,375"
2149,"June 28, 2018","$1,501"
2150,"June 27, 2018","$1,638"
2151,"June 27, 2018","$1,625"
2152,"June 26, 2018","$1,940"
2153,"June 26, 2018","$1,940"
2154,"June 26, 2018","$1,250"
2155,"June 26, 2018","$1,575"
2156,"June 25, 2018","$1,600"
2157,"June 24, 2018","$1,525"
2158,"June 23, 2018","$1,150"
2159,"June 23, 2018","$1,250"
2160,"June 22, 2018","$1,680"
2161,"June 22, 2018","$1,676"
2162,"June 21, 2018","$1,200"
2163,"June 20, 2018","$1,350"
2164,"June 20, 2018","$1,735"
2165,"June 19, 2018","$1,110"
2166,"June 19, 2018","$1,965"
2167,"June 19, 2018","$1,200"
2168,"June 19, 2018","$1,251"
2169,"June 19, 2018","$1,301"
2170,"June 19, 2018","$1,400"
2171,"June 19, 2018","$1,400"
2172,"June 19, 2018","$1,401"
2173,"June 19, 2018","$1,300"
2174,"June 19, 2018","$1,305"
2175,"June 19, 2018","$1,352"
2176,"June 19, 2018","$1,375"
2177,"June 19, 2018","$1,377"
2178,"June 17, 2018","$1,480"
2179,"June 17, 2018","$1,210"
2180,"June 17, 2018","$1,825"
2181,"June 17, 2018","$1,350"
2182,"June 15, 2018","$1,710"
2183,"June 15, 2018","$1,700"
2184,"June 15, 2018","$1,950"
2185,"June 15, 2018","$1,784"
2186,"June 15, 2018","$1,300"
2187,"June 15, 2018","$1,480"
2188,"June 15, 2018","$1,301"
2189,"June 15, 2018","$1,359"
2190,"June 14, 2018","$1,500"
2191,"June 14, 2018","$1,349"
2192,"June 14, 2018","$1,650"
2193,"June 14, 2018","$1,647"
2194,"June 14, 2018","$1,265"
2195,"June 13, 2018","$1,950"
2196,"June 13, 2018","$1,597"
2197,"June 13, 2018","$1,597"
2198,"June 15, 2018","$1,301"
2199,"June 15, 2018","$1,359"
2200,"June 14, 2018","$1,500"
2201,"June 14, 2018","$1,349"
2202,"June 14, 2018","$1,650"
2203,"June 14, 2018","$1,647"
2204,"June 14, 2018","$1,265"
2205,"June 13, 2018","$1,950"
2206,"June 13, 2018","$1,597"
2207,"June 13, 2018","$1,597"
2208,"June 13, 2018","$1,750"
2209,"June 13, 2018","$1,750"
2210,"June 13, 2018",$905
2211,"June 13, 2018","$1,450"
2212,"June 13, 2018","$1,500"
2213,"June 12, 2018","$1,800"
2214,"June 12, 2018","$1,800"
2215,"June 12, 2018","$1,901"
2216,"June 12, 2018",$905
2217,"June 12, 2018","$1,050"
2218,"June 13, 2018","$1,750"
2219,"June 13, 2018","$1,750"
2220,"June 13, 2018",$905
2221,"June 13, 2018","$1,450"
2222,"June 13, 2018","$1,500"
2223,"June 12, 2018","$1,800"
2224,"June 12, 2018","$1,800"
2225,"June 12, 2018","$1,901"
2226,"June 12, 2018",$905
2227,"June 12, 2018","$1,050"
2228,"June 12, 2018","$1,499"
2229,"June 12, 2018","$1,920"
2230,"June 11, 2018","$1,655"
2231,"June 11, 2018","$1,597"
2232,"June 11, 2018","$1,644"
2233,"June 10, 2018","$1,770"
2234,"June 10, 2018","$1,975"
2235,"June 10, 2018","$1,355"
2236,"June 9, 2018","$1,949"
2237,"June 9, 2018","$1,748"
2238,"June 12, 2018","$1,499"
2239,"June 12, 2018","$1,920"
2240,"June 11, 2018","$1,655"
2241,"June 11, 2018","$1,597"
2242,"June 11, 2018","$1,644"
2243,"June 10, 2018","$1,770"
2244,"June 10, 2018","$1,975"
2245,"June 10, 2018","$1,355"
2246,"June 9, 2018","$1,949"
2247,"June 9, 2018","$1,748"
2248,"June 8, 2018","$1,610"
2249,"June 8, 2018","$1,670"
2250,"June 8, 2018","$1,576"
2251,"June 8, 2018","$1,499"
2252,"June 8, 2018","$1,974"
2253,"June 8, 2018","$1,591"
2254,"June 7, 2018","$1,500"
2255,"June 7, 2018","$1,650"
2256,"June 6, 2018","$1,585"
2257,"June 6, 2018","$1,950"
2258,"June 8, 2018","$1,610"
2259,"June 8, 2018","$1,670"
2260,"June 8, 2018","$1,576"
2261,"June 8, 2018","$1,499"
2262,"June 8, 2018","$1,974"
2263,"June 8, 2018","$1,591"
2264,"June 7, 2018","$1,500"
2265,"June 7, 2018","$1,650"
2266,"June 6, 2018","$1,585"
2267,"June 6, 2018","$1,950"
2268,"June 8, 2018","$1,610"
2269,"June 8, 2018","$1,670"
2270,"June 8, 2018","$1,576"
2271,"June 8, 2018","$1,499"
2272,"June 8, 2018","$1,974"
2273,"June 8, 2018","$1,591"
2274,"June 7, 2018","$1,500"
2275,"June 7, 2018","$1,650"
2276,"June 6, 2018","$1,585"
2277,"June 6, 2018","$1,950"
2278,"June 5, 2018","$1,500"
2279,"June 5, 2018","$1,610"
2280,"June 4, 2018","$1,900"
2281,"June 4, 2018","$1,801"
2282,"June 4, 2018","$1,499"
2283,"June 4, 2018","$1,489"
2284,"June 4, 2018","$1,610"
2285,"June 3, 2018","$1,895"
2286,"June 3, 2018","$1,480"
2287,"June 3, 2018","$1,600"
2288,"June 5, 2018","$1,500"
2289,"June 5, 2018","$1,610"
2290,"June 4, 2018","$1,900"
2291,"June 4, 2018","$1,801"
2292,"June 4, 2018","$1,499"
2293,"June 4, 2018","$1,489"
2294,"June 4, 2018","$1,610"
2295,"June 3, 2018","$1,895"
2296,"June 3, 2018","$1,480"
2297,"June 3, 2018","$1,600"
2298,"June 5, 2018","$1,500"
2299,"June 5, 2018","$1,610"
2300,"June 4, 2018","$1,900"
2301,"June 4, 2018","$1,801"
2302,"June 4, 2018","$1,499"
2303,"June 4, 2018","$1,489"
2304,"June 4, 2018","$1,610"
2305,"June 3, 2018","$1,895"
2306,"June 3, 2018","$1,480"
2307,"June 3, 2018","$1,600"
2308,"June 5, 2018","$1,500"
2309,"June 5, 2018","$1,610"
2310,"June 4, 2018","$1,900"
2311,"June 4, 2018","$1,801"
2312,"June 4, 2018","$1,499"
2313,"June 4, 2018","$1,489"
2314,"June 4, 2018","$1,610"
2315,"June 3, 2018","$1,895"
2316,"June 3, 2018","$1,480"
2317,"June 3, 2018","$1,600"
2318,"June 5, 2018","$1,500"
2319,"June 5, 2018","$1,610"
2320,"June 4, 2018","$1,900"
2321,"June 4, 2018","$1,801"
2322,"June 4, 2018","$1,499"
2323,"June 4, 2018","$1,489"
2324,"June 4, 2018","$1,610"
2325,"June 3, 2018","$1,895"
2326,"June 3, 2018","$1,480"
2327,"June 3, 2018","$1,600"
2328,"June 3, 2018","$1,700"
2329,"June 2, 2018","$1,550"
2330,"June 2, 2018","$1,715"
2331,"June 2, 2018","$1,600"
2332,"June 2, 2018","$1,454"
2333,"June 2, 2018","$1,300"
2334,"May 31, 2018","$1,700"
2335,"May 31, 2018","$1,500"
2336,"May 31, 2018","$1,560"
2337,"May 31, 2018","$1,900"
2338,"June 3, 2018","$1,700"
2339,"June 2, 2018","$1,550"
2340,"June 2, 2018","$1,715"
2341,"June 2, 2018","$1,600"
2342,"June 2, 2018","$1,454"
2343,"June 2, 2018","$1,300"
2344,"May 31, 2018","$1,700"
2345,"May 31, 2018","$1,500"
2346,"May 31, 2018","$1,560"
2347,"May 31, 2018","$1,900"
2348,"June 3, 2018","$1,700"
2349,"June 2, 2018","$1,550"
2350,"June 2, 2018","$1,715"
2351,"June 2, 2018","$1,600"
2352,"June 2, 2018","$1,454"
2353,"June 2, 2018","$1,300"
2354,"May 31, 2018","$1,700"
2355,"May 31, 2018","$1,500"
2356,"May 31, 2018","$1,560"
2357,"May 31, 2018","$1,900"
2358,"May 30, 2018","$1,489"
2359,"May 30, 2018","$1,480"
2360,"May 30, 2018","$1,800"
2361,"May 30, 2018","$1,820"
2362,"May 28, 2018","$1,595"
2363,"May 27, 2018","$1,715"
2364,"May 27, 2018","$1,440"
2365,"May 26, 2018","$1,880"
2366,"May 26, 2018","$1,700"
2367,"May 25, 2018","$2,000"
2368,"May 30, 2018","$1,489"
2369,"May 30, 2018","$1,480"
2370,"May 30, 2018","$1,800"
2371,"May 30, 2018","$1,820"
2372,"May 28, 2018","$1,595"
2373,"May 27, 2018","$1,715"
2374,"May 27, 2018","$1,440"
2375,"May 26, 2018","$1,880"
2376,"May 26, 2018","$1,700"
2377,"May 25, 2018","$2,000"
2378,"May 30, 2018","$1,489"
2379,"May 30, 2018","$1,480"
2380,"May 30, 2018","$1,800"
2381,"May 30, 2018","$1,820"
2382,"May 28, 2018","$1,595"
2383,"May 27, 2018","$1,715"
2384,"May 27, 2018","$1,440"
2385,"May 26, 2018","$1,880"
