,fecha,prec,dir,velmedia,racha,horaracha,tmed,tmin,horatmin,tmax,horatmax
0,2017-01-01,0.0,28,1.9,6.1,20:00,,,,,
1,2017-01-02,0.0,22,2.2,9.4,14:30,,,,,
2,2017-01-03,0.0,34,2.8,7.2,08:10,,,,,
3,2017-01-04,0.0,27,2.2,6.7,15:10,,,,,
4,2017-01-05,0.0,34,1.7,7.5,10:00,,,,,
5,2017-01-06,0.0,34,2.5,6.1,07:40,,,,,
6,2017-01-07,0.0,99,1.9,6.1,Varias,,,,,
7,2017-01-08,0.0,35,1.4,5.8,23:30,,,,,
8,2017-01-09,0.0,22,2.2,7.5,13:20,,,,,
9,2017-01-10,0.0,07,2.8,7.8,16:40,,,,,
10,2017-01-11,0.0,21,4.2,9.4,16:00,,,,,
11,2017-01-12,0.0,26,2.8,10.3,15:40,,,,,
12,2017-01-13,0.0,30,5.8,18.3,06:50,,,,,
13,2017-01-14,0.0,34,3.1,11.4,10:50,,,,,
14,2017-01-15,0.0,34,3.1,11.7,14:20,,,,,
15,2017-01-16,0.0,14,3.1,14.2,16:20,,,,,
16,2017-01-17,0.0,10,3.1,17.2,02:30,,,,,
17,2017-01-18,0.0,36,1.1,6.7,09:40,,,,,
18,2017-01-19,0.0,07,8.9,21.4,21:10,,,,,
19,2017-01-20,2.6,08,9.2,20.0,00:30,,,,,
20,2017-01-21,0.0,04,7.5,18.3,14:30,,,,,
21,2017-01-22,5.8,02,6.7,16.4,05:10,,,,,
22,2017-01-23,1.9,09,2.5,15.8,03:00,,,,,
23,2017-01-24,0.0,34,2.5,7.5,09:30,,,,,
24,2017-01-25,0.8,08,6.1,13.9,18:10,,,,,
25,2017-01-26,0.2,34,2.2,6.4,07:40,,,,,
26,2017-01-27,8.1,09,3.6,12.5,21:10,,,,,
27,2017-01-28,0.1,09,2.5,9.7,02:10,,,,,
28,2017-01-29,0.0,25,3.6,9.7,15:40,,,,,
29,2017-01-30,0.0,19,1.9,5.8,15:40,,,,,
30,2017-01-31,0.0,21,3.3,8.6,14:10,,,,,
31,2017-02-01,0.0,21,1.9,7.8,15:40,,,,,
32,2017-02-02,0.0,25,3.6,13.9,19:30,,,,,
33,2017-02-03,0.0,25,2.8,14.4,14:00,,,,,
34,2017-02-04,0.0,26,5.0,18.3,04:20,,,,,
35,2017-02-05,0.1,30,6.7,22.5,20:40,,,,,
36,2017-02-06,0.0,32,5.6,19.2,04:30,,,,,
37,2017-02-07,7.3,11,1.9,18.1,23:10,,,,,
38,2017-02-08,0.0,08,2.8,13.9,00:30,,,,,
39,2017-02-09,0.0,22,3.1,7.2,16:50,,,,,
40,2017-02-10,0.0,14,2.5,4.7,12:50,,,,,
41,2017-02-11,0.0,10,6.7,12.8,20:00,,,,,
42,2017-02-12,0.0,07,9.4,14.7,Varias,,,,,
43,2017-02-13,4.6,08,9.4,18.1,09:00,,,,,
44,2017-02-14,0.1,15,3.6,9.4,00:20,,,,,
45,2017-02-15,0.0,10,3.6,8.6,11:40,,,,,
46,2017-02-16,0.0,19,1.9,5.3,15:30,,,,,
47,2017-02-17,0.0,20,3.6,8.3,12:50,,,,,
48,2017-02-18,0.0,02,2.5,5.3,08:10,,,,,
49,2017-02-19,0.0,11,3.9,7.2,Varias,,,,,
50,2017-02-20,0.0,26,1.4,7.8,11:50,,,,,
51,2017-02-21,0.0,19,2.2,6.9,15:00,,,,,
52,2017-02-22,0.0,19,3.1,7.8,14:40,,,,,
53,2017-02-23,0.8,22,3.1,9.2,19:40,,,,,
54,2017-02-24,3.8,08,2.2,9.2,02:20,,,,,
55,2017-02-25,0.0,32,2.5,6.7,06:10,,,,,
56,2017-02-26,0.0,22,3.3,10.3,16:30,,,,,
57,2017-02-27,0.0,21,4.7,10.8,14:30,,,,,
58,2017-02-28,0.0,27,4.2,15.3,15:00,,,,,
59,2017-03-01,0.0,21,3.6,11.1,17:00,,,,,
60,2017-03-02,0.0,19,3.9,8.1,12:50,,,,,
61,2017-03-03,10.2,08,4.4,12.2,22:10,,,,,
62,2017-03-04,0.0,29,5.3,19.7,02:50,,,,,
63,2017-03-05,0.0,24,4.2,13.1,14:10,,,,,
64,2017-03-06,0.0,30,5.0,16.7,19:40,,,,,
65,2017-03-07,0.0,24,3.6,9.7,00:40,,,,,
66,2017-03-08,0.0,20,3.3,7.8,11:50,,,,,
67,2017-03-09,0.0,99,1.7,4.2,Varias,,,,,
68,2017-03-10,0.0,20,3.6,7.5,13:20,,,,,
69,2017-03-11,0.0,01,2.2,5.6,03:30,,,,,
70,2017-03-12,0.0,22,3.6,8.9,13:20,,,,,
71,2017-03-13,0.0,09,8.6,18.9,17:20,,,,,
72,2017-03-14,0.0,07,2.5,7.8,19:20,,,,,
73,2017-03-15,0.0,20,2.5,4.7,11:40,,,,,
74,2017-03-16,0.0,19,2.8,6.7,15:10,,,,,
75,2017-03-17,0.0,20,2.8,9.4,13:20,,,,,
76,2017-03-18,0.0,08,1.7,5.6,16:40,,,,,
77,2017-03-19,0.0,19,2.5,7.5,14:40,,,,,
78,2017-03-20,0.0,20,1.4,5.8,11:20,,,,,
79,2017-03-21,0.0,99,3.1,7.8,21:40,,,,,
80,2017-03-22,0.0,22,3.1,10.6,14:10,,,,,
81,2017-03-23,0.0,36,3.3,10.8,06:30,,,,,
82,2017-03-24,81.9,25,2.8,11.1,22:00,,,,,
83,2017-03-25,0.0,30,2.5,13.3,03:00,,,,,
84,2017-03-26,0.0,20,2.8,7.5,14:40,,,,,
85,2017-03-27,0.7,07,5.0,10.3,07:50,,,,,
86,2017-03-28,0.0,14,3.1,5.3,12:20,,,,,
87,2017-03-29,0.0,19,2.8,6.4,14:30,,,,,
88,2017-03-30,0.0,20,3.3,8.9,12:40,,,,,
89,2017-03-31,0.5,24,2.2,9.2,19:00,,,,,
90,2017-04-01,4.9,09,2.8,9.2,08:30,,,,,
91,2017-04-02,1.2,20,3.1,8.9,17:40,,,,,
92,2017-04-03,0.0,20,3.3,8.3,12:10,,,,,
93,2017-04-04,0.0,22,3.6,11.1,15:50,,,,,
94,2017-04-05,1.4,24,2.5,9.4,19:50,,,,,
95,2017-04-06,0.0,07,3.3,7.5,17:00,,,,,
96,2017-04-07,0.0,19,2.8,6.9,11:00,,,,,
97,2017-04-08,0.0,20,3.1,7.8,11:50,,,,,
98,2017-04-09,0.0,19,3.6,8.3,13:10,,,,,
99,2017-04-10,0.0,22,3.3,12.5,12:40,,,,,
100,2017-04-11,0.0,11,2.8,11.1,12:20,,,,,
101,2017-04-12,0.0,22,2.8,5.6,19:30,,,,,
102,2017-04-13,0.0,19,2.8,7.5,12:20,,,,,
103,2017-04-14,0.0,24,1.4,4.7,01:00,,,,,
104,2017-04-15,0.0,18,3.1,7.5,19:10,,,,,
105,2017-04-16,0.0,21,3.9,10.3,16:20,,,,,
106,2017-04-17,0.0,20,3.6,8.9,14:20,,,,,
107,2017-04-18,0.0,11,2.8,11.7,23:50,,,,,
108,2017-04-19,0.0,10,5.0,14.2,00:50,,,,,
109,2017-04-20,0.0,09,5.8,13.3,08:50,,,,,
110,2017-04-21,0.0,18,3.9,7.8,14:40,,,,,
111,2017-04-22,0.0,22,4.7,13.9,14:50,,,,,
112,2017-04-23,0.0,20,2.8,7.5,15:40,,,,,
113,2017-04-24,0.0,19,3.1,7.8,10:10,,,,,
114,2017-04-25,0.3,20,3.9,11.1,15:30,,,,,
115,2017-04-26,14.4,09,6.9,13.1,05:10,,,,,
116,2017-04-27,5.8,33,2.2,7.2,09:00,,,,,
117,2017-04-28,0.0,19,3.3,7.8,12:40,,,,,
118,2017-04-29,0.2,22,4.7,12.5,15:00,,,,,
119,2017-04-30,0.4,22,5.6,13.3,09:20,,,,,
120,2017-05-01,0.0,12,2.8,11.7,01:10,,,,,
121,2017-05-02,0.0,22,3.3,12.2,14:00,,,,,
122,2017-05-03,0.5,08,3.1,6.1,00:10,,,,,
123,2017-05-04,0.0,19,3.6,8.3,13:00,,,,,
124,2017-05-05,0.0,08,7.8,12.2,15:20,,,,,
125,2017-05-06,0.0,30,5.0,13.9,08:20,,,,,
126,2017-05-07,0.0,11,2.8,12.5,12:00,,,,,
127,2017-05-08,0.0,19,2.5,6.1,12:20,,,,,
128,2017-05-09,0.1,14,3.3,6.4,13:50,,,,,
129,2017-05-10,0.3,07,4.4,9.4,23:59,,,,,
130,2017-05-11,8.7,24,5.0,10.8,13:40,,,,,
131,2017-05-12,0.0,25,5.3,14.7,15:40,,,,,
132,2017-05-13,0.0,22,4.2,13.1,14:50,,,,,
133,2017-05-14,0.0,08,1.7,5.0,07:30,,,,,
134,2017-05-15,0.0,21,1.4,5.3,16:00,,,,,
135,2017-05-16,0.0,11,1.9,6.7,12:40,,,,,
136,2017-05-17,0.0,13,1.9,5.0,12:00,,,,,
137,2017-05-18,0.1,28,3.3,8.9,21:50,,,,,
138,2017-05-19,0.0,08,4.7,14.2,23:10,,,,,
139,2017-05-20,0.0,99,3.9,10.3,00:10,,,,,
140,2017-05-21,0.0,24,4.2,11.4,17:10,,,,,
141,2017-05-22,0.0,19,3.3,8.6,11:50,,,,,
142,2017-05-23,0.0,20,4.2,7.8,17:30,,,,,
143,2017-05-24,0.0,20,3.9,9.7,16:10,,,,,
144,2017-05-25,0.0,20,3.9,10.0,14:00,,,,,
145,2017-05-26,0.0,08,4.7,7.8,22:10,,,,,
146,2017-05-27,0.0,08,3.1,8.1,00:20,,,,,
147,2017-05-28,0.0,10,2.5,5.0,10:00,,,,,
148,2017-05-29,2.0,08,1.7,5.0,23:20,,,,,
149,2017-05-30,0.6,33,3.1,7.8,09:40,,,,,
150,2017-05-31,0.0,12,2.2,5.6,14:20,,,,,
151,2017-06-01,0.0,17,2.8,5.6,12:10,,,,,
152,2017-06-02,0.0,25,3.3,7.5,20:50,,,,,
153,2017-06-03,0.0,07,3.3,11.9,21:00,,,,,
154,2017-06-04,2.1,07,3.6,10.8,23:50,,,,,
155,2017-06-05,0.0,22,3.6,12.2,17:40,,,,,
156,2017-06-06,0.0,10,4.2,11.7,15:20,,,,,
157,2017-06-07,0.0,19,4.4,7.2,17:10,,,,,
158,2017-06-08,0.2,20,5.0,10.3,Varias,,,,,
159,2017-06-09,0.6,08,2.5,7.2,05:30,,,,,
160,2017-06-10,0.0,20,3.6,8.3,13:10,,,,,
161,2017-06-11,0.0,20,3.1,7.5,13:00,,,,,
162,2017-06-12,0.0,06,2.5,5.8,08:40,,,,,
163,2017-06-13,0.0,20,3.6,8.1,14:00,,,,,
164,2017-06-14,0.2,20,4.2,8.9,14:30,25.0,22.0,04:40,28.0,14:20
165,2017-06-15,0.0,20,2.8,6.9,14:00,24.8,22.5,00:50,27.2,15:30
166,2017-06-16,0.0,24,4.4,9.2,16:40,26.3,23.3,03:20,29.3,17:00
167,2017-06-17,0.0,07,3.1,5.6,06:10,26.2,24.3,05:10,28.0,11:30
168,2017-06-18,0.0,20,4.2,6.9,13:50,25.2,22.6,23:59,27.8,11:50
169,2017-06-19,0.0,99,4.2,5.8,12:50,24.7,22.1,04:30,27.3,14:00
170,2017-06-20,0.0,20,5.6,11.4,12:40,25.6,23.8,04:50,27.4,17:50
171,2017-06-21,0.0,20,3.3,10.3,11:40,26.2,23.4,04:40,29.1,13:00
172,2017-06-22,0.0,22,5.0,11.9,15:40,26.0,23.3,04:10,28.6,14:50
173,2017-06-23,0.0,22,5.6,13.3,17:00,26.4,24.5,11:50,28.4,08:00
174,2017-06-24,0.6,99,5.0,10.8,15:40,25.1,22.8,04:50,27.4,11:00
175,2017-06-25,1.0,07,2.2,7.8,01:50,24.6,21.2,02:20,27.9,12:20
176,2017-06-26,0.0,22,2.2,7.5,06:30,25.5,22.4,02:50,28.6,14:20
177,2017-06-27,0.0,05,2.5,6.4,01:00,25.0,22.6,04:30,27.3,09:50
178,2017-06-28,0.3,26,3.6,18.3,17:40,25.4,20.2,23:59,30.5,13:30
179,2017-06-29,4.9,21,4.2,14.7,13:50,23.2,19.5,04:00,27.0,Varias
180,2017-06-30,0.0,19,5.3,12.5,13:00,22.0,16.6,04:40,27.3,16:00
181,2017-07-01,0.0,28,4.2,7.8,06:40,20.8,17.9,06:00,23.6,14:50
182,2017-07-02,0.0,32,4.7,8.6,06:40,21.2,18.2,04:50,24.2,16:20
183,2017-07-03,0.0,20,4.2,9.7,Varias,22.8,19.6,04:40,26.0,17:00
184,2017-07-04,0.0,20,4.2,8.1,13:10,23.0,20.4,04:30,25.7,08:10
185,2017-07-05,0.0,12,3.1,7.2,20:30,23.8,20.4,04:40,27.1,15:40
186,2017-07-06,0.0,13,3.3,6.4,14:10,23.9,21.1,03:30,26.7,09:00
187,2017-07-07,0.0,13,3.9,8.1,11:50,24.4,22.3,04:30,26.5,07:30
188,2017-07-08,0.0,10,7.5,13.6,17:50,25.4,23.4,23:59,27.3,08:40
189,2017-07-09,0.0,08,4.4,8.9,18:40,25.8,23.0,03:00,28.6,09:20
190,2017-07-10,0.0,99,2.2,5.6,09:40,25.2,22.5,04:50,27.8,13:10
191,2017-07-11,0.0,08,3.1,8.3,01:40,25.4,23.3,04:00,27.5,13:50
192,2017-07-12,0.0,18,4.2,11.9,07:50,25.7,23.4,04:40,28.0,15:30
193,2017-07-13,0.0,20,5.0,11.9,12:10,25.6,24.1,03:00,27.1,09:00
194,2017-07-14,0.0,99,4.2,7.8,Varias,25.0,24.2,11:00,25.8,09:10
195,2017-07-15,0.0,19,3.6,8.3,16:40,25.6,23.2,04:00,28.1,13:30
196,2017-07-16,0.0,14,3.6,7.8,11:00,26.1,24.3,04:30,27.9,14:40
197,2017-07-17,0.0,11,3.9,6.4,Varias,26.0,23.5,04:50,28.4,15:40
198,2017-07-18,0.0,20,3.9,9.2,13:00,25.7,23.2,04:40,28.2,10:20
199,2017-07-19,0.0,12,4.2,8.9,10:40,26.2,24.2,04:30,28.3,14:30
200,2017-07-20,0.0,08,8.1,14.4,08:40,25.1,23.8,23:59,26.4,07:40
201,2017-07-21,0.0,10,2.8,7.5,00:10,25.8,23.2,03:30,28.5,10:00
202,2017-07-22,0.0,99,3.6,7.8,16:50,25.0,22.5,05:00,27.5,11:50
203,2017-07-23,3.2,23,2.5,11.1,17:10,25.0,22.0,23:59,27.9,08:40
204,2017-07-24,0.0,13,3.9,11.7,14:00,24.3,21.1,04:00,27.5,13:00
205,2017-07-25,0.6,22,5.3,11.1,14:00,23.6,21.8,23:00,25.5,09:20
206,2017-07-26,0.0,32,3.3,10.3,03:30,23.4,21.2,04:50,25.5,10:40
207,2017-07-27,0.0,21,4.2,9.4,13:50,24.6,21.5,05:00,27.8,16:30
208,2017-07-28,0.0,99,3.1,7.5,Varias,26.1,24.2,23:59,28.0,11:00
209,2017-07-29,0.0,13,2.5,5.8,12:40,25.8,22.8,04:50,28.8,14:10
210,2017-07-30,0.0,09,3.1,7.8,15:20,26.4,23.7,05:00,29.1,11:50
211,2017-07-31,0.0,09,6.1,11.4,08:20,25.6,24.2,04:00,27.1,12:20
212,2017-08-01,0.5,08,6.4,10.3,03:20,26.0,24.6,04:00,27.5,12:50
213,2017-08-02,0.0,10,2.5,7.2,10:50,27.9,24.5,05:00,31.3,17:20
214,2017-08-03,0.0,12,3.6,10.0,08:50,29.0,24.8,11:40,33.3,08:30
215,2017-08-04,0.0,20,3.1,6.9,13:10,28.0,25.3,01:00,30.8,11:40
216,2017-08-05,0.1,21,4.7,10.8,13:50,28.6,26.0,04:50,31.3,14:50
217,2017-08-06,0.0,20,3.6,7.5,15:20,27.1,25.3,20:50,28.9,09:20
218,2017-08-07,0.0,21,4.4,10.8,13:30,26.3,24.9,04:00,27.7,15:10
219,2017-08-08,2.8,08,5.3,17.5,08:30,24.8,22.5,23:59,27.0,04:30
220,2017-08-09,1.7,09,4.7,10.8,16:30,,,,,
221,2017-08-10,0.0,20,4.7,12.5,16:10,22.0,18.6,06:00,25.3,12:00
222,2017-08-11,0.0,12,6.1,12.2,19:30,21.8,19.0,06:40,24.5,09:50
223,2017-08-12,0.0,12,3.9,9.2,10:20,22.8,20.5,06:00,25.1,09:40
224,2017-08-13,0.0,20,3.9,8.6,16:10,23.4,20.2,05:00,26.7,12:30
225,2017-08-14,0.0,20,4.4,9.7,11:30,24.6,22.2,05:00,27.0,09:00
226,2017-08-15,0.0,10,3.1,7.5,11:10,24.8,21.7,05:30,27.8,13:20
227,2017-08-16,0.0,08,3.6,8.9,02:20,25.2,23.3,05:20,27.1,14:50
228,2017-08-17,0.0,20,3.1,9.4,13:30,25.6,23.0,05:20,28.2,08:10
229,2017-08-18,0.0,21,4.4,11.1,17:30,26.6,23.8,04:50,29.5,08:40
230,2017-08-19,0.0,11,3.9,8.1,08:10,25.5,24.1,22:30,26.9,12:30
231,2017-08-20,0.0,13,3.6,8.3,07:50,25.4,24.1,01:50,26.6,13:10
232,2017-08-21,0.0,12,3.1,7.8,15:10,25.0,22.4,05:30,27.7,14:00
233,2017-08-22,0.0,21,4.2,10.8,15:40,25.0,22.7,05:30,27.4,16:30
234,2017-08-23,0.0,22,3.3,10.0,15:40,26.2,23.6,04:20,28.8,15:50
235,2017-08-24,0.0,19,4.4,9.4,12:20,26.5,24.3,05:50,28.7,10:00
236,2017-08-25,0.0,10,3.3,6.4,17:50,25.9,22.5,05:50,29.3,14:30
237,2017-08-26,0.0,99,3.3,5.8,Varias,26.2,23.6,05:40,28.8,13:00
238,2017-08-27,0.0,34,3.1,8.6,18:40,26.2,24.1,04:00,28.3,12:20
239,2017-08-28,0.0,23,2.8,6.1,21:50,26.8,24.6,04:00,28.9,11:50
240,2017-08-29,0.1,21,3.3,12.8,13:40,28.4,25.3,05:40,31.4,12:30
241,2017-08-30,0.9,25,3.9,13.6,01:40,25.2,23.1,04:00,27.4,00:20
242,2017-08-31,10.7,10,5.6,13.3,17:10,22.4,20.3,10:20,24.5,00:10
243,2017-09-01,0.0,19,3.3,9.2,13:20,22.4,20.1,03:00,24.7,10:00
244,2017-09-02,0.0,14,4.4,13.1,00:40,21.4,18.8,05:00,24.0,13:40
245,2017-09-03,0.7,12,3.6,8.6,16:30,23.0,19.7,05:40,26.2,15:10
246,2017-09-04,0.0,09,4.2,8.9,11:10,23.0,20.8,04:00,25.3,13:30
247,2017-09-05,0.0,21,4.2,10.3,16:40,23.9,20.8,04:30,27.0,16:00
248,2017-09-06,5.4,12,4.7,12.8,23:10,24.5,21.3,23:20,27.7,10:50
249,2017-09-07,0.0,19,3.9,8.9,14:50,22.2,20.2,07:00,24.3,12:10
250,2017-09-08,0.0,13,3.9,10.3,07:50,22.2,20.1,04:50,24.2,12:20
