,fecha,prec,dir,velmedia,racha,horaracha,tmed,tmin,horatmin,tmax,horatmax
549,2018-07-04,0.0,22,2.8,6.4,19:20,25.0,22.0,04:30,28.0,13:00
550,2018-07-05,0.0,22,5.0,11.4,12:30,25.0,22.9,04:40,27.2,07:50
551,2018-07-06,0.0,18,3.9,8.1,13:10,25.2,23.0,05:00,27.4,09:00
552,2018-07-07,0.0,22,4.2,11.4,14:40,24.8,22.2,04:00,27.3,08:10
553,2018-07-08,0.0,20,3.3,7.2,15:00,26.8,23.3,02:00,30.2,10:50
554,2018-07-09,0.0,14,4.7,12.2,17:40,26.6,23.2,04:50,30.1,17:10
555,2018-07-10,0.0,22,4.4,10.0,17:10,25.6,23.2,04:50,28.1,16:50
556,2018-07-11,0.1,18,3.3,7.2,14:40,26.0,23.1,04:30,28.9,13:10
557,2018-07-12,0.0,09,4.7,9.2,17:00,25.0,22.8,05:10,27.1,09:10
558,2018-07-13,0.0,99,4.2,8.1,12:50,25.6,22.5,04:20,28.8,09:30
559,2018-07-14,0.0,20,2.5,6.7,16:50,26.2,22.9,04:40,29.5,08:10
560,2018-07-15,0.1,20,2.8,6.4,20:10,25.8,22.4,04:30,29.1,09:10
561,2018-07-16,9.9,34,4.2,12.5,10:50,22.9,19.0,08:20,26.8,13:30
562,2018-07-17,0.0,19,2.8,7.8,09:50,25.6,22.3,04:00,28.9,09:10
563,2018-07-18,0.0,20,2.8,7.2,18:00,25.4,22.7,04:00,28.2,12:40
564,2018-07-19,0.0,23,5.0,7.8,19:20,25.6,23.1,04:50,28.1,11:20
565,2018-07-20,0.0,11,3.1,6.4,23:59,25.9,22.7,05:00,29.1,14:20
566,2018-07-21,0.1,20,4.4,10.3,13:40,25.1,22.8,23:59,27.4,12:40
567,2018-07-22,3.4,23,4.2,10.0,04:40,22.9,20.4,04:40,25.4,12:10
568,2018-07-23,0.0,24,5.0,10.6,16:50,24.2,20.5,04:00,28.0,09:30
569,2018-07-24,0.0,20,4.7,10.0,12:00,25.7,23.6,22:50,27.8,16:30
570,2018-07-25,0.0,20,3.3,6.4,14:30,26.2,22.5,Varias,29.9,10:20
571,2018-07-26,0.0,20,3.9,9.4,14:40,27.1,24.9,05:00,29.3,07:00
572,2018-07-27,0.0,20,4.7,10.8,13:10,26.1,23.4,03:20,28.8,16:40
573,2018-07-28,0.0,99,3.3,7.8,Varias,26.1,23.6,04:50,28.6,17:00
574,2018-07-29,0.0,20,3.9,8.6,16:00,25.8,23.6,04:00,28.0,11:40
575,2018-07-30,0.0,20,2.2,5.6,12:10,27.0,24.3,04:00,29.8,09:10
576,2018-07-31,0.0,20,2.2,5.3,11:00,27.1,24.0,05:00,30.2,16:40
577,2018-08-01,0.0,21,3.3,8.3,14:50,28.2,24.3,01:20,32.0,08:20
578,2018-08-02,0.0,20,3.1,6.4,13:40,28.8,26.8,00:20,30.7,08:30
579,2018-08-03,0.0,21,1.9,5.0,10:40,29.7,27.0,05:10,32.4,09:10
580,2018-08-04,0.0,10,1.9,9.4,14:20,30.0,27.1,02:00,33.0,08:50
581,2018-08-05,0.0,99,2.2,5.0,Varias,29.7,25.9,23:00,33.5,08:10
582,2018-08-06,0.0,09,2.8,5.3,08:40,28.4,25.8,00:50,30.9,12:00
583,2018-08-07,0.0,20,4.2,10.0,12:40,27.8,25.8,23:59,29.9,16:10
584,2018-08-08,0.5,10,4.4,7.8,11:40,28.0,25.8,07:00,30.2,14:40
585,2018-08-09,2.9,09,3.9,11.1,18:40,26.0,22.5,23:59,29.4,12:00
586,2018-08-10,0.0,13,4.2,7.2,12:20,24.6,21.5,05:00,27.6,10:40
587,2018-08-11,0.0,11,2.8,6.7,10:20,24.6,21.8,04:40,27.3,12:30
588,2018-08-12,0.0,21,4.7,11.7,14:30,26.6,24.5,Varias,28.7,16:10
589,2018-08-13,1.2,08,4.4,9.7,21:00,25.6,23.9,19:40,27.4,07:50
590,2018-08-14,0.0,20,4.2,10.0,13:00,24.5,22.4,03:00,26.6,10:30
591,2018-08-15,0.0,20,3.9,9.4,14:20,25.0,23.1,06:20,27.0,09:20
592,2018-08-16,0.0,21,3.9,10.6,15:30,26.1,23.8,05:20,28.4,09:50
593,2018-08-17,25.8,09,2.8,17.8,14:10,23.8,18.5,13:00,29.0,11:30
594,2018-08-18,0.0,34,3.3,7.2,07:20,23.6,19.9,05:20,27.2,10:40
595,2018-08-19,0.0,20,3.1,7.8,13:00,25.7,22.3,05:00,29.1,09:40
596,2018-08-20,0.0,21,2.5,7.5,11:50,26.2,23.6,03:00,28.7,08:50
597,2018-08-21,0.0,21,3.6,8.9,15:10,26.0,22.7,05:50,29.3,14:20
598,2018-08-22,0.0,03,1.9,5.0,03:50,27.0,22.9,05:30,31.0,09:50
599,2018-08-23,0.0,19,3.3,7.8,14:00,25.8,23.0,05:30,28.6,08:50
600,2018-08-24,0.0,10,3.1,7.8,23:30,26.0,22.9,05:00,29.0,10:50
601,2018-08-25,0.0,15,4.4,10.0,15:30,24.0,22.0,05:30,26.0,10:00
602,2018-08-26,0.0,21,4.4,10.8,16:00,22.4,20.7,07:20,24.2,17:00
603,2018-08-27,0.0,13,3.9,6.9,11:40,24.8,21.9,05:20,27.6,12:20
604,2018-08-28,0.6,24,4.7,12.8,15:30,25.9,23.7,04:00,28.1,14:30
605,2018-08-29,1.2,26,2.8,11.1,00:20,25.5,23.5,23:40,27.5,07:20
606,2018-08-30,29.6,22,4.2,10.8,14:10,25.4,22.9,03:50,27.9,08:20
607,2018-08-31,0.3,12,3.3,12.5,06:20,22.1,20.1,06:50,24.1,21:10
608,2018-09-01,1.4,12,2.5,8.9,09:00,23.8,22.3,10:00,25.3,14:00
609,2018-09-02,0.0,08,4.4,8.6,17:50,24.2,21.5,04:30,26.8,13:00
610,2018-09-03,0.0,08,4.2,9.4,17:40,24.8,22.6,04:00,26.9,11:40
611,2018-09-04,0.0,12,5.0,8.9,10:30,24.8,22.7,Varias,26.8,09:50
612,2018-09-05,83.9,08,3.6,7.5,18:30,23.8,21.4,04:40,26.2,12:40
613,2018-09-06,2.0,26,3.6,13.9,01:30,22.4,18.9,01:50,26.0,10:30
614,2018-09-07,1.3,20,4.2,8.9,19:50,22.8,20.1,21:40,25.6,10:30
615,2018-09-08,0.0,13,3.1,6.1,11:00,23.6,20.4,05:50,26.7,12:00
616,2018-09-09,0.0,12,3.1,6.9,15:50,24.4,21.9,Varias,27.0,10:10
617,2018-09-10,0.0,99,1.9,4.4,Varias,23.0,21.3,04:30,24.8,12:20
618,2018-09-11,0.0,11,2.8,5.8,23:00,24.6,20.6,04:00,28.7,11:20
619,2018-09-12,16.7,27,2.2,16.1,17:30,22.8,19.0,17:40,26.6,14:00
620,2018-09-13,0.0,22,4.2,10.8,15:00,23.2,20.2,06:00,26.2,14:30
621,2018-09-14,0.0,23,3.3,8.6,17:10,23.8,20.9,05:40,26.8,11:50
622,2018-09-15,0.6,99,2.8,5.8,Varias,24.1,21.5,23:59,26.7,11:20
623,2018-09-16,0.1,20,2.2,6.4,13:10,23.9,21.3,00:30,26.5,11:30
624,2018-09-17,2.9,35,3.9,6.9,04:10,24.4,21.4,05:50,27.4,11:40
625,2018-09-18,2.6,10,3.6,9.4,14:10,22.6,19.5,07:40,25.6,11:00
626,2018-09-19,0.0,14,2.2,5.8,14:20,23.4,20.4,05:50,26.4,13:30
627,2018-09-20,0.0,99,3.6,6.7,16:40,25.2,22.2,01:00,28.1,10:40
628,2018-09-21,0.0,09,3.3,8.6,14:40,25.0,21.6,04:10,28.3,09:50
629,2018-09-22,0.0,23,3.3,9.2,15:00,24.8,21.9,Varias,27.6,15:00
630,2018-09-23,0.0,24,3.9,9.2,15:00,24.8,21.9,06:00,27.8,14:30
631,2018-09-24,0.0,13,3.9,8.1,23:10,23.8,21.8,23:59,25.7,13:40
632,2018-09-25,0.0,09,7.2,15.8,16:20,21.5,18.5,05:00,24.5,11:30
633,2018-09-26,0.0,08,9.2,14.4,10:40,20.4,18.3,23:59,22.6,12:20
634,2018-09-27,0.0,13,3.6,6.1,Varias,19.7,16.2,06:00,23.2,16:00
635,2018-09-28,0.0,23,3.3,8.9,15:30,22.0,16.7,05:30,27.2,13:10
636,2018-09-29,0.0,10,5.3,10.0,13:40,21.5,18.4,06:00,24.6,11:00
637,2018-09-30,0.0,22,5.0,11.4,12:40,23.0,19.6,Varias,26.4,11:50
638,2018-10-01,0.0,11,4.4,9.7,18:40,21.4,18.2,23:59,24.7,11:10
639,2018-10-02,0.0,35,3.9,9.2,09:00,19.9,15.0,06:40,24.8,12:40
640,2018-10-03,0.0,23,3.6,9.7,16:00,20.4,16.1,03:30,24.6,10:40
641,2018-10-04,0.0,10,3.1,10.6,20:20,20.6,16.5,06:00,24.8,13:40
642,2018-10-05,0.0,99,3.3,5.6,Varias,20.8,17.5,06:00,24.1,12:00
643,2018-10-06,0.0,24,3.9,10.6,16:20,20.8,17.5,05:20,24.1,11:40
644,2018-10-07,0.2,09,4.2,12.2,04:10,18.4,14.3,20:50,22.4,01:10
645,2018-10-08,2.2,13,1.9,8.1,17:10,17.4,14.6,03:40,20.3,14:50
646,2018-10-09,12.5,09,7.5,16.7,20:00,18.6,15.9,05:20,21.3,15:40
647,2018-10-10,3.8,08,5.3,12.2,00:10,19.5,16.9,06:10,22.1,13:40
648,2018-10-11,0.0,21,3.3,10.3,14:10,20.6,17.0,06:10,24.1,10:00
649,2018-10-12,0.0,21,2.5,5.8,19:20,21.0,17.8,06:30,24.2,13:30
650,2018-10-13,4.5,18,1.4,3.9,11:00,21.4,19.5,23:59,23.4,10:00
651,2018-10-14,9.4,13,6.9,22.5,23:50,21.4,19.0,Varias,23.7,12:40
652,2018-10-15,0.0,14,1.9,20.0,00:10,19.9,16.8,23:59,23.0,13:30
653,2018-10-16,0.0,09,5.3,9.2,17:50,19.1,15.5,Varias,22.7,13:50
654,2018-10-17,0.0,10,5.3,12.5,15:20,19.5,16.4,04:40,22.6,10:40
655,2018-10-18,4.8,08,4.2,14.2,22:10,,,,,
656,2018-10-19,15.5,08,5.6,12.8,02:10,,,,,
657,2018-10-20,0.0,12,4.2,8.9,13:40,19.5,17.1,01:30,21.9,11:20
658,2018-10-21,0.0,24,3.6,8.3,14:50,19.6,16.0,06:00,23.3,10:00
659,2018-10-22,0.0,11,3.6,8.1,12:20,18.7,16.0,23:59,21.4,11:50
660,2018-10-23,0.0,99,2.8,6.4,14:30,17.8,14.3,05:40,21.2,12:20
661,2018-10-24,0.0,35,1.4,7.8,20:20,21.0,16.3,03:00,25.8,13:10
662,2018-10-25,0.0,34,2.8,5.8,07:40,19.2,16.2,05:20,22.2,14:00
663,2018-10-26,2.4,21,2.2,5.8,15:40,17.6,13.5,05:00,21.8,10:40
664,2018-10-27,20.5,10,1.4,10.3,11:10,14.3,10.5,23:50,18.1,03:20
665,2018-10-28,3.0,28,2.5,8.3,07:10,10.6,8.5,10:00,12.7,14:10
666,2018-10-29,0.0,30,4.4,13.1,23:50,10.6,7.7,08:00,13.4,16:00
667,2018-10-30,23.1,30,1.4,10.0,00:20,12.0,6.9,06:00,17.2,13:00
668,2018-10-31,29.9,20,7.5,21.4,04:50,13.4,10.1,23:59,16.7,12:40
669,2018-11-01,0.0,27,2.8,10.3,01:10,13.6,9.4,02:00,17.7,14:00
670,2018-11-02,0.0,35,2.8,5.8,07:10,14.3,10.3,03:50,18.3,14:00
671,2018-11-03,0.0,35,2.8,7.2,08:10,14.8,10.7,06:50,18.8,12:30
672,2018-11-04,0.0,34,2.2,7.5,06:30,17.1,12.6,05:40,21.6,12:50
673,2018-11-05,7.1,18,5.3,15.0,18:00,16.0,13.7,22:50,18.3,10:20
674,2018-11-06,0.0,27,3.9,10.3,15:20,13.6,11.7,07:00,15.6,00:40
675,2018-11-07,0.0,26,3.9,9.4,16:00,15.8,12.7,03:40,19.0,11:10
676,2018-11-08,17.2,01,1.7,8.1,06:10,14.8,12.6,04:50,16.9,13:40
677,2018-11-09,1.8,30,2.2,8.1,03:50,14.1,12.3,07:40,15.9,02:30
678,2018-11-10,0.0,26,2.5,11.1,10:30,15.7,12.0,04:10,19.4,13:10
679,2018-11-11,0.0,21,3.9,8.1,13:10,18.2,15.3,07:00,21.1,10:40
680,2018-11-12,0.0,08,4.4,8.3,11:10,16.4,14.5,06:50,18.4,14:00
681,2018-11-13,0.0,99,5.0,10.0,Varias,17.3,15.2,05:20,19.4,09:50
682,2018-11-14,26.4,09,3.9,7.5,10:30,16.8,15.0,06:00,18.7,12:30
683,2018-11-15,54.0,09,5.3,14.4,10:30,15.8,13.6,16:20,18.1,12:20
684,2018-11-16,1.1,09,3.6,9.2,23:50,15.2,13.7,06:00,16.8,16:40
685,2018-11-17,2.1,10,3.6,10.0,14:50,14.1,12.2,18:30,16.0,14:00
686,2018-11-18,7.9,09,9.7,16.1,14:10,13.2,11.2,08:20,15.2,22:30
687,2018-11-19,4.1,09,5.3,12.2,12:10,13.0,11.1,Varias,14.9,12:50
688,2018-11-20,2.3,31,1.9,10.0,00:10,13.0,9.8,00:40,16.1,12:50
689,2018-11-21,0.0,21,1.9,7.5,13:30,14.6,10.6,04:50,18.6,14:40
690,2018-11-22,0.0,32,1.9,4.2,11:40,14.0,9.8,06:30,18.3,11:10
691,2018-11-23,2.5,31,2.5,8.3,18:20,12.0,10.4,23:20,13.5,16:30
692,2018-11-24,0.0,30,2.5,6.4,19:30,12.0,8.3,05:20,15.8,14:00
693,2018-11-25,0.8,31,2.8,9.2,17:30,13.0,10.3,03:40,15.7,13:00
694,2018-11-26,3.2,32,3.9,12.2,17:50,11.6,8.7,09:50,14.6,14:50
695,2018-11-27,0.0,32,3.1,9.2,05:20,12.6,9.1,06:10,16.0,14:30
696,2018-11-28,0.0,32,1.4,8.6,09:20,13.3,8.6,06:00,18.0,12:50
697,2018-11-29,0.0,23,1.9,6.4,12:20,11.8,7.7,07:10,15.8,11:50
698,2018-11-30,0.4,29,2.2,6.7,05:10,12.3,9.6,23:30,15.0,11:50
699,2018-12-01,0.0,30,1.4,7.5,15:50,12.0,9.1,07:20,14.9,13:50
700,2018-12-02,0.0,28,2.5,7.8,12:40,14.1,10.5,05:00,17.7,13:10
701,2018-12-03,0.0,30,1.9,10.8,15:50,15.3,11.5,04:20,19.1,11:50
702,2018-12-04,0.0,35,2.2,8.3,01:10,16.2,12.3,07:50,20.1,12:20
703,2018-12-05,0.0,26,3.1,6.7,18:00,13.8,9.4,06:30,18.2,12:00
704,2018-12-06,0.0,36,1.7,5.8,08:30,13.8,10.7,23:59,17.0,13:20
705,2018-12-07,0.0,32,2.5,9.2,15:40,11.7,9.7,02:30,13.7,13:00
706,2018-12-08,0.0,99,2.2,6.9,Varias,12.4,9.4,02:00,15.3,13:30
707,2018-12-09,0.0,29,2.2,10.8,13:40,13.6,8.9,07:10,18.4,15:00
708,2018-12-10,0.0,34,2.5,8.6,07:20,12.1,8.9,23:59,15.3,14:50
709,2018-12-11,0.0,02,2.2,6.4,05:20,10.7,6.6,05:00,14.8,12:40
710,2018-12-12,0.0,99,1.4,5.3,Varias,12.0,8.9,01:50,15.1,13:20
711,2018-12-13,5.6,34,1.4,5.8,11:50,11.4,9.8,23:59,13.0,Varias
712,2018-12-14,0.0,36,1.4,5.8,05:00,11.4,9.1,07:50,13.6,12:10
713,2018-12-15,0.0,32,3.3,8.6,10:00,11.6,8.4,06:00,14.7,13:50
714,2018-12-16,0.0,29,2.5,13.6,23:50,13.4,11.9,08:20,14.9,14:40
715,2018-12-17,0.0,30,3.3,13.1,00:20,12.8,9.3,23:59,16.2,12:50
716,2018-12-18,0.0,27,2.8,7.5,12:10,10.8,7.0,05:30,14.7,14:00
717,2018-12-19,0.0,30,3.3,15.0,14:50,13.4,9.7,02:40,17.0,13:20
718,2018-12-20,0.0,30,1.9,7.5,13:30,12.3,8.4,07:40,16.2,15:20
719,2018-12-21,0.0,26,2.5,7.8,12:50,12.3,7.5,01:40,17.1,14:30
720,2018-12-22,0.0,28,0.8,6.4,00:30,14.2,10.5,07:40,18.0,13:00
721,2018-12-23,0.0,36,3.1,6.4,03:50,13.8,8.9,06:20,18.7,13:10
722,2018-12-24,0.0,36,2.2,5.3,23:30,15.1,10.7,07:50,19.5,12:30
723,2018-12-25,0.0,35,1.9,5.3,01:10,12.7,8.9,06:00,16.5,11:20
724,2018-12-26,0.0,20,1.7,5.3,14:10,11.0,7.1,06:50,15.0,13:40
725,2018-12-27,0.0,33,2.2,5.3,09:20,12.0,8.6,23:59,15.3,13:50
726,2018-12-28,0.0,36,1.9,5.3,22:10,10.7,6.6,06:20,14.8,14:30
727,2018-12-29,0.0,35,2.2,6.4,05:40,10.3,6.2,07:10,14.4,15:00
728,2018-12-30,0.0,35,2.5,6.7,23:10,11.4,5.1,07:00,17.8,14:50
729,2018-12-31,0.0,35,2.8,7.5,01:00,11.8,6.5,08:00,17.1,14:20
