date,value
2017-03-11,621078.0
2017-03-12,724161.5
2017-03-13,682692.0
2017-03-14,604504.8
2017-03-15,595521.6
2017-03-16,585035.9
2017-03-17,538512.6
2017-03-18,493380.2
2017-03-19,564118.1
2017-03-20,597031.9
2017-03-21,644518.4
2017-03-22,600769.2
2017-03-23,601631.9
2017-03-24,559597.2
2017-03-25,547501.1
2017-03-26,642082.0
2017-03-27,617168.8
2017-03-28,620756.1
2017-03-29,621902.5
2017-03-30,628812.1
2017-03-31,662120.2
2017-04-01,564440.8
2017-04-02,595681.7
2017-04-03,625356.9
2017-04-04,632625.8
2017-04-05,645775.4
2017-04-06,592056.4
2017-04-07,525336.4
2017-04-08,497768.6
2017-04-09,557302.2
2017-04-10,596038.0
2017-04-11,571182.0
2017-04-12,536299.1
2017-04-13,460587.2
2017-04-14,507714.6
2017-04-15,501146.8
2017-04-16,528716.9
2017-04-17,607297.7
2017-04-18,651908.1
2017-04-19,639355.2
2017-04-20,612555.0
2017-04-21,526646.2
2017-04-22,500339.0
2017-04-23,576448.1
2017-04-24,611519.3
2017-04-25,631511.6
2017-04-26,633278.6
2017-04-27,625645.5
2017-04-28,549376.4
2017-04-29,613669.1
2017-04-30,526289.9
2017-05-01,573835.9
2017-05-02,616202.2
2017-05-03,620740.2
2017-05-04,621238.9
2017-05-05,551968.6
2017-05-06,480169.4
2017-05-07,586174.0
2017-05-08,596385.7
2017-05-09,581776.9
2017-05-10,630446.0
2017-05-11,619738.5
2017-05-12,550249.6
2017-05-13,474651.8
2017-05-14,572834.7
2017-05-15,613187.5
2017-05-16,597855.5
2017-05-17,601717.3
2017-05-18,580910.7
2017-05-19,521738.9
2017-05-20,495596.6
2017-05-21,583419.2
2017-05-22,624802.0
2017-05-23,621029.6
2017-05-24,653444.4
2017-05-25,632520.1
2017-05-26,563136.2
2017-05-27,526081.9
2017-05-28,591784.6
2017-05-29,621316.5
2017-05-30,643175.3
2017-05-31,663513.3
2017-06-01,635199.2
2017-06-02,543343.5
2017-06-03,522983.6
2017-06-04,620063.8
2017-06-05,633579.9
2017-06-06,626836.4
2017-06-07,636257.1
2017-06-08,613608.2
2017-06-09,565592.3
2017-06-10,544946.5
2017-06-11,660939.1
2017-06-12,682152.5
2017-06-13,706161.3
2017-06-14,682876.8
2017-06-15,694829.7
2017-06-16,639061.9
2017-06-17,589922.8
2017-06-18,738926.7
2017-06-19,775186.6
2017-06-20,780623.4
2017-06-21,776494.5
2017-06-22,733630.4
2017-06-23,628662.5
2017-06-24,589532.9
2017-06-25,695501.8
2017-06-26,687695.5
2017-06-27,716969.4
2017-06-28,681300.7
2017-06-29,641867.0
2017-06-30,606525.5
2017-07-01,573570.3
2017-07-02,667383.0
2017-07-03,693059.9
2017-07-04,707105.4
2017-07-05,696680.4
2017-07-06,699092.3
2017-07-07,599780.4
2017-07-08,550504.6
2017-07-09,687163.8
2017-07-10,707234.2
2017-07-11,697805.2
2017-07-12,720197.9
2017-07-13,748146.3
2017-07-14,669832.8
2017-07-15,593328.5
2017-07-16,753197.5
2017-07-17,759398.1
2017-07-18,740234.5
2017-07-19,691670.9
2017-07-20,673214.7
2017-07-21,583650.0
2017-07-22,543396.6
2017-07-23,650208.2
2017-07-24,672768.9
2017-07-25,662522.6
2017-07-26,672015.1
2017-07-27,671484.7
2017-07-28,612383.7
2017-07-29,574345.5
2017-07-30,675654.4
2017-07-31,683964.9
2017-08-01,700417.7
2017-08-02,696537.8
2017-08-03,700879.4
2017-08-04,619774.6
2017-08-05,589882.6
2017-08-06,658786.9
2017-08-07,669890.3
2017-08-08,654484.8
2017-08-09,654884.0
2017-08-10,630920.0
2017-08-11,560080.9
2017-08-12,530881.1
2017-08-13,570092.4
2017-08-14,523137.6
2017-08-15,577688.0
2017-08-16,603229.7
2017-08-17,614458.3
2017-08-18,567208.1
2017-08-19,560042.9
2017-08-20,642546.2
2017-08-21,679199.0
2017-08-22,663529.6
2017-08-23,671743.0
2017-08-24,669068.2
2017-08-25,589713.6
2017-08-26,551608.9
2017-08-27,652392.5
2017-08-28,662587.9
2017-08-29,645980.7
2017-08-30,626830.9
2017-08-31,595822.1
2017-09-01,542389.0
2017-09-02,479764.6
2017-09-03,600469.3
2017-09-04,630084.1
2017-09-05,649002.8
2017-09-06,636862.1
2017-09-07,611157.2
2017-09-08,565596.6
2017-09-09,566079.1
2017-09-10,600496.0
2017-09-11,631583.0
2017-09-12,637348.9
2017-09-13,632155.3
2017-09-14,598144.6
2017-09-15,521656.9
2017-09-16,490858.3
2017-09-17,615660.1
2017-09-18,650014.7
2017-09-19,661451.5
2017-09-20,653712.3
2017-09-21,645834.3
2017-09-22,557390.3
2017-09-23,518592.9
2017-09-24,626109.7
2017-09-25,647354.2
2017-09-26,651267.6
2017-09-27,657215.7
2017-09-28,637276.6
2017-09-29,533984.2
2017-09-30,496347.0
2017-10-01,614859.4
2017-10-02,640447.9
2017-10-03,667655.8
2017-10-04,649837.2
2017-10-05,672836.5
2017-10-06,569956.4
2017-10-07,532312.6
2017-10-08,633579.8
2017-10-09,672200.9
2017-10-10,657222.1
2017-10-11,577268.1
2017-10-12,595096.9
2017-10-13,549517.9
2017-10-14,537768.8
2017-10-15,643848.5
2017-10-16,658527.7
2017-10-17,663750.6
2017-10-18,661213.6
2017-10-19,643217.4
2017-10-20,541765.3
2017-10-21,498993.1
2017-10-22,612885.5
2017-10-23,634716.8
2017-10-24,648507.4
2017-10-25,640596.6
2017-10-26,647342.1
2017-10-27,553218.7
2017-10-28,544391.0
2017-10-29,660165.2
2017-10-30,641951.0
2017-10-31,512713.5
2017-11-01,634733.7
2017-11-02,633287.7
2017-11-03,522390.8
2017-11-04,558019.5
2017-11-05,701394.0
2017-11-06,731248.3
2017-11-07,729221.9
2017-11-08,725873.0
2017-11-09,748326.4
2017-11-10,637784.7
2017-11-11,570608.2
2017-11-12,752228.7
2017-11-13,745095.8
2017-11-14,745218.5
2017-11-15,754325.1
2017-11-16,763835.6
2017-11-17,649330.4
2017-11-18,598980.2
2017-11-19,710548.9
2017-11-20,714851.3
2017-11-21,701459.3
2017-11-22,709871.8
2017-11-23,695032.2
2017-11-24,647540.2
2017-11-25,597332.9
2017-11-26,698286.0
2017-11-27,766323.6
2017-11-28,787255.3
2017-11-29,820940.7
2017-11-30,822804.2
2017-12-01,772981.4
2017-12-02,697451.9
2017-12-03,810987.9
2017-12-04,829939.8
2017-12-05,762500.0
2017-12-06,768518.8
2017-12-07,706104.3
2017-12-08,721369.8
2017-12-09,734543.7
2017-12-10,787670.8
2017-12-11,816539.2
2017-12-12,845456.5
2017-12-13,799117.0
2017-12-14,800781.6
2017-12-15,704813.9
2017-12-16,647130.9
2017-12-17,779247.9
2017-12-18,830782.1
2017-12-19,824890.5
2017-12-20,785307.2
2017-12-21,716917.8
2017-12-22,578400.2
2017-12-23,547476.2
2017-12-24,498557.4
2017-12-25,608791.1
2017-12-26,701658.1
2017-12-27,667013.5
2017-12-28,651273.6
2017-12-29,605192.1
2017-12-30,604465.4
2017-12-31,599522.1
2018-01-01,670568.5
2018-01-02,687851.9
2018-01-03,694665.4
2018-01-04,659423.7
2018-01-05,571906.9
2018-01-06,565275.1
2018-01-07,675732.5
2018-01-08,729677.0
2018-01-09,736166.3
2018-01-10,777666.3
2018-01-11,729465.3
2018-01-12,622209.3
2018-01-13,622289.8
2018-01-14,731503.9
2018-01-15,751587.7
2018-01-16,724582.7
2018-01-17,700288.7
2018-01-18,690830.9
2018-01-19,646921.0
2018-01-20,628006.8
2018-01-21,684169.8
2018-01-22,702663.1
2018-01-23,697888.7
2018-01-24,675863.4
2018-01-25,717871.6
2018-01-26,626113.3
2018-01-27,566974.7
2018-01-28,658782.0
2018-01-29,677442.0
2018-01-30,698331.0
2018-01-31,668301.9
2018-02-01,698364.4
2018-02-02,648664.2
2018-02-03,592040.7
2018-02-04,706851.0
2018-02-05,756009.2
2018-02-06,765609.4
2018-02-07,786043.5
2018-02-08,768179.1
2018-02-09,679004.4
2018-02-10,626928.1
2018-02-11,704646.5
2018-02-12,715265.3
2018-02-13,748098.1
2018-02-14,713890.5
2018-02-15,700629.6
2018-02-16,630725.1
2018-02-17,574573.2
2018-02-18,688582.8
2018-02-19,740858.4
2018-02-20,758620.2
2018-02-21,739554.0
2018-02-22,712117.3
2018-02-23,643676.7
2018-02-24,592570.5
2018-02-25,756078.4
2018-02-26,794802.2
2018-02-27,783930.6
2018-02-28,792959.7
2018-03-01,782235.0
2018-03-02,694539.9
2018-03-03,595275.6
2018-03-04,710731.1
2018-03-05,730200.4
2018-03-06,690288.5
2018-03-07,649480.9
2018-03-08,682170.1
2018-03-09,703637.4
2018-03-10,702595.3
2018-03-11,723135.5
2018-03-12,671146.8
2018-03-13,760755.2
2018-03-14,754878.8
2018-03-15,738716.2
2018-03-16,692744.1
2018-03-17,672501.0
2018-03-18,741475.1
2018-03-19,827873.5
2018-03-20,794341.7
2018-03-21,762853.5
2018-03-22,770278.5
2018-03-23,771119.9
2018-03-24,620127.2
2018-03-25,707264.2
2018-03-26,694188.5
2018-03-27,665071.3
2018-03-28,671533.2
2018-03-29,687668.6
2018-03-30,687811.1
2018-03-31,581430.2
2018-04-01,644246.6
2018-04-02,720218.1
2018-04-03,739368.5
2018-04-04,643705.8
2018-04-05,686423.2
2018-04-06,575041.5
2018-04-07,589746.0
2018-04-08,615691.2
2018-04-09,658307.6
2018-04-10,739156.9
2018-04-11,672095.7
2018-04-12,617129.7
2018-04-13,532003.4
2018-04-14,570389.9
2018-04-15,633344.9
2018-04-16,611968.5
2018-04-17,604569.3
2018-04-18,631847.8
2018-04-19,666532.4
2018-04-20,580489.9
2018-04-21,531724.1
2018-04-22,568168.0
2018-04-23,607585.5
2018-04-24,608662.3
2018-04-25,623658.6
2018-04-26,595365.0
2018-04-27,550818.7
2018-04-28,580518.5
2018-04-29,570302.1
2018-04-30,529549.9
2018-05-01,605446.1
2018-05-02,678451.7
2018-05-03,658885.5
2018-05-04,552495.9
2018-05-05,491495.2
2018-05-06,561479.1
2018-05-07,575413.1
2018-05-08,579827.6
2018-05-09,609294.7
2018-05-10,580221.8
2018-05-11,568164.3
2018-05-12,580378.6
2018-05-13,569918.3
2018-05-14,603281.7
2018-05-15,616892.4
2018-05-16,594272.7
2018-05-17,584488.3
2018-05-18,525660.9
2018-05-19,490369.4
2018-05-20,573117.0
2018-05-21,592709.1
2018-05-22,609697.4
2018-05-23,617161.0
2018-05-24,617257.0
2018-05-25,546675.5
2018-05-26,488555.0
2018-05-27,567351.9
2018-05-28,579052.8
2018-05-29,590485.2
2018-05-30,581668.0
2018-05-31,581615.7
2018-06-01,514472.0
2018-06-02,517626.3
2018-06-03,566671.6
2018-06-04,588444.7
2018-06-05,572677.9
2018-06-06,584355.6
2018-06-07,578614.9
2018-06-08,526547.5
2018-06-09,492926.3
2018-06-10,564379.9
2018-06-11,600298.9
2018-06-12,626616.9
2018-06-13,574481.3
2018-06-14,591611.3
2018-06-15,548857.2
2018-06-16,577096.4
2018-06-17,617347.8
2018-06-18,608934.5
2018-06-19,632333.4
2018-06-20,624881.8
2018-06-21,629466.9
2018-06-22,570608.3
2018-06-23,517285.8
2018-06-24,603213.9
2018-06-25,612543.5
2018-06-26,612547.7
2018-06-27,614470.1
2018-06-28,625246.4
2018-06-29,566904.2
2018-06-30,526269.6
2018-07-01,590712.3
2018-07-02,642542.7
2018-07-03,655915.7
2018-07-04,621376.0
2018-07-05,604645.2
2018-07-06,560565.1
2018-07-07,538234.8
2018-07-08,638852.3
2018-07-09,661688.2
2018-07-10,671856.0
2018-07-11,652899.5
2018-07-12,653824.2
2018-07-13,580037.3
2018-07-14,550605.4
2018-07-15,628419.3
2018-07-16,635965.5
2018-07-17,650006.7
2018-07-18,655007.5
2018-07-19,649242.8
2018-07-20,562550.1
2018-07-21,529500.9
2018-07-22,641399.2
2018-07-23,662601.3
2018-07-24,647316.2
2018-07-25,648239.1
2018-07-26,652524.0
2018-07-27,571700.4
2018-07-28,547870.2
2018-07-29,612653.1
2018-07-30,638251.4
2018-07-31,667630.0
2018-08-01,685568.1
2018-08-02,713625.7
2018-08-03,659207.1
2018-08-04,600072.5
2018-08-05,685028.9
2018-08-06,677562.5
2018-08-07,648615.9
2018-08-08,619970.1
2018-08-09,614335.8
2018-08-10,567636.5
2018-08-11,541767.2
2018-08-12,590595.2
2018-08-13,600514.6
2018-08-14,535982.4
2018-08-15,590954.5
2018-08-16,610435.9
2018-08-17,603560.4
2018-08-18,565514.4
2018-08-19,619140.7
2018-08-20,669396.5
2018-08-21,680337.2
2018-08-22,672908.2
2018-08-23,650214.6
2018-08-24,561490.6
2018-08-25,515407.9
2018-08-26,643339.5
2018-08-27,678360.4
2018-08-28,675992.2
2018-08-29,669471.7
2018-08-30,676570.2
2018-08-31,583884.1
2018-09-01,535176.9
2018-09-02,657622.6
2018-09-03,678755.0
2018-09-04,674195.5
2018-09-05,680749.2
2018-09-06,659049.4
2018-09-07,560585.4
2018-09-08,530654.1
2018-09-09,615231.3
2018-09-10,627429.2
2018-09-11,629609.4
2018-09-12,663984.1
2018-09-13,647606.5
2018-09-14,570474.4
2018-09-15,551041.5
2018-09-16,630611.9
2018-09-17,616395.6
2018-09-18,622339.7
2018-09-19,636032.9
2018-09-20,619678.9
2018-09-21,584220.9
2018-09-22,566170.6
2018-09-23,707490.3
2018-09-24,684860.3
2018-09-25,670756.5
2018-09-26,637434.1
2018-09-27,643648.8
2018-09-28,576719.0
2018-09-29,536727.4
2018-09-30,679030.2
2018-10-01,659296.1
2018-10-02,652052.9
2018-10-03,641576.1
2018-10-04,629289.5
2018-10-05,573781.0
2018-10-06,584922.8
2018-10-07,641469.8
2018-10-08,655906.8
2018-10-09,638785.5
2018-10-10,644346.7
2018-10-11,575732.6
2018-10-12,568008.9
2018-10-13,568621.3
2018-10-14,673993.8
2018-10-15,662793.7
2018-10-16,653504.0
2018-10-17,643948.7
2018-10-18,657908.8
2018-10-19,594353.4
2018-10-20,538668.1
2018-10-21,673053.7
2018-10-22,677610.1
2018-10-23,673697.2
2018-10-24,660825.7
2018-10-25,643947.8
2018-10-26,601127.4
2018-10-27,608525.2
2018-10-28,697987.8
2018-10-29,689404.6
2018-10-30,678960.4
2018-10-31,522416.1
2018-11-01,641160.0
2018-11-02,584491.6
2018-11-03,538720.3
2018-11-04,700642.9
2018-11-05,730581.3
2018-11-06,699773.4
2018-11-07,676825.8
2018-11-08,686570.1
2018-11-09,610285.8
2018-11-10,546669.2
2018-11-11,640512.4
2018-11-12,670019.1
2018-11-13,691779.9
2018-11-14,672388.2
2018-11-15,664989.9
2018-11-16,550927.0
2018-11-17,563639.8
2018-11-18,683578.1
2018-11-19,714560.8
2018-11-20,737744.1
2018-11-21,734481.1
2018-11-22,734733.2
2018-11-23,634900.0
2018-11-24,621918.4
2018-11-25,749298.2
2018-11-26,753653.4
2018-11-27,703701.2
2018-11-28,695806.5
2018-11-29,711255.5
2018-11-30,623177.9
2018-12-01,589324.7
2018-12-02,665619.7
2018-12-03,665745.3
2018-12-04,666067.0
2018-12-05,608734.2
2018-12-06,588241.3
2018-12-07,580178.9
2018-12-08,581736.9
2018-12-09,634017.5
2018-12-10,684512.1
2018-12-11,719945.2
2018-12-12,750475.6
2018-12-13,789105.4
2018-12-14,678847.0
2018-12-15,649958.2
2018-12-16,748608.7
2018-12-17,717460.4
2018-12-18,710485.9
2018-12-19,649604.5
2018-12-20,631219.3
2018-12-21,553252.4
2018-12-22,511090.4
2018-12-23,532506.3
2018-12-24,463137.8
2018-12-25,562606.4
2018-12-26,611465.3
2018-12-27,589771.5
2018-12-28,543353.5
2018-12-29,510049.1
2018-12-30,526930.6
