date,source,value_MWh
2014-01-22,CHP,8435.0
2014-01-22,coal,63328.6
2014-01-22,hydro_1,158035.6
2014-01-22,hydro_2,7191.2
2014-01-22,natural_gas,87949.8
2014-01-22,nuclear,146635.2
2014-01-22,solar_PV,14323.1
2014-01-22,wind_power,198644.3
2014-01-23,CHP,8235.0
2014-01-23,coal,25653.6
2014-01-23,hydro_1,156223.7
2014-01-23,hydro_2,2784.6
2014-01-23,natural_gas,87504.9
2014-01-23,nuclear,146679.6
2014-01-23,solar_PV,12400.4
2014-01-23,wind_power,227074.0
2014-01-24,CHP,5620.0
2014-01-24,coal,6267.1
2014-01-24,hydro_1,136105.8
2014-01-24,hydro_2,4105.2
2014-01-24,natural_gas,68103.3
2014-01-24,nuclear,146629.0
2014-01-24,solar_PV,13281.9
2014-01-24,wind_power,269018.3
2014-01-25,CHP,7375.0
2014-01-25,coal,1250.4
2014-01-25,hydro_1,138836.3
2014-01-25,hydro_2,5700.3
2014-01-25,natural_gas,66678.0
2014-01-25,nuclear,146662.5
2014-01-25,solar_PV,13690.2
2014-01-25,wind_power,219048.6
2014-01-26,CHP,5250.0
2014-01-26,coal,680.0
2014-01-26,hydro_1,140614.3
2014-01-26,hydro_2,2816.2
2014-01-26,natural_gas,84472.9
2014-01-26,nuclear,151797.9
2014-01-26,solar_PV,12382.5
2014-01-26,wind_power,329408.9
2014-01-27,CHP,3746.8
2014-01-27,coal,963.0
2014-01-27,hydro_1,142749.0
2014-01-27,hydro_2,1489.4
2014-01-27,natural_gas,86230.3
2014-01-27,nuclear,162062.7
2014-01-27,solar_PV,10381.0
2014-01-27,wind_power,343285.6
2014-01-28,CHP,5250.0
2014-01-28,coal,6219.6
2014-01-28,hydro_1,162266.4
2014-01-28,hydro_2,29280.9
2014-01-28,natural_gas,84481.6
2014-01-28,nuclear,167297.8
2014-01-28,solar_PV,9757.1
2014-01-28,wind_power,231473.6
2014-01-29,CHP,8635.0
2014-01-29,coal,2400.1
2014-01-29,hydro_1,173162.6
2014-01-29,hydro_2,17066.7
2014-01-29,natural_gas,85281.7
2014-01-29,nuclear,146692.8
2014-01-29,solar_PV,17378.8
2014-01-29,wind_power,265499.6
2014-01-30,CHP,9750.0
2014-01-30,coal,13948.4
2014-01-30,hydro_1,180778.7
2014-01-30,hydro_2,31987.0
2014-01-30,natural_gas,84599.9
2014-01-30,nuclear,146716.8
2014-01-30,solar_PV,13042.0
2014-01-30,wind_power,206703.1
2014-01-31,CHP,6679.4
2014-01-31,coal,563.0
2014-01-31,hydro_1,148132.8
2014-01-31,hydro_2,2568.0
2014-01-31,natural_gas,65013.0
2014-01-31,nuclear,146716.8
2014-01-31,solar_PV,14150.0
2014-01-31,wind_power,291335.5
2014-02-01,CHP,9318.2
2014-02-01,coal,2563.7
2014-02-01,hydro_1,179096.3
2014-02-01,hydro_2,14952.2
2014-02-01,natural_gas,64894.8
2014-02-01,nuclear,146716.8
2014-02-01,solar_PV,20148.8
2014-02-01,wind_power,172770.4
2014-02-02,CHP,8872.4
2014-02-02,coal,2209.2
2014-02-02,hydro_1,187383.6
2014-02-02,hydro_2,13862.2
2014-02-02,natural_gas,83179.6
2014-02-02,nuclear,157711.8
2014-02-02,solar_PV,13125.0
2014-02-02,wind_power,224163.2
2014-02-03,CHP,10170.0
2014-02-03,coal,2151.4
2014-02-03,hydro_1,183313.8
2014-02-03,hydro_2,16168.1
2014-02-03,natural_gas,83995.7
2014-02-03,nuclear,169723.2
2014-02-03,solar_PV,15249.2
2014-02-03,wind_power,248868.8
2014-02-04,CHP,5673.1
2014-02-04,coal,2278.0
2014-02-04,hydro_1,171951.6
2014-02-04,hydro_2,8107.1
2014-02-04,natural_gas,83575.6
2014-02-04,nuclear,170320.1
2014-02-04,solar_PV,12381.4
2014-02-04,wind_power,323122.9
2014-02-05,CHP,5538.3
2014-02-05,coal,1473.0
2014-02-05,hydro_1,185138.3
2014-02-05,hydro_2,2130.5
2014-02-05,natural_gas,82579.6
2014-02-05,nuclear,170610.7
2014-02-05,solar_PV,15555.2
2014-02-05,wind_power,263439.8
2014-02-06,CHP,4121.6
2014-02-06,coal,1267.5
2014-02-06,hydro_1,179930.6
2014-02-06,hydro_2,2419.1
2014-02-06,natural_gas,81694.4
2014-02-06,nuclear,170138.8
2014-02-06,solar_PV,17303.2
2014-02-06,wind_power,284735.7
2014-02-07,CHP,1785.6
2014-02-07,coal,290.0
2014-02-07,hydro_1,180867.5
2014-02-07,hydro_2,953.7
2014-02-07,natural_gas,61180.3
2014-02-07,nuclear,168259.5
2014-02-07,solar_PV,11167.8
2014-02-07,wind_power,269724.2
2014-02-08,CHP,1185.6
2014-02-08,coal,170.0
2014-02-08,hydro_1,196336.0
2014-02-08,hydro_2,123.2
2014-02-08,natural_gas,54677.3
2014-02-08,nuclear,168000.5
2014-02-08,solar_PV,8930.4
2014-02-08,wind_power,195625.2
2014-02-09,CHP,2085.6
2014-02-09,coal,165.4
2014-02-09,hydro_1,199552.4
2014-02-09,hydro_2,4656.1
2014-02-09,natural_gas,66687.4
2014-02-09,nuclear,165728.9
2014-02-09,solar_PV,13252.6
2014-02-09,wind_power,305847.7
2014-02-10,CHP,6322.2
2014-02-10,coal,3812.9
2014-02-10,hydro_1,219304.4
2014-02-10,hydro_2,14523.1
2014-02-10,natural_gas,74246.9
2014-02-10,nuclear,169437.1
2014-02-10,solar_PV,9571.3
2014-02-10,wind_power,245952.0
2014-02-11,CHP,8813.3
2014-02-11,coal,3282.1
2014-02-11,hydro_1,235165.8
2014-02-11,hydro_2,15871.4
2014-02-11,natural_gas,71947.9
2014-02-11,nuclear,170544.0
2014-02-11,solar_PV,13738.3
2014-02-11,wind_power,217631.8
2014-02-12,CHP,3867.6
2014-02-12,coal,682.0
2014-02-12,hydro_1,214102.4
2014-02-12,hydro_2,7629.4
2014-02-12,natural_gas,69068.2
2014-02-12,nuclear,168520.2
2014-02-12,solar_PV,12978.1
2014-02-12,wind_power,275060.8
2014-02-13,CHP,3160.6
2014-02-13,coal,682.0
2014-02-13,hydro_1,208998.0
2014-02-13,hydro_2,1562.0
2014-02-13,natural_gas,68736.8
2014-02-13,nuclear,168777.7
2014-02-13,solar_PV,15110.0
2014-02-13,wind_power,253845.4
2014-02-14,CHP,7160.6
2014-02-14,coal,4042.0
2014-02-14,hydro_1,228466.3
2014-02-14,hydro_2,14085.0
2014-02-14,natural_gas,52729.1
2014-02-14,nuclear,170904.0
2014-02-14,solar_PV,14274.9
2014-02-14,wind_power,145379.2
2014-02-15,CHP,7970.1
2014-02-15,coal,4447.0
2014-02-15,hydro_1,238520.3
2014-02-15,hydro_2,20521.0
2014-02-15,natural_gas,52254.0
2014-02-15,nuclear,170899.2
2014-02-15,solar_PV,17309.2
2014-02-15,wind_power,74062.0
2014-02-16,CHP,31881.7
2014-02-16,coal,18940.1
2014-02-16,hydro_1,241275.7
2014-02-16,hydro_2,19250.3
2014-02-16,natural_gas,64098.3
2014-02-16,nuclear,170722.2
2014-02-16,solar_PV,14616.2
2014-02-16,wind_power,118801.1
2014-02-17,CHP,9120.6
2014-02-17,coal,33409.3
2014-02-17,hydro_1,252780.2
2014-02-17,hydro_2,18242.1
2014-02-17,natural_gas,70151.4
2014-02-17,nuclear,170875.2
2014-02-17,solar_PV,16874.5
2014-02-17,wind_power,92204.4
2014-02-18,CHP,8928.1
2014-02-18,coal,4428.5
2014-02-18,hydro_1,230088.6
2014-02-18,hydro_2,9719.2
2014-02-18,natural_gas,72955.3
2014-02-18,nuclear,170923.2
2014-02-18,solar_PV,22343.0
2014-02-18,wind_power,181139.3
2014-02-19,CHP,6472.8
2014-02-19,coal,1275.0
2014-02-19,hydro_1,222507.9
2014-02-19,hydro_2,7847.7
2014-02-19,natural_gas,66105.7
2014-02-19,nuclear,170923.2
2014-02-19,solar_PV,16078.8
2014-02-19,wind_power,225666.8
2014-02-20,CHP,7809.1
2014-02-20,coal,1353.8
2014-02-20,hydro_1,224919.7
2014-02-20,hydro_2,15463.2
2014-02-20,natural_gas,66724.2
2014-02-20,nuclear,170923.2
2014-02-20,solar_PV,18100.2
2014-02-20,wind_power,197900.4
2014-02-21,CHP,7346.2
2014-02-21,coal,4309.3
2014-02-21,hydro_1,193462.8
2014-02-21,hydro_2,14856.6
2014-02-21,natural_gas,54539.9
2014-02-21,nuclear,170913.6
2014-02-21,solar_PV,22783.6
2014-02-21,wind_power,131199.8
2014-02-22,CHP,4540.6
2014-02-22,coal,682.0
2014-02-22,hydro_1,166372.4
2014-02-22,hydro_2,5102.2
2014-02-22,natural_gas,51723.7
2014-02-22,nuclear,170721.3
2014-02-22,solar_PV,21431.5
2014-02-22,wind_power,171827.4
2014-02-23,CHP,7895.6
2014-02-23,coal,6312.2
2014-02-23,hydro_1,211072.4
2014-02-23,hydro_2,26171.4
2014-02-23,natural_gas,63792.3
2014-02-23,nuclear,170287.8
2014-02-23,solar_PV,13349.1
2014-02-23,wind_power,157167.2
2014-02-24,CHP,8473.1
2014-02-24,coal,682.0
2014-02-24,hydro_1,183676.9
2014-02-24,hydro_2,12553.0
2014-02-24,natural_gas,66130.0
2014-02-24,nuclear,170908.8
2014-02-24,solar_PV,13646.9
2014-02-24,wind_power,236114.0
2014-02-25,CHP,8928.3
2014-02-25,coal,2422.7
2014-02-25,hydro_1,196478.9
2014-02-25,hydro_2,21603.2
2014-02-25,natural_gas,68588.7
2014-02-25,nuclear,170928.0
2014-02-25,solar_PV,23142.2
2014-02-25,wind_power,196478.8
2014-02-26,CHP,10165.6
2014-02-26,coal,3122.8
2014-02-26,hydro_1,203146.0
2014-02-26,hydro_2,30847.5
2014-02-26,natural_gas,66389.8
2014-02-26,nuclear,170928.0
2014-02-26,solar_PV,17259.0
2014-02-26,wind_power,171440.6
2014-02-27,CHP,5951.7
2014-02-27,coal,823.0
2014-02-27,hydro_1,139778.5
2014-02-27,hydro_2,3389.2
2014-02-27,natural_gas,61913.9
2014-02-27,nuclear,170889.6
2014-02-27,solar_PV,17211.4
2014-02-27,wind_power,294943.8
2014-02-28,CHP,2240.0
2014-02-28,coal,823.0
2014-02-28,hydro_1,138985.7
2014-02-28,hydro_2,3791.5
2014-02-28,natural_gas,50542.1
2014-02-28,nuclear,170889.6
2014-02-28,solar_PV,11693.2
2014-02-28,wind_power,252687.3
2014-03-01,CHP,1360.6
2014-03-01,coal,823.0
2014-03-01,hydro_1,131508.3
2014-03-01,hydro_2,1504.1
2014-03-01,natural_gas,46365.6
2014-03-01,nuclear,169609.9
2014-03-01,solar_PV,12151.4
2014-03-01,wind_power,245635.7
2014-03-02,CHP,1568.1
2014-03-02,hydro_1,146984.9
2014-03-02,hydro_2,3644.4
2014-03-02,natural_gas,53991.4
2014-03-02,nuclear,166844.7
2014-03-02,solar_PV,20177.8
2014-03-02,wind_power,322898.4
2014-03-03,CHP,2385.6
2014-03-03,coal,823.0
2014-03-03,hydro_1,150048.0
2014-03-03,hydro_2,8534.0
2014-03-03,natural_gas,58576.9
2014-03-03,nuclear,169657.2
2014-03-03,solar_PV,22347.9
2014-03-03,wind_power,287157.5
2014-03-04,CHP,7457.4
2014-03-04,coal,3936.4
2014-03-04,hydro_1,185174.4
2014-03-04,hydro_2,19576.0
2014-03-04,natural_gas,56840.2
2014-03-04,nuclear,170871.9
2014-03-04,solar_PV,21775.8
2014-03-04,wind_power,223768.2
2014-03-05,CHP,11272.6
2014-03-05,coal,40108.7
2014-03-05,hydro_1,213074.3
2014-03-05,hydro_2,21539.5
2014-03-05,natural_gas,63610.4
2014-03-05,nuclear,170848.8
2014-03-05,solar_PV,27160.0
2014-03-05,wind_power,95736.5
2014-03-06,CHP,11050.6
2014-03-06,coal,20620.6
2014-03-06,hydro_1,216979.5
2014-03-06,hydro_2,14294.8
2014-03-06,natural_gas,67710.2
2014-03-06,nuclear,170824.8
2014-03-06,solar_PV,26231.4
2014-03-06,wind_power,78385.3
2014-03-07,CHP,8716.9
2014-03-07,coal,1416.0
2014-03-07,hydro_1,189658.1
2014-03-07,hydro_2,7924.1
2014-03-07,natural_gas,50091.4
2014-03-07,nuclear,170846.1
2014-03-07,solar_PV,28060.6
2014-03-07,wind_power,131008.9
2014-03-08,CHP,5044.5
2014-03-08,coal,501.0
2014-03-08,hydro_1,173747.3
2014-03-08,hydro_2,8731.4
2014-03-08,natural_gas,42491.0
2014-03-08,nuclear,170800.8
2014-03-08,solar_PV,26518.0
2014-03-08,wind_power,151830.8
2014-03-09,CHP,9295.6
2014-03-09,coal,3210.0
2014-03-09,hydro_1,207299.7
2014-03-09,hydro_2,24108.3
2014-03-09,natural_gas,57973.4
2014-03-09,nuclear,170820.2
2014-03-09,solar_PV,27424.5
2014-03-09,wind_power,120302.9
2014-03-10,CHP,9295.6
2014-03-10,coal,1173.0
2014-03-10,hydro_1,203924.2
2014-03-10,hydro_2,20331.6
2014-03-10,natural_gas,64918.1
2014-03-10,nuclear,170870.1
2014-03-10,solar_PV,26332.1
2014-03-10,wind_power,149827.3
2014-03-11,CHP,9445.6
2014-03-11,coal,18939.0
2014-03-11,hydro_1,215229.3
2014-03-11,hydro_2,15971.6
2014-03-11,natural_gas,66095.7
2014-03-11,nuclear,170824.8
2014-03-11,solar_PV,23057.0
2014-03-11,wind_power,103316.9
2014-03-12,CHP,10215.6
2014-03-12,coal,36211.4
2014-03-12,hydro_1,226039.3
2014-03-12,hydro_2,20473.7
2014-03-12,natural_gas,64090.2
2014-03-12,nuclear,170848.8
2014-03-12,solar_PV,23361.7
2014-03-12,wind_power,57272.3
2014-03-13,CHP,10285.6
2014-03-13,coal,31953.0
2014-03-13,hydro_1,227806.1
2014-03-13,hydro_2,16431.8
2014-03-13,natural_gas,65610.6
2014-03-13,nuclear,170848.8
2014-03-13,solar_PV,25273.1
2014-03-13,wind_power,33631.0
2014-03-14,CHP,9505.6
2014-03-14,coal,1179.0
2014-03-14,hydro_1,163007.4
2014-03-14,hydro_2,2986.9
2014-03-14,natural_gas,47352.4
2014-03-14,nuclear,170810.4
2014-03-14,solar_PV,28240.1
2014-03-14,wind_power,145792.4
2014-03-15,CHP,7975.6
2014-03-15,coal,1123.7
2014-03-15,hydro_1,133869.8
2014-03-15,hydro_2,5210.1
2014-03-15,natural_gas,47394.2
2014-03-15,nuclear,170827.8
2014-03-15,solar_PV,28112.4
2014-03-15,wind_power,154244.6
2014-03-16,CHP,10045.6
2014-03-16,coal,40172.1
2014-03-16,hydro_1,213226.2
2014-03-16,hydro_2,25592.0
2014-03-16,natural_gas,61278.6
2014-03-16,nuclear,170819.4
2014-03-16,solar_PV,28300.4
2014-03-16,wind_power,35525.9
2014-03-17,CHP,9505.6
2014-03-17,coal,23074.6
2014-03-17,hydro_1,203561.6
2014-03-17,hydro_2,10821.3
2014-03-17,natural_gas,62634.5
2014-03-17,nuclear,170795.4
2014-03-17,solar_PV,21541.3
2014-03-17,wind_power,108832.3
2014-03-18,CHP,10045.6
2014-03-18,coal,17197.6
2014-03-18,hydro_1,194125.7
2014-03-18,hydro_2,14453.1
2014-03-18,natural_gas,63111.9
2014-03-18,nuclear,170734.4
2014-03-18,solar_PV,24105.7
2014-03-18,wind_power,111987.4
2014-03-19,CHP,9950.6
2014-03-19,coal,15945.8
2014-03-19,hydro_1,199656.1
2014-03-19,hydro_2,18151.3
2014-03-19,natural_gas,63029.7
2014-03-19,nuclear,170684.8
2014-03-19,solar_PV,26825.9
2014-03-19,wind_power,80481.5
2014-03-20,CHP,10530.6
2014-03-20,coal,3403.3
2014-03-20,hydro_1,190093.1
2014-03-20,hydro_2,9607.7
2014-03-20,natural_gas,65673.7
2014-03-20,nuclear,170633.3
2014-03-20,solar_PV,20667.3
2014-03-20,wind_power,111361.4
2014-03-21,CHP,10143.2
2014-03-21,coal,1416.0
2014-03-21,hydro_1,122493.7
2014-03-21,hydro_2,6162.7
2014-03-21,natural_gas,44369.6
2014-03-21,nuclear,170644.2
2014-03-21,solar_PV,21188.6
2014-03-21,wind_power,220063.8
2014-03-22,CHP,9505.6
2014-03-22,coal,1607.8
2014-03-22,hydro_1,122129.5
2014-03-22,hydro_2,10441.4
2014-03-22,natural_gas,42828.4
2014-03-22,nuclear,170649.6
2014-03-22,solar_PV,27411.8
2014-03-22,wind_power,183827.6
2014-03-23,CHP,17862.6
2014-03-23,coal,823.0
2014-03-23,hydro_1,156639.3
2014-03-23,hydro_2,14599.7
2014-03-23,natural_gas,58640.4
2014-03-23,nuclear,170606.2
2014-03-23,solar_PV,20618.6
2014-03-23,wind_power,205283.9
2014-03-24,CHP,9087.4
2014-03-24,coal,823.0
2014-03-24,hydro_1,95389.2
2014-03-24,hydro_2,3815.4
2014-03-24,natural_gas,58649.9
2014-03-24,nuclear,170668.2
2014-03-24,solar_PV,25455.8
2014-03-24,wind_power,338402.0
2014-03-25,CHP,7894.5
2014-03-25,coal,823.0
2014-03-25,hydro_1,112435.2
2014-03-25,hydro_2,12461.5
2014-03-25,natural_gas,57125.2
2014-03-25,nuclear,170726.4
2014-03-25,solar_PV,24174.8
2014-03-25,wind_power,325115.2
2014-03-26,CHP,22598.6
2014-03-26,coal,31659.0
2014-03-26,hydro_1,202459.5
2014-03-26,hydro_2,28382.4
2014-03-26,natural_gas,57311.0
2014-03-26,nuclear,170745.6
2014-03-26,solar_PV,24689.0
2014-03-26,wind_power,102119.6
2014-03-27,CHP,11225.6
2014-03-27,coal,6545.2
2014-03-27,hydro_1,191405.4
2014-03-27,hydro_2,10221.9
2014-03-27,natural_gas,60830.4
2014-03-27,nuclear,170757.6
2014-03-27,solar_PV,15654.4
2014-03-27,wind_power,186766.8
2014-03-28,CHP,10335.6
2014-03-28,coal,5914.0
2014-03-28,hydro_1,167829.6
2014-03-28,hydro_2,9714.7
2014-03-28,natural_gas,45420.8
2014-03-28,nuclear,170800.8
2014-03-28,solar_PV,15007.8
2014-03-28,wind_power,217346.8
2014-03-29,CHP,9056.2
2014-03-29,coal,823.0
2014-03-29,hydro_1,143913.3
2014-03-29,hydro_2,10920.9
2014-03-29,natural_gas,44300.5
2014-03-29,nuclear,163684.1
2014-03-29,solar_PV,17287.8
2014-03-29,wind_power,138199.3
2014-03-30,CHP,10465.6
2014-03-30,coal,9303.2
2014-03-30,hydro_1,189000.4
2014-03-30,hydro_2,23415.1
2014-03-30,natural_gas,60144.3
2014-03-30,nuclear,170768.5
2014-03-30,solar_PV,19305.8
2014-03-30,wind_power,131585.0
2014-03-31,CHP,9925.6
2014-03-31,coal,9223.0
2014-03-31,hydro_1,162257.8
2014-03-31,hydro_2,7318.7
2014-03-31,natural_gas,61091.9
2014-03-31,nuclear,170792.5
2014-03-31,solar_PV,15446.7
2014-03-31,wind_power,235510.0
2014-04-01,CHP,9895.6
2014-04-01,coal,13908.2
2014-04-01,hydro_1,197320.9
2014-04-01,hydro_2,24052.8
2014-04-01,natural_gas,60732.9
2014-04-01,nuclear,170800.8
2014-04-01,solar_PV,13223.5
2014-04-01,wind_power,160524.7
2014-04-02,CHP,10246.6
2014-04-02,coal,7866.0
2014-04-02,hydro_1,180110.1
2014-04-02,hydro_2,6296.7
2014-04-02,natural_gas,60297.9
2014-04-02,nuclear,170394.8
2014-04-02,solar_PV,17403.3
2014-04-02,wind_power,192477.6
2014-04-03,CHP,7990.6
2014-04-03,coal,5143.0
2014-04-03,hydro_1,165356.1
2014-04-03,hydro_2,1690.0
2014-04-03,natural_gas,60822.6
2014-04-03,nuclear,170706.5
2014-04-03,solar_PV,21004.2
2014-04-03,wind_power,263246.5
2014-04-04,CHP,9895.6
2014-04-04,coal,823.0
2014-04-04,hydro_1,176055.3
2014-04-04,hydro_2,8187.3
2014-04-04,natural_gas,43794.6
2014-04-04,nuclear,163194.3
2014-04-04,solar_PV,22584.7
2014-04-04,wind_power,194747.2
2014-04-05,CHP,10315.6
2014-04-05,coal,823.0
2014-04-05,hydro_1,177526.2
2014-04-05,hydro_2,7909.2
2014-04-05,natural_gas,42920.0
2014-04-05,nuclear,169701.7
2014-04-05,solar_PV,29276.5
2014-04-05,wind_power,83590.5
2014-04-06,CHP,10315.6
2014-04-06,coal,15503.6
2014-04-06,hydro_1,198784.4
2014-04-06,hydro_2,15632.9
2014-04-06,natural_gas,58081.8
2014-04-06,nuclear,170320.5
2014-04-06,solar_PV,30212.7
2014-04-06,wind_power,107907.4
2014-04-07,CHP,10855.6
2014-04-07,coal,10981.9
2014-04-07,hydro_1,205464.4
2014-04-07,hydro_2,10239.9
2014-04-07,natural_gas,59541.3
2014-04-07,nuclear,170685.2
2014-04-07,solar_PV,28311.1
2014-04-07,wind_power,121335.2
2014-04-08,CHP,10112.6
2014-04-08,coal,17316.7
2014-04-08,hydro_1,211928.1
2014-04-08,hydro_2,15608.3
2014-04-08,natural_gas,61589.3
2014-04-08,nuclear,170650.5
2014-04-08,solar_PV,25673.7
2014-04-08,wind_power,94462.9
2014-04-09,CHP,9995.6
2014-04-09,coal,18901.0
2014-04-09,hydro_1,209048.7
2014-04-09,hydro_2,13593.7
2014-04-09,natural_gas,61800.9
2014-04-09,nuclear,170586.9
2014-04-09,solar_PV,28026.5
2014-04-09,wind_power,72344.4
2014-04-10,CHP,10581.6
2014-04-10,coal,18883.0
2014-04-10,hydro_1,189034.7
2014-04-10,hydro_2,9137.2
2014-04-10,natural_gas,60676.7
2014-04-10,nuclear,170515.9
2014-04-10,solar_PV,27469.9
2014-04-10,wind_power,118473.3
2014-04-11,CHP,9849.6
2014-04-11,coal,8023.0
2014-04-11,hydro_1,171152.8
2014-04-11,hydro_2,1065.9
2014-04-11,natural_gas,43141.6
2014-04-11,nuclear,170556.4
2014-04-11,solar_PV,26584.7
2014-04-11,wind_power,141138.0
2014-04-12,CHP,9405.6
2014-04-12,coal,7303.0
2014-04-12,hydro_1,172634.9
2014-04-12,hydro_2,5621.5
2014-04-12,natural_gas,40128.1
2014-04-12,nuclear,170458.9
2014-04-12,solar_PV,28289.2
2014-04-12,wind_power,94887.7
2014-04-13,CHP,6795.6
2014-04-13,coal,12322.9
2014-04-13,hydro_1,190978.3
