,time,type,rate,votes
1068,96 min,movie,7.2,"60,895"
1069,,,,
1070,105 min,movie,6.6,"3,351"
1071,,,,
1072,,,,
1073,136 min,movie,7.3,"118,508"
1074,113 min,movie,7.5,"17,458"
1075,86 min,movie,7.3,"18,217"
1076,,,,
1077,110 min,movie,7.7,"9,640"
1078,,,,
1079,240 min,movie,6.6,301
1080,99 min,movie,6.4,"3,058"
1081,,,,
1082,,,,
1083,89 min,movie,6.9,"6,003"
1084,30 min,series,8.3,"2,465"
1085,107 min,movie,7.2,557
1086,,,,
1087,96 min,movie,5.3,"6,092"
1088,54 min,series,7.7,"1,371"
1089,,,,
1090,117 min,movie,7.4,"5,192"
1091,152 min,movie,6.7,835
1092,,,,
1093,,,,
1094,132 min,movie,7.1,"11,066"
1095,112 min,movie,4.8,248
1096,116 min,movie,6.1,"19,329"
1097,,,,
1098,,,,
1099,110 min,movie,7.3,"5,408"
1100,122 min,movie,4.6,"17,298"
1101,127 min,movie,7.1,"2,381"
1102,122 min,movie,7.7,"373,320"
1103,108 min,movie,7.0,"2,506"
1104,121 min,movie,6.1,"28,975"
1105,104 min,movie,4.1,"44,306"
1106,84 min,movie,3.7,251
1107,,,,
1108,,,,
1109,,,,
1110,109 min,movie,7.5,"50,355"
1111,,,,
1112,101 min,movie,6.5,"1,194"
1113,23 min,series,7.1,142
1114,,,,
1115,,,,
1116,99 min,movie,5.9,"11,024"
1117,85 min,movie,4.4,309
1118,150 min,movie,8.1,"10,745"
1119,,,,
1120,23 min,movie,7.7,39
1121,,,,
1122,,,,
1123,120 min,movie,7.0,"26,459"
1124,94 min,movie,6.9,"2,124"
1125,,,,
1126,,,,
1127,,,,
1128,97 min,movie,5.5,"4,299"
1129,132 min,movie,7.7,"19,799"
1130,107 min,movie,6.9,"4,525"
1131,,,,
1132,,,,
1133,77 min,movie,2.1,387
1134,197 min,series,7.4,"4,915"
1135,150 min,movie,8.3,"14,512"
1136,132 min,movie,7.8,"32,013"
1137,,,,
1138,97 min,movie,5.7,"106,916"
1139,701 min,series,8.1,"6,510"
1140,93 min,movie,5.7,"4,422"
1141,165 min,movie,4.3,"1,508"
1142,86 min,movie,7.0,"6,586"
1143,92 min,movie,6.5,"6,067"
1144,130 min,movie,7.7,"64,037"
1145,103 min,movie,5.3,"73,359"
1146,,,,
1147,115 min,movie,6.5,185
1148,127 min,movie,6.8,"87,809"
1149,98 min,movie,8.6,116
1150,N/A,movie,7.4,83
1151,96 min,movie,4.8,"24,173"
1152,104 min,movie,7.0,"1,255"
1153,,,,
1154,,,,
1155,,,,
1156,,,,
1157,99 min,movie,6.3,"3,008"
1158,97 min,movie,5.6,"2,062"
1159,,,,
1160,95 min,movie,6.3,"5,600"
1161,90 min,movie,6.0,353
1162,112 min,movie,6.4,453
1163,,,,
1164,,,,
1165,105 min,movie,6.2,"1,551"
1166,87 min,movie,6.6,844
1167,106 min,movie,6.4,"1,584"
1168,,,,
1169,,,,
1170,106 min,movie,6.3,"4,537"
1171,,,,
1172,94 min,movie,5.0,"5,104"
1173,30 min,series,8.5,"4,970"
1174,101 min,movie,7.8,"75,283"
1175,92 min,movie,6.9,"32,233"
1176,106 min,movie,7.4,"59,528"
1177,,,,
1178,85 min,movie,7.4,"4,847"
1179,112 min,movie,7.2,"1,482"
1180,135 min,movie,8.2,"812,723"
1181,,,,
1182,111 min,movie,6.2,"2,640"
1183,87 min,movie,5.7,"1,340"
1184,,,,
1185,13 min,movie,7.6,7
1186,98 min,movie,6.3,"8,467"
1187,94 min,movie,7.1,"12,808"
1188,,,,
1189,,,,
1190,95 min,movie,6.8,"2,925"
1191,99 min,movie,5.6,"5,496"
1192,,,,
1193,172 min,movie,6.0,"6,906"
1194,93 min,movie,6.0,"1,653"
1195,,,,
1196,,,,
1197,,,,
1198,,,,
1199,98 min,movie,7.4,312
1200,96 min,movie,5.3,"19,228"
1201,111 min,movie,6.3,"4,638"
1202,98 min,movie,7.4,"92,037"
1203,,,,
1204,92 min,movie,7.0,394
1205,82 min,movie,4.6,172
1206,,,,
1207,123 min,movie,7.3,"3,867"
1208,,,,
1209,101 min,movie,6.0,"1,446"
1210,93 min,movie,6.2,"3,881"
1211,128 min,movie,7.4,"10,495"
1212,,,,
1213,,,,
1214,130 min,movie,8.0,"3,241"
1215,86 min,movie,4.8,"1,287"
1216,109 min,movie,6.6,"20,399"
1217,,,,
1218,116 min,movie,7.4,"39,140"
1219,92 min,movie,7.6,"2,332"
1220,146 min,movie,7.7,"318,559"
1221,102 min,movie,6.7,"8,145"
1222,,,,
1223,88 min,movie,5.6,333
1224,104 min,movie,7.9,"14,807"
1225,,,,
1226,104 min,movie,7.3,"6,784"
1227,82 min,movie,4.6,70
1228,N/A,movie,8.4,62
1229,99 min,movie,5.7,"4,598"
1230,,,,
1231,,,,
1232,72 min,movie,7.4,"2,691"
1233,96 min,movie,5.7,"4,777"
1234,115 min,movie,7.0,"8,561"
1235,,,,
1236,85 min,movie,6.2,"81,545"
1237,93 min,movie,5.5,181
1238,121 min,movie,6.7,"7,421"
1239,,,,
1240,92 min,movie,6.3,"3,465"
1241,,,,
1242,,,,
1243,,,,
1244,105 min,movie,4.4,343
1245,89 min,movie,6.3,"12,299"
1246,,,,
1247,,,,
1248,103 min,movie,7.7,81
1249,,,,
1250,108 min,movie,7.1,"17,955"
1251,32 min,movie,6.6,564
1252,97 min,movie,5.4,"5,503"
1253,109 min,movie,7.0,"2,576"
1254,118 min,movie,6.8,"3,885"
1255,97 min,movie,7.1,"39,934"
1256,,,,
1257,,,,
1258,88 min,movie,6.8,"1,659"
1259,97 min,movie,8.7,808
1260,178 min,series,5.7,"2,401"
1261,,,,
1262,88 min,movie,6.9,"19,498"
1263,,,,
1264,8 min,movie,7.4,77
1265,81 min,movie,5.0,"1,255"
1266,61 min,movie,6.8,"4,826"
1267,87 min,movie,4.7,"40,531"
1268,,,,
1269,101 min,movie,7.3,"2,411"
1270,90 min,movie,5.8,"1,670"
1271,104 min,movie,7.1,"5,272"
1272,109 min,movie,6.9,"2,958"
1273,,,,
1274,,,,
1275,,,,
1276,,,,
1277,,,,
1278,107 min,movie,7.4,"5,219"
1279,,,,
1280,,,,
1281,,,,
1282,,,,
1283,,,,
1284,112 min,movie,7.0,"1,537"
1285,,,,
1286,103 min,movie,7.9,"1,261"
1287,,,,
1288,,,,
1289,81 min,movie,4.7,"43,181"
1290,,,,
1291,,,,
1292,115 min,movie,6.3,"11,069"
1293,,,,
1294,90 min,movie,4.5,392
1295,90 min,movie,6.7,"15,163"
1296,104 min,movie,4.6,292
1297,92 min,movie,6.6,"1,941"
1298,,,,
1299,,,,
1300,,,,
1301,104 min,movie,6.3,"3,086"
1302,93 min,movie,7.9,32
1303,84 min,movie,6.3,194
1304,120 min,movie,6.4,"1,938"
1305,100 min,movie,6.8,"77,533"
1306,,,,
1307,117 min,movie,6.0,"134,849"
1308,77 min,movie,7.2,"1,949"
1309,70 min,movie,6.6,13
1310,N/A,movie,3.0,9
1311,,,,
1312,125 min,movie,5.9,"3,070"
1313,,,,
1314,127 min,movie,6.9,"35,867"
1315,,,,
1316,,,,
1317,168 min,movie,7.0,"6,533"
1318,95 min,movie,5.1,"2,972"
1319,91 min,movie,5.4,"3,638"
1320,100 min,movie,6.3,"1,346"
1321,,,,
1322,110 min,movie,N/A,N/A
1323,119 min,movie,6.1,"3,159"
1324,110 min,movie,8.5,"986,202"
1325,,,,
1326,5 min,movie,7.7,375
1327,86 min,movie,7.4,"5,214"
1328,,,,
1329,136 min,movie,6.9,"42,415"
1330,,,,
1331,,,,
1332,30 min,series,7.7,731
1333,91 min,movie,5.4,"4,090"
1334,,,,
1335,,,,
1336,125 min,movie,6.2,"50,959"
1337,,,,
1338,101 min,movie,6.3,"1,885"
1339,,,,
1340,104 min,movie,6.4,898
1341,,,,
1342,85 min,movie,2.4,330
1343,96 min,movie,5.8,782
1344,N/A,movie,N/A,N/A
1345,N/A,movie,8.0,7
1346,84 min,movie,6.6,"1,889"
1347,30 min,series,6.7,676
1348,94 min,movie,5.1,541
1349,,,,
1350,,,,
1351,194 min,movie,8.3,80
1352,104 min,movie,7.2,"3,576"
1353,116 min,movie,7.8,"17,710"
1354,90 min,movie,7.3,"7,774"
1355,,,,
1356,,,,
1357,,,,
1358,,,,
1359,136 min,movie,6.3,"4,705"
1360,85 min,movie,3.3,158
1361,87 min,movie,6.0,127
1362,,,,
1363,92 min,movie,4.8,"21,948"
1364,110 min,movie,7.2,"3,117"
1365,95 min,movie,6.1,"6,746"
1366,95 min,movie,5.5,"1,206"
1367,121 min,movie,7.6,"76,014"
1368,,,,
1369,78 min,movie,5.2,31
1370,125 min,movie,7.5,"55,096"
1371,120 min,movie,5.7,"3,656"
1372,96 min,movie,5.7,"7,142"
1373,112 min,movie,6.5,"8,715"
1374,102 min,movie,N/A,N/A
1375,112 min,movie,6.0,"1,570"
1376,,,,
1377,,,,
1378,,,,
1379,,,,
1380,,,,
1381,106 min,movie,6.7,"1,502"
1382,,,,
1383,87 min,movie,6.0,32
1384,125 min,movie,7.0,"4,729"
1385,91 min,movie,5.9,846
1386,,,,
1387,82 min,movie,6.0,774
1388,103 min,movie,6.2,285
1389,N/A,movie,7.9,58
1390,,,,
1391,,,,
1392,108 min,movie,7.4,"4,235"
1393,132 min,movie,5.1,562
1394,121 min,movie,6.8,"61,053"
1395,113 min,movie,7.9,"64,170"
1396,25 min,movie,7.7,7
1397,,,,
1398,90 min,movie,5.4,150
1399,113 min,movie,7.1,"62,670"
1400,,,,
1401,135 min,movie,7.5,"4,634"
1402,,,,
1403,,,,
1404,,,,
1405,,,,
1406,142 min,movie,6.8,"225,061"
1407,150 min,movie,7.4,"4,497"
1408,89 min,movie,7.0,"28,600"
1409,,,,
1410,,,,
1411,,,,
1412,,,,
1413,90 min,movie,7.6,725
1414,82 min,movie,5.1,247
1415,,,,
1416,52 min,movie,3.7,90
1417,92 min,movie,5.0,273
1418,,,,
1419,220 min,series,8.0,62
1420,63 min,movie,6.4,230
1421,110 min,movie,7.8,"16,685"
1422,,,,
1423,,,,
1424,98 min,movie,5.8,"2,142"
1425,114 min,movie,7.1,"33,566"
1426,83 min,movie,5.6,"1,936"
1427,96 min,movie,4.1,"1,480"
1428,115 min,movie,6.6,"126,816"
1429,,,,
1430,,,,
1431,92 min,movie,6.3,611
1432,138 min,movie,6.7,"12,599"
1433,,,,
1434,,,,
1435,,,,
1436,,,,
1437,94 min,movie,8.2,103
1438,82 min,movie,3.5,"3,782"
1439,,,,
1440,,,,
1441,,,,
1442,,,,
1443,,,,
1444,,,,
1445,45 min,movie,5.7,813
1446,165 min,movie,7.9,"3,032"
1447,103 min,movie,6.8,"12,791"
1448,,,,
1449,88 min,movie,5.7,336
1450,115 min,movie,6.5,"8,379"
1451,88 min,movie,5.6,"2,856"
1452,106 min,movie,3.4,869
1453,65 min,movie,6.7,107
1454,119 min,movie,4.5,149
1455,91 min,movie,4.7,"5,810"
1456,,,,
1457,,,,
1458,16 min,movie,7.4,"2,054"
1459,83 min,movie,4.3,788
1460,94 min,movie,7.3,876
1461,23 min,series,6.6,43
1462,N/A,movie,7.1,39
1463,111 min,movie,6.3,"2,202"
1464,112 min,movie,6.3,"1,280"
1465,90 min,movie,6.7,"1,188"
1466,113 min,movie,7.8,"95,632"
1467,105 min,movie,6.4,"48,683"
1468,,,,
1469,102 min,movie,5.9,551
1470,112 min,movie,6.6,"101,825"
1471,80 min,movie,6.4,326
1472,N/A,movie,5.0,18
1473,,,,
1474,,,,
1475,85 min,movie,6.0,"3,464"
1476,,,,
1477,169 min,movie,7.6,"1,463"
1478,1 h 30 min,movie,3.7,9
1479,90 min,movie,7.2,"6,643"
1480,101 min,movie,8.0,"1,665"
1481,77 min,movie,6.3,"2,264"
1482,127 min,movie,6.5,"25,697"
1483,,,,
1484,74 min,movie,6.2,"3,281"
1485,89 min,movie,6.1,579
1486,,,,
1487,118 min,movie,6.9,"11,941"
1488,,,,
1489,,,,
1490,,,,
1491,180 min,movie,9.2,674
1492,111 min,movie,3.9,"6,606"
1493,,,,
1494,,,,
1495,,,,
1496,,,,
1497,92 min,movie,4.1,"2,557"
1498,,,,
1499,151 min,series,8.2,"14,412"
1500,,,,
1501,,,,
1502,81 min,movie,5.1,"17,413"
1503,113 min,movie,7.1,"18,020"
1504,113 min,movie,7.0,814
1505,140 min,movie,8.3,"2,342"
1506,25 min,series,8.1,"8,764"
1507,,,,
1508,23 min,series,6.6,181
1509,,,,
1510,,,,
1511,195 min,movie,7.0,"3,534"
1512,,,,
1513,,,,
1514,85 min,movie,6.2,"9,543"
1515,91 min,movie,4.6,672
1516,92 min,movie,4.6,69
1517,53 min,movie,3.8,15
1518,100 min,movie,6.1,"114,282"
1519,,,,
1520,,,,
1521,99 min,movie,7.1,"31,939"
1522,98 min,movie,7.2,"10,996"
1523,,,,
1524,95 min,movie,5.5,"13,264"
1525,93 min,movie,4.7,"16,224"
1526,98 min,movie,5.3,"3,865"
1527,,,,
1528,114 min,movie,7.0,"11,957"
1529,,,,
1530,254 min,series,6.8,"20,868"
1531,124 min,movie,6.8,"34,109"
1532,89 min,movie,5.5,"6,719"
1533,178 min,movie,7.8,"21,195"
1534,,,,
1535,67 min,movie,6.6,832
1536,105 min,movie,5.0,"1,657"
1537,100 min,movie,6.7,"1,405"
1538,90 min,movie,6.5,286
1539,,,,
1540,86 min,movie,5.0,"2,952"
1541,,,,
1542,105 min,movie,6.8,"151,233"
1543,90 min,movie,6.3,"37,573"
1544,,,,
1545,,,,
1546,90 min,movie,5.4,715
1547,133 min,movie,7.8,"12,000"
1548,,,,
1549,117 min,movie,7.1,755
1550,84 min,movie,5.6,"1,146"
1551,,,,
1552,,,,
1553,107 min,movie,7.7,"8,758"
1554,,,,
1555,,,,
1556,80 min,movie,6.5,"4,746"
1557,114 min,movie,7.6,"15,263"
1558,104 min,movie,5.3,"122,289"
1559,138 min,movie,7.2,590
1560,,,,
1561,96 min,movie,6.3,"188,937"
1562,89 min,movie,3.4,"1,291"
1563,96 min,movie,5.8,"2,384"
1564,97 min,movie,6.4,"3,000"
1565,,,,
1566,92 min,movie,5.4,"1,558"
1567,,,,
1568,110 min,movie,6.8,"1,008"
1569,85 min,movie,1.8,"1,095"
1570,93 min,movie,5.1,304
1571,114 min,movie,7.3,"135,629"
1572,,,,
1573,100 min,movie,3.6,"4,932"
1574,88 min,movie,5.1,"1,926"
1575,,,,
1576,142 min,movie,6.1,"1,631"
1577,,,,
1578,103 min,movie,5.5,"34,032"
1579,,,,
1580,101 min,movie,7.1,"5,628"
1581,,,,
1582,,,,
1583,72 min,movie,6.3,570
1584,,,,
1585,97 min,movie,6.6,"62,124"
1586,,,,
1587,133 min,movie,8.7,"33,108"
1588,24 min,series,8.0,"1,203"
1589,110 min,movie,6.8,"11,161"
1590,125 min,movie,7.5,"42,138"
1591,,,,
1592,94 min,movie,5.9,"3,714"
1593,,,,
1594,101 min,movie,7.1,"2,218"
1595,93 min,movie,8.1,"151,235"
1596,147 min,movie,6.8,"5,142"
1597,,,,
1598,,,,
1599,,,,
1600,,,,
1601,,,,
1602,107 min,movie,3.6,"31,214"
1603,92 min,movie,5.2,"3,353"
1604,140 min,movie,8.1,"36,593"
1605,115 min,movie,7.4,"2,151"
1606,113 min,movie,4.8,"2,583"
1607,88 min,movie,1.9,"29,299"
1608,,,,
1609,,,,
1610,60 min,series,7.1,491
1611,,,,
1612,110 min,movie,6.6,"2,022"
1613,,,,
1614,,,,
1615,114 min,movie,6.8,"49,713"
1616,,,,
1617,124 min,movie,5.2,"10,126"
1618,117 min,movie,8.1,"138,779"
1619,101 min,movie,7.0,"4,848"
1620,,,,
1621,,,,
1622,,,,
1623,,,,
1624,95 min,movie,4.0,"1,514"
1625,,,,
1626,,,,
1627,99 min,movie,8.1,"25,514"
1628,385 min,series,8.0,966
1629,,,,
1630,,,,
1631,129 min,movie,6.4,"3,369"
1632,90 min,movie,7.2,"29,877"
1633,98 min,movie,6.5,"21,088"
1634,93 min,movie,6.5,"1,355"
1635,103 min,movie,5.4,81
1636,90 min,movie,5.7,"1,043"
1637,106 min,movie,6.2,"22,171"
1638,125 min,movie,7.3,"11,926"
1639,,,,
1640,83 min,movie,3.2,123
1641,5 min,movie,7.2,9
1642,,,,
1643,N/A,movie,6.5,290
1644,,,,
1645,98 min,movie,5.7,"15,906"
1646,103 min,movie,7.2,"57,609"
1647,128 min,movie,8.4,126
1648,95 min,movie,5.8,"2,064"
1649,137 min,movie,6.4,480
1650,,,,
1651,91 min,movie,5.4,"2,564"
1652,,,,
1653,,,,
1654,101 min,movie,6.7,"34,293"
1655,110 min,movie,7.3,"11,857"
1656,,,,
1657,89 min,movie,4.4,241
1658,30 min,series,8.6,"8,441"
1659,103 min,movie,7.0,"41,401"
1660,,,,
1661,102 min,movie,7.3,"19,340"
1662,,,,
1663,,,,
1664,,,,
1665,,,,
1666,90 min,movie,6.0,"19,945"
1667,,,,
1668,,,,
1669,,,,
1670,,,,
1671,24 min,movie,N/A,N/A
1672,149 min,movie,5.1,"4,706"
1673,112 min,movie,7.2,"16,198"
1674,93 min,movie,6.6,112
1675,85 min,movie,8.9,543
1676,,,,
1677,92 min,movie,6.7,"2,162"
1678,90 min,movie,6.8,"4,899"
1679,60 min,movie,7.9,993
1680,,,,
1681,96 min,movie,5.3,"1,193"
1682,121 min,movie,6.7,"48,172"
1683,,,,
1684,96 min,movie,6.5,931
1685,90 min,movie,5.9,243
1686,,,,
1687,89 min,movie,6.5,"1,682"
1688,81 min,movie,5.5,376
1689,146 min,movie,8.6,"1,740"
1690,118 min,movie,8.2,121
1691,,,,
1692,384 min,series,8.7,"19,453"
1693,134 min,movie,6.1,"96,345"
1694,105 min,movie,6.9,922
1695,117 min,movie,6.0,"3,763"
1696,50 min,movie,4.6,71
1697,,,,
1698,,,,
1699,,,,
1700,91 min,movie,7.0,"66,876"
1701,105 min,movie,4.5,155
1702,,,,
1703,121 min,movie,7.0,"66,991"
1704,68 min,movie,6.4,"7,305"
1705,,,,
1706,91 min,movie,7.0,"3,929"
1707,78 min,movie,7.5,"6,042"
1708,87 min,movie,8.5,"203,642"
1709,118 min,movie,6.9,"38,922"
1710,,,,
1711,93 min,movie,5.8,"1,150"
1712,,,,
1713,,,,
1714,140 min,movie,5.8,"2,011"
1715,90 min,movie,4.9,"1,050"
1716,100 min,movie,6.6,979
1717,,,,
1718,90 min,movie,5.5,"6,499"
1719,119 min,movie,7.3,"172,751"
1720,,,,
1721,91 min,movie,5.4,"5,457"
1722,137 min,movie,7.1,"5,401"
1723,94 min,movie,4.0,"2,633"
1724,30 min,series,7.5,784
1725,,,,
1726,,,,
1727,,,,
1728,,,,
1729,,,,
1730,,,,
1731,,,,
1732,94 min,movie,5.3,"2,065"
1733,62 min,movie,6.3,"2,228"
1734,50 min,movie,5.6,"1,008"
1735,43 min,movie,7.8,6
1736,,,,
1737,,,,
1738,83 min,movie,6.2,856
1739,95 min,movie,7.5,"4,917"
1740,94 min,movie,4.8,611
1741,,,,
1742,77 min,movie,N/A,N/A
1743,92 min,movie,7.6,"89,271"
1744,105 min,movie,7.3,"155,043"
1745,2 min,movie,N/A,N/A
1746,,,,
1747,88 min,movie,6.1,590
1748,,,,
1749,100 min,movie,6.9,"4,984"
1750,,,,
1751,122 min,movie,6.1,"1,877"
1752,,,,
1753,,,,
1754,93 min,movie,7.1,"99,531"
1755,,,,
1756,128 min,movie,7.3,"52,121"
1757,132 min,movie,6.2,"28,532"
1758,35 min,movie,N/A,N/A
1759,,,,
1760,103 min,movie,5.8,"8,456"
1761,187 min,movie,7.4,"2,432"
1762,,,,
1763,84 min,movie,4.4,101
1764,220 min,movie,8.4,51
1765,101 min,movie,5.2,"9,736"
1766,,,,
1767,,,,
1768,91 min,movie,4.2,"9,303"
1769,100 min,movie,5.8,"2,766"
1770,,,,
1771,89 min,movie,5.1,"11,902"
1772,94 min,movie,6.1,419
1773,60 min,movie,8.6,392
1774,115 min,movie,7.2,441
1775,,,,
1776,82 min,movie,6.1,"6,568"
1777,104 min,movie,8.0,"4,965"
1778,85 min,movie,6.8,"3,435"
1779,,,,
1780,127 min,movie,7.5,"1,548"
1781,,,,
1782,84 min,movie,6.5,831
1783,114 min,movie,6.0,"9,478"
1784,109 min,movie,7.5,"6,820"
1785,102 min,movie,N/A,N/A
1786,100 min,movie,5.6,"1,765"
1787,,,,
1788,90 min,series,5.8,"5,756"
1789,,,,
1790,95 min,movie,7.2,"5,696"
1791,N/A,movie,4.7,63
1792,105 min,movie,4.6,"44,271"
1793,,,,
1794,104 min,movie,4.7,"14,938"
1795,,,,
1796,,,,
1797,97 min,movie,7.1,"3,098"
1798,109 min,movie,7.6,"227,203"
1799,,,,
1800,224 min,movie,8.3,"5,974"
1801,116 min,movie,6.8,"5,542"
1802,91 min,movie,6.3,"4,054"
1803,,,,
1804,129 min,movie,8.1,"21,231"
1805,,,,
1806,,,,
1807,110 min,movie,5.6,"3,878"
1808,,,,
1809,119 min,movie,7.1,"4,316"
1810,131 min,movie,6.5,"92,277"
1811,,,,
1812,,,,
1813,,,,
1814,126 min,movie,5.8,"5,578"
1815,112 min,movie,7.9,"5,220"
1816,103 min,movie,6.3,"5,192"
1817,N/A,movie,6.4,68
1818,,,,
1819,93 min,movie,4.4,"26,488"
1820,,,,
1821,140 min,movie,8.0,"20,231"
1822,92 min,movie,6.6,441
1823,,,,
1824,60 min,movie,7.4,179
1825,63 min,movie,7.3,"11,634"
1826,87 min,movie,4.7,222
1827,100 min,movie,6.4,855
1828,88 min,movie,6.0,"8,054"
1829,,,,
1830,,,,
1831,,,,
1832,137 min,movie,8.0,"182,284"
1833,,,,
1834,111 min,movie,6.8,"6,087"
1835,,,,
1836,,,,
1837,112 min,movie,6.5,"7,527"
1838,122 min,movie,8.0,"10,949"
1839,105 min,movie,5.8,"6,204"
1840,112 min,movie,7.9,"22,353"
1841,,,,
1842,,,,
1843,104 min,movie,5.6,"73,518"
1844,113 min,movie,7.1,"39,468"
1845,90 min,movie,3.8,"1,797"
1846,,,,
1847,,,,
1848,,,,
1849,,,,
1850,,,,
1851,120 min,movie,7.4,"5,382"
1852,,,,
1853,93 min,movie,7.0,"33,868"
1854,99 min,movie,6.5,"23,417"
1855,,,,
1856,,,,
1857,,,,
1858,N/A,movie,6.6,166
1859,,,,
1860,,,,
1861,101 min,movie,6.1,"116,188"
1862,98 min,movie,6.0,"17,880"
1863,93 min,movie,5.8,979
1864,,,,
1865,108 min,movie,8.3,"863,130"
1866,98 min,movie,5.8,"9,729"
1867,90 min,movie,6.7,"4,380"
1868,94 min,movie,6.7,"2,604"
1869,77 min,movie,3.9,"3,255"
1870,,,,
1871,,,,
1872,,,,
1873,60 min,movie,8.0,42
1874,,,,
1875,100 min,movie,6.1,541
1876,93 min,movie,6.6,"1,234"
1877,,,,
1878,,,,
1879,,,,
1880,,,,
1881,,,,
1882,,,,
1883,83 min,movie,5.0,"1,135"
1884,131 min,movie,5.9,"32,098"
1885,,,,
1886,93 min,movie,7.1,"2,774"
1887,95 min,movie,6.7,469
1888,80 min,movie,5.8,77
1889,122 min,movie,8.0,325
1890,108 min,movie,6.7,"28,498"
1891,,,,
1892,110 min,movie,7.0,"2,051"
1893,95 min,movie,6.5,"3,524"
1894,21 min,movie,6.9,168
1895,156 min,movie,7.6,"7,016"
1896,87 min,movie,5.6,"3,900"
1897,105 min,movie,6.1,910
1898,87 min,movie,7.3,"1,203"
1899,117 min,movie,6.8,466
1900,,,,
1901,,,,
1902,,,,
1903,,,,
1904,104 min,movie,7.1,"4,242"
1905,143 min,movie,8.0,"987,820"
1906,,,,
1907,390 min,series,7.8,237
1908,,,,
1909,134 min,movie,7.5,"4,241"
1910,90 min,movie,6.9,379
1911,185 min,series,7.7,"3,934"
1912,107 min,movie,6.9,"7,801"
1913,105 min,movie,7.5,722
1914,114 min,movie,6.2,243
1915,,,,
1916,,,,
1917,,,,
1918,137 min,movie,6.0,"19,098"
1919,,,,
1920,83 min,movie,6.0,951
1921,,,,
1922,93 min,movie,5.8,"3,257"
1923,,,,
1924,75 min,movie,2.9,"1,034"
1925,132 min,movie,6.3,"12,499"
1926,110 min,movie,6.2,971
1927,,,,
1928,,,,
1929,114 min,movie,6.7,"2,352"
1930,,,,
1931,112 min,movie,7.1,"8,911"
1932,100 min,movie,5.4,"2,934"
1933,91 min,movie,5.7,"2,493"
1934,273 min,series,5.5,226
1935,103 min,movie,6.0,"20,201"
1936,,,,
1937,91 min,movie,4.4,677
1938,113 min,movie,6.7,"1,042"
1939,117 min,movie,6.2,"33,763"
1940,110 min,movie,7.8,"6,887"
1941,489 min,series,8.9,"2,575"
1942,,,,
1943,95 min,movie,6.2,"3,949"
1944,,,,
1945,,,,
1946,174 min,movie,6.7,"5,291"
1947,,,,
1948,92 min,movie,7.4,"7,351"
1949,,,,
1950,78 min,movie,6.3,797
1951,90 min,movie,3.2,"1,003"
1952,106 min,movie,6.2,714
1953,,,,
1954,85 min,movie,5.7,298
1955,95 min,movie,6.0,"20,893"
1956,,,,
1957,90 min,movie,5.3,"1,465"
1958,,,,
1959,124 min,movie,7.8,"16,696"
1960,,,,
1961,,,,
1962,99 min,movie,6.8,"314,298"
1963,86 min,movie,5.9,"3,336"
1964,,,,
1965,100 min,movie,7.1,"2,185"
1966,,,,
1967,97 min,movie,7.5,"7,738"
1968,,,,
1969,124 min,movie,7.7,"23,563"
1970,,,,
1971,100 min,movie,5.5,"42,367"
1972,91 min,movie,7.2,"29,720"
1973,,,,
1974,,,,
1975,112 min,movie,5.8,"118,998"
1976,96 min,movie,5.2,"8,107"
1977,,,,
1978,,,,
1979,88 min,movie,7.5,717
1980,,,,
1981,101 min,movie,6.8,"1,193"
1982,83 min,movie,6.2,552
1983,106 min,movie,6.4,"78,933"
1984,,,,
1985,160 min,series,7.5,"1,117"
1986,158 min,movie,5.2,"1,023"
1987,118 min,movie,7.7,"4,285"
1988,,,,
1989,,,,
1990,,,,
1991,87 min,movie,6.5,"3,202"
1992,50 min,series,N/A,N/A
1993,90 min,movie,5.6,239
1994,,,,
1995,93 min,movie,6.0,574
1996,96 min,movie,5.7,"1,828"
1997,,,,
1998,,,,
1999,113 min,movie,6.9,"1,410"
2000,117 min,movie,7.0,"133,094"
2001,103 min,movie,6.5,"73,739"
2002,,,,
2003,91 min,movie,7.0,"2,367"
2004,91 min,movie,5.8,"3,254"
2005,84 min,movie,4.9,"2,607"
2006,106 min,movie,4.5,"3,175"
2007,107 min,movie,6.1,688
2008,240 min,series,5.7,"1,870"
2009,139 min,movie,7.4,"174,057"
2010,118 min,movie,6.8,"2,339"
2011,99 min,movie,3.6,"7,888"
2012,97 min,movie,6.8,"21,527"
2013,94 min,movie,5.4,"1,104"
2014,,,,
2015,112 min,movie,7.9,"99,897"
2016,114 min,movie,7.7,"25,191"
2017,102 min,movie,6.4,"29,841"
2018,,,,
2019,24 min,series,8.5,"37,173"
2020,883 min,series,8.1,"3,405"
2021,143 min,movie,7.5,"1,833"
2022,100 min,movie,7.1,"6,216"
2023,,,,
2024,239 min,series,8.0,"3,026"
2025,,,,
2026,,,,
2027,116 min,movie,6.0,"1,375"
2028,85 min,movie,6.5,"3,634"
2029,85 min,movie,3.7,542
2030,,,,
2031,,,,
2032,,,,
2033,132 min,movie,6.6,"14,254"
2034,,,,
2035,,,,
2036,,,,
2037,106 min,movie,7.1,"56,909"
2038,,,,
2039,90 min,movie,8.1,97
2040,,,,
2041,,,,
2042,,,,
2043,118 min,movie,7.6,"35,304"
2044,,,,
2045,,,,
2046,133 min,movie,6.5,"3,871"
2047,,,,
2048,110 min,movie,6.5,"4,063"
2049,,,,
2050,24 min,series,7.3,196
