,time,type,rate,votes
3554,90 min,movie,8.1,"11,657"
3555,,,,
3556,,,,
3557,101 min,movie,5.7,"6,705"
3558,,,,
3559,89 min,movie,6.8,"2,466"
3560,104 min,movie,6.4,"4,813"
3561,,,,
3562,114 min,movie,6.9,409
3563,,,,
3564,,,,
3565,139 min,movie,3.4,592
3566,103 min,movie,6.1,831
3567,88 min,movie,3.5,"21,404"
3568,142 min,movie,8.3,"49,050"
3569,133 min,movie,7.6,"12,090"
3570,75 min,movie,6.5,"2,996"
3571,101 min,movie,6.0,"14,258"
3572,74 min,movie,8.4,51
3573,,,,
3574,,,,
3575,85 min,movie,3.1,305
3576,95 min,movie,6.2,546
3577,,,,
3578,210 min,movie,8.1,270
3579,107 min,movie,5.9,"240,939"
3580,,,,
3581,132 min,movie,6.8,"8,585"
3582,118 min,movie,7.7,"20,141"
3583,113 min,movie,4.2,"6,284"
3584,92 min,movie,6.5,"2,416"
3585,89 min,movie,5.7,"2,221"
3586,,,,
3587,,,,
3588,96 min,movie,7.1,958
3589,,,,
3590,104 min,movie,7.3,"22,554"
3591,5 min,movie,N/A,N/A
3592,,,,
3593,86 min,movie,8.2,"264,873"
3594,93 min,movie,6.8,"1,283"
3595,96 min,movie,6.6,"12,536"
3596,,,,
3597,,,,
3598,108 min,movie,7.5,"1,635"
3599,100 min,movie,7.6,"21,618"
3600,,,,
3601,109 min,movie,6.5,"1,296"
3602,141 min,movie,8.4,45
3603,,,,
3604,,,,
3605,,,,
3606,,,,
3607,,,,
3608,,,,
3609,,,,
3610,118 min,movie,6.7,"151,712"
3611,20 min,movie,5.5,39
3612,105 min,movie,7.3,"2,599"
3613,,,,
3614,90 min,movie,6.5,230
3615,93 min,movie,7.9,"23,288"
3616,,,,
3617,104 min,movie,6.6,"98,457"
3618,81 min,movie,7.4,"1,718"
3619,,,,
3620,95 min,movie,7.4,"2,842"
3621,,,,
3622,107 min,movie,7.2,"2,690"
3623,,,,
3624,154 min,movie,7.7,"384,915"
3625,94 min,movie,7.0,"4,177"
3626,135 min,movie,7.6,"166,075"
3627,90 min,movie,7.1,151
3628,,,,
3629,,,,
3630,N/A,movie,8.1,27
3631,,,,
3632,,,,
3633,68 min,movie,8.7,589
3634,107 min,movie,5.7,"6,943"
3635,,,,
3636,155 min,movie,8.2,310
3637,96 min,movie,6.0,196
3638,147 min,movie,6.6,"222,635"
3639,,,,
3640,89 min,movie,3.4,"5,423"
3641,N/A,movie,7.1,39
3642,104 min,movie,5.5,72
3643,,,,
3644,98 min,movie,3.1,691
3645,,,,
3646,80 min,movie,5.3,"1,157"
3647,91 min,movie,4.9,658
3648,,,,
3649,117 min,movie,7.1,"12,206"
3650,,,,
3651,93 min,movie,7.0,"3,270"
3652,110 min,movie,7.2,"1,211"
3653,,,,
3654,91 min,movie,6.8,"7,075"
3655,80 min,movie,3.5,"1,732"
3656,116 min,movie,7.5,159
3657,97 min,movie,5.2,995
3658,84 min,movie,4.9,"4,185"
3659,113 min,movie,6.5,811
3660,,,,
3661,74 min,movie,N/A,N/A
3662,,,,
3663,,,,
3664,96 min,movie,6.7,"1,801"
3665,,,,
3666,113 min,movie,6.9,"1,022"
3667,97 min,movie,3.1,"4,707"
3668,,,,
3669,4 min,movie,N/A,N/A
3670,88 min,movie,5.8,"36,137"
3671,60 min,movie,6.8,39
3672,94 min,movie,6.1,"5,070"
3673,101 min,series,6.9,628
3674,,,,
3675,84 min,movie,6.4,"1,175"
3676,,,,
3677,,,,
3678,,,,
3679,360 min,series,8.2,444
3680,105 min,movie,6.3,"63,457"
3681,92 min,movie,6.5,929
3682,75 min,movie,4.4,"3,838"
3683,,,,
3684,110 min,movie,7.7,"165,802"
3685,,,,
3686,93 min,movie,6.2,"6,554"
3687,,,,
3688,,,,
3689,90 min,movie,6.0,"102,027"
3690,,,,
3691,77 min,movie,4.6,"3,994"
3692,,,,
3693,85 min,movie,7.6,"2,237"
3694,,,,
3695,95 min,movie,5.7,"2,163"
3696,101 min,movie,6.5,"4,760"
3697,,,,
3698,100 min,movie,5.1,"1,010"
3699,60 min,series,7.6,319
3700,,,,
3701,100 min,movie,6.6,"3,164"
3702,82 min,movie,6.2,"5,443"
3703,,,,
3704,110 min,movie,7.1,"1,762"
3705,,,,
3706,85 min,movie,7.5,39
3707,,,,
3708,111 min,movie,7.3,"8,361"
3709,,,,
3710,93 min,movie,5.8,"8,927"
3711,108 min,movie,7.6,"1,655"
3712,105 min,movie,7.6,"7,645"
3713,103 min,movie,7.6,"365,877"
3714,112 min,movie,6.7,"10,316"
3715,90 min,movie,6.7,"140,173"
3716,168 min,movie,7.6,"46,375"
3717,,,,
3718,96 min,movie,4.0,"1,868"
3719,,,,
3720,,,,
3721,,,,
3722,,,,
3723,101 min,movie,7.0,"3,978"
3724,,,,
3725,97 min,movie,5.9,"12,682"
3726,,,,
3727,104 min,movie,6.2,531
3728,93 min,movie,6.4,"32,056"
3729,,,,
3730,124 min,movie,7.4,"88,842"
3731,168 min,movie,6.1,"1,886"
3732,,,,
3733,118 min,movie,7.1,"2,280"
3734,121 min,movie,6.1,"10,611"
3735,,,,
3736,142 min,movie,5.8,"11,606"
3737,88 min,movie,4.7,"3,661"
3738,100 min,movie,3.1,"1,251"
3739,94 min,movie,7.3,"1,397"
3740,75 min,movie,7.5,"43,575"
3741,,,,
3742,102 min,movie,7.9,"88,074"
3743,94 min,movie,5.4,"15,544"
3744,,,,
3745,,,,
3746,167 min,movie,7.2,"1,889"
3747,,,,
3748,,,,
3749,112 min,movie,6.0,"2,192"
3750,,,,
3751,N/A,movie,8.5,166
3752,101 min,movie,6.8,"3,977"
3753,92 min,movie,4.7,582
3754,96 min,movie,7.0,"2,418"
3755,,,,
3756,125 min,movie,7.1,"119,829"
3757,91 min,movie,7.5,"7,433"
3758,87 min,movie,6.2,"12,999"
3759,98 min,movie,4.2,"2,067"
3760,314 min,series,7.8,653
3761,,,,
3762,,,,
3763,,,,
3764,91 min,movie,6.0,209
3765,113 min,movie,6.8,"12,929"
3766,93 min,movie,5.8,"4,044"
3767,123 min,movie,6.7,"3,981"
3768,94 min,movie,5.6,"7,026"
3769,,,,
3770,60 min,movie,7.5,233
3771,,,,
3772,81 min,movie,4.2,"2,119"
3773,109 min,movie,7.2,"22,096"
3774,98 min,movie,5.7,223
3775,95 min,movie,5.1,"2,655"
3776,,,,
3777,,,,
3778,105 min,movie,6.4,"1,406"
3779,100 min,movie,7.1,"7,798"
3780,386 min,series,7.7,718
3781,,,,
3782,115 min,movie,6.6,"77,306"
3783,103 min,movie,6.0,"5,218"
3784,,,,
3785,,,,
3786,,,,
3787,104 min,movie,7.0,"12,784"
3788,,,,
3789,180 min,series,7.8,547
3790,,,,
3791,,,,
3792,,,,
3793,86 min,movie,5.0,204
3794,,,,
3795,123 min,movie,7.6,"5,227"
3796,95 min,movie,7.1,"22,442"
3797,126 min,movie,7.9,"15,831"
3798,129 min,movie,8.3,"231,590"
3799,,,,
3800,N/A,movie,7.5,36
3801,108 min,movie,6.9,"10,269"
3802,,,,
3803,,,,
3804,109 min,movie,6.3,"6,059"
3805,,,,
3806,86 min,movie,4.9,341
3807,90 min,movie,6.6,819
3808,90 min,movie,5.6,"2,629"
3809,98 min,movie,5.4,"5,851"
3810,30 min,movie,6.1,"2,834"
3811,,,,
3812,104 min,movie,7.1,"2,813"
3813,,,,
3814,,,,
3815,,,,
3816,88 min,movie,5.7,"10,311"
3817,116 min,movie,7.1,"170,232"
3818,,,,
3819,189 min,movie,6.5,"2,560"
3820,95 min,movie,6.1,932
3821,105 min,movie,5.5,322
3822,,,,
3823,,,,
3824,118 min,movie,7.6,"250,641"
3825,124 min,movie,6.4,"99,813"
3826,124 min,movie,6.8,"11,502"
3827,,,,
3828,94 min,movie,5.9,"9,751"
3829,99 min,movie,6.3,665
3830,89 min,movie,5.4,"8,147"
3831,,,,
3832,90 min,movie,7.4,"3,955"
3833,104 min,movie,7.6,"9,272"
3834,,,,
3835,102 min,movie,6.0,"80,229"
3836,,,,
3837,9 min,movie,N/A,N/A
3838,,,,
3839,,,,
3840,102 min,movie,5.9,"10,767"
3841,,,,
3842,,,,
3843,119 min,movie,5.6,"1,419"
3844,98 min,movie,2.4,404
3845,84 min,movie,2.4,261
3846,,,,
3847,,,,
3848,,,,
3849,85 min,movie,2.2,"7,733"
3850,90 min,movie,2.6,205
3851,,,,
3852,,,,
3853,110 min,movie,6.4,"4,136"
3854,,,,
3855,145 min,movie,7.5,"4,761"
3856,,,,
3857,,,,
3858,81 min,movie,5.7,"13,181"
3859,115 min,movie,5.8,"4,948"
3860,101 min,movie,6.7,"358,433"
3861,135 min,movie,6.8,514
3862,90 min,movie,3.7,"41,260"
3863,,,,
3864,140 min,movie,8.2,"1,254,044"
3865,90 min,movie,4.5,"9,077"
3866,92 min,movie,7.5,406
3867,,,,
3868,68 min,movie,7.2,"4,668"
3869,59 min,movie,8.2,10
3870,,,,
3871,,,,
3872,,,,
3873,83 min,movie,5.2,"1,101"
3874,,,,
3875,126 min,movie,7.8,"93,748"
3876,55 min,movie,6.8,42
3877,92 min,movie,6.0,846
3878,,,,
3879,83 min,movie,8.0,"122,592"
3880,126 min,movie,7.1,"7,538"
3881,,,,
3882,102 min,movie,5.8,"2,578"
3883,,,,
3884,,,,
3885,69 min,movie,6.4,"8,381"
3886,103 min,movie,7.4,"27,093"
3887,95 min,movie,7.9,"49,223"
3888,,,,
3889,,,,
3890,89 min,movie,4.6,"26,686"
3891,,,,
3892,91 min,movie,5.9,"1,187"
3893,130 min,movie,7.3,"85,127"
3894,91 min,movie,5.4,"21,741"
3895,103 min,movie,7.4,"3,875"
3896,,,,
3897,100 min,movie,2.3,"1,242"
3898,120 min,movie,6.7,"1,524"
3899,118 min,movie,8.1,"4,528"
3900,154 min,movie,8.1,"215,257"
3901,83 min,movie,7.2,"4,667"
3902,91 min,movie,7.9,"6,235"
3903,79 min,movie,6.6,"11,680"
3904,,,,
3905,104 min,movie,7.6,"325,501"
3906,68 min,movie,7.2,"3,322"
3907,88 min,movie,5.9,"6,381"
3908,74 min,movie,7.1,"1,642"
3909,,,,
3910,44 min,movie,7.2,467
3911,98 min,movie,5.7,"3,623"
3912,88 min,movie,6.6,"1,685"
3913,,,,
3914,,,,
3915,,,,
3916,95 min,movie,5.8,"4,270"
3917,102 min,movie,7.4,"204,045"
3918,,,,
3919,97 min,movie,4.9,"4,346"
3920,100 min,movie,4.7,"66,029"
3921,,,,
3922,,,,
3923,88 min,movie,5.5,"36,935"
3924,84 min,movie,8.0,"5,293"
3925,138 min,movie,7.2,"498,109"
3926,N/A,movie,8.5,88
3927,,,,
3928,,,,
3929,,,,
3930,89 min,movie,3.0,590
3931,82 min,movie,5.5,845
3932,,,,
3933,,,,
3934,86 min,movie,6.8,288
3935,85 min,movie,7.4,"23,552"
3936,122 min,movie,5.8,"103,206"
3937,129 min,movie,7.2,552
3938,93 min,movie,7.2,"402,400"
3939,,,,
3940,,,,
3941,,,,
3942,,,,
3943,104 min,movie,6.2,"4,701"
3944,50 min,series,7.2,134
3945,89 min,movie,5.6,"1,430"
3946,88 min,movie,5.8,"4,475"
3947,112 min,movie,6.6,"1,003"
3948,,,,
3949,,,,
3950,,,,
3951,105 min,movie,5.3,"2,982"
3952,,,,
3953,102 min,movie,7.1,"1,046"
3954,129 min,movie,7.8,"32,994"
3955,120 min,movie,7.2,"8,792"
3956,98 min,movie,6.9,209
3957,85 min,movie,5.8,666
3958,,,,
3959,75 min,movie,7.6,72
3960,134 min,movie,7.4,"8,533"
3961,93 min,movie,7.7,302
3962,,,,
3963,26 min,series,7.3,74
3964,,,,
3965,,,,
3966,118 min,movie,7.2,"56,554"
3967,,,,
3968,73 min,movie,7.6,17
3969,,,,
3970,123 min,movie,7.4,"23,049"
3971,171 min,movie,7.1,"19,831"
3972,,,,
3973,75 min,movie,7.6,9
3974,83 min,movie,7.1,"8,861"
3975,,,,
3976,,,,
3977,60 min,movie,6.2,43
3978,106 min,movie,5.0,"2,362"
3979,,,,
3980,,,,
3981,,,,
3982,,,,
3983,78 min,movie,7.0,261
3984,134 min,movie,7.2,"11,398"
3985,115 min,movie,7.0,208
3986,80 min,movie,7.6,930
3987,106 min,movie,8.0,"11,789"
3988,87 min,movie,6.2,"22,539"
3989,,,,
3990,114 min,movie,5.9,"3,694"
3991,141 min,movie,4.6,"1,183"
3992,,,,
3993,,,,
3994,99 min,movie,6.4,"2,752"
3995,,,,
3996,60 min,movie,6.8,5
3997,88 min,movie,6.1,"2,483"
3998,360 min,series,8.9,860
3999,,,,
4000,115 min,movie,7.2,10
4001,129 min,movie,7.5,"5,293"
4002,,,,
4003,94 min,movie,4.7,309
4004,104 min,movie,7.7,"13,051"
4005,60 min,series,6.7,"9,535"
4006,,,,
4007,86 min,movie,5.1,"28,029"
4008,110 min,movie,7.3,185
4009,N/A,movie,6.0,72
4010,,,,
4011,,,,
4012,133 min,movie,5.2,"19,223"
4013,,,,
4014,,,,
4015,70 min,movie,6.6,337
4016,87 min,movie,4.5,32
4017,97 min,movie,7.2,"2,894"
4018,97 min,movie,6.3,"1,965"
4019,119 min,movie,6.2,"1,640"
4020,N/A,movie,5.6,5
4021,90 min,movie,4.0,"1,666"
4022,100 min,movie,5.1,"1,342"
4023,N/A,movie,4.5,143
4024,,,,
4025,,,,
4026,100 min,movie,5.8,"3,591"
4027,90 min,movie,4.6,"31,433"
4028,,,,
4029,99 min,movie,7.5,"4,088"
4030,114 min,movie,6.5,"1,440"
4031,,,,
4032,,,,
4033,,,,
4034,108 min,movie,6.6,532
4035,,,,
4036,105 min,movie,7.3,"1,567"
4037,,,,
4038,,,,
4039,,,,
4040,360 min,series,8.4,"3,085"
4041,25 min,series,7.1,"1,230"
4042,110 min,movie,6.6,"9,295"
4043,106 min,movie,6.7,"326,613"
4044,,,,
4045,,,,
4046,,,,
4047,90 min,movie,4.9,679
4048,,,,
4049,120 min,movie,7.7,"6,396"
4050,92 min,movie,6.0,"1,834"
4051,103 min,movie,7.2,"5,068"
4052,99 min,movie,4.8,"2,393"
4053,57 min,movie,7.0,92
4054,,,,
4055,87 min,movie,5.9,"13,094"
4056,119 min,movie,5.7,"205,960"
4057,,,,
4058,,,,
4059,85 min,movie,5.1,"2,473"
4060,97 min,movie,7.3,"3,069"
4061,113 min,movie,7.5,"6,156"
4062,,,,
4063,181 min,series,7.9,"7,640"
4064,91 min,movie,6.1,"27,708"
4065,,,,
4066,,,,
4067,114 min,movie,6.9,"17,014"
4068,87 min,movie,7.3,782
4069,111 min,movie,7.3,"20,057"
4070,94 min,movie,6.8,"1,322"
4071,145 min,movie,7.7,"3,112"
4072,121 min,movie,7.6,"33,572"
4073,90 min,movie,5.9,"1,606"
4074,106 min,movie,6.8,"8,590"
4075,,,,
4076,,,,
4077,100 min,movie,3.6,508
4078,,,,
4079,151 min,movie,8.3,234
4080,91 min,movie,7.2,"24,839"
4081,97 min,movie,5.8,"1,115"
4082,122 min,series,4.7,"2,089"
4083,,,,
4084,,,,
4085,82 min,movie,7.3,"19,713"
4086,,,,
4087,,,,
4088,,,,
4089,120 min,movie,6.8,"51,874"
4090,97 min,movie,8.2,51
4091,82 min,movie,6.8,814
4092,93 min,movie,5.4,"8,559"
4093,87 min,movie,4.1,30
4094,,,,
4095,80 min,movie,4.5,740
4096,92 min,movie,5.7,"1,297"
4097,84 min,movie,6.3,"24,232"
4098,,,,
4099,120 min,movie,7.1,"1,528"
4100,82 min,movie,6.5,"50,412"
4101,87 min,movie,5.8,673
4102,90 min,movie,6.9,"5,512"
4103,97 min,movie,5.2,"3,034"
4104,,,,
4105,,,,
4106,93 min,movie,5.6,"2,829"
4107,98 min,movie,7.3,566
4108,,,,
4109,101 min,movie,7.6,"458,987"
4110,82 min,movie,6.0,"1,223"
4111,,,,
4112,75 min,movie,7.6,117
4113,94 min,movie,5.3,"1,132"
4114,,,,
4115,,,,
4116,,,,
4117,113 min,movie,6.2,"10,121"
4118,,,,
4119,103 min,movie,6.5,"7,235"
4120,90 min,movie,8.1,38
4121,115 min,movie,6.1,299
4122,90 min,movie,7.2,"2,584"
4123,115 min,movie,6.8,"99,707"
4124,93 min,movie,7.3,"8,865"
4125,7 min,movie,N/A,N/A
4126,,,,
4127,91 min,movie,4.9,"73,099"
4128,96 min,movie,7.1,"1,918"
4129,48 min,movie,7.7,"11,377"
4130,N/A,movie,5.9,15
4131,108 min,movie,6.9,"3,250"
4132,144 min,movie,5.2,"1,463"
4133,104 min,movie,6.3,"2,312"
4134,,,,
4135,133 min,movie,7.4,"23,015"
4136,96 min,movie,4.8,"29,842"
4137,,,,
4138,,,,
4139,,,,
4140,94 min,movie,6.3,"7,744"
4141,110 min,movie,6.6,"115,711"
4142,,,,
4143,168 min,movie,5.8,"1,223"
4144,106 min,movie,6.4,"3,963"
4145,,,,
4146,69 min,movie,7.2,"3,834"
4147,106 min,movie,5.9,"10,960"
4148,,,,
4149,93 min,movie,5.0,"46,110"
4150,60 min,series,5.8,690
4151,91 min,movie,6.3,133
4152,,,,
4153,115 min,movie,3.4,"4,988"
4154,100 min,movie,6.4,946
4155,,,,
4156,103 min,movie,7.7,714
4157,132 min,movie,6.7,"15,030"
4158,,,,
4159,102 min,movie,6.3,"28,615"
4160,272 min,series,7.2,"1,451"
4161,90 min,movie,6.6,"1,502"
4162,,,,
4163,,,,
4164,,,,
4165,90 min,movie,4.4,"2,177"
4166,78 min,movie,7.0,"4,612"
4167,,,,
4168,,,,
4169,121 min,movie,6.3,"2,817"
4170,96 min,movie,3.1,"1,386"
4171,106 min,movie,6.3,"202,848"
4172,,,,
4173,,,,
4174,100 min,movie,6.2,"3,038"
4175,,,,
4176,106 min,movie,6.1,713
4177,113 min,movie,8.0,"7,747"
4178,,,,
4179,86 min,movie,8.1,"19,140"
4180,,,,
4181,100 min,series,7.6,"1,176"
4182,,,,
4183,94 min,movie,6.2,297
4184,87 min,movie,5.9,"12,489"
4185,,,,
4186,,,,
4187,96 min,movie,5.0,"2,911"
4188,,,,
4189,,,,
4190,,,,
4191,,,,
4192,96 min,movie,7.0,"3,125"
4193,96 min,movie,6.2,279
4194,,,,
4195,,,,
4196,,,,
4197,,,,
4198,96 min,movie,7.8,"20,583"
4199,,,,
4200,,,,
4201,86 min,movie,6.7,"2,955"
4202,86 min,movie,2.5,207
4203,,,,
4204,,,,
4205,,,,
4206,64 min,movie,8.0,129
4207,,,,
4208,120 min,movie,7.4,276
4209,180 min,movie,7.7,"1,789"
4210,105 min,movie,6.1,"20,409"
4211,,,,
4212,,,,
4213,168 min,movie,4.1,362
4214,126 min,movie,6.6,"14,551"
4215,,,,
4216,92 min,movie,5.9,"286,014"
4217,,,,
4218,80 min,movie,5.0,"2,992"
4219,106 min,movie,7.1,"5,382"
4220,,,,
4221,94 min,movie,5.4,"1,890"
4222,,,,
4223,,,,
4224,90 min,movie,6.7,"6,686"
4225,108 min,movie,6.8,"43,598"
4226,,,,
4227,91 min,movie,7.2,"95,433"
4228,145 min,movie,7.9,809
4229,,,,
4230,,,,
4231,,,,
4232,,,,
4233,,,,
4234,,,,
4235,,,,
4236,,,,
4237,97 min,movie,6.8,"8,684"
4238,,,,
4239,112 min,movie,5.9,11
4240,174 min,movie,6.3,"4,492"
4241,125 min,movie,5.9,"2,912"
4242,72 min,movie,7.2,"14,169"
4243,,,,
4244,119 min,movie,7.5,"24,339"
4245,,,,
4246,104 min,movie,6.5,470
4247,118 min,movie,7.0,"32,661"
4248,,,,
4249,66 min,movie,8.0,"50,651"
4250,,,,
4251,270 min,series,6.5,552
4252,,,,
4253,106 min,movie,8.0,"33,170"
4254,,,,
4255,103 min,movie,6.1,"17,335"
4256,,,,
4257,,,,
4258,,,,
4259,,,,
4260,112 min,movie,6.4,"106,099"
4261,120 min,movie,7.1,"1,736"
4262,105 min,movie,7.3,"318,125"
4263,,,,
4264,99 min,movie,7.5,"5,246"
4265,,,,
4266,127 min,movie,7.2,"207,356"
4267,,,,
4268,96 min,movie,5.9,"3,014"
4269,85 min,movie,5.1,"18,404"
4270,103 min,movie,6.1,"2,730"
4271,109 min,movie,7.3,"48,560"
4272,92 min,movie,6.6,279
4273,N/A,movie,7.9,179
4274,,,,
4275,103 min,movie,6.2,535
4276,,,,
4277,,,,
4278,95 min,movie,5.3,"3,001"
4279,,,,
4280,113 min,movie,7.5,"8,712"
4281,89 min,movie,6.2,"13,138"
4282,85 min,movie,4.2,"3,918"
4283,112 min,movie,5.6,"2,556"
4284,105 min,movie,8.2,"148,712"
4285,95 min,movie,5.3,"9,773"
4286,,,,
4287,,,,
4288,,,,
4289,87 min,movie,5.8,"49,291"
4290,87 min,movie,4.1,"1,686"
4291,,,,
4292,88 min,movie,6.5,"8,500"
4293,,,,
4294,,,,
4295,83 min,movie,7.4,"3,915"
4296,98 min,movie,6.8,"2,546"
4297,98 min,movie,6.0,249
4298,101 min,movie,6.1,"6,498"
4299,,,,
4300,,,,
4301,82 min,movie,7.6,"6,620"
4302,124 min,movie,7.0,"46,674"
4303,90 min,movie,3.2,692
4304,80 min,movie,7.7,7
4305,,,,
4306,107 min,movie,8.1,"879,324"
4307,,,,
4308,50 min,movie,4.5,18
4309,100 min,movie,7.0,"1,228"
4310,89 min,movie,5.4,"50,004"
4311,237 min,movie,6.2,699
4312,93 min,movie,5.4,386
4313,,,,
4314,92 min,movie,6.1,414
4315,109 min,movie,6.4,"52,723"
4316,,,,
4317,101 min,movie,7.4,"10,375"
4318,,,,
4319,,,,
4320,102 min,movie,7.6,"8,851"
4321,,,,
4322,111 min,movie,6.8,481
4323,128 min,movie,6.9,"3,205"
4324,97 min,movie,4.3,406
4325,,,,
4326,,,,
4327,,,,
4328,154 min,movie,7.5,"5,399"
4329,88 min,movie,6.0,"3,072"
4330,103 min,movie,6.7,"87,393"
4331,104 min,movie,7.1,"12,218"
4332,N/A,movie,3.6,11
4333,,,,
4334,89 min,movie,4.2,"1,416"
4335,,,,
4336,100 min,movie,7.4,"8,837"
4337,90 min,movie,5.4,"1,231"
4338,120 min,movie,8.0,"4,272"
4339,92 min,movie,6.9,"38,940"
4340,200 min,movie,7.8,"2,032"
4341,92 min,movie,5.5,"126,523"
4342,,,,
4343,,,,
4344,,,,
4345,120 min,movie,7.9,"137,053"
4346,92 min,movie,6.3,"7,480"
4347,,,,
4348,N/A,series,8.1,"1,728"
4349,,,,
4350,,,,
4351,,,,
4352,92 min,movie,5.3,"9,725"
4353,,,,
4354,102 min,movie,6.7,"9,751"
4355,95 min,movie,7.1,"56,986"
4356,117 min,movie,7.7,"237,537"
4357,,,,
4358,,,,
4359,,,,
4360,,,,
4361,30 min,series,7.5,"1,257"
4362,,,,
4363,93 min,movie,6.8,127
4364,121 min,movie,8.1,"137,844"
4365,87 min,movie,5.0,746
4366,,,,
4367,94 min,movie,6.9,"1,525"
4368,88 min,movie,4.4,218
4369,94 min,movie,6.2,"36,688"
4370,N/A,movie,N/A,N/A
4371,102 min,movie,6.2,589
4372,117 min,movie,7.0,"9,967"
4373,,,,
4374,84 min,movie,5.7,"20,165"
4375,78 min,movie,4.6,113
4376,168 min,movie,8.9,348
4377,94 min,movie,4.7,"2,758"
4378,140 min,movie,7.6,"2,475"
4379,95 min,movie,5.9,"11,980"
4380,103 min,movie,6.0,"23,711"
4381,,,,
4382,,,,
4383,182 min,series,8.2,"14,509"
4384,101 min,movie,7.3,"227,734"
4385,,,,
4386,91 min,movie,7.3,"51,802"
4387,,,,
