,time,type,rate,votes
12913,101 min,movie,6.2,"18,691"
12914,,,,
12915,,,,
12916,90 min,movie,5.8,"1,112"
12917,,,,
12918,98 min,movie,7.3,"499,085"
12919,111 min,movie,6.9,"8,581"
12920,113 min,movie,7.0,"4,034"
12921,,,,
12922,,,,
12923,,,,
12924,,,,
12925,,,,
12926,104 min,movie,6.1,"61,653"
12927,98 min,movie,6.7,"2,743"
12928,,,,
12929,,,,
12930,,,,
12931,101 min,movie,6.9,"17,615"
12932,88 min,movie,5.6,621
12933,116 min,movie,7.7,"28,664"
12934,84 min,movie,4.5,"27,147"
12935,,,,
12936,,,,
12937,,,,
12938,96 min,movie,7.9,678
12939,,,,
12940,96 min,movie,6.7,"150,186"
12941,91 min,movie,5.5,556
12942,96 min,movie,8.1,"29,681"
12943,,,,
12944,103 min,movie,7.8,"8,074"
12945,94 min,movie,6.0,"13,496"
12946,,,,
12947,74 min,movie,7.3,"1,485"
12948,133 min,movie,7.4,"4,414"
12949,,,,
12950,120 min,movie,7.9,"1,990"
12951,110 min,movie,6.3,"7,227"
12952,62 min,movie,6.9,"4,829"
12953,123 min,movie,7.4,"26,396"
12954,,,,
12955,90 min,movie,5.0,375
12956,,,,
12957,,,,
12958,,,,
12959,,,,
12960,92 min,movie,5.8,402
12961,251 min,movie,7.1,422
12962,160 min,movie,6.2,"6,443"
12963,100 min,movie,6.3,368
12964,,,,
12965,,,,
12966,170 min,movie,7.5,"320,150"
12967,159 min,movie,4.4,631
12968,,,,
12969,,,,
12970,136 min,movie,6.0,"24,190"
12971,,,,
12972,,,,
12973,156 min,movie,8.2,"51,360"
12974,,,,
12975,117 min,movie,7.8,"61,765"
12976,111 min,movie,7.2,"7,418"
12977,,,,
12978,77 min,movie,7.5,"10,865"
12979,,,,
12980,,,,
12981,139 min,movie,6.7,687
12982,,,,
12983,,,,
12984,,,,
12985,,,,
12986,98 min,movie,6.5,"28,068"
12987,,,,
12988,100 min,movie,6.5,"2,655"
12989,93 min,movie,5.2,"1,037"
12990,80 min,movie,2.3,501
12991,118 min,movie,6.1,"4,797"
12992,137 min,movie,7.5,"6,972"
12993,,,,
12994,90 min,movie,5.2,"1,103"
12995,,,,
12996,105 min,movie,3.6,339
12997,87 min,movie,4.8,"36,939"
12998,150 min,movie,7.1,"7,363"
12999,,,,
13000,,,,
13001,,,,
13002,,,,
13003,89 min,movie,6.9,155
13004,109 min,movie,7.2,"4,392"
13005,60 min,movie,7.1,166
13006,,,,
13007,125 min,movie,8.0,"225,537"
13008,97 min,movie,6.6,"3,414"
13009,,,,
13010,,,,
13011,172 min,movie,6.9,"12,989"
13012,90 min,movie,7.6,127
13013,,,,
13014,,,,
13015,,,,
13016,,,,
13017,,,,
13018,121 min,movie,6.6,"5,273"
13019,113 min,movie,6.5,57
13020,105 min,movie,6.2,"12,601"
13021,N/A,movie,6.7,6
13022,,,,
13023,,,,
13024,96 min,movie,5.7,"2,116"
13025,101 min,movie,5.7,550
13026,,,,
13027,,,,
13028,92 min,movie,7.0,"2,008"
13029,89 min,movie,6.7,"6,355"
13030,169 min,series,5.9,197
13031,,,,
13032,N/A,movie,7.1,79
13033,,,,
13034,,,,
13035,,,,
13036,,,,
13037,175 min,movie,6.5,"5,169"
13038,94 min,movie,4.5,472
13039,122 min,movie,6.8,"4,894"
13040,97 min,movie,5.4,"2,003"
13041,114 min,movie,6.1,"5,833"
13042,,,,
13043,,,,
13044,,,,
13045,86 min,movie,5.3,469
13046,,,,
13047,30 min,series,7.2,"7,203"
13048,132 min,movie,7.0,"19,901"
13049,,,,
13050,101 min,movie,6.1,"101,820"
13051,,,,
13052,118 min,movie,7.8,"206,472"
13053,,,,
13054,,,,
13055,,,,
13056,132 min,movie,6.9,"106,677"
13057,,,,
13058,137 min,movie,6.7,"68,541"
13059,110 min,movie,5.2,"2,062"
13060,,,,
13061,97 min,movie,7.7,"11,406"
13062,70 min,movie,6.2,"3,951"
13063,89 min,movie,4.7,"3,918"
13064,,,,
13065,74 min,movie,5.4,694
13066,90 min,movie,2.2,403
13067,92 min,movie,6.5,"3,434"
13068,132 min,movie,6.6,"6,251"
13069,,,,
13070,,,,
13071,92 min,movie,6.0,587
13072,116 min,movie,6.6,"5,586"
13073,130 min,movie,8.6,"380,786"
13074,92 min,movie,6.8,"277,010"
13075,89 min,movie,4.7,241
13076,112 min,movie,7.4,"7,573"
13077,87 min,movie,6.1,"55,631"
13078,,,,
13079,85 min,movie,7.3,"1,285"
13080,135 min,movie,7.1,"4,348"
13081,163 min,movie,7.2,"471,800"
13082,130 min,movie,8.2,"278,554"
13083,84 min,movie,8.1,"15,974"
13084,,,,
13085,87 min,movie,3.9,421
13086,110 min,movie,6.6,"1,479"
13087,97 min,movie,6.7,"12,984"
13088,,,,
13089,91 min,movie,6.0,697
13090,95 min,movie,7.0,943
13091,107 min,movie,6.4,"21,738"
13092,125 min,movie,6.3,"4,887"
13093,105 min,movie,7.1,987
13094,,,,
13095,120 min,movie,6.7,"2,807"
13096,91 min,movie,7.4,"5,527"
13097,145 min,movie,5.6,"1,970"
13098,84 min,movie,4.8,"55,343"
13099,83 min,movie,7.4,"8,482"
13100,103 min,movie,7.8,"112,431"
13101,,,,
13102,100 min,movie,5.7,"103,559"
13103,,,,
13104,,,,
13105,115 min,movie,9.0,39
13106,113 min,movie,8.1,306
13107,95 min,movie,8.0,"95,015"
13108,,,,
13109,83 min,movie,6.6,"7,953"
13110,,,,
13111,,,,
13112,,,,
13113,125 min,movie,5.1,"1,321"
13114,,,,
13115,103 min,movie,5.9,"26,173"
13116,93 min,movie,5.2,858
13117,100 min,movie,7.1,380
13118,,,,
13119,92 min,movie,5.5,"10,514"
13120,96 min,movie,6.2,371
13121,116 min,movie,7.4,"7,412"
13122,,,,
13123,,,,
13124,92 min,movie,6.4,"1,680"
13125,92 min,movie,6.9,"3,975"
13126,,,,
13127,N/A,movie,7.2,8
13128,126 min,movie,7.4,"138,840"
13129,,,,
13130,110 min,movie,7.5,"4,673"
13131,350 min,series,7.6,283
13132,105 min,movie,N/A,N/A
13133,90 min,movie,5.7,"1,407"
13134,,,,
13135,91 min,movie,7.4,"41,570"
13136,,,,
13137,,,,
13138,,,,
13139,140 min,movie,7.7,"15,100"
13140,115 min,movie,6.1,"1,013"
13141,,,,
13142,130 min,movie,5.8,39
13143,,,,
13144,,,,
13145,,,,
13146,,,,
13147,,,,
13148,48 min,movie,6.3,17
13149,120 min,movie,7.5,"17,217"
13150,,,,
13151,78 min,movie,5.6,210
13152,296 min,movie,6.0,706
13153,,,,
13154,114 min,movie,6.3,"1,292"
13155,105 min,movie,4.7,"4,149"
13156,91 min,movie,4.7,264
13157,50 min,movie,5.7,7
13158,,,,
13159,88 min,movie,2.9,"1,005"
13160,137 min,movie,8.2,"10,901"
13161,,,,
13162,,,,
13163,,,,
13164,,,,
13165,90 min,movie,4.5,517
13166,,,,
13167,,,,
13168,91 min,movie,4.1,"1,540"
13169,72 min,movie,7.1,"8,332"
13170,,,,
13171,,,,
13172,114 min,movie,5.9,"2,079"
13173,102 min,movie,5.1,"5,830"
13174,93 min,movie,6.4,315
13175,95 min,movie,6.3,"7,965"
13176,90 min,movie,7.0,"4,399"
13177,,,,
13178,176 min,movie,7.6,"5,899"
13179,98 min,movie,6.7,719
13180,96 min,movie,6.8,"1,373"
13181,89 min,movie,6.3,"1,215"
13182,95 min,movie,5.9,"4,201"
13183,120 min,movie,7.1,208
13184,99 min,movie,5.8,"8,240"
13185,,,,
13186,,,,
13187,93 min,movie,6.8,"3,010"
13188,,,,
13189,95 min,movie,6.8,"29,502"
13190,,,,
13191,,,,
13192,,,,
13193,82 min,movie,4.4,"4,455"
13194,126 min,movie,7.7,"36,813"
13195,89 min,movie,7.0,"213,984"
13196,103 min,movie,5.6,"1,784"
13197,192 min,movie,7.8,"46,635"
13198,,,,
13199,54 min,movie,6.4,858
13200,,,,
13201,,,,
13202,,,,
13203,112 min,movie,6.5,"3,023"
13204,,,,
13205,,,,
13206,,,,
13207,139 min,movie,7.7,"14,526"
13208,100 min,movie,5.2,549
13209,121 min,movie,7.2,"3,926"
13210,,,,
13211,92 min,movie,6.2,"38,324"
13212,95 min,movie,6.7,"14,273"
13213,86 min,movie,6.8,788
13214,60 min,movie,N/A,N/A
13215,95 min,movie,3.7,"2,527"
13216,118 min,movie,5.7,"16,346"
13217,91 min,movie,6.5,"20,002"
13218,,,,
13219,112 min,movie,6.8,"8,786"
13220,107 min,movie,5.3,641
13221,,,,
13222,,,,
13223,96 min,movie,5.7,"1,784"
13224,,,,
13225,,,,
13226,97 min,movie,4.9,"1,029"
13227,93 min,movie,6.0,"18,809"
13228,87 min,movie,5.7,"1,628"
13229,,,,
13230,103 min,movie,7.6,"9,493"
13231,85 min,movie,4.9,"1,547"
13232,96 min,movie,5.9,"7,383"
13233,,,,
13234,95 min,movie,3.7,"45,106"
13235,90 min,movie,5.7,492
13236,,,,
13237,92 min,movie,4.3,125
13238,,,,
13239,88 min,movie,7.2,170
13240,88 min,movie,6.8,"9,189"
13241,95 min,movie,5.1,782
13242,113 min,movie,5.8,"5,177"
13243,140 min,movie,6.7,"1,917"
13244,102 min,movie,5.9,"39,137"
13245,,,,
13246,88 min,movie,6.3,368
13247,83 min,movie,7.4,188
13248,130 min,movie,6.4,"131,556"
13249,3 min,movie,N/A,N/A
13250,,,,
13251,78 min,movie,7.1,"89,029"
13252,,,,
13253,,,,
13254,107 min,movie,6.4,"2,161"
13255,10 min,movie,6.3,300
13256,,,,
13257,149 min,movie,6.0,395
13258,129 min,movie,7.0,"10,693"
13259,114 min,movie,6.4,922
13260,,,,
13261,123 min,movie,6.2,"10,530"
13262,92 min,movie,4.6,880
13263,,,,
13264,,,,
13265,111 min,movie,5.5,535
13266,,,,
13267,174 min,movie,8.6,131
13268,,,,
13269,123 min,movie,7.3,"6,165"
13270,115 min,movie,6.7,"18,583"
13271,93 min,movie,5.7,"3,403"
13272,,,,
13273,119 min,movie,7.5,"105,381"
13274,,,,
13275,,,,
13276,91 min,movie,5.7,"9,479"
13277,,,,
13278,,,,
13279,,,,
13280,N/A,movie,N/A,N/A
13281,210 min,movie,5.4,317
13282,15 min,movie,6.4,232
13283,,,,
13284,113 min,movie,5.5,"1,295"
13285,154 min,movie,6.8,"3,360"
13286,99 min,movie,2.8,"4,874"
13287,,,,
13288,N/A,movie,7.5,39
13289,,,,
13290,83 min,movie,7.3,199
13291,92 min,movie,6.7,"1,729"
13292,,,,
13293,76 min,movie,5.3,"19,123"
13294,,,,
13295,,,,
13296,61 min,movie,7.1,404
13297,,,,
13298,95 min,movie,6.2,"55,170"
13299,,,,
13300,92 min,movie,6.7,"2,886"
13301,112 min,movie,8.4,"6,183"
13302,93 min,movie,7.7,"120,290"
13303,,,,
13304,107 min,movie,6.4,"24,482"
13305,,,,
13306,121 min,movie,7.3,890
13307,139 min,movie,6.9,"4,516"
13308,,,,
13309,101 min,movie,5.5,"1,814"
13310,N/A,movie,6.9,142
13311,109 min,movie,6.4,"36,575"
13312,40 min,series,7.2,458
13313,,,,
13314,37 min,movie,N/A,N/A
13315,,,,
13316,78 min,movie,7.2,"3,361"
13317,99 min,movie,6.7,"27,355"
13318,135 min,movie,5.5,"89,883"
13319,108 min,movie,6.4,"28,745"
13320,97 min,movie,6.6,759
13321,120 min,movie,4.6,583
13322,94 min,movie,3.9,549
13323,75 min,movie,6.8,604
13324,181 min,series,8.0,225
13325,,,,
13326,102 min,movie,7.2,"19,642"
13327,109 min,movie,6.1,"26,969"
13328,103 min,movie,7.3,"21,147"
13329,,,,
13330,75 min,movie,8.1,96
13331,,,,
13332,,,,
13333,90 min,movie,5.4,431
13334,,,,
13335,,,,
13336,101 min,movie,6.6,"4,485"
13337,,,,
13338,,,,
13339,102 min,movie,5.5,"1,855"
13340,97 min,movie,5.3,"1,712"
13341,,,,
13342,104 min,movie,5.5,"46,765"
13343,87 min,movie,7.0,"1,502"
13344,105 min,movie,7.3,6
13345,,,,
13346,,,,
13347,,,,
13348,,,,
13349,73 min,movie,7.9,"7,193"
13350,107 min,movie,6.8,"2,877"
13351,,,,
13352,101 min,movie,6.0,"6,608"
13353,N/A,movie,7.6,59
13354,,,,
13355,,,,
13356,,,,
13357,,,,
13358,85 min,movie,5.0,"3,931"
13359,113 min,movie,7.1,"208,153"
13360,,,,
13361,101 min,movie,4.8,185
13362,91 min,movie,7.0,341
13363,24 min,series,8.5,"8,594"
13364,114 min,movie,6.1,404
13365,,,,
13366,80 min,movie,8.2,"4,849"
13367,,,,
13368,174 min,movie,8.1,"22,909"
13369,,,,
13370,,,,
13371,98 min,movie,5.7,39
13372,,,,
13373,85 min,movie,7.9,44
13374,111 min,movie,7.6,"7,119"
13375,,,,
13376,174 min,movie,6.8,"2,003"
13377,81 min,movie,8.1,"20,256"
13378,92 min,movie,7.9,"50,540"
13379,66 min,movie,7.0,"3,800"
13380,122 min,movie,7.9,"13,549"
13381,,,,
13382,117 min,movie,6.6,"25,585"
13383,96 min,movie,7.1,"6,407"
13384,105 min,movie,7.8,"126,008"
13385,60 min,series,7.9,213
13386,,,,
13387,,,,
13388,90 min,movie,7.9,"68,877"
13389,136 min,movie,7.2,"24,102"
13390,,,,
13391,141 min,movie,7.2,"228,772"
13392,132 min,movie,7.4,"52,067"
13393,106 min,movie,6.6,"12,781"
13394,,,,
13395,,,,
13396,,,,
13397,88 min,movie,3.4,181
13398,103 min,movie,7.2,"25,655"
13399,81 min,movie,7.0,"3,387"
13400,,,,
13401,103 min,movie,7.1,670
13402,131 min,movie,7.8,"124,315"
13403,136 min,movie,7.8,"8,311"
13404,103 min,movie,8.1,"11,196"
13405,103 min,movie,6.2,840
13406,,,,
13407,,,,
13408,101 min,movie,6.4,539
13409,138 min,movie,7.6,"70,614"
13410,99 min,movie,6.5,"2,099"
13411,166 min,movie,6.2,"7,724"
13412,110 min,movie,7.7,"121,379"
13413,88 min,movie,8.0,"14,481"
13414,,,,
13415,,,,
13416,100 min,movie,7.0,49
13417,102 min,movie,4.4,"100,202"
13418,,,,
13419,119 min,movie,7.4,"4,029"
13420,95 min,movie,7.0,"24,875"
13421,,,,
13422,,,,
13423,120 min,movie,7.0,"39,854"
13424,,,,
13425,,,,
13426,,,,
13427,,,,
13428,80 min,movie,3.6,249
13429,,,,
13430,60 min,movie,7.6,34
13431,125 min,movie,7.3,214
13432,,,,
13433,93 min,movie,6.3,"71,700"
13434,110 min,movie,7.0,966
13435,91 min,movie,5.5,"6,053"
13436,,,,
13437,,,,
13438,90 min,movie,6.1,258
13439,96 min,movie,7.2,"72,809"
13440,94 min,movie,4.9,"9,185"
13441,98 min,movie,7.4,"15,246"
13442,118 min,movie,7.2,"13,978"
13443,,,,
13444,,,,
13445,,,,
13446,,,,
13447,,,,
13448,,,,
13449,102 min,movie,6.2,281
13450,111 min,movie,6.5,"7,660"
13451,124 min,movie,7.5,"51,874"
13452,,,,
13453,159 min,movie,7.4,"15,699"
13454,89 min,movie,5.8,"1,181"
13455,,,,
13456,99 min,movie,7.0,"1,533"
13457,,,,
13458,106 min,movie,5.6,"26,917"
13459,104 min,movie,6.5,"17,938"
13460,138 min,movie,6.4,"2,988"
13461,110 min,movie,6.2,"3,078"
13462,116 min,movie,6.4,"51,195"
13463,,,,
13464,92 min,movie,4.8,188
13465,189 min,series,6.6,657
13466,101 min,movie,6.2,"38,433"
13467,,,,
13468,,,,
13469,,,,
13470,93 min,movie,5.4,"1,097"
13471,102 min,movie,6.2,"62,003"
13472,118 min,movie,6.3,772
13473,,,,
13474,28 min,movie,6.6,944
13475,72 min,movie,7.3,"1,272"
13476,109 min,movie,7.0,"2,144"
13477,,,,
13478,93 min,movie,8.4,"14,086"
13479,118 min,movie,7.2,462
13480,,,,
13481,118 min,movie,7.3,"11,124"
13482,46 min,movie,N/A,N/A
13483,100 min,movie,7.3,"4,238"
13484,103 min,movie,5.2,"4,717"
13485,93 min,movie,5.5,"8,700"
13486,123 min,movie,7.0,"82,003"
13487,,,,
13488,96 min,movie,6.3,"59,586"
13489,,,,
13490,94 min,movie,7.2,"35,398"
13491,,,,
13492,,,,
13493,108 min,movie,7.4,"17,328"
13494,,,,
13495,125 min,movie,7.4,"34,141"
13496,,,,
13497,,,,
13498,96 min,movie,6.6,"1,612"
13499,94 min,movie,7.2,"5,034"
13500,84 min,movie,7.2,"1,268"
13501,91 min,movie,6.9,"177,929"
13502,102 min,movie,6.8,"1,754"
13503,,,,
13504,44 min,series,8.7,"393,418"
13505,176 min,series,7.0,"13,130"
13506,,,,
13507,N/A,movie,6.1,86
13508,,,,
13509,,,,
13510,95 min,movie,7.4,"6,088"
13511,111 min,movie,7.3,"43,616"
13512,115 min,movie,7.1,"46,493"
13513,106 min,movie,5.7,"6,536"
13514,,,,
13515,98 min,movie,6.5,"1,722"
13516,90 min,movie,6.7,582
13517,90 min,movie,6.8,"3,737"
13518,95 min,movie,4.9,"7,474"
13519,99 min,movie,4.8,"29,243"
13520,140 min,movie,5.8,"2,060"
13521,,,,
13522,167 min,movie,8.1,"53,091"
13523,86 min,movie,6.0,"1,922"
13524,115 min,movie,5.8,"37,944"
13525,49 min,movie,4.9,123
13526,,,,
13527,83 min,movie,5.9,421
13528,58 min,movie,8.0,159
13529,111 min,movie,7.3,"1,008"
13530,,,,
13531,,,,
13532,105 min,movie,6.8,"4,196"
13533,82 min,movie,4.7,747
13534,108 min,movie,7.1,"45,793"
13535,,,,
13536,31 min,movie,4.6,19
13537,,,,
13538,88 min,movie,5.2,984
13539,,,,
13540,110 min,movie,6.4,"2,808"
13541,,,,
13542,89 min,movie,7.2,"38,664"
13543,51 min,movie,6.0,30
13544,,,,
13545,,,,
13546,94 min,movie,7.3,"9,775"
13547,,,,
13548,,,,
13549,,,,
13550,103 min,movie,6.1,"1,144"
13551,,,,
13552,,,,
13553,98 min,movie,6.0,"1,285"
13554,89 min,movie,2.5,"4,119"
13555,116 min,movie,5.3,"35,014"
13556,,,,
13557,,,,
13558,78 min,movie,6.0,916
13559,95 min,movie,6.7,"2,079"
13560,153 min,movie,4.5,"1,420"
13561,95 min,movie,7.3,"10,506"
13562,77 min,movie,4.9,"2,004"
13563,,,,
13564,,,,
13565,95 min,movie,3.8,"25,477"
13566,,,,
13567,,,,
13568,102 min,movie,6.6,676
13569,90 min,movie,6.5,"1,868"
13570,,,,
13571,103 min,movie,7.2,"2,128"
13572,114 min,movie,7.6,"12,973"
13573,85 min,movie,7.8,139
13574,,,,
13575,89 min,movie,5.4,748
13576,94 min,movie,5.7,"4,604"
13577,115 min,movie,6.3,"18,643"
13578,,,,
13579,101 min,movie,6.7,"3,010"
13580,108 min,movie,7.5,"126,675"
13581,,,,
13582,107 min,movie,6.1,"80,327"
13583,,,,
13584,,,,
13585,,,,
13586,,,,
13587,88 min,movie,6.4,"1,009"
13588,,,,
13589,,,,
13590,,,,
13591,99 min,movie,5.4,"21,717"
13592,,,,
13593,116 min,movie,8.6,"591,760"
13594,90 min,movie,6.4,"26,741"
13595,85 min,movie,6.4,"4,056"
13596,93 min,movie,6.7,"1,501"
13597,N/A,movie,4.2,617
13598,,,,
13599,100 min,movie,6.1,"2,838"
13600,,,,
13601,110 min,movie,5.7,"2,246"
13602,102 min,movie,7.3,"7,562"
13603,63 min,movie,8.4,5
13604,50 min,series,5.9,603
13605,93 min,movie,6.4,"23,241"
13606,174 min,movie,8.1,"9,435"
13607,87 min,movie,4.3,"37,178"
13608,240 min,series,7.4,197
13609,,,,
13610,21 min,series,7.0,"4,407"
13611,,,,
13612,82 min,movie,4.7,"3,732"
13613,,,,
13614,89 min,movie,7.7,"234,563"
13615,105 min,movie,7.7,"12,974"
13616,,,,
13617,,,,
13618,164 min,movie,4.6,516
13619,30 min,series,6.1,"1,839"
13620,,,,
13621,126 min,movie,7.0,"2,699"
13622,119 min,movie,6.7,"56,968"
13623,92 min,movie,7.7,"10,665"
13624,,,,
13625,107 min,movie,7.2,"3,901"
13626,114 min,movie,5.8,"6,626"
13627,,,,
13628,72 min,movie,5.6,"8,971"
13629,75 min,movie,7.4,"123,377"
13630,,,,
13631,98 min,movie,7.0,542
13632,96 min,movie,4.4,284
13633,106 min,movie,5.7,"2,557"
13634,103 min,movie,7.5,"21,707"
13635,,,,
13636,90 min,movie,7.2,"88,847"
13637,98 min,movie,4.2,711
13638,87 min,movie,3.3,"6,039"
13639,,,,
13640,,,,
13641,106 min,movie,6.8,"6,695"
13642,,,,
13643,,,,
13644,105 min,movie,5.6,"8,898"
13645,,,,
13646,,,,
13647,,,,
13648,87 min,movie,6.3,"13,041"
13649,310 min,series,7.9,455
13650,,,,
13651,124 min,movie,6.5,"172,929"
13652,,,,
13653,93 min,movie,6.0,"13,916"
13654,,,,
13655,,,,
13656,93 min,movie,4.3,"3,125"
13657,150 min,movie,7.7,"1,827"
13658,,,,
13659,,,,
13660,,,,
13661,,,,
13662,128 min,movie,6.4,"6,890"
13663,,,,
13664,48 min,movie,7.9,18
13665,,,,
13666,119 min,movie,7.6,"4,081"
13667,,,,
13668,,,,
13669,,,,
13670,,,,
13671,128 min,movie,8.4,"9,741"
13672,,,,
13673,81 min,movie,8.3,"846,332"
13674,,,,
13675,84 min,movie,5.8,"14,334"
13676,105 min,movie,6.9,"5,280"
13677,83 min,movie,4.9,355
13678,106 min,movie,7.0,"4,407"
13679,,,,
13680,,,,
13681,100 min,movie,7.2,445
13682,,,,
13683,105 min,movie,5.5,"8,098"
13684,,,,
13685,107 min,movie,6.8,"4,288"
13686,146 min,movie,7.7,"4,933"
13687,,,,
13688,,,,
13689,170 min,movie,4.7,"2,039"
13690,80 min,movie,5.9,618
13691,68 min,movie,7.0,"11,656"
13692,N/A,movie,7.7,66
13693,178 min,series,6.1,521
13694,,,,
13695,,,,
13696,113 min,movie,7.6,"12,563"
13697,88 min,movie,3.7,354
13698,147 min,movie,8.2,"1,028"
13699,100 min,series,5.9,188
13700,,,,
13701,,,,
13702,88 min,movie,6.6,"8,850"
13703,,,,
13704,,,,
13705,127 min,movie,7.0,"164,628"
13706,99 min,movie,6.6,"1,729"
13707,170 min,movie,8.3,"706,314"
13708,,,,
13709,101 min,movie,7.1,"6,975"
13710,86 min,movie,6.1,"4,219"
13711,90 min,movie,6.4,"2,663"
13712,,,,
13713,,,,
13714,85 min,movie,4.4,921
13715,,,,
13716,350 min,series,8.1,"2,141"
13717,114 min,movie,5.5,504
13718,180 min,series,6.4,"3,521"
13719,,,,
13720,93 min,movie,3.8,"3,716"
13721,108 min,movie,6.5,"4,873"
13722,186 min,movie,6.8,"1,468"
13723,,,,
13724,,,,
13725,100 min,movie,7.3,369
13726,104 min,movie,6.2,"6,173"
13727,96 min,movie,7.4,"3,450"
13728,155 min,movie,8.5,"1,281,029"
13729,,,,
13730,77 min,movie,6.9,"3,881"
13731,110 min,movie,7.0,192
13732,105 min,movie,5.8,586
13733,170 min,movie,6.1,"3,593"
13734,123 min,movie,6.9,"1,503"
13735,,,,
13736,96 min,movie,4.5,"8,731"
13737,81 min,movie,7.7,"1,772"
13738,101 min,movie,6.5,"13,713"
13739,,,,
13740,,,,
13741,75 min,movie,7.2,80
13742,83 min,movie,7.7,"16,819"
13743,,,,
13744,,,,
13745,103 min,movie,6.4,"1,895"
13746,94 min,movie,7.5,"6,541"
13747,109 min,movie,5.6,"1,446"
13748,103 min,movie,6.4,"40,633"
13749,90 min,movie,5.0,264
13750,48 min,movie,7.0,408
13751,109 min,movie,6.9,"4,472"
13752,104 min,movie,3.3,955
13753,85 min,movie,2.7,595
13754,,,,
13755,90 min,movie,6.3,679
13756,,,,
13757,120 min,movie,6.8,"2,070"
13758,85 min,movie,4.9,893
13759,115 min,movie,N/A,N/A
13760,,,,
13761,90 min,movie,5.3,"1,392"
13762,154 min,movie,6.7,"5,733"
13763,139 min,movie,7.3,"231,322"
13764,,,,
13765,90 min,movie,7.5,"3,173"
13766,,,,
13767,128 min,movie,6.8,"11,623"
13768,103 min,movie,7.6,"11,489"
13769,,,,
13770,30 min,series,6.1,589
13771,109 min,movie,6.5,"32,338"
13772,117 min,movie,5.5,"12,826"
13773,,,,
13774,,,,
13775,101 min,movie,5.9,"16,375"
13776,112 min,movie,7.7,297
13777,80 min,movie,6.6,231
13778,,,,
13779,,,,
13780,,,,
13781,135 min,movie,4.7,869
13782,83 min,movie,7.2,22
13783,110 min,movie,7.3,"6,006"
13784,,,,
13785,92 min,movie,7.8,"28,500"
13786,75 min,movie,5.4,325
13787,111 min,movie,6.6,"27,788"
13788,,,,
13789,35 min,movie,N/A,N/A
13790,102 min,movie,6.3,"2,216"
13791,99 min,movie,7.0,"4,784"
13792,108 min,movie,5.7,"2,541"
13793,78 min,movie,7.3,196
13794,89 min,movie,5.3,"1,531"
13795,124 min,movie,6.4,"103,231"
13796,,,,
13797,,,,
13798,73 min,movie,6.7,"1,051"
13799,50 min,movie,4.4,56
13800,60 min,movie,7.2,32
13801,,,,
13802,,,,
13803,93 min,movie,7.7,350
13804,114 min,movie,7.0,"1,994"
13805,109 min,movie,6.8,"7,466"
13806,100 min,movie,5.0,"4,958"
13807,,,,
13808,,,,
13809,107 min,movie,7.3,"42,628"
13810,96 min,movie,7.5,"1,116"
13811,95 min,movie,8.3,"13,736"
13812,88 min,movie,5.5,"1,920"
13813,110 min,movie,7.4,"17,723"
13814,,,,
13815,,,,
13816,,,,
13817,91 min,movie,5.7,"1,618"
13818,95 min,movie,7.0,668
13819,,,,
13820,105 min,movie,7.6,"5,762"
13821,,,,
13822,17 min,movie,7.4,48
13823,130 min,movie,6.2,672
13824,102 min,movie,5.5,"12,418"
13825,107 min,movie,7.7,"31,447"
13826,,,,
13827,132 min,movie,6.5,"25,939"
13828,106 min,movie,6.6,117
13829,121 min,movie,7.0,"18,170"
13830,,,,
13831,105 min,movie,7.6,"4,399"
13832,,,,
13833,92 min,movie,5.0,"2,755"
13834,,,,
13835,,,,
13836,,,,
13837,,,,
13838,97 min,movie,7.0,"1,627"
13839,89 min,movie,7.1,"3,742"
13840,111 min,movie,7.5,"26,846"
13841,105 min,movie,7.7,"6,028"
13842,,,,
13843,,,,
13844,108 min,movie,6.0,313
13845,78 min,movie,6.1,"5,611"
13846,95 min,movie,5.3,610
13847,,,,
13848,,,,
13849,80 min,movie,6.1,401
13850,,,,
13851,66 min,movie,7.8,716
13852,117 min,movie,6.6,"2,484"
13853,,,,
13854,95 min,movie,6.0,"1,060"
13855,92 min,movie,8.1,"16,931"
13856,129 min,movie,8.2,"305,874"
13857,105 min,movie,7.1,"1,137"
13858,105 min,movie,6.8,"7,008"
13859,82 min,movie,6.3,"2,425"
13860,104 min,movie,5.5,"69,811"
13861,90 min,movie,7.4,231
13862,,,,
13863,94 min,movie,5.6,"2,008"
13864,100 min,movie,6.8,236
13865,111 min,movie,6.1,"64,957"
13866,93 min,movie,6.2,"6,241"
13867,89 min,movie,4.0,797
13868,116 min,movie,6.4,"4,152"
13869,100 min,movie,6.8,310
13870,79 min,movie,6.8,"3,220"
13871,,,,
13872,,,,
13873,91 min,movie,4.7,"2,514"
13874,,,,
13875,,,,
13876,,,,
13877,87 min,movie,8.6,"1,168"
13878,,,,
13879,10 min,movie,6.9,18
13880,315 min,series,7.1,653
13881,,,,
13882,117 min,movie,7.2,"6,373"
13883,107 min,movie,6.9,"26,003"
13884,59 min,movie,6.2,194
13885,,,,
13886,17 min,movie,4.8,95
13887,113 min,movie,5.8,"70,904"
13888,88 min,movie,5.5,"5,661"
13889,96 min,movie,7.2,607
13890,,,,
13891,,,,
13892,173 min,movie,6.3,713
13893,,,,
13894,,,,
13895,,,,
13896,105 min,movie,5.3,"1,475"
13897,25 min,series,7.3,"1,791"
13898,128 min,movie,7.2,"1,422"
