,Region/Country/Area,Country,Series,Year,Value,Footnotes
1412,188,Costa Rica,Index of industrial production: Manufacturing (Index base: 2005=100),2011,118.5,The indices are based on ISIC Rev. 3.
1413,188,Costa Rica,Index of industrial production: Manufacturing (Index base: 2005=100),2012,125.3,The indices are based on ISIC Rev. 3.
1414,188,Costa Rica,Index of industrial production: Manufacturing (Index base: 2005=100),2013,130.6,The indices are based on ISIC Rev. 3.
1415,188,Costa Rica,Index of industrial production: Manufacturing (Index base: 2005=100),2014,133.8,The indices are based on ISIC Rev. 3.
1416,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,110.7,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1417,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,110.1,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1418,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,108.1,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1419,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,112.4,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1420,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,113.7,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1421,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,118.1,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1422,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,118.0,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1423,188,Costa Rica,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,120.8,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
1424,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,97.5,The indices are based on ISIC Rev. 3.
1425,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,97.7,The indices are based on ISIC Rev. 3.
1426,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,95.9,The indices are based on ISIC Rev. 3.
1427,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,98.0,The indices are based on ISIC Rev. 3.
1428,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,100.3,The indices are based on ISIC Rev. 3.
1429,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,107.9,The indices are based on ISIC Rev. 3.
1430,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,104.0,The indices are based on ISIC Rev. 3.
1431,188,Costa Rica,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,108.2,The indices are based on ISIC Rev. 3.
1432,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,110.8,The indices are based on ISIC Rev. 3.
1433,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,112.1,The indices are based on ISIC Rev. 3.
1434,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,98.4,The indices are based on ISIC Rev. 3.
1435,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,104.3,The indices are based on ISIC Rev. 3.
1436,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,110.9,The indices are based on ISIC Rev. 3.
1437,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,112.6,The indices are based on ISIC Rev. 3.
1438,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,122.6,The indices are based on ISIC Rev. 3.
1439,188,Costa Rica,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,135.9,The indices are based on ISIC Rev. 3.
1440,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,117.0,The indices are based on ISIC Rev. 3.
1441,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,115.1,The indices are based on ISIC Rev. 3.
1442,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,98.8,The indices are based on ISIC Rev. 3.
1443,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,111.8,The indices are based on ISIC Rev. 3.
1444,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,104.8,The indices are based on ISIC Rev. 3.
1445,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,107.5,The indices are based on ISIC Rev. 3.
1446,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,99.8,The indices are based on ISIC Rev. 3.
1447,188,Costa Rica,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,92.0,The indices are based on ISIC Rev. 3.
1448,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,108.5,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1449,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,107.9,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1450,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,111.5,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1451,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,114.5,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1452,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2011,117.4,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1453,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2012,125.5,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1454,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2013,122.4,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1455,188,Costa Rica,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2014,123.9,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.
1456,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,101.3,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1457,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,102.2,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1458,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,106.3,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1459,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,103.3,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1460,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,95.7,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1461,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,128.5,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1462,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,134.6,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1463,384,Côte d'Ivoire,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,139.8,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1464,384,Côte d'Ivoire,Index of industrial production: Mining (Index base: 2005=100),2007,201.2,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1465,384,Côte d'Ivoire,Index of industrial production: Mining (Index base: 2005=100),2008,188.1,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1466,384,Côte d'Ivoire,Index of industrial production: Mining (Index base: 2005=100),2011,144.9,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1467,384,Côte d'Ivoire,Index of industrial production: Manufacturing (Index base: 2005=100),2007,93.1,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1468,384,Côte d'Ivoire,Index of industrial production: Manufacturing (Index base: 2005=100),2008,95.5,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1469,384,Côte d'Ivoire,Index of industrial production: Manufacturing (Index base: 2005=100),2009,97.7,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1470,384,Côte d'Ivoire,Index of industrial production: Manufacturing (Index base: 2005=100),2010,99.4,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1471,384,Côte d'Ivoire,Index of industrial production: Manufacturing (Index base: 2005=100),2011,89.6,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).
1472,384,Côte d'Ivoire,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,98.8,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).;Data refers to electricity and water only.
1473,384,Côte d'Ivoire,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,101.7,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).;Data refers to electricity and water only.
1474,384,Côte d'Ivoire,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2011,108.4,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).;Data refers to electricity and water only.
1475,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,109.3,Excluding water and waste management.
1476,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,110.6,Excluding water and waste management.
1477,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,100.4,Excluding water and waste management.
1478,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,99.0,Excluding water and waste management.
1479,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,97.8,Excluding water and waste management.
1480,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,92.4,Excluding water and waste management.
1481,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,90.7,Excluding water and waste management.
1482,191,Croatia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,91.8,Excluding water and waste management.
1483,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2007,113.4,
1484,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2008,111.4,
1485,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2009,99.4,
1486,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2010,90.3,
1487,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2011,85.8,
1488,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2012,72.6,
1489,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2013,70.7,
1490,191,Croatia,Index of industrial production: Mining (Index base: 2005=100),2014,66.2,
1491,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2007,110.0,
1492,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2008,111.2,
1493,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2009,99.4,
1494,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2010,97.3,
1495,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2011,97.2,
1496,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2012,92.0,
1497,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2013,88.4,
1498,191,Croatia,Index of industrial production: Manufacturing (Index base: 2005=100),2014,91.1,
1499,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,109.1,
1500,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,111.7,
1501,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,104.2,
1502,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,104.4,
1503,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,106.0,
1504,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,103.7,
1505,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,100.8,
1506,191,Croatia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,100.9,
1507,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,102.8,
1508,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,101.1,
1509,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,83.6,
1510,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,90.3,
1511,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,91.2,
1512,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,79.5,
1513,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,77.3,
1514,191,Croatia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,85.6,
1515,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,99.6,
1516,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,92.7,
1517,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,89.2,
1518,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,87.4,
1519,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,81.2,
1520,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,81.8,
1521,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,78.3,
1522,191,Croatia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,78.8,
1523,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2007,103.3,
1524,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2008,112.6,
1525,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2009,84.5,
1526,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2010,89.3,
1527,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2011,87.6,
1528,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2012,68.5,
1529,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2013,79.1,
1530,191,Croatia,Index of industrial production: Basic metals (Index base: 2005=100),2014,85.9,
1531,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,112.8,
1532,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,113.7,
1533,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,92.7,
1534,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,82.6,
1535,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,79.5,
1536,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,70.9,
1537,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,65.3,
1538,191,Croatia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,66.3,
1539,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2007,102.7,Data refers to electricity and gas only.
1540,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2008,106.7,Data refers to electricity and gas only.
1541,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2009,109.0,Data refers to electricity and gas only.
1542,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2010,116.0,Data refers to electricity and gas only.
1543,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2011,107.9,Data refers to electricity and gas only.
1544,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2012,105.8,Data refers to electricity and gas only.
1545,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2013,116.9,Data refers to electricity and gas only.
1546,191,Croatia,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2014,110.8,Data refers to electricity and gas only.
1547,192,Cuba,Index of industrial production: Mining (Index base: 2005=100),2007,108.7,The indices are based on ISIC Rev. 3.
1548,192,Cuba,Index of industrial production: Mining (Index base: 2005=100),2008,96.8,The indices are based on ISIC Rev. 3.
1549,192,Cuba,Index of industrial production: Mining (Index base: 2005=100),2009,98.2,The indices are based on ISIC Rev. 3.
1550,192,Cuba,Index of industrial production: Mining (Index base: 2005=100),2010,112.8,The indices are based on ISIC Rev. 3.
1551,192,Cuba,Index of industrial production: Manufacturing (Index base: 2005=100),2007,106.3,The indices are based on ISIC Rev. 3.
1552,192,Cuba,Index of industrial production: Manufacturing (Index base: 2005=100),2008,106.6,The indices are based on ISIC Rev. 3.
1553,192,Cuba,Index of industrial production: Manufacturing (Index base: 2005=100),2009,99.2,The indices are based on ISIC Rev. 3.
1554,192,Cuba,Index of industrial production: Manufacturing (Index base: 2005=100),2010,101.6,The indices are based on ISIC Rev. 3.
1555,192,Cuba,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,110.4,The indices are based on ISIC Rev. 3.
1556,192,Cuba,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,115.1,The indices are based on ISIC Rev. 3.
1557,192,Cuba,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,108.3,The indices are based on ISIC Rev. 3.
1558,192,Cuba,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,109.3,The indices are based on ISIC Rev. 3.
1559,192,Cuba,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,84.9,The indices are based on ISIC Rev. 3.
1560,192,Cuba,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,105.0,The indices are based on ISIC Rev. 3.
1561,192,Cuba,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,96.7,The indices are based on ISIC Rev. 3.
1562,192,Cuba,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,93.6,The indices are based on ISIC Rev. 3.
1563,192,Cuba,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,101.9,The indices are based on ISIC Rev. 3.
1564,192,Cuba,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,186.1,The indices are based on ISIC Rev. 3.
1565,192,Cuba,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,91.4,The indices are based on ISIC Rev. 3.
1566,192,Cuba,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,104.6,The indices are based on ISIC Rev. 3.
1567,192,Cuba,Index of industrial production: Basic metals (Index base: 2005=100),2007,98.2,The indices are based on ISIC Rev. 3.
1568,192,Cuba,Index of industrial production: Basic metals (Index base: 2005=100),2008,95.6,The indices are based on ISIC Rev. 3.
1569,192,Cuba,Index of industrial production: Basic metals (Index base: 2005=100),2009,100.4,The indices are based on ISIC Rev. 3.
1570,192,Cuba,Index of industrial production: Basic metals (Index base: 2005=100),2010,99.6,The indices are based on ISIC Rev. 3.
1571,192,Cuba,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,178.7,The indices are based on ISIC Rev. 3.
1572,192,Cuba,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,303.8,The indices are based on ISIC Rev. 3.
1573,192,Cuba,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,66.6,The indices are based on ISIC Rev. 3.
1574,192,Cuba,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,118.5,The indices are based on ISIC Rev. 3.
1575,192,Cuba,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,115.1,The indices are based on ISIC Rev. 3.
1576,192,Cuba,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,115.6,The indices are based on ISIC Rev. 3.
1577,192,Cuba,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,115.9,The indices are based on ISIC Rev. 3.
1578,192,Cuba,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,101.6,The indices are based on ISIC Rev. 3.
1579,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,105.6,For government controlled areas.
1580,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,109.1,For government controlled areas.
1581,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,100.4,For government controlled areas.
1582,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,99.7,For government controlled areas.
1583,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,92.6,For government controlled areas.
1584,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,83.3,For government controlled areas.
1585,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,72.1,For government controlled areas.
1586,196,Cyprus,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,72.1,For government controlled areas.
1587,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2007,106.8,For government controlled areas.
1588,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2008,115.8,For government controlled areas.
1589,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2009,94.2,For government controlled areas.
1590,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2010,103.4,For government controlled areas.
1591,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2011,95.6,For government controlled areas.
1592,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2012,63.4,For government controlled areas.
1593,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2013,40.6,For government controlled areas.
1594,196,Cyprus,Index of industrial production: Mining (Index base: 2005=100),2014,35.8,For government controlled areas.
1595,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2007,104.2,For government controlled areas.
1596,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2008,108.7,For government controlled areas.
1597,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2009,96.2,For government controlled areas.
1598,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2010,93.1,For government controlled areas.
1599,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2011,85.8,For government controlled areas.
1600,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2012,76.8,For government controlled areas.
1601,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2013,66.0,For government controlled areas.
1602,196,Cyprus,Index of industrial production: Manufacturing (Index base: 2005=100),2014,65.3,For government controlled areas.
1603,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,96.1,For government controlled areas.
1604,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,98.3,For government controlled areas.
1605,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,94.1,For government controlled areas.
1606,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,93.4,For government controlled areas.
1607,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,86.5,For government controlled areas.
1608,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,83.1,For government controlled areas.
1609,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,77.8,For government controlled areas.
1610,196,Cyprus,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,77.4,For government controlled areas.
1611,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,87.6,For government controlled areas.
1612,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,75.9,For government controlled areas.
1613,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,59.5,For government controlled areas.
1614,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,53.5,For government controlled areas.
1615,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,48.1,For government controlled areas.
1616,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,40.1,For government controlled areas.
1617,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,30.3,For government controlled areas.
1618,196,Cyprus,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,29.4,For government controlled areas.
1619,196,Cyprus,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,115.2,For government controlled areas.
1620,196,Cyprus,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,125.8,For government controlled areas.
