,Region/Country/Area,Country,Series,Year,Value,Footnotes
2661,348,Hungary,Index of industrial production: Mining (Index base: 2005=100),2010,90.1,
2662,348,Hungary,Index of industrial production: Mining (Index base: 2005=100),2011,99.2,
2663,348,Hungary,Index of industrial production: Mining (Index base: 2005=100),2012,106.6,
2664,348,Hungary,Index of industrial production: Mining (Index base: 2005=100),2013,98.6,
2665,348,Hungary,Index of industrial production: Mining (Index base: 2005=100),2014,98.5,
2666,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2007,120.2,
2667,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2008,119.4,
2668,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2009,97.5,
2669,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2010,109.1,
2670,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2011,115.7,
2671,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2012,113.7,
2672,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2013,115.4,
2673,348,Hungary,Index of industrial production: Manufacturing (Index base: 2005=100),2014,125.4,
2674,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,98.8,
2675,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,91.9,
2676,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,88.8,
2677,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,88.3,
2678,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,90.9,
2679,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,95.1,
2680,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,94.4,
2681,348,Hungary,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,98.7,
2682,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,103.5,
2683,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,91.6,
2684,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,70.3,
2685,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,68.1,
2686,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,84.6,
2687,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,81.3,
2688,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,79.5,
2689,348,Hungary,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,91.5,
2690,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,111.2,
2691,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,111.2,
2692,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,98.5,
2693,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,107.4,
2694,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,114.2,
2695,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,113.6,
2696,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,109.0,
2697,348,Hungary,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,112.6,
2698,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2007,107.6,
2699,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2008,103.2,
2700,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2009,54.1,
2701,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2010,65.0,
2702,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2011,70.4,
2703,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2012,66.2,
2704,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2013,68.5,
2705,348,Hungary,Index of industrial production: Basic metals (Index base: 2005=100),2014,70.8,
2706,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,128.7,
2707,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,129.8,
2708,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,101.6,
2709,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,117.5,
2710,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,127.9,
2711,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,125.5,
2712,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,129.2,
2713,348,Hungary,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,143.2,
2714,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2007,104.1,
2715,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2008,109.1,
2716,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2009,96.4,
2717,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2010,97.4,
2718,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2011,95.8,
2719,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2012,92.5,
2720,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2013,88.2,
2721,348,Hungary,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2014,84.0,
2722,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,130.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2723,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,133.7,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2724,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,140.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2725,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,152.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2726,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,156.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2727,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,158.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2728,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,158.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2729,356,India,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,162.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2730,356,India,Index of industrial production: Mining (Index base: 2005=100),2007,110.0,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2731,356,India,Index of industrial production: Mining (Index base: 2005=100),2008,112.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2732,356,India,Index of industrial production: Mining (Index base: 2005=100),2009,121.7,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2733,356,India,Index of industrial production: Mining (Index base: 2005=100),2010,128.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2734,356,India,Index of industrial production: Mining (Index base: 2005=100),2011,125.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2735,356,India,Index of industrial production: Mining (Index base: 2005=100),2012,122.7,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2736,356,India,Index of industrial production: Mining (Index base: 2005=100),2013,121.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2737,356,India,Index of industrial production: Mining (Index base: 2005=100),2014,123.7,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2738,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2007,136.1,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2739,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2008,139.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2740,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2009,146.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2741,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2010,159.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2742,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2011,164.1,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2743,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2012,166.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2744,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2013,164.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2745,356,India,Index of industrial production: Manufacturing (Index base: 2005=100),2014,168.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2746,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,124.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2747,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,116.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2748,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,115.1,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2749,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,122.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2750,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,139.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2751,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,142.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2752,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,141.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2753,356,India,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,147.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2754,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,118.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2755,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,112.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2756,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,118.0,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2757,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,125.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2758,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,122.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2759,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,130.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2760,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,140.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2761,356,India,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,145.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2762,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,118.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2763,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,118.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2764,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,122.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2765,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,124.7,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2766,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,126.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2767,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,133.0,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2768,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,141.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2769,356,India,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,142.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2770,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2007,135.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2771,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2008,137.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2772,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2009,140.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2773,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2010,152.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2774,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2011,166.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2775,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2012,169.4,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2776,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2013,169.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2777,356,India,Index of industrial production: Basic metals (Index base: 2005=100),2014,191.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2778,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,183.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2779,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,204.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2780,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,220.1,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2781,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,257.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2782,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,255.5,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2783,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,251.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2784,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,235.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2785,356,India,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,228.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.
2786,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,114.0,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2787,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,117.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2788,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,124.3,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2789,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,131.2,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2790,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2011,141.9,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2791,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2012,147.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2792,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2013,156.6,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2793,356,India,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2014,169.8,The indices are based on ISIC Rev. 3.;Twelve months beginning 1 April of the year stated.;Data refers to electricity only.
2794,360,Indonesia,Index of industrial production: Mining (Index base: 2005=100),2007,119.6,The indices are based on ISIC Rev. 3.
2795,360,Indonesia,Index of industrial production: Mining (Index base: 2005=100),2008,137.9,The indices are based on ISIC Rev. 3.
2796,360,Indonesia,Index of industrial production: Mining (Index base: 2005=100),2009,128.8,The indices are based on ISIC Rev. 3.
2797,360,Indonesia,Index of industrial production: Mining (Index base: 2005=100),2010,167.7,The indices are based on ISIC Rev. 3.
2798,360,Indonesia,Index of industrial production: Mining (Index base: 2005=100),2011,207.5,The indices are based on ISIC Rev. 3.
2799,360,Indonesia,Index of industrial production: Manufacturing (Index base: 2005=100),2007,103.9,The indices are based on ISIC Rev. 3.
2800,360,Indonesia,Index of industrial production: Manufacturing (Index base: 2005=100),2008,107.0,The indices are based on ISIC Rev. 3.
2801,360,Indonesia,Index of industrial production: Manufacturing (Index base: 2005=100),2009,108.3,The indices are based on ISIC Rev. 3.
2802,360,Indonesia,Index of industrial production: Manufacturing (Index base: 2005=100),2010,113.3,The indices are based on ISIC Rev. 3.
2803,360,Indonesia,Index of industrial production: Manufacturing (Index base: 2005=100),2011,119.6,The indices are based on ISIC Rev. 3.
2804,360,Indonesia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,116.5,The indices are based on ISIC Rev. 3.
2805,360,Indonesia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,125.2,The indices are based on ISIC Rev. 3.
2806,360,Indonesia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,145.9,The indices are based on ISIC Rev. 3.
2807,360,Indonesia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,154.1,The indices are based on ISIC Rev. 3.
2808,360,Indonesia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,160.6,The indices are based on ISIC Rev. 3.
2809,360,Indonesia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,169.8,The indices are based on ISIC Rev. 3.
2810,360,Indonesia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,116.9,The indices are based on ISIC Rev. 3.
2811,360,Indonesia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,111.1,The indices are based on ISIC Rev. 3.
2812,360,Indonesia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,105.4,The indices are based on ISIC Rev. 3.
2813,360,Indonesia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,107.7,The indices are based on ISIC Rev. 3.
2814,360,Indonesia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,112.5,The indices are based on ISIC Rev. 3.
2815,360,Indonesia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,107.1,The indices are based on ISIC Rev. 3.
2816,360,Indonesia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,139.7,The indices are based on ISIC Rev. 3.
2817,360,Indonesia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,134.1,The indices are based on ISIC Rev. 3.
2818,360,Indonesia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,137.9,The indices are based on ISIC Rev. 3.
2819,360,Indonesia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,144.4,The indices are based on ISIC Rev. 3.
2820,360,Indonesia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,150.5,The indices are based on ISIC Rev. 3.
2821,360,Indonesia,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,162.7,The indices are based on ISIC Rev. 3.
2822,360,Indonesia,Index of industrial production: Basic metals (Index base: 2005=100),2007,136.9,The indices are based on ISIC Rev. 3.
2823,360,Indonesia,Index of industrial production: Basic metals (Index base: 2005=100),2008,145.5,The indices are based on ISIC Rev. 3.
2824,360,Indonesia,Index of industrial production: Basic metals (Index base: 2005=100),2009,137.6,The indices are based on ISIC Rev. 3.
2825,360,Indonesia,Index of industrial production: Basic metals (Index base: 2005=100),2010,142.1,The indices are based on ISIC Rev. 3.
2826,360,Indonesia,Index of industrial production: Basic metals (Index base: 2005=100),2011,155.0,The indices are based on ISIC Rev. 3.
2827,360,Indonesia,Index of industrial production: Basic metals (Index base: 2005=100),2012,141.8,The indices are based on ISIC Rev. 3.
2828,360,Indonesia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,107.9,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding office, accounting and computing machinery machinery."
2829,360,Indonesia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,122.4,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding office, accounting and computing machinery machinery."
2830,360,Indonesia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,119.1,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding office, accounting and computing machinery machinery."
2831,360,Indonesia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,132.7,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding office, accounting and computing machinery machinery."
2832,360,Indonesia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,141.9,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding office, accounting and computing machinery machinery."
2833,360,Indonesia,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,150.2,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding office, accounting and computing machinery machinery."
2834,360,Indonesia,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,111.7,The indices are based on ISIC Rev. 3.;Data refers to electricity only.
2835,360,Indonesia,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,117.3,The indices are based on ISIC Rev. 3.;Data refers to electricity only.
2836,360,Indonesia,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,123.1,The indices are based on ISIC Rev. 3.;Data refers to electricity only.
2837,360,Indonesia,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,133.3,The indices are based on ISIC Rev. 3.;Data refers to electricity only.
2838,360,Indonesia,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2011,144.0,The indices are based on ISIC Rev. 3.;Data refers to electricity only.
2839,360,Indonesia,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2012,154.8,The indices are based on ISIC Rev. 3.;Data refers to electricity only.
2840,364,Iran (Islamic Rep. of),Index of industrial production: Manufacturing (Index base: 2005=100),2007,135.4,The indices are based on ISIC Rev. 3.
2841,364,Iran (Islamic Rep. of),Index of industrial production: Manufacturing (Index base: 2005=100),2008,145.9,The indices are based on ISIC Rev. 3.
2842,364,Iran (Islamic Rep. of),Index of industrial production: Manufacturing (Index base: 2005=100),2009,154.5,The indices are based on ISIC Rev. 3.
2843,364,Iran (Islamic Rep. of),Index of industrial production: Manufacturing (Index base: 2005=100),2010,170.1,The indices are based on ISIC Rev. 3.
2844,364,Iran (Islamic Rep. of),"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,129.6,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
2845,364,Iran (Islamic Rep. of),"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,130.0,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
2846,364,Iran (Islamic Rep. of),"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,129.9,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
2847,364,Iran (Islamic Rep. of),"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,151.0,The indices are based on ISIC Rev. 3.;Data refers to food and beverages only.
2848,364,Iran (Islamic Rep. of),"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,117.4,The indices are based on ISIC Rev. 3.
2849,364,Iran (Islamic Rep. of),"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,132.0,The indices are based on ISIC Rev. 3.
2850,364,Iran (Islamic Rep. of),"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,120.7,The indices are based on ISIC Rev. 3.
2851,364,Iran (Islamic Rep. of),"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,123.7,The indices are based on ISIC Rev. 3.
2852,364,Iran (Islamic Rep. of),"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,157.7,The indices are based on ISIC Rev. 3.
2853,364,Iran (Islamic Rep. of),"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,168.4,The indices are based on ISIC Rev. 3.
2854,364,Iran (Islamic Rep. of),"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,186.3,The indices are based on ISIC Rev. 3.
2855,364,Iran (Islamic Rep. of),"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,195.1,The indices are based on ISIC Rev. 3.
2856,364,Iran (Islamic Rep. of),Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,119.6,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding medical, precision and optical instruments, watches and clocks."
2857,364,Iran (Islamic Rep. of),Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,134.1,"The indices are based on ISIC Rev. 3.;Data refers to manufacture of all metal products, machinery and transport equipment only; excluding medical, precision and optical instruments, watches and clocks."
