Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Madagascar,MDG,29.4755696983439,26.466650016565,26.8432266764541,25.7652480035448,25.9601474529335,25.7722427990738,24.2936862981342,24.3491568095257,23.4861075834636,21.4354275803117,19.9290881958552,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Malawi,MWI,38.4826059742569,35.6608481454938,30.4290029672226,29.6148722529818,28.7723804157092,28.2889262394967,28.673642187669,28.702698759338,27.4812238583409,25.9270434125021,26.0969242390109,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mali,MLI,37.4176793882017,32.9018677247122,31.7666384667276,33.0168300296146,34.5586305785061,38.1141024753005,36.7320515235235,37.4567692812305,37.7232568576052,38.3677011729355,38.3347343169632,38.5264032692822
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritania,MRT,26.554647799175,34.3661794462801,24.1117939237259,20.2932660439434,17.0922633822494,17.9313589332955,17.996074990329,21.9066251208133,24.5231814291077,23.9901742383603,23.8835962929624,24.4066103378638
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritius,MUS,10.8874239350913,5.70501014953437,3.88063998683832,3.64174219127995,3.70364769678842,3.65727062205542,3.3754299846669,3.25917839525381,3.15399384717475,3.187929111129,3.09579375373195,2.77706974691178
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mozambique,MOZ,34.1035150836584,20.1145391159568,27.9009801695566,27.3439023591681,26.2958842850096,25.2325154329242,24.0814894032394,22.7504376861514,22.9439489373622,22.6179903328615,21.2610151119442,21.4135982314416
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Namibia,NAM,9.06896228619991,10.9780410712542,8.25322770550368,8.57779153605123,8.231879363485,8.05447519990682,6.34446082938625,6.68928067327184,5.9039162208296,6.1099193219629,6.95491093841262,7.186571983199
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Niger,NER,35.2531844783872,37.8397375820056,39.38968973668,40.8978425130185,38.311536939242,38.0817338471101,35.8009760522932,36.705793462514,36.3323358834131,38.7842086223368,39.6524282702728,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Nigeria,NGA,21.5562632771828,21.3572412972176,26.7488545066064,23.8937040914541,22.2347109927204,21.8599586164672,20.7586228323417,19.9902547675923,20.6318934802764,20.9831097070839,20.8465714308196,21.1995501675726
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Rwanda,RWA,32.5459939303571,35.5671714635337,29.3379633238205,28.1421329731477,28.2300982435551,29.2196686762229,28.8913709950676,28.7545641795124,28.0075429548457,29.3095249406781,30.9620374574355,29.038954695323
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sao Tome and Principe,STP,..,..,11.21047577867,11.6239870590249,11.6459308070775,11.827639776253,12.3334249515487,11.6595543474567,12.2286339446274,11.6744261596297,12.0803729146142,11.3535593225932
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Senegal,SEN,17.9086701619664,16.8610299237633,15.9421074959169,15.8376164673358,12.8834741887498,13.9683553152379,13.6909373631986,13.3687979539642,14.2824516828913,14.4140950422745,16.0381959877473,16.562290035388
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Seychelles,SYC,4.80910985715012,2.82924885435346,2.2569426862048,2.26087740281931,2.22137693240376,2.04481285889162,2.66733901459213,2.36969668658383,2.04597736923579,2.00964168813175,1.90734796755162,2.02815351465463
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sierra Leone,SLE,44.0286219584087,55.0141620912989,55.2608826771866,52.9426802645402,54.5934658718491,50.5921166371271,47.9833089783607,51.7925286654397,58.6518937048545,58.2087413276203,60.2835450445524,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Somalia,SOM,62.7445651948588,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Africa,ZAF,4.20709700940894,2.9947459855187,2.71342760650594,2.38737291381414,2.2854725377128,2.16947773706563,2.09775631128793,2.17470676059318,2.08083537598214,2.17817358718032,2.2877463348412,2.18700290467606
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Sudan,SSD,..,..,5.22,4.99,4.16,9.71,8.94673664024546,9.84565157470267,12.1118946188341,11.4095103135889,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sudan,SDN,39.0195890623607,40.6821739143402,24.6704115922914,23.3105383796265,24.3591703860878,33.1433753081828,33.7625756000751,31.8512354117634,31.4185582789066,31.1999868593734,30.4532383285811,31.4686606408378
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tanzania,TZA,42.0469415295422,26.2082588660116,26.0351903598507,25.5824068871018,24.9768644464588,26.5509265207861,26.7908679172376,25.8025774475571,26.745885729563,27.4441425717754,28.7420860741204,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Togo,TGO,33.7541148217743,30.5616447785057,30.9296084991408,28.7401118556367,29.8750736235753,42.5239181266441,37.5148419368984,41.1782291462385,39.772544489248,26.3930740004973,23.6070306500798,23.5594674104787
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Uganda,UGA,53.282907395037,27.5091068813608,26.1461755849733,26.2355373274096,25.0625298111199,26.0815285901056,25.4799523470807,25.0743798029182,23.9815827987955,23.6543451870448,24.5806769808807,24.1938062762584
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Zambia,ZMB,18.2025763190401,16.1497734560385,11.5527836333973,9.42098977636374,9.64777585337514,9.3215310020682,8.22656371319727,6.77960927230019,4.9808295402307,6.22847041620006,4.02429580828388,2.57621281328594
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Zimbabwe,ZWE,14.8320467570777,15.6670634205514,10.7425502260637,9.60986326863104,8.6658651729864,8.0445175274368,7.1444794463575,8.74530422877265,8.28424690276128,7.87398582101493,9.66342785271785,12.0819491311957
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Sub-Saharan Africa,SSF,63103474514.6355,64451527569.8321,201072055819.32,218533792130.162,235155097824.153,264861784873.623,283180789275.452,301401330750.859,289953509179.468,275839718910.583,296442798333.494,284270255122.439
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Angola,AGO,..,517163204.882735,4655175861.79946,5179054574.41704,6534868426.82371,7772334516.27771,8896384125.08302,10996982491.7805,10599805694.1197,9941656304.30585,12233138227.1752,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Benin,BEN,679224884.377268,588081372.933341,1686834200.82285,1584769734.91602,1785040290.03143,1818316794.54431,1954700024.28953,2083674645.79351,1864909852.82767,1992438014.68513,2128382171.90127,2345731186.34769
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Botswana,BWA,171566783.122816,161766435.37575,289438889.74298,318136790.508714,385475359.012606,433053230.382264,342521044.422484,339264290.727599,317405469.44417,320707811.984002,346347874.828459,372019374.068554
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Burkina Faso,BFA,866814538.572206,809426367.461431,2711019508.82936,2922104196.23766,3302049034.67318,3515456868.00955,3783211885.67727,3882046458.94643,3154096841.74219,3348336471.56987,3532279246.87843,4130600488.41336
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Burundi,BDI,578015240.430936,383945638.22554,654174611.308661,780960656.21216,820648569.754034,826470275.054738,940617743.992827,945892920.654196,952454112.330295,906868600.633605,..,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Cabo Verde,CPV,44163792.4756502,69408163.45287,142406860.416921,132974724.593677,146261436.425363,147974046.402804,153201674.441,149085140.513883,139518744.648375,132969068.710897,106183657.666254,93887788.6127848
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Cameroon,CMR,2675806693.67419,1687694603.31755,3553283947.45887,3677822713.35031,3954526506.56616,3993572525.33705,4496036758.15723,4971052658.192,4567089836.07223,4744162053.74563,5019177295.23689,5499660079.27045
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Central African Republic,CAF,..,..,789330397.768847,799768614.33097,914727716.188978,924135075.297668,545518581.491377,643107510.896716,532434299.124439,578860460.951468,734701885.226216,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Chad,TCD,484875098.582745,563789227.113318,4307440650.01462,5536211541.01644,6223604851.03719,6790047971.98817,6480779491.53915,7051268671.05569,5516295132.72054,4654519209.68378,4849491817.99659,5065966935.0163
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Comoros,COM,126205408.383453,102894757.787006,270811055.179041,275901986.227245,312288958.626142,306527499.017356,343586028.885095,344549816.96895,296769024.548488,303597654.806092,319783109.685048,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,"Congo, Dem. Rep.",COD,..,6102898550.72464,4414940225.94165,4621208405.25335,5404919981.50985,5990505455.81872,6312637780.51937,6665621816.50338,6965629702.16892,6906981310.05642,7490820896.74901,9025341799.30331
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,"Congo, Rep.",COG,359943717.791422,170792201.931441,432274295.124615,459950694.257961,488034635.249279,536964639.095554,614448222.815966,685377668.557791,619547400.073886,654400731.726813,556737878.516654,802124977.489645
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Cote d'Ivoire,CIV,3508481538.1937,2678089144.25944,5146881744.73388,6104026369.73149,6774568896.84342,5944896532.55689,6558796361.41356,7434629512.51885,7532565237.60011,7915789754.86388,8210336274.01551,8502199751.79929
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Equatorial Guinea,GNQ,..,..,159024097.056607,172988045.073767,224705695.111389,236357678.172226,261553720.346531,281324393.475117,248893607.991891,261984572.894608,285178562.593116,311227809.543552
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Eritrea,ERI,..,88935064.9350649,262243902.439024,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Eswatini,SWZ,98890735.5157887,214064079.656474,331202390.927222,450811779.489701,468546997.011472,500634531.059683,471705906.722872,413899739.235398,385580731.881275,341850380.693406,370651014.714485,406192789.009811
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Ethiopia,ETH,6025641980.67633,3681548336.42199,14883148075.6311,12406604219.9984,13180503225.8065,19200051115.6187,19649886667.1797,21422080397.5843,23243966177.4566,25704428530.1543,27505939186.116,26223303690.2695
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Gabon,GAB,435972645.937162,314898122.311094,608586060.205474,562060237.402504,624212629.81172,575878448.764032,585610093.514695,658326046.944369,619896911.739717,696953789.340518,784209805.588301,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,"Gambia, The",GMB,77186191.1410078,192067033.688886,236136396.390986,275573504.21248,169646440.269504,185130682.013025,346258384.87552,280788915.246927,328379441.116825,359954332.499328,343221706.806844,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Ghana,GHA,2641154597.63423,1757588548.3575,8051414182.28279,9021400279.52481,9362850707.76558,9281746296.91502,12941770214.6323,10720064414.0155,9957936443.99689,11539331405.9843,11620096581.5973,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Guinea,GIN,658359456.225386,628481583.517949,1098927157.04772,1198325341.39989,1090354555.89476,1285610815.29988,1469699693.26261,1538323596.96893,1625014014.29153,1513530642.11352,1768292605.87498,1956830540.45056
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Guinea-Bissau,GNB,138902320.338888,154468624.868553,363790732.598553,382820118.842587,494517406.526979,463920524.493215,461565865.112137,433334344.629512,490249801.546878,546078452.203528,662077950.903513,692049711.562235
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Kenya,KEN,2170018430.61582,3649204796.81787,8648373668.42486,9930508928.07561,11035684849.14,13192992893.6136,14569411852.1322,16868066957.3854,19325482014.2648,21498559148.2556,27430205060.9611,30059948297.8121
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Lesotho,LSO,72533915.6649789,69449796.824116,107096545.782834,122295566.300606,143583272.50692,133909025.578563,149690992.3253,146968560.818967,124778358.635933,136354618.752379,157748796.29213,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Liberia,LBR,..,664891500,1026072000,895104600,1062326000,1055804000,1141778000,1124531000,1091957000,1220734000,1218716000,1216698000
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Madagascar,MDG,908283726.274184,1026290284.37612,2295193583.41541,2249289695.92574,2568160119.1042,2556549805.10638,2575541522.68357,2598911311.71842,2288543518.9326,2134680290.14092,2285039459.3484,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Malawi,MWI,723769907.288651,621749216.543116,1883898420.94712,2061093106.56689,2302941540.61419,1705394503.54468,1582464124.34658,1735885672.44016,1751436832.79898,1408626680.8727,1644965406.74885,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Mali,MLI,1003509245.0438,971963802.165887,3234168378.03215,3525784560.96286,4485056247.94831,4742441684.29061,4865678892.39738,5373484067.02871,4941556345.72351,5375617171.22967,5880400428.04039,6625265722.27847
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Mauritania,MRT,270751397.486633,444579515.267033,883041920.860112,880280107.577548,883045553.824373,938035196.547772,1014946022.70838,1176995623.09026,1185094495.36763,1134240331.92289,1188312138.21156,1309626671.01886
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Mauritius,MUS,288895616.779359,266042515.222327,354257536.029637,364307896.20717,426600710.652825,426755407.65391,409427583.106959,417287143.715547,368774014.667667,389962269.884277,410482172.997616,394909000.895846
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Mozambique,MOZ,856707351.200086,1009039633.02511,3044470752.19036,2776564992.44702,3452956745.65496,3851811535.61484,3857577423.00883,3858728409.35549,3395340466.45407,2464658510.9791,2689925028.66274,3095970404.96119
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Namibia,NAM,252639933.521432,420897403.383383,732572264.772178,967762962.355898,1021545757.52985,1048392472.5944,806875236.92142,855296645.074498,687845007.335874,689573992.352925,943516581.250614,1043613259.49506
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Niger,NER,874516297.736615,680500179.570584,2116446411.08817,2338810403.06737,2455457173.12602,2643732330.76168,2745201861.99498,3020788204.24138,2622347300.99527,2919785932.13382,3219662233.59571,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Nigeria,NGA,11648098317.7768,14832338596.0099,78074611189.1268,86820135996.487,91236707779.5889,100419414372.372,106899909301.436,113644385980.425,102041875029.295,84908054292.4432,78330051245.6093,84219371561.5951
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Rwanda,RWA,829983256.495202,645166670.857966,1576354879.17691,1627502504.15473,1852831845.06581,2143238648.656,2202078139.78807,2305136070.84839,2318356070.82686,2484181992.66689,2828522826.28238,2761315130.27814
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Sao Tome and Principe,STP,..,..,21055630.9667151,22952033.4689797,27159885.3689047,29871952.7831657,37361087.7378418,40685042.0730319,38919563.9651626,40573930.1351354,45306251.5766976,47945713.4276717
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Senegal,SEN,1296068498.01169,998887828.710029,2590307559.07535,2568080478.60656,2303408030.38116,2489917715.6016,2595826692.41574,2643123691.63557,2537663824.21492,2742626493.19183,3381119531.25047,3996414262.15246
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Seychelles,SYC,17725645.9742547,17396478.7006896,19125283.8007627,21929075.7221697,23676027.7845085,21679640.1501322,35426466.0756197,31825212.4045846,28183237.0680266,28688128.7726358,28670657.4541511,32251300.608831
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Sierra Leone,SLE,286029664.864328,349820754.266048,1356046715.40177,1364876219.64072,1606438272.67326,1923442766.72467,2360943478.04942,2597477049.3311,2474361442.9472,2139051642.39958,2254350171.97395,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,South Africa,ZAF,4861438565.29973,4083691172.65627,8030022304.30627,8960990930.44856,9517139028.52185,8598245018.2704,7691281353.89587,7625309323.94704,6607418703.80675,6441874320.17186,7981298339.55812,8010952488.85868
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,South Sudan,SSD,..,..,638477097.584206,784795435.810664,741590632.318501,1006811796.61017,1186124983.05085,1307702779.66102,1498780589.31247,350372942.400041,..,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Sudan,SDN,4841803278.68852,4986584240.82141,13112375363.8931,15299664223.7641,16400369121.728,22579133613.2102,24331317503.3636,26166295821.7853,30394860597.1091,29814152325.4504,37473740910.3151,12855431272.5035
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Tanzania,TZA,1790671289.61493,3505610508.63403,7571404431.60321,8190015656.28415,8656266752.78699,10527583142.3085,12238211156.4429,12892203330.2646,12671825955.5758,13660053287.7893,15325460208.2699,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Togo,TGO,549661293.343833,454814049.428331,1041001481.83037,984642614.133101,1155386093.21585,1647176694.43992,1620801546.02866,1881392366.73645,1662168295.01082,1165230092.93969,1125079678.80135,1248702269.45245
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Uganda,UGA,2293508861.62129,1703706891.84348,4750473059.01539,5296035831.47028,5056622344.71349,6028561045.79679,6267953776.52124,6843269601.26287,6499644543.13083,5708660256.14029,6389754810.16353,6647718971.19663
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Zambia,ZMB,597994202.898551,581502153.786807,1770850220.96272,1909215984.6574,2263377702.80001,2377304606.29845,2307177671.9361,1840706670.13392,1053664332.59889,1305160677.2298,1041010557.27717,688365955.575104
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Zimbabwe,ZWE,1302819800,1048119900,1038352700,1157186600,1222053400,1376807100,1363954000,1704942500,1653794200,1618000000,2204518773.60537,3745466990.0141
"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,Sub-Saharan Africa,SSF,94118580444.3666,126805364696.954,208313866899.468,218533792130.162,225065567988.704,238902121951.762,246389827261.125,257491658911.823,266318945766.7,275161272689.057,287360324308.369,294242134883.35
