,Year,Country,Anual GDP (M.€),Var. GDP(%),GDP Per Capita (m.€),Var. GDPxC(%),Total Debt (M.€),Var. TDebt(%),Debt (% GDP),Var. Debt (% GDP),Debt Per Capita (m.€),Var. DebtxC (%)
95,1996,Spain,489203000000.0,,12700.0,,319976000000.0,,65.4,,8005.0,
94,1997,Spain,519268000000.0,0.06145710471930865,13000.0,0.023622047244094446,333627000000.0,0.04266257469310197,64.2,-0.01834862385321101,8311.0,0.038226108682073656
93,1998,Spain,555993000000.0,0.07072455841684833,13760.0,0.058461538461538565,346417000000.0,0.038336225785083444,62.3,-0.029595015576324046,8595.0,0.034171579833955024
92,1999,Spain,595723000000.0,0.07145773418010659,14760.0,0.07267441860465107,362223000000.0,0.04562709104922691,60.8,-0.024077046548956704,8950.0,0.04130308318789999
91,2000,Spain,647851000000.0,0.08750375594026072,15970.0,0.0819783197831978,374557000000.0,0.034050847130082884,57.8,-0.049342105263157854,9211.0,0.029162011173184288
90,2001,Spain,700993000000.0,0.08202812066354759,17200.0,0.07701941139636825,378883000000.0,0.011549643979420932,54.0,-0.06574394463667821,9233.0,0.00238844859407239
89,2002,Spain,749552000000.0,0.06927173309861878,18090.0,0.05174418604651154,384145000000.0,0.013888192397125243,51.2,-0.051851851851851816,9184.0,-0.005307050796057644
88,2003,Spain,802266000000.0,0.07032734219907355,19010.0,0.05085682697622995,382775000000.0,-0.0035663616603105464,47.7,-0.068359375,8996.0,-0.020470383275261295
87,2004,Spain,859437000000.0,0.07126190066636262,20050.0,0.0547080483955813,389888000000.0,0.018582718307099455,45.4,-0.048218029350104885,9005.0,0.0010004446420630586
86,2005,Spain,927357000000.0,0.0790284802725505,21240.0,0.05935162094763102,393479000000.0,0.00921033732764287,42.4,-0.06607929515418498,8941.0,-0.007107162687395863
85,2006,Spain,1003823000000.0,0.08245583955262115,22630.0,0.06544256120527314,392168000000.0,-0.003331816945758237,39.1,-0.07783018867924518,8757.0,-0.020579353539872502
84,2007,Spain,1075539000000.0,0.07144287389310655,23780.0,0.05081749889527187,383798000000.0,-0.021342893861814316,35.8,-0.0843989769820973,8404.0,-0.04031060865593239
83,2008,Spain,1109541000000.0,0.03161391637123345,24130.0,0.014718250630782137,439771000000.0,0.14583973861249921,39.7,0.1089385474860336,9511.0,0.13172298905283197
82,2009,Spain,1069323000000.0,-0.03624742123094149,23060.0,-0.044343141317861545,568700000000.0,0.2931730377855748,53.3,0.3425692695214104,12234.0,0.2863000735989907
81,2010,Spain,1072709000000.0,0.0031664894517371422,23040.0,-0.0008673026886383273,649259000000.0,0.14165465095832608,60.5,0.13508442776735463,13913.0,0.13724047735818212
80,2011,Spain,1063763000000.0,-0.008339633581894046,22760.0,-0.01215277777777779,743530000000.0,0.14519783322218105,69.9,0.15537190082644647,15881.0,0.14145044203263146
79,2012,Spain,1031099000000.0,-0.030706087728187614,22562.0,-0.008699472759226667,890726000000.0,0.19796914717630765,86.3,0.23462088698140193,19062.0,0.20030224796927154
78,2013,Spain,1020348000000.0,-0.010426738848548944,22518.0,-0.0019501817214785389,978272000000.0,0.09828611716734437,95.8,0.1100811123986094,21033.0,0.10339943342776214
77,2014,Spain,1032158000000.0,0.011574482431484068,22780.0,0.011635136335376162,1039388000000.0,0.06247342252461485,100.7,0.051148225469728636,22377.0,0.06389958636428461
76,2015,Spain,1077590000000.0,0.044016516851102194,23220.0,0.019315188762071944,1070079000000.0,0.029527952987719708,99.3,-0.013902681231380387,23042.0,0.02971801403226526
75,2016,Spain,1113840000000.0,0.03363988158761688,23980.0,0.03273040482342804,1104554000000.0,0.03221724751163224,99.2,-0.001007049345417843,23740.0,0.03029250933078731
74,2017,Spain,1161878000000.0,0.04312827695180643,24970.0,0.041284403669724856,1145097000000.0,0.036705312732559836,98.6,-0.006048387096774244,24542.0,0.03378264532434705
73,2018,Spain,1202193000000.0,0.03469813526032861,25770.0,0.03203844613536244,1173350000000.0,0.024673018966952176,97.4,-0.012170385395537386,24998.0,0.018580392796023082
72,2019,Spain,1244757000000.0,0.03540529682006133,26430.0,0.025611175785797524,1188859000000.0,0.013217709975710479,95.5,-0.019507186858316317,25119.0,0.004840387230978571
