Date,Open,High,Low,Close,Volume,OpenInt
2016-11-10,98.54,99.08,98.31,98.83,41565,82791
2016-11-11,98.84,99.13,98.54,98.99,34142,78339
2016-11-14,99.42,100.22,99.38,99.95,57321,79447
2016-11-15,99.77,100.26,99.45,100.16,45138,81170
2016-11-16,100.05,100.57,99.9,100.28,44259,83104
2016-11-17,100.23,101.01,99.96,100.96,58167,85645
2016-11-18,101.03,101.48,100.83,101.21,58987,88304
2016-11-21,101.25,101.38,100.76,100.87,43364,90321
2016-11-22,100.76,101.32,100.65,100.97,35271,93965
2016-11-23,101.04,101.91,100.89,101.64,44587,95940
2016-11-24,101.76,102.05,101.43,101.7,17986,97346
2016-11-25,101.81,101.92,101.21,101.5,33145,94941
2016-11-28,101.15,101.6,100.64,101.15,50245,94585
2016-11-29,101.22,101.64,100.86,100.97,41123,92156
2016-11-30,100.97,101.83,100.89,101.48,49609,92892
2016-12-01,101.5,101.56,100.87,100.92,36735,92842
2016-12-02,100.88,101.11,100.62,100.66,44432,95527
2016-12-05,101.36,101.54,99.85,100.15,51442,95041
2016-12-06,100.17,100.58,99.98,100.45,35967,93311
2016-12-07,100.55,100.6,100.13,100.2,32540,93472
2016-12-08,100.2,101.25,99.43,101.12,45162,93809
2016-12-09,101.12,101.74,101.01,101.59,35042,93435
2016-12-12,101.69,101.69,100.84,100.9,50653,93575
2016-12-13,100.93,101.16,100.75,101.06,55300,96087
2016-12-14,101.02,102.35,100.73,102.1,98146,91954
2016-12-15,102.49,103.56,102.16,103.1,141332,88574
2016-12-16,103.14,103.27,102.62,102.95,62816,87218
2016-12-19,102.74,103.21,102.52,103.14,24803,79151
2016-12-20,103.13,103.65,103.03,103.25,29942,84233
2016-12-21,103.3,103.38,102.77,103.01,21160,86647
2016-12-22,102.96,103.14,102.59,103.04,22736,87638
2016-12-23,103.07,103.23,102.88,102.92,12049,86846
2016-12-27,103.04,103.15,102.98,103.03,8231,87191
2016-12-28,102.99,103.63,102.87,103.22,9957,86906
2016-12-29,103.17,103.17,102.6,102.62,16029,88438
2016-12-30,102.17,102.59,101.91,102.21,19180,88438
2017-01-03,102.81,103.82,102.59,103.23,26006,84941
2017-01-04,103.37,103.44,102.39,102.52,36434,83963
2017-01-05,102.03,102.51,101.3,101.44,60663,82324
2017-01-06,101.57,102.29,101.45,102.2,38362,82526
2017-01-09,102.21,102.52,101.8,101.85,31166,80999
2017-01-10,101.86,102.1,101.51,102.02,33790,80618
2017-01-11,102.03,102.95,101.28,101.73,37497,77891
2017-01-12,101.71,101.77,100.72,101.46,54544,76579
2017-01-13,101.52,101.67,101.01,101.19,38957,77037
2017-01-16,101.41,101.73,101.32,101.63,38957,77206
2017-01-17,101.56,101.62,100.26,100.32,62610,77719
2017-01-18,100.34,101.34,100.32,101.29,40184,76093
2017-01-19,101.39,101.73,100.97,101.17,53887,75882
2017-01-20,101.21,101.5,100.7,100.81,40817,75494
2017-01-23,100.57,100.63,99.9,99.91,40575,75739
2017-01-24,100.04,100.43,99.92,100.27,29756,74838
2017-01-25,100.25,100.41,99.84,99.93,28762,75853
2017-01-26,99.81,100.73,99.79,100.52,35734,76592
2017-01-27,100.52,100.82,100.32,100.56,30830,75731
2017-01-30,100.31,101.02,100.17,100.4,38816,75738
2017-01-31,100.4,100.51,99.43,99.57,58793,75601
2017-02-01,99.62,100.04,99.5,99.75,42643,75911
2017-02-02,99.58,99.87,99.23,99.82,41145,73750
2017-02-03,99.85,100.26,99.56,99.73,50252,74716
2017-02-06,99.67,100.25,99.63,99.9,27785,73532
2017-02-07,100,100.72,99.96,100.41,39734,73975
2017-02-08,100.45,100.64,100.06,100.18,32048,72764
2017-02-09,100.27,100.68,100.08,100.67,34029,73037
2017-02-10,100.69,101.01,100.58,100.71,35135,73438
2017-02-13,100.94,101.11,100.58,101,24285,73512
2017-02-14,100.96,101.38,100.7,101.21,38538,74210
2017-02-15,101.32,101.76,101,101.14,43686,73859
2017-02-16,100.91,101.05,100.41,100.52,42696,74522
2017-02-17,100.53,100.96,100.45,100.9,27675,73357
2017-02-20,100.86,100.98,100.77,100.89,9505,73686
2017-02-21,101.08,101.6,101.08,101.46,14687,74802
2017-02-22,101.35,101.71,101.17,101.33,19921,74875
2017-02-23,101.35,101.44,100.87,100.99,34072,73326
2017-02-24,101.06,101.16,100.66,101.12,37562,73859
2017-02-27,101.15,101.2,100.69,101.16,25663,73924
2017-02-28,101.21,101.4,100.78,101.38,32413,74909
2017-03-01,101.49,101.97,101.23,101.71,58776,77572
2017-03-02,101.8,102.26,101.78,102.14,32433,79598
2017-03-03,102.05,102.14,101.34,101.54,35811,80969
2017-03-06,101.38,101.75,101.22,101.67,55918,81995
2017-03-07,101.74,101.91,101.53,101.81,27132,83511
2017-03-08,101.75,102.19,101.71,102.11,41069,94696
2017-03-09,102.15,102.25,101.7,102.01,76347,96368
2017-03-10,101.94,101.98,101.17,101.38,73572,102347
2017-03-13,101.34,101.39,101.01,101.31,23164,74053
2017-03-14,101.36,101.79,101.34,101.74,22552,74452
2017-03-15,101.69,101.71,100.5,100.74,24045,75395
2017-03-16,100.52,100.75,100.21,100.23,36822,74462
2017-03-17,100.27,100.47,100.14,100.3,23458,73759
2017-03-20,100.26,100.45,100.03,100.41,19353,72344
2017-03-21,100.17,100.3,99.66,99.75,34149,72753
2017-03-22,99.8,99.92,99.55,99.73,30381,73318
2017-03-23,99.82,99.87,99.63,99.76,23705,74431
2017-03-24,99.92,100,99.53,99.77,23083,75277
2017-03-27,99.32,99.38,98.86,99.22,32065,76984
2017-03-28,99.26,99.79,99.12,99.69,26572,74650
2017-03-29,99.72,100.13,99.67,99.93,26089,72850
2017-03-30,100,100.6,99.93,100.52,29132,71794
2017-03-31,100.49,100.64,100.25,100.56,25865,70046
2017-04-03,100.48,100.69,100.37,100.5,19335,69832
2017-04-04,100.47,100.72,100.43,100.48,16057,69339
2017-04-05,100.51,100.85,100.41,100.52,26714,69383
2017-04-06,100.45,100.77,100.39,100.72,18240,69229
2017-04-07,100.74,101.26,100.52,101.13,18683,72404
2017-04-10,101.23,101.34,100.95,101,22140,73460
2017-04-11,100.94,101.07,100.58,100.7,24505,71495
2017-04-12,100.67,100.82,100.1,100.12,24505,67930
2017-04-13,100.14,100.6,100.01,100.57,22512,67930
2017-04-14,100.57,100.61,100.36,100.51,22512,66522
2017-04-17,100.46,100.47,100,100.3,15231,65987
2017-04-18,100.36,100.39,99.47,99.51,26690,66658
2017-04-19,99.55,99.89,99.51,99.81,17950,66821
2017-04-20,99.79,99.85,99.38,99.81,22402,66599
2017-04-21,99.85,100.03,99.67,99.75,23274,66616
2017-04-24,98.95,99.33,98.91,99.06,30573,67946
2017-04-25,99.07,99.22,98.7,98.84,26766,70209
2017-04-26,98.84,99.33,98.73,98.97,33097,70521
2017-04-27,98.95,99.33,98.82,99.15,40346,69765
2017-04-28,99.2,99.25,98.73,99.04,26451,71875
2017-05-01,98.97,99.21,98.89,99.15,17772,74198
2017-05-02,99.07,99.22,98.92,98.95,20071,73868
2017-05-03,98.9,99.39,98.89,99.37,27318,73519
2017-05-04,99.36,99.46,98.71,98.78,31692,74997
2017-05-05,98.78,98.92,98.54,98.58,25215,75146
2017-05-08,98.79,99.18,98.6,99.17,29869,74350
2017-05-09,99.13,99.69,99.08,99.56,29977,74804
2017-05-10,99.45,99.72,99.37,99.63,21626,75241
2017-05-11,99.68,99.89,99.49,99.65,18597,74155
2017-05-12,99.65,99.7,99.16,99.19,25261,74816
2017-05-15,99.21,99.26,98.79,98.9,18803,75332
2017-05-16,98.88,98.89,98.08,98.22,33576,78050
2017-05-17,98.08,98.12,97.33,97.38,32600,78607
2017-05-18,97.51,98.07,97.37,97.91,47158,81452
2017-05-19,97.82,97.85,97.08,97.12,27079,83909
2017-05-22,97.17,97.44,96.8,96.98,24966,84083
2017-05-23,96.94,97.42,96.8,97.36,34616,85136
2017-05-24,97.42,97.47,97.03,97.08,27318,78607
2017-05-25,96.99,97.28,96.88,97.22,21646,83063
2017-05-26,97.22,97.55,97.04,97.4,24600,83698
2017-05-29,97.43,97.55,97.33,97.55,5413,84472
2017-05-30,97.7,97.77,97.22,97.4,14482,84839
2017-05-31,97.43,97.5,96.86,96.98,14214,84936
2017-06-01,97.01,97.31,96.9,97.2,16965,84996
2017-06-02,97.22,97.31,96.65,96.67,31344,86850
2017-06-05,96.74,96.97,96.7,96.82,16213,86191
2017-06-06,96.8,96.8,96.52,96.55,20334,87243
2017-06-07,96.6,96.98,96.51,96.7,26643,86811
2017-06-08,96.73,97.23,96.59,97.22,37255,86886
2017-06-09,97.3,97.5,97.15,97.28,35451,85819
2017-06-12,97.25,97.32,97.05,97.15,34191,84613
2017-06-13,97.2,97.28,96.95,97.01,32425,84987
2017-06-14,97,97.13,96.32,96.94,39373,86233
2017-06-15,96.92,97.56,96.85,97.48,51017,77465
2017-06-16,97.47,97.56,97.1,97.14,53862,78108
2017-06-19,97.12,97.58,97.05,97.53,18431,44181
2017-06-20,97.59,97.87,97.43,97.75,30264,46708
2017-06-21,97.71,97.8,97.52,97.54,14437,46767
2017-06-22,97.54,97.65,97.43,97.54,13858,45162
2017-06-23,97.56,97.58,97.18,97.3,14049,45641
2017-06-26,97.22,97.47,97.11,97.41,15534,45734
2017-06-27,97.43,97.45,96.34,96.49,16963,48062
2017-06-28,96.46,96.62,95.97,96.04,20082,48672
2017-06-29,96.05,96.05,95.53,95.58,22747,49240
2017-06-30,95.55,95.83,95.47,95.63,20521,50640
2017-07-03,95.64,96.24,95.63,96.21,20053,50631
2017-07-04,96.14,96.33,96.05,96.26,20053,50631
2017-07-05,96.15,96.51,96.07,96.21,19194,48805
2017-07-06,96.25,96.34,95.79,95.81,14341,49262
2017-07-07,95.81,96.15,95.76,96,20566,49360
2017-07-10,96,96.2,95.96,96.06,20219,52322
2017-07-11,96.06,96.21,95.65,95.76,16520,52952
2017-07-12,95.42,95.745,95.275,95.512,20896,52717
2017-07-13,95.53,95.695,95.245,95.508,18718,52930
2017-07-14,95.55,95.615,94.87,94.93,23521,54949
2017-07-17,94.885,95.12,94.8,94.904,12312,55614
2017-07-18,94.95,94.97,94.275,94.402,17148,52988
2017-07-19,94.475,94.69,94.445,94.588,11952,51974
2017-07-20,94.56,94.98,93.89,94.117,48435,50713
2017-07-21,94.115,94.17,93.67,93.679,15742,50529
2017-07-24,93.785,93.945,93.65,93.798,13463,50877
2017-07-25,93.85,93.96,93.46,93.888,23235,49984
2017-07-26,93.955,94.115,93.22,93.505,30647,52130
2017-07-27,93.325,93.95,93,93.715,34623,51142
2017-07-28,93.675,93.795,93.1,93.114,24693,51578
2017-07-31,93.17,93.385,92.635,92.718,30159,51352
2017-08-01,92.805,92.97,92.64,92.901,19149,51424
2017-08-02,92.905,93.03,92.39,92.699,20810,51697
2017-08-03,92.775,92.905,92.555,92.707,21770,52014
2017-08-04,92.61,93.64,92.58,93.416,31992,53163
2017-08-07,93.38,93.415,93.175,93.309,13702,53490
2017-08-08,93.285,93.77,93.12,93.515,20690,52748
2017-08-09,93.47,93.785,93.365,93.43,20345,53014
2017-08-10,93.385,93.7,93.21,93.304,17845,52703
2017-08-11,93.295,93.415,92.83,92.956,29195,52258
2017-08-14,92.98,93.39,92.945,93.305,13656,51069
2017-08-15,93.395,94.04,93.34,93.756,23408,51263
2017-08-16,93.735,94.055,93.375,93.438,35653,52795
2017-08-17,93.38,93.995,93.21,93.534,41112,53179
2017-08-18,93.65,93.685,93.245,93.359,23973,52615
2017-08-21,93.365,93.495,92.92,93.012,18860,53744
2017-08-22,93.025,93.49,92.98,93.461,19812,52379
2017-08-23,93.44,93.555,93.04,93.07,19383,52734
2017-08-24,93.09,93.305,93.075,93.202,10844,52831
2017-08-25,93.225,93.37,92.345,92.677,22921,56360
2017-08-28,92.35,92.48,92.115,92.14,20369,55976
2017-08-29,92.185,92.41,91.55,92.184,53316,58082
2017-08-30,92.295,92.885,92.19,92.823,30979,56602
2017-08-31,92.86,93.305,92.565,92.628,39574,55050
2017-09-01,92.6,92.905,92.05,92.769,46796,55294
2017-09-04,92.665,92.769,92.41,92.769,11525,55129
2017-09-05,92.61,92.695,92.145,92.226,30004,55828
2017-09-06,92.2,92.335,91.945,92.252,30277,55499
2017-09-07,92.18,92.23,91.375,91.642,64554,54325
2017-09-08,91.44,91.49,90.99,91.326,42648,54241
2017-09-11,91.39,91.965,91.39,91.853,56879,54879
2017-09-12,91.885,92.06,91.755,91.856,43113,55883
2017-09-13,91.875,92.515,91.69,92.508,81257,56564
2017-09-14,92.385,92.66,92.025,92.112,65632,56945
2017-09-15,92,92.155,91.585,91.863,45049,53259
2017-09-18,91.655,91.995,91.585,91.824,18293,41677
2017-09-19,91.765,91.845,91.515,91.561,24428,42287
2017-09-20,91.62,92.495,91.215,92.296,37496,42815
2017-09-21,92.4,92.46,91.89,92.049,22584,43868
2017-09-22,91.945,92.005,91.575,91.967,24173,43482
2017-09-25,92.12,92.525,92,92.441,26802,43791
2017-09-26,92.42,93.11,92.345,92.781,33018,45590
2017-09-27,92.89,93.415,92.81,93.171,32664,45610
2017-09-28,93.26,93.495,92.92,92.932,24871,45796
2017-09-29,93,93.115,92.805,92.883,22010,46378
2017-10-02,92.965,93.675,92.94,93.405,22646,46730
2017-10-03,93.49,93.775,93.275,93.414,17807,47920
2017-10-04,93.415,93.42,93.085,93.284,18005,46570
2017-10-05,93.365,93.835,93.25,93.803,18252,46717
2017-10-06,93.75,94.1,93.6,93.641,27616,46902
2017-10-09,93.625,93.67,93.455,93.505,12497,46809
2017-10-10,93.565,93.57,92.95,93.101,27074,45773
2017-10-11,93.06,93.19,92.715,92.825,20901,44978
2017-10-12,92.755,93.065,92.635,92.898,17572,44706
2017-10-13,92.93,93.09,92.59,92.935,21685,44906
2017-10-16,92.965,93.21,92.93,93.161,15741,45690
2017-10-17,93.14,93.59,93.135,93.35,17024,46646
2017-10-18,93.34,93.655,93.215,93.228,15694,47106
2017-10-19,93.29,93.425,92.91,93.12,18707,46445
2017-10-20,93.045,93.675,92.995,93.579,27496,50319
2017-10-23,93.64,93.9,93.56,93.814,16334,51279
2017-10-24,93.695,93.87,93.555,93.661,18718,51132
2017-10-25,93.83,93.89,93.475,93.577,24776,49754
2017-10-26,93.495,94.615,93.365,94.509,45201,52852
2017-10-27,94.66,95.06,94.63,94.822,36926,53957
2017-10-30,94.77,94.835,94.325,94.454,22793,50778
2017-10-31,94.365,94.6,94.35,94.429,19193,49228
2017-11-01,94.415,94.755,94.4,94.709,16774,49601
2017-11-02,94.665,94.695,94.305,94.588,17221,49567
2017-11-03,94.61,94.92,94.115,94.858,24828,52023
2017-11-06,94.825,95,94.605,94.657,18135,51928
2017-11-07,94.63,95.07,94.6,94.8,24007,52065
2017-11-08,94.765,94.865,94.68,94.768,11704,51583
2017-11-09,94.85,94.865,94.305,94.352,22271,49228
2017-11-10,94.365,94.555,94.155,94.278,15133,48396
2017-11-13,94.355,94.545,94.31,94.388,10886,48331
2017-11-14,94.405,94.44,93.64,93.723,27927,46491
2017-11-15,93.77,93.8,93.305,93.726,25612,43561
2017-11-16,93.785,93.915,93.69,93.854,12357,43338
2017-11-17,93.715,93.845,93.42,93.575,17340,41915
2017-11-20,93.73,94.02,93.485,93.997,19985,39924
2017-11-21,93.945,94.085,93.795,93.877,11917,40200
2017-11-22,93.855,93.88,93.12,93.135,12835,42954
2017-11-23,93.195,93.21,93,93.135,10264,42084
2017-11-24,93.11,93.175,92.61,92.707,18266,42660
2017-11-27,92.665,92.865,92.43,92.825,23534,43725
2017-11-28,92.795,93.27,92.76,93.213,22388,43517
2017-11-29,93.175,93.375,92.925,93.107,18631,43222
2017-11-30,93.2,93.465,92.68,93.002,28938,42300
2017-12-01,92.905,93.21,92.55,92.841,32147,42505
2017-12-04,93.04,93.345,93.005,93.144,38497,45960
2017-12-05,93.02,93.445,93,93.334,20489,45289
2017-12-06,93.31,93.62,93.135,93.582,23888,44327
2017-12-07,93.565,93.78,93.495,93.769,17351,44161
2017-12-08,93.8,94.075,93.785,93.874,25820,45263
2017-12-11,93.86,93.955,93.65,93.843,42077,41808
2017-12-12,93.895,94.21,93.745,94.08,27069,43885
2017-12-13,94.015,94.095,93.34,93.419,47873,50600
2017-12-14,93.38,93.77,93.275,93.479,69411,54239
2017-12-15,93.57,93.995,93.405,93.929,34214,51053
2017-12-18,93.495,93.555,92.915,93.239,19575,40465
2017-12-19,93.255,93.31,93.015,93.027,14717,40944
2017-12-20,93.035,93.12,92.75,92.891,20147,43695
2017-12-21,92.925,93.095,92.815,92.862,12907,43327
2017-12-22,93,93.075,92.87,92.924,9380,43582
2017-12-26,92.885,92.96,92.755,92.801,6322,44142
2017-12-27,92.825,92.865,92.525,92.612,16251,46927
2017-12-28,92.69,92.69,92.275,92.3,15456,48182
2017-12-29,92.355,92.375,91.805,91.826,21686,51743
2018-01-02,91.895,91.93,91.47,91.573,19894,52638
2018-01-03,91.56,91.99,91.535,91.896,17280,53188
2018-01-04,91.965,92,91.52,91.581,15824,52741
2018-01-05,91.55,91.83,91.51,91.673,13849,52787
2018-01-08,91.765,92.135,91.61,92.1,16069,51642
2018-01-09,92.07,92.36,91.96,92.26,21719,51377
2018-01-10,92.225,92.285,91.65,92.07,24850,50805
2018-01-11,92.07,92.305,91.535,91.608,22872,50708
2018-01-12,91.51,91.63,90.53,90.735,40939,51624
2018-01-15,90.595,90.735,90.045,90.735,25182,52311
2018-01-16,90.255,90.58,90.105,90.146,28113,51436
2018-01-17,89.99,90.695,89.96,90.313,33808,50700
2018-01-18,90.65,90.765,90.205,90.297,28291,48344
2018-01-19,90.32,90.51,89.96,90.37,24307,47276
2018-01-22,90.27,90.5,90.14,90.191,16858,47610
2018-01-23,90.155,90.395,89.845,89.915,20492,49114
2018-01-24,89.875,89.905,88.955,89.011,32757,48530
2018-01-25,89.095,89.415,88.255,89.227,77880,46053
2018-01-26,89.17,89.18,88.565,88.891,33386,44935
2018-01-29,88.95,89.44,88.835,89.131,26033,47317
2018-01-30,89.215,89.48,88.74,88.999,26519,47086
2018-01-31,88.95,89.135,88.615,88.954,29469,45830
2018-02-01,88.935,89.17,88.385,88.505,24114,45671
2018-02-02,88.49,89.275,88.44,89.036,33199,46167
2018-02-05,89.185,89.58,88.875,89.405,37599,44670
2018-02-06,89.465,89.92,89.235,89.451,40788,43794
2018-02-07,89.49,90.275,89.325,90.118,33599,43273
2018-02-08,90.155,90.455,89.895,90.116,35795,42416
2018-02-09,90.16,90.45,90.005,90.334,35486,41029
2018-02-12,90.25,90.31,89.955,90.096,19689,40259
2018-02-13,90.06,90.07,89.49,89.592,21764,40422
2018-02-14,89.595,90.02,88.835,89.005,40733,40571
2018-02-15,88.89,88.89,88.445,88.505,28575,40752
2018-02-16,88.5,89.15,88.15,89.013,26594
2018-02-19,89.03,89.36,88.87,89.08,11625,40094
2018-02-20,89.165,89.72,89.155,89.636,18515,39428
2018-02-21,89.675,90.06,89.49,89.913,23841,39201
2018-02-22,90.055,90.17,89.56,89.656,24479,38949
2018-02-23,89.705,89.99,89.69,89.808,16829,38884
2018-02-26,89.88,90,89.425,89.79,21498,38760
2018-02-27,89.675,90.435,89.62,90.28,31270,37902
2018-02-28,90.305,90.65,90.245,90.551,25360,37956
2018-03-01,90.655,90.885,90.16,90.281,41046,36306
2018-03-02,90.2,90.26,89.835,89.906,26978,36638
2018-03-05,89.83,90.19,89.65,90.041,25444,36439
2018-03-06,89.92,90.035,89.47,89.59,36713,37639
2018-03-07,89.49,89.745,89.33,89.607,24908,37405
2018-03-08,89.585,90.215,89.42,90.156,33742,36910
2018-03-09,90.175,90.365,89.965,90.065,30068,34462
2018-03-12,90.065,90.165,89.815,89.867,35546,34066
2018-03-13,89.87,90.09,89.565,89.643,33068,35920
2018-03-14,89.685,89.875,89.54,89.687,39166,37948
2018-03-15,89.695,90.165,89.62,90.126,46026,35236
2018-03-16,90.12,90.375,89.875,90.212,35548,31218
2018-03-19,89.76,89.94,89.32,89.332,25883,30779
2018-03-20,89.47,90.025,89.41,89.954,18176,29866
2018-03-21,89.98,89.985,89.215,89.369,33005,31385
2018-03-22,89.265,89.575,88.99,89.473,26429,30121
2018-03-23,89.325,89.345,88.975,89.033,22780,32080
2018-03-26,89.04,89.105,88.56,88.604,25907,36719
2018-03-27,88.625,89.25,88.53,88.983,25109,35691
2018-03-28,88.97,89.82,88.895,89.719,32825,32061
2018-03-29,89.725,89.84,89.575,89.812,17963,32039
2018-04-02,89.68,89.81,89.41,89.706,13335,31638
2018-04-03,89.73,89.945,89.515,89.859,19845,31226
2018-04-04,89.8,89.895,89.57,89.783,15220,31232
2018-04-05,89.745,90.27,89.74,90.154,25869,31150
2018-04-06,90.07,90.295,89.745,89.782,22737,31116
2018-04-09,89.85,89.98,89.51,89.534,22466,32744
2018-04-10,89.545,89.665,89.23,89.28,22043,33497
2018-04-11,89.28,89.365,89.02,89.253,18710,33978
2018-04-12,89.21,89.675,89.16,89.456,23830,33105
2018-04-13,89.46,89.59,89.37,89.503,12864,33274
2018-04-16,89.5,89.555,89.085,89.135,17198,34461
2018-04-17,89.115,89.385,88.945,89.228,15098,34609
2018-04-18,89.225,89.5,89.165,89.347,19847,34891
2018-04-19,89.355,89.71,89.235,89.695,24816,33013
2018-04-20,89.655,90.245,89.64,90.075,32582,31284
2018-04-23,90.14,90.75,90.08,90.705,31390,33314
2018-04-24,90.695,90.85,90.475,90.537,24629,32114
2018-04-25,90.54,91.035,90.515,90.953,26642,33213
2018-04-26,91.005,91.44,90.745,91.365,39220,33598
2018-04-27,91.385,91.79,91.29,91.343,30798,32593
2018-04-30,91.345,91.71,91.28,91.63,23635,33086
2018-05-01,91.62,92.37,91.595,92.255,27635,35440
2018-05-02,92.295,92.665,92.04,92.339,39051,37260
2018-05-03,92.59,92.6,92.185,92.251,23182,36875
2018-05-04,92.27,92.755,92.19,92.408,25611,36613
2018-05-07,92.415,92.825,92.29,92.592,19493,37005
2018-05-08,92.555,93.135,92.505,92.958,30231,37324
2018-05-09,92.905,93.26,92.695,92.884,26715,36926
2018-05-10,93.005,93.03,92.39,92.516,35100,37296
2018-05-11,92.605,92.71,92.235,92.411,20583,38486
2018-05-14,92.425,92.55,92.115,92.462,18245,39142
2018-05-15,92.53,93.345,92.48,93.093,30691,40239
2018-05-16,93.22,93.515,93.015,93.281,29017,40303
2018-05-17,93.195,93.48,93.005,93.375,22039,40540
2018-05-18,93.44,93.74,93.24,93.544,19847,40796
2018-05-21,93.585,93.965,93.42,93.581,23838,40510
2018-05-22,93.46,93.65,93.2,93.526,21421,42065
2018-05-23,93.45,94.115,93.425,93.918,29733,42093
2018-05-24,93.85,93.91,93.545,93.701,23371,42974
2018-05-25,93.735,94.24,93.69,94.13,23561,44091
2018-05-28,94.06,94.435,93.805,94.13,15806,45533
2018-05-29,94.345,94.975,94.235,94.789,36796,45941
2018-05-30,94.8,94.925,93.985,94.115,38616,44606
2018-05-31,94.05,94.215,93.69,93.959,33921,45375
2018-06-01,93.96,94.435,93.855,94.169,30508,45161
2018-06-04,94.165,94.165,93.63,93.986,18575,45708
2018-06-05,93.985,94.295,93.755,93.871,21808,44949
2018-06-06,93.805,93.865,93.385,93.634,27546,44708
2018-06-07,93.585,93.585,93.19,93.376,20699,44949
2018-06-08,93.47,93.825,93.38,93.537,21687,45312
2018-06-11,93.51,93.67,93.355,93.56,27695,46423
2018-06-12,93.68,93.915,93.455,93.801,30663,49907
2018-06-13,93.815,94.04,93.52,93.699,63394,57058
2018-06-14,93.49,94.945,93.18,94.776,88564,62541
2018-06-15,94.955,95.13,94.665,94.782,46493,65796
2018-06-18,94.495,94.705,94.375,94.457,14981,47537
2018-06-19,94.345,94.945,94.175,94.729,26987,46993
2018-06-20,94.645,94.985,94.585,94.716,16305,47425
2018-06-21,94.79,95.22,94.34,94.404,28676,48181
2018-06-22,94.55,94.55,94.095,94.18,18384,47294
2018-06-25,94.15,94.365,93.865,93.939,16440,47248
2018-06-26,93.95,94.455,93.83,94.346,15443,47596
2018-06-27,94.375,95.11,94.2,94.969,20290,49522
2018-06-28,94.97,95.255,94.79,95.096,19971,50050
2018-06-29,95.025,95.055,94.195,94.349,28183,48809
2018-07-02,94.3,94.885,94.26,94.779,16319,50143
2018-07-03,94.59,94.73,94.28,94.412,15235,49741
2018-07-04,94.32,94.455,94.135,94.412,10876,49607
2018-07-05,94.27,94.345,93.915,94.223,14147,49130
2018-07-06,94.125,94.235,93.575,93.769,20061,48156
2018-07-09,93.73,93.94,93.44,93.807,17651,47598
2018-07-10,93.805,94.225,93.75,93.889,14640,47798
2018-07-11,93.955,94.535,93.82,94.486,25325,49719
2018-07-12,94.485,94.715,94.4,94.564,14881,48925
2018-07-13,94.64,95,94.43,94.5,17710,47603
2018-07-16,94.455,94.52,94.15,94.272,12095,48048
2018-07-17,94.29,94.855,94.04,94.704,18859,49216
2018-07-18,94.8,95.18,94.72,94.811,27687,46697
2018-07-19,94.82,95.44,94.665,94.942,40646,52693
2018-07-20,94.905,95.095,94.125,94.226,35153,52514
2018-07-23,94.195,94.49,93.97,94.44,15964,52535
2018-07-24,94.425,94.635,94.165,94.388,13431,52289
2018-07-25,94.375,94.45,93.905,94.129,19555,51676
2018-07-26,93.94,94.58,93.87,94.544,22751,53402
2018-07-27,94.545,94.7,94.42,94.46,16120,54076
2018-07-30,94.485,94.555,94.04,94.111,12525,53461
2018-07-31,94.12,94.365,93.94,94.275,15588,53060
2018-08-01,94.355,94.515,94.29,94.428,10758,53261
2018-08-02,94.45,95.02,94.42,94.987,20709,54052
2018-08-03,95.01,95.195,94.795,94.961,22982,52132
2018-08-06,95.045,95.35,95.03,95.187,15326,53169
2018-08-07,95.17,95.225,94.81,95.046,15284,53915
2018-08-08,94.99,95.25,94.82,94.89,17076,54790
2018-08-09,94.955,95.485,94.87,95.355,19375,55176
2018-08-10,95.48,96.31,95.385,96.218,43668,54244
2018-08-13,96.25,96.39,96.02,96.251,20711,54928
2018-08-14,96.21,96.67,96.02,96.605,21445,57088
2018-08-15,96.55,96.865,96.53,96.577,19330,56887
2018-08-16,96.615,96.665,96.205,96.536,20002,57473
2018-08-17,96.5,96.56,95.97,95.981,17750,56772
2018-08-20,96.05,96.3,95.655,95.789,18838,57084
2018-08-21,95.625,95.66,94.96,95.15,25898,55935
2018-08-22,95.095,95.28,94.83,95.051,18904,55899
2018-08-23,95.08,95.625,95.08,95.583,18948,55777
2018-08-24,95.57,95.61,94.935,95.063,23950,54904
2018-08-27,95.08,95.23,94.595,94.684,19721,53396
2018-08-28,94.66,94.825,94.34,94.635,19643,52802
2018-08-29,94.63,94.86,94.44,94.522,19285,53280
2018-08-30,94.455,94.85,94.395,94.679,22201,56327
2018-08-31,94.655,95.17,94.485,95.083,22789,56940
2018-09-03,95.115,95.175,94.945,95.083,6970,57379
2018-09-04,95.105,95.68,95.085,95.38,25846,55783
2018-09-05,95.35,95.62,94.995,95.124,30892,57575
2018-09-06,95.04,95.175,94.88,94.988,18425,60190
2018-09-07,95,95.42,94.83,95.329,28553,56464
2018-09-10,95.385,95.54,94.985,95.11,33848,55238
2018-09-11,95.13,95.33,94.845,95.225,45264,58932
2018-09-12,95.11,95.27,94.705,94.768,50980,62896
2018-09-13,94.85,94.955,94.41,94.517,61375,74430
2018-09-14,94.56,94.99,94.355,94.925,36637,75815
2018-09-17,94.555,94.565,94.005,94.076,13992,56829
2018-09-18,94.18,94.32,93.88,94.227,19170,56887
2018-09-19,94.15,94.325,93.91,94.119,15404,57419
2018-09-20,94.165,94.165,93.405,93.491,28571,56554
2018-09-21,93.49,93.93,93.395,93.798,23454,53678
2018-09-24,93.795,93.95,93.415,93.775,16864,52869
