Date,Open,High,Low,Close,Volume,OpenInt
2015-07-31,97.42,97.6,96.31,97.19,61722,98447
2015-08-03,97.35,97.58,97.16,97.48,30758,97707
2015-08-04,97.49,98,97.21,97.93,37567,100515
2015-08-05,97.97,98.24,97.64,97.92,48035,102788
2015-08-06,97.88,98.16,97.63,97.81,27352,102105
2015-08-07,97.83,98.33,97.52,97.56,29741,102761
2015-08-10,97.67,97.92,97.04,97.18,36059,101807
2015-08-11,97.21,97.59,96.88,97.17,46326,101605
2015-08-12,97.18,97.33,95.93,96.32,71486,104447
2015-08-13,96.36,96.81,96.12,96.37,37225,102162
2015-08-14,96.34,96.68,96.09,96.52,44888,103318
2015-08-17,96.69,96.94,96.51,96.81,32303,105648
2015-08-18,96.84,97.07,96.68,97,25774,104952
2015-08-19,97,97.08,96.34,96.45,45736,105640
2015-08-20,96.47,96.58,95.71,95.75,49703,104971
2015-08-21,95.79,95.82,94.8,94.8,64048,100376
2015-08-24,94.9,94.96,92.62,93.51,75059,103008
2015-08-25,93.52,94.69,93.49,93.97,87550,100933
2015-08-26,93.75,95.44,93.72,95.32,84421,98989
2015-08-27,95.17,96.03,94.99,95.76,58194,98431
2015-08-28,95.77,96.32,95.38,96.15,48262,98225
2015-08-31,95.95,96.25,95.62,95.96,38375,99674
2015-09-01,95.87,95.87,95.19,95.32,56755,100231
2015-09-02,95.45,95.95,95.42,95.9,48718,92843
2015-09-03,96,96.62,95.79,96.4,60122,92911
2015-09-04,96.37,96.58,95.97,96.22,50134,93180
2015-09-07,96.23,96.42,96.04,96.14,17799,93180
2015-09-08,96.21,96.24,95.73,95.88,25707,94284
2015-09-09,95.87,96.41,95.85,95.91,46653,95946
2015-09-10,95.91,96.2,95.4,95.54,48119,96631
2015-09-11,95.51,95.69,95.12,95.18,72289,96185
2015-09-14,95.33,95.63,95.07,95.41,20321,64872
2015-09-15,95.31,95.68,95.13,95.63,22354,65291
2015-09-16,95.61,95.85,95.16,95.34,26802,65853
2015-09-17,95.3,95.39,94.36,94.56,49106,67311
2015-09-18,94.62,95.38,94.06,95.15,35604,67080
2015-09-21,95.27,95.98,95.04,95.92,36630,69603
2015-09-22,95.92,96.4,95.76,96.34,30370,68333
2015-09-23,96.37,96.55,96.02,96.18,40676,68825
2015-09-24,96.19,96.33,95.46,96.27,49690,68761
2015-09-25,96.24,96.7,96.12,96.26,44076,72471
2015-09-28,96.18,96.5,95.9,95.98,28845,71950
2015-09-29,96.05,96.24,95.71,95.91,28326,71478
2015-09-30,95.91,96.41,95.85,96.27,24283,72108
2015-10-01,96.27,96.49,95.97,96.17,20443,72783
2015-10-02,96.13,96.38,95.22,95.92,25395,71054
2015-10-05,95.9,96.17,95.53,96.08,24227,70602
2015-10-06,96.03,96.16,95.4,95.47,19433,70957
2015-10-07,95.48,95.7,95.33,95.58,22118,70175
2015-10-08,95.59,95.61,94.98,95.27,28819,70247
2015-10-09,95.26,95.34,94.69,94.92,31937,72808
2015-10-12,94.83,94.9,94.62,94.87,16130,73379
2015-10-13,94.92,94.98,94.54,94.77,21419,72734
2015-10-14,94.76,94.76,93.85,93.91,36408,77562
2015-10-15,93.96,94.59,93.81,94.45,33839,77479
2015-10-16,94.53,94.77,94.37,94.73,20712,77238
2015-10-19,94.67,95,94.55,94.92,19373,78850
2015-10-20,94.93,94.95,94.59,94.86,16810,81495
2015-10-21,94.83,95.08,94.72,95.05,16331,80978
2015-10-22,95.01,96.54,94.94,96.37,26538,76497
2015-10-23,96.55,97.2,96.15,97.04,46657,76603
2015-10-26,97.01,97.08,96.68,96.86,24427,74840
2015-10-27,96.8,96.97,96.63,96.91,27405,75389
2015-10-28,96.97,97.82,96.47,97.78,47972,75633
2015-10-29,97.67,97.68,97.19,97.28,35116,76379
2015-10-30,97.2,97.35,96.58,96.95,42496,76204
2015-11-02,96.84,96.97,96.64,96.9,16791,75697
2015-11-03,96.94,97.48,96.77,97.2,19573,76816
2015-11-04,97.24,98.05,97.22,97.87,30842,78784
2015-11-05,97.92,98.14,97.75,97.97,27596,80685
2015-11-06,97.99,99.35,97.89,99.15,50871,84103
2015-11-09,99.25,99.26,98.82,98.98,27602,83625
2015-11-10,98.99,99.5,98.95,99.2,24265,84478
2015-11-11,99.1,99.24,98.78,98.84,28809,85608
2015-11-12,98.78,99.29,98.43,98.56,45992,87135
2015-11-13,98.56,99.21,98.54,98.8,36585,88395
2015-11-16,99.09,99.46,98.87,99.4,33082,88515
2015-11-17,99.37,99.75,99.37,99.6,29008,89992
2015-11-18,99.67,99.85,99.31,99.56,34406,90695
2015-11-19,99.38,99.43,98.74,99.03,41902,91154
2015-11-20,99.12,99.63,99,99.59,32883,90200
2015-11-23,99.7,100,99.53,99.71,30259,91239
2015-11-24,99.74,99.79,99.47,99.6,25950,91193
2015-11-25,99.58,100.17,99.31,99.76,33648,92951
2015-11-26,99.74,99.91,99.71,99.87,33648,92951
2015-11-27,99.9,100.2,99.66,100.08,16695,95233
2015-11-30,100.17,100.31,100.05,100.17,24796,95410
2015-12-01,100.19,100.22,99.72,99.84,30631,95037
2015-12-02,99.84,100.51,99.8,100.04,43844,93946
2015-12-03,100.04,100.47,97.59,97.95,74995,93842
2015-12-04,98,98.61,97.81,98.25,65073,92720
2015-12-07,98.37,98.9,98.35,98.75,41737,95510
2015-12-08,98.74,98.76,98.33,98.4,36626,96798
2015-12-09,98.48,98.52,97.22,97.41,39879,96056
2015-12-10,97.38,97.99,97.36,97.94,43248,94632
2015-12-11,98.01,98.1,97.33,97.63,55221,93210
2015-12-14,97.65,97.93,97.28,97.56,26052,71247
2015-12-15,97.6,98.29,97.19,98.14,25035,71495
2015-12-16,98.14,98.56,97.66,98.5,47566,71307
2015-12-17,98.64,99.29,98.61,99.01,31133,72349
2015-12-18,99.01,99.18,98.64,98.72,29826,70634
2015-12-21,98.7,98.84,98.29,98.48,21014,67454
2015-12-22,98.5,98.51,98.01,98.22,17897,65071
2015-12-23,98.22,98.6,98.19,98.39,16838,65239
2015-12-24,98.31,98.33,97.86,97.9,9209,65177
2015-12-28,97.91,98.03,97.81,97.93,10825,64014
2015-12-29,97.88,98.41,97.8,98.25,17376,64418
2015-12-30,98.23,98.41,98.11,98.27,10000,64708
2015-12-31,98.2,98.81,98.18,98.65,9591,69227
2016-01-04,98.79,99.18,98.05,98.83,19598,69845
2016-01-05,98.81,99.63,98.75,99.35,19357,74475
2016-01-06,99.41,99.58,99.11,99.25,29874,76981
2016-01-07,99.26,99.3,98.17,98.31,39428,75873
2016-01-08,98.34,99.18,98.33,98.38,40415,73307
2016-01-11,98.29,98.9,98.25,98.81,32176,73195
2016-01-12,98.88,99.28,98.57,99.03,27419,73868
2016-01-13,99.07,99.33,98.86,98.89,27491,73518
2016-01-14,98.88,99.26,98.59,99.08,39061,76140
2016-01-15,99.05,99.12,98.38,98.95,46514,75842
2016-01-18,98.96,99.2,98.93,99.11,46514,76296
2016-01-19,99.18,99.31,98.86,99.07,12149,76206
2016-01-20,99.02,99.26,98.63,99.11,16940,76039
2016-01-21,99.21,99.8,98.94,99.11,34561,76017
2016-01-22,99.19,99.59,99.11,99.53,27092,76560
2016-01-25,99.52,99.54,99.23,99.3,17011,75281
2016-01-26,99.3,99.46,99,99.02,19646,75839
2016-01-27,99.09,99.16,98.71,98.9,30450,75084
2016-01-28,98.94,99.11,98.43,98.61,34944,75773
2016-01-29,98.67,99.83,98.58,99.53,54934,75942
2016-02-01,99.54,99.57,98.93,99.04,28177,76881
2016-02-02,99,99.09,98.75,98.79,19836,76120
2016-02-03,98.83,98.94,96.89,97.4,30911,79420
2016-02-04,97.17,97.47,96.26,96.59,49203,78747
2016-02-05,96.55,97.27,96.32,96.96,43420,77794
2016-02-08,97.06,97.48,96.54,96.66,32359,76950
2016-02-09,96.65,96.83,95.66,96.05,32359,75853
2016-02-10,96.01,96.72,95.76,95.88,36083,73155
2016-02-11,95.63,95.86,95.24,95.63,49643,70105
2016-02-12,95.67,96.22,95.49,95.97,28204,69241
2016-02-15,96.07,96.88,96.04,96.66,28204,71777
2016-02-16,96.6,96.99,96.38,96.92,17726,69926
2016-02-17,96.98,97.1,96.63,96.87,14507,69214
2016-02-18,96.81,97.09,96.7,96.83,13881,69017
2016-02-19,96.73,97.17,96.56,96.59,19227,70381
2016-02-22,96.83,97.6,96.77,97.4,16056,69100
2016-02-23,97.36,97.58,97.14,97.43,14835,69258
2016-02-24,97.48,97.92,97.23,97.48,15031,67794
2016-02-25,97.54,97.72,97.22,97.43,17147,66579
2016-02-26,97.32,98.26,97.1,98.15,28096,64651
2016-02-29,98.16,98.37,97.8,98.15,22142,64910
2016-03-01,98.18,98.57,98.09,98.36,20525,64297
2016-03-02,98.31,98.58,98.12,98.2,15575,64757
2016-03-03,98.21,98.35,97.46,97.65,24133,63834
2016-03-04,97.63,98.03,97.02,97.22,37425,63437
2016-03-07,97.3,97.7,97.04,97.11,19958,63469
2016-03-08,97.06,97.27,96.89,97.2,22793,63702
2016-03-09,97.25,97.57,96.93,97.19,23960,63962
2016-03-10,97.3,98.42,95.94,96.19,62144,66510
2016-03-11,96.16,96.72,95.94,96.2,62144,65643
2016-03-14,96.24,96.71,96.14,96.62,15171,49569
2016-03-15,96.65,96.87,96.47,96.63,12528,49684
2016-03-16,96.67,97.06,95.54,95.89,15530,50437
2016-03-17,95.75,95.8,94.65,94.76,15380,52001
2016-03-18,94.72,95.17,94.58,95.06,15380,53239
2016-03-21,95.08,95.41,95.03,95.29,15380,53412
2016-03-22,95.4,95.75,95.26,95.65,20493,52614
2016-03-23,95.64,96.23,95.62,96.05,20493,52258
2016-03-24,96.06,96.36,96.04,96.14,14582,52258
2016-03-25,96.27,96.36,96.15,96.27,13305,51625
2016-03-28,96.36,96.4,95.84,95.96,13305,51710
2016-03-29,95.94,96.22,95.09,95.17,15186,53669
2016-03-30,95.18,95.22,94.59,94.84,27181,55776
2016-03-31,94.86,95.03,94.32,94.63,20941,56439
2016-04-01,94.64,95.11,94.33,94.61,28499,55899
2016-04-04,94.6,94.82,94.41,94.59,11527,56341
2016-04-05,94.59,94.98,94.45,94.62,21325,56323
2016-04-06,94.65,95.07,94.24,94.49,32697,57708
2016-04-07,94.45,94.67,94.02,94.53,26696,57356
2016-04-08,94.58,94.68,94.09,94.19,19496,58613
2016-04-11,94.19,94.34,93.75,94,21007,58376
2016-04-12,93.99,94.39,93.63,94.06,24309,59054
2016-04-13,94.07,94.85,94,94.79,26477,59132
2016-04-14,94.83,95.2,94.68,94.93,23728,59969
2016-04-15,94.93,95.05,94.51,94.7,16528,61104
2016-04-18,94.67,94.83,94.38,94.47,14452,61162
2016-04-19,94.51,94.55,93.93,94.11,18004,62494
2016-04-20,94.13,94.59,93.94,94.55,15742,61825
2016-04-21,94.53,94.7,93.92,94.64,22518,62641
2016-04-22,94.63,95.2,94.47,95.12,21596,62435
2016-04-25,95.03,95.08,94.68,94.75,15425,62641
2016-04-26,94.78,94.81,94.21,94.5,22187,64034
2016-04-27,94.52,94.8,94.15,94.4,26401,64382
2016-04-28,94.37,94.58,93.69,93.78,30402,67304
2016-04-29,93.74,93.75,93.01,93.08,33741,70256
2016-05-02,93,93.07,92.54,92.6,22935,69984
2016-05-03,92.62,93.11,91.92,93.08,22935,71528
2016-05-04,92.99,93.36,92.85,93.26,31131,69709
2016-05-05,93.23,93.86,93.17,93.75,19026,67631
2016-05-06,93.77,93.96,93.28,93.89,22075,67041
2016-05-09,93.97,94.2,93.8,94.15,14625,67262
2016-05-10,94.14,94.36,94.03,94.26,13707,67841
2016-05-11,94.23,94.24,93.68,93.82,19255,68374
2016-05-12,93.86,94.19,93.8,94.18,19157,69335
2016-05-13,94.18,94.85,94.12,94.61,23718,66802
2016-05-16,94.58,94.68,94.4,94.56,13488,66267
2016-05-17,94.55,94.71,94.33,94.54,12312,65412
2016-05-18,94.55,95.27,94.53,95.22,12639,63709
2016-05-19,95.2,95.5,95.12,95.3,23967,62506
2016-05-20,95.3,95.46,95.17,95.27,11192,61795
2016-05-23,95.31,95.48,95.1,95.28,12225,61438
2016-05-24,95.3,95.66,95.2,95.61,14720,61266
2016-05-25,95.66,95.66,95.33,95.41,12408,60848
2016-05-26,95.42,95.42,94.94,95.15,20088,60880
2016-05-27,95.15,95.78,95.08,95.7,19889,61013
2016-05-30,95.83,95.97,95.63,95.72,10556,64653
2016-05-31,95.6,95.9,95.47,95.84,19124,62195
2016-06-01,95.79,95.9,95.34,95.42,21583,63089
2016-06-02,95.41,95.61,95.15,95.55,20123,63808
2016-06-03,95.56,95.64,93.86,93.87,21118,66212
2016-06-06,94.12,94.27,93.75,94.02,21411,67941
2016-06-07,93.97,94.09,93.77,93.86,31499,70139
2016-06-08,93.87,93.87,93.43,93.57,31843,79753
2016-06-09,93.52,94.13,93.43,94.07,48975,72741
2016-06-10,94.13,94.71,94.05,94.66,58005,67400
2016-06-13,94.71,94.75,94.24,94.42,27997,50771
2016-06-14,94.42,95.03,94.33,94.93,22927,50315
2016-06-15,94.91,95.04,94.36,94.61,23913,50179
2016-06-16,94.6,95.32,94.21,94.59,40925,49724
2016-06-17,94.36,94.59,94.07,94.14,23464,50120
2016-06-20,93.66,93.78,93.45,93.64,21134,51418
2016-06-21,93.58,94.14,93.43,94.07,19455,50649
2016-06-22,94.06,94.12,93.42,93.54,15665,50459
2016-06-23,93.57,93.61,93.02,93.09,14902,52034
2016-06-24,93.76,96.7,93.71,95.54,34093,47317
2016-06-27,96.07,96.71,95.81,96.37,29061,47373
2016-06-28,96.4,96.4,95.77,96.05,21363,47703
2016-06-29,96.04,96.2,95.59,95.65,21623,47405
2016-06-30,95.65,96.42,95.44,95.95,40653,47304
2016-07-01,95.9,96.08,95.41,95.64,21661,49902
2016-07-04,95.69,95.9,95.43,95.52,21661,49827
2016-07-05,95.57,96.25,95.34,96.23,21935,51060
2016-07-06,96.23,96.5,95.98,96.11,31957,52598
2016-07-07,96.07,96.34,95.92,96.25,16316,51438
2016-07-08,96.25,96.7,95.83,96.345,29943,50579
2016-07-11,96.37,96.79,96.27,96.54,11840,50515
2016-07-12,96.54,96.64,96.07,96.51,19233,52678
2016-07-13,96.52,96.6,96.09,96.32,12623,50775
2016-07-14,96.32,96.37,95.83,96.13,14319,52115
2016-07-15,96.15,96.73,95.91,96.68,23362,51834
2016-07-18,96.59,96.71,96.47,96.56,11467,53512
2016-07-19,96.58,97.15,96.52,97.06,12377,56826
2016-07-20,97.08,97.32,96.99,97.13,22824,60622
2016-07-21,97.09,97.21,96.73,96.96,25263,60809
2016-07-22,96.84,97.54,96.83,97.35,19415,62004
2016-07-25,97.41,97.57,97.22,97.26,11546,63445
2016-07-26,97.28,97.32,96.85,97.18,11045,63131
2016-07-27,97.16,97.53,96.67,96.78,18637,61537
2016-07-28,96.62,96.77,96.29,96.68,23869,61453
2016-07-29,96.59,96.62,95.38,95.52,37134,58498
2016-08-01,95.67,95.82,95.54,95.79,11579,57343
2016-08-02,95.75,95.85,95,95.1,11154,54870
2016-08-03,95.15,95.61,95.14,95.55,13179,54788
2016-08-04,95.55,95.9,95.42,95.78,14287,55623
2016-08-05,95.74,96.52,95.55,96.26,25171,54929
2016-08-08,96.28,96.47,96.15,96.36,6588,54793
2016-08-09,96.36,96.52,96.08,96.12,6296,56359
2016-08-10,96.12,96.12,95.44,95.58,8448,55293
2016-08-11,95.56,95.97,95.51,95.9,9722,54745
2016-08-12,95.91,95.99,95.25,95.68,9874,55767
2016-08-15,95.72,95.8,95.47,95.6,7785,55138
2016-08-16,95.63,95.66,94.43,94.81,15448,57759
2016-08-17,94.8,95.1,94.51,94.73,24373,56895
2016-08-18,94.62,94.65,94.08,94.17,24304,57544
2016-08-19,94.22,94.63,94.22,94.5,25291,57034
2016-08-22,94.73,94.92,94.44,94.54,14858,58086
2016-08-23,94.56,94.58,94.21,94.51,16604,57651
2016-08-24,94.57,94.91,94.51,94.79,14602,59143
2016-08-25,94.8,94.83,94.59,94.7,8241,59204
2016-08-26,94.71,95.59,94.25,95.48,21525,58160
2016-08-29,95.51,95.83,95.48,95.56,19113,57234
2016-08-30,95.55,96.14,95.53,96.04,21934,55341
2016-08-31,95.99,96.26,95.9,95.96,25579,55470
2016-09-01,96.01,96.24,95.6,95.65,20355,55651
2016-09-02,95.64,95.96,95.19,95.88,38022,55991
2016-09-05,95.86,95.86,95.55,95.79,38022,56431
2016-09-06,95.77,95.86,94.77,94.88,30505,58169
2016-09-07,94.83,95.06,94.69,94.97,18625,57601
2016-09-08,94.98,95.14,94.47,95.01,18806,58406
2016-09-09,94.95,95.58,94.8,95.35,35523,57183
2016-09-12,95.26,95.45,94.94,95.15,41592,57863
2016-09-13,95.08,95.67,95.08,95.52,34746,55501
2016-09-14,95.53,95.66,95.2,95.3,51316,55498
2016-09-15,95.36,95.56,95.08,95.27,36064,55644
2016-09-16,95.24,96.11,95.22,96.04,54607,55416
2016-09-19,96.03,96.06,95.65,95.83,13461,47143
2016-09-20,95.85,96.04,95.6,96,16320,47964
2016-09-21,95.99,96.33,95.45,95.47,29764,48820
2016-09-22,95.5,95.53,95.05,95.36,24669,48682
2016-09-23,95.38,95.68,95.34,95.51,16426,49204
2016-09-26,95.4,95.53,95.13,95.28,10884,49848
2016-09-27,95.33,95.67,95.24,95.43,14116,50534
2016-09-28,95.49,95.74,95.37,95.43,14989,50959
2016-09-29,95.39,95.68,95.33,95.53,16896,51478
2016-09-30,95.55,95.96,95.34,95.42,16510,52108
2016-10-03,95.56,95.8,95.46,95.75,15748,51146
2016-10-04,95.77,96.44,95.76,96.14,21255,53795
2016-10-05,96.11,96.31,95.96,96.15,23996,54938
2016-10-06,96.14,96.77,96.12,96.69,26495,57560
2016-10-07,96.89,97.19,96.4,96.63,50204,62864
2016-10-10,96.52,96.97,96.46,96.9,16686,67013
2016-10-11,96.92,97.76,96.92,97.72,30145,69769
2016-10-12,97.5,98.04,97.46,97.99,32039,75402
2016-10-13,97.99,98.13,97.5,97.54,28583,74939
2016-10-14,97.63,98.12,97.51,98.09,26776,75977
2016-10-17,98.11,98.17,97.81,97.89,15632,78176
2016-10-18,97.77,97.96,97.61,97.88,17041,79933
2016-10-19,97.9,97.96,97.63,97.86,18188,83330
2016-10-20,97.86,98.4,97.66,98.34,32896,84964
2016-10-21,98.31,98.81,98.31,98.7,20591,84614
2016-10-24,98.69,98.85,98.54,98.75,15610,86625
2016-10-25,98.77,99.12,98.61,98.73,24121,86683
2016-10-26,98.74,98.84,98.34,98.63,23300,88517
2016-10-27,98.61,99.02,98.5,98.93,21051,87253
2016-10-28,98.92,98.94,98.24,98.35,24476,87459
2016-10-31,98.43,98.7,98.29,98.45,13925,87799
2016-11-01,98.43,98.48,97.64,97.7,13422,85739
2016-11-02,97.77,97.8,97.18,97.4,14379,85842
2016-11-03,97.32,97.46,97.04,97.16,24802,86787
2016-11-04,97.16,97.35,96.89,97.07,19570,86322
2016-11-07,97.31,97.87,97.23,97.75,20454,87216
2016-11-08,97.76,97.99,97.55,97.95,18577,85931
2016-11-09,98.1,98.7,95.89,98.59,45705,84131
