Date, Close/Last, Volume, Open, High, Low
06/18/2019, $188.47, 37571350, $194, $194.53, $187.28
06/17/2019, $189.01, 29459880, $185.01, $189.5, $184.4105
06/14/2019, $181.33, 16773690, $180.51, $181.8398, $180
06/13/2019, $177.47, 12253570, $175.53, $178.03, $174.606
06/12/2019, $175.04, 17699810, $178.38, $179.27, $172.88
06/11/2019, $178.1, 15266640, $178.48, $179.98, $176.79
06/10/2019, $174.82, 14767920, $174.75, $177.86, $173.8
06/07/2019, $173.35, 16917340, $170.17, $173.87, $168.84
06/06/2019, $168.33, 12446350, $168.3, $169.7, $167.23
06/05/2019, $168.17, 19758320, $167.48, $168.72, $164.63
06/04/2019, $167.5, 46044260, $163.71, $168.28, $160.84
06/03/2019, $164.15, 56059610, $175, $175.05, $161.01
05/31/2019, $177.47, 15226540, $180.28, $180.54, $177.16
05/30/2019, $183.01, 8581544, $183.08, $183.48, $180.89
05/29/2019, $182.19, 12797690, $183.5, $184.56, $181.35
05/28/2019, $184.31, 14843310, $181.54, $184.7119, $181.4537
05/24/2019, $181.06, 8807701, $182.33, $183.63, $180.83
05/23/2019, $180.87, 12768840, $182.42, $183.9, $179.67
05/22/2019, $185.32, 9213801, $184.73, $186.74, $183.61
05/21/2019, $184.82, 7502820, $184.57, $185.7, $183.885
05/20/2019, $182.72, 10351980, $181.88, $184.23, $181.37
05/17/2019, $185.3, 10485370, $184.84, $187.58, $184.28
05/16/2019, $186.99, 12953110, $185.05, $188.575, $185.05
05/15/2019, $186.27, 16746900, $180.42, $187.28, $180.02
05/14/2019, $180.73, 17628140, $182.52, $183.49, $178.1
05/13/2019, $181.54, 16833350, $183.5, $185.43, $180.84
05/10/2019, $188.34, 12578510, $188.25, $190, $184.59
05/09/2019, $188.65, 12967030, $187.2, $189.77, $186.26
05/08/2019, $189.54, 12505740, $189.39, $190.72, $188.55
05/07/2019, $189.77, 16253000, $192.54, $192.9, $187.85
05/06/2019, $193.88, 13994930, $191.24, $194.28, $190.55
05/03/2019, $195.47, 14575430, $194.38, $196.16, $193.71
05/02/2019, $192.53, 13209450, $193, $194, $189.75
05/01/2019, $193.03, 15996650, $194.78, $196.1769, $193.01
04/30/2019, $193.4, 23309400, $194.19, $197.39, $192.28
04/29/2019, $194.78, 19538750, $190.95, $195.41, $190.65
04/26/2019, $191.49, 21947170, $192.5, $192.9, $189.09
04/25/2019, $193.26, 54088650, $196.98, $198.48, $192.12
04/24/2019, $182.58, 34957090, $184.49, $185.14, $181.65
04/23/2019, $183.78, 19631900, $182.74, $184.22, $181.48
04/22/2019, $181.44, 13348950, $178.25, $181.665, $178.25
04/18/2019, $178.28, 11639990, $178.8, $178.88, $177.34
04/17/2019, $178.78, 9520718, $179.6, $180.74, $178.36
04/16/2019, $178.87, 11185690, $179, $180.17, $178.3
04/15/2019, $179.65, 10827980, $178.5, $180.5, $176.87
04/12/2019, $179.1, 12321770, $178, $179.63, $177.95
04/11/2019, $177.51, 8048582, $178.24, $178.4, $177
04/10/2019, $177.82, 11684940, $178.18, $178.79, $176.54
04/09/2019, $177.58, 19599420, $175.62, $179.19, $175.55
04/08/2019, $174.93, 7287902, $175.21, $175.5, $174.23
04/05/2019, $175.72, 9499559, $176.88, $177, $175.1
04/04/2019, $176.02, 17768670, $176.02, $178, $175.5301
04/03/2019, $173.54, 27380570, $174.5, $177.96, $172.95
04/02/2019, $174.2, 23926430, $170.14, $174.9, $169.55
04/01/2019, $168.7, 10122200, $167.83, $168.9, $167.2789
03/29/2019, $166.69, 13450640, $166.39, $167.19, $164.81
03/28/2019, $165.55, 10457910, $164.57, $166.72, $163.33
03/27/2019, $165.87, 10603100, $167.85, $168.94, $164.79
03/26/2019, $167.68, 15274610, $167.35, $169.45, $166.3499
03/25/2019, $166.29, 12306150, $163, $166.54, $162
03/22/2019, $164.34, 16375210, $165.65, $167.42, $164.09
03/21/2019, $166.08, 16049850, $164.89, $166.39, $163.75
03/20/2019, $165.44, 19934930, $161.5, $166.12, $161.24
03/19/2019, $161.57, 24608800, $161.48, $163.82, $160.82
03/18/2019, $160.47, 35094650, $163.57, $163.9, $159.28
03/15/2019, $165.98, 37088870, $167.16, $167.58, $162.51
03/14/2019, $170.17, 17882100, $169.76, $171.15, $168.16
03/13/2019, $173.37, 11514940, $172.32, $174.03, $172.12
03/12/2019, $171.92, 12136730, $172.09, $173.8, $171.2178
03/11/2019, $172.07, 18534610, $171.6, $174.3, $171.58
03/08/2019, $169.6, 12737410, $166.2, $169.62, $165.97
03/07/2019, $169.13, 18200280, $171.5, $171.74, $167.61
03/06/2019, $172.51, 20775850, $172.9, $173.57, $171.27
03/05/2019, $171.26, 26581790, $167.37, $171.88, $166.55
03/04/2019, $167.37, 18864670, $163.9, $167.5, $163.83
03/01/2019, $162.28, 11022100, $162.6, $163.132, $161.69
02/28/2019, $161.45, 11083060, $162.37, $163.5, $160.86
02/27/2019, $162.81, 12685830, $162.9, $163.93, $160.41
02/26/2019, $164.13, 13630540, $164.335, $166.24, $163.8
02/25/2019, $164.62, 17615000, $163.07, $166.07, $162.9
02/22/2019, $161.89, 15845990, $160.58, $162.41, $160.31
02/21/2019, $160.04, 15455630, $161.93, $162.24, $159.59
02/20/2019, $162.56, 11758420, $162.25, $163.72, $161.25
02/19/2019, $162.29, 14320590, $160.5, $164.15, $160.33
02/15/2019, $162.5, 15485430, $164.51, $164.7, $160.86
02/14/2019, $163.95, 12696560, $163.19, $164.8697, $162.2468
02/13/2019, $164.07, 14168500, $165.38, $166.22, $163.73
02/12/2019, $165.04, 16241390, $166.86, $168.34, $164.5
02/11/2019, $165.79, 12694750, $167.9, $168.3, $165.08
02/08/2019, $167.33, 12485700, $164.47, $167.37, $164.21
02/07/2019, $166.38, 17206800, $168.2, $169.24, $165.25
02/06/2019, $170.49, 13254460, $171.2, $172.47, $169.27
02/05/2019, $171.16, 21723960, $169.15, $171.98, $168.69
02/04/2019, $169.25, 19980980, $165.7, $169.3, $163.62
02/01/2019, $165.71, 30742790, $165.84, $169.1, $165.66
01/31/2019, $166.69, 77005780, $165.6, $171.68, $165
01/30/2019, $150.42, 41676170, $146.22, $150.95, $145.6953
01/29/2019, $144.19, 17451800, $148.09, $148.1, $143.43
01/28/2019, $147.47, 15242960, $148.05, $148.96, $146.21
01/25/2019, $149.01, 22227160, $147.48, $149.83, $146.54
01/24/2019, $145.83, 20932280, $144.64, $146.44, $142.52
01/23/2019, $144.3, 20060100, $148.28, $148.8, $143.055
01/22/2019, $147.57, 22310570, $149.2, $151.53, $146.37
01/18/2019, $150.04, 30631520, $149.75, $152.43, $148.55
01/17/2019, $148.3, 15480790, $146.95, $149, $146.5
01/16/2019, $147.54, 17977150, $149, $149.6499, $146.9975
01/15/2019, $148.95, 24036820, $146.01, $150.68, $145.99
01/14/2019, $145.39, 19864680, $142, $146.57, $141.27
01/11/2019, $143.8, 12780600, $143.15, $145.36, $142.57
01/10/2019, $144.2, 16057330, $143.08, $144.56, $140.84
01/09/2019, $144.23, 22131500, $142.95, $144.7, $141.27
01/08/2019, $142.53, 26191030, $139.89, $143.14, $139.54
01/07/2019, $138.05, 19988840, $137.56, $138.87, $135.91
01/04/2019, $137.95, 27973370, $134.01, $138, $133.75
01/03/2019, $131.74, 22448730, $134.69, $137.17, $131.12
01/02/2019, $135.68, 27967450, $128.99, $137.51, $128.56
12/31/2018, $131.09, 24552820, $134.45, $134.64, $129.95
12/28/2018, $133.2, 22351260, $135.34, $135.92, $132.2
12/27/2018, $134.52, 30305940, $132.44, $134.99, $129.67
12/26/2018, $134.18, 39526860, $126, $134.24, $125.89
12/24/2018, $124.06, 22066000, $123.1, $129.74, $123.02
12/21/2018, $124.95, 56624760, $133.39, $134.9, $123.42
12/20/2018, $133.4, 40202130, $130.7, $135.57, $130
12/19/2018, $133.24, 57110060, $141.21, $144.91, $132.5
12/18/2018, $143.66, 23678090, $141.08, $145.93, $139.8301
12/17/2018, $140.19, 23838160, $143.08, $144.92, $138.42
12/14/2018, $144.06, 21773500, $143.34, $146.01, $142.51
12/13/2018, $145.01, 18090420, $145.57, $145.85, $143.19
12/12/2018, $144.5, 23349970, $143.08, $147.19, $142.51
12/11/2018, $142.08, 19429850, $143.88, $143.88, $141.1
12/10/2018, $141.85, 26315700, $139.6, $143.05, $139.01
12/07/2018, $137.42, 20583170, $139.25, $140.87, $136.6566
12/06/2018, $139.63, 27625310, $133.82, $139.7, $133.67
12/04/2018, $137.93, 30227750, $140.73, $143.39, $137.16
12/03/2018, $141.09, 24697080, $143, $143.6799, $140.76
11/30/2018, $140.61, 25716150, $138.26, $140.966, $137.36
11/29/2018, $138.68, 23935390, $135.92, $139.99, $135.66
11/28/2018, $136.76, 28701670, $136.28, $136.7899, $131.85
11/27/2018, $135, 20477390, $135.75, $136.6126, $133.71
11/26/2018, $136.38, 23459920, $133, $137, $132.78
11/23/2018, $131.73, 11886130, $133.65, $134.5, $131.2551
11/21/2018, $134.82, 25365750, $134.4, $137.19, $134.13
11/20/2018, $132.43, 41888940, $127.03, $134.1592, $126.85
11/19/2018, $131.55, 44051860, $137.61, $137.75, $131.21
11/16/2018, $139.53, 37139590, $141.07, $141.77, $137.77
11/15/2018, $143.85, 29803280, $142.33, $144.84, $140.83
11/14/2018, $144.22, 22019830, $143.7, $145.58, $141.55
11/13/2018, $142.16, 15062230, $142, $144.88, $141.62
11/12/2018, $141.55, 18387680, $144.48, $145.04, $140.4899
11/09/2018, $144.96, 17305480, $146.75, $147.76, $144.07
11/08/2018, $147.87, 24061590, $150.49, $150.94, $146.74
11/07/2018, $151.53, 21740210, $151.57, $153.01, $149.83
11/06/2018, $149.94, 16302120, $149.31, $150.97, $148
11/05/2018, $148.68, 15894150, $150.1, $150.19, $147.44
11/02/2018, $150.35, 24479290, $151.8, $154.13, $148.96
11/01/2018, $151.75, 25435380, $151.52, $152.75, $149.35
10/31/2018, $151.79, 59983970, $155, $156.4, $148.96
10/30/2018, $146.22, 45351650, $139.935, $146.64, $139.7419
10/29/2018, $142.09, 31270990, $148.5, $148.83, $139.03
10/26/2018, $145.37, 31235150, $145.82, $149, $143.8
10/25/2018, $150.95, 22000170, $147.73, $152.21, $147
10/24/2018, $146.04, 27574300, $154.28, $154.65, $145.6
10/23/2018, $154.39, 19066360, $151.22, $154.77, $150.85
10/22/2018, $154.78, 15381630, $154.76, $157.34, $154.46
10/19/2018, $154.05, 19636460, $155.86, $157.35, $153.55
10/18/2018, $154.92, 21123820, $158.51, $158.66, $153.28
10/17/2018, $159.42, 17307030, $159.56, $160.49, $157.95
10/16/2018, $158.78, 18711620, $155.4, $159.46, $155.01
10/15/2018, $153.52, 15194060, $153.32, $155.57, $152.55
10/12/2018, $153.74, 25209770, $156.73, $156.89, $151.2998
10/11/2018, $153.35, 35225150, $150.13, $154.81, $149.16
10/10/2018, $151.38, 30143210, $156.82, $157.69, $151.31
10/09/2018, $157.9, 18494270, $157.69, $160.59, $157.42
10/08/2018, $157.25, 23825100, $155.54, $158.34, $154.39
10/05/2018, $157.33, 25727470, $159.21, $160.9, $156.2
10/04/2018, $158.85, 25707300, $161.46, $161.46, $157.35
10/03/2018, $162.43, 23086120, $160, $163.66, $159.53
10/02/2018, $159.33, 35303190, $161.58, $162.28, $158.67
10/01/2018, $162.44, 26260420, $163.03, $165.88, $161.26
09/28/2018, $164.46, 33786480, $168.33, $168.79, $162.56
09/27/2018, $168.84, 27192570, $167.55, $171.77, $167.21
09/26/2018, $166.95, 24271500, $164.3, $169.3, $164.21
09/25/2018, $164.91, 27430470, $161.99, $165.59, $161.15
09/24/2018, $165.41, 18907320, $161.03, $165.7, $160.88
09/21/2018, $162.93, 45847680, $166.64, $167.25, $162.81
09/20/2018, $166.02, 18812060, $164.5, $166.45, $164.4722
09/19/2018, $163.06, 19568020, $160.08, $163.44, $159.48
09/18/2018, $160.3, 22331470, $159.39, $161.7639, $158.8656
09/17/2018, $160.58, 20951950, $161.92, $162.06, $159.77
09/14/2018, $162.32, 21682850, $161.715, $162.84, $160.34
09/13/2018, $161.36, 25376900, $162, $163.32, $160.86
09/12/2018, $162, 24033850, $163.25, $164.49, $161.8
09/11/2018, $165.94, 20285090, $163.94, $167.19, $163.72
09/10/2018, $164.18, 19896190, $163.51, $165.01, $162.16
09/07/2018, $163.04, 24151910, $160.31, $164.6269, $160.16
09/06/2018, $162.53, 41418330, $166.98, $166.98, $160
09/05/2018, $167.18, 31191210, $169.49, $171.125, $166.67
09/04/2018, $171.16, 29460630, $173.5, $173.89, $168.8
08/31/2018, $175.73, 18025110, $177.15, $177.62, $174.9815
08/30/2018, $177.64, 24105390, $175.9, $179.7901, $175.7
08/29/2018, $175.9, 18357780, $176.295, $176.79, $174.75
08/28/2018, $176.26, 15720690, $178.1, $178.2399, $175.83
08/27/2018, $177.46, 17853600, $175.99, $178.67, $175.79
08/24/2018, $174.645, 14519920, $173.7, $174.82, $172.92
08/23/2018, $172.9, 17945260, $173.09, $175.55, $172.83
08/22/2018, $173.64, 16760320, $172.21, $174.24, $172.13
08/21/2018, $172.62, 19475690, $172.81, $174.17, $171.39
08/20/2018, $172.5, 21449120, $174.04, $174.57, $170.91
08/17/2018, $173.8, 24819470, $174.5, $176.22, $172.04
08/16/2018, $174.7, 31161240, $180.42, $180.5, $174.01
08/15/2018, $179.53, 32658240, $179.34, $180.87, $174.78
08/14/2018, $181.11, 18961200, $180.71, $181.99, $178.62
08/13/2018, $180.05, 17349150, $180.1, $182.61, $178.9
08/10/2018, $180.26, 21467940, $182.04, $182.1, $179.42
08/09/2018, $183.09, 19652850, $185.849, $186.57, $182.48
08/08/2018, $185.18, 22178460, $184.75, $186.85, $183.76
08/07/2018, $183.81, 33127670, $186.5, $188.3, $183.72
08/06/2018, $185.69, 49600350, $178.97, $185.79, $178.38
08/03/2018, $177.78, 24730780, $177.69, $178.85, $176.15
08/02/2018, $176.37, 32235750, $170.68, $176.79, $170.27
08/01/2018, $171.65, 33979910, $173.93, $175.08, $170.9
07/31/2018, $172.58, 40213830, $170.67, $174.24, $170
07/30/2018, $171.06, 65129810, $175.3, $175.3, $166.56
07/27/2018, $174.89, 59700640, $179.87, $179.93, $173
07/26/2018, $176.26, 169059900, $174.89, $180.13, $173.75
07/25/2018, $217.5, 45279590, $215.715, $218.62, $214.27
07/24/2018, $214.67, 28318380, $215.11, $216.2, $212.6
07/23/2018, $210.91, 15933870, $210.58, $211.62, $208.8
07/20/2018, $209.94, 16152700, $208.85, $211.5, $208.5
07/19/2018, $208.09, 11186170, $208.77, $209.99, $207.76
07/18/2018, $209.36, 15322340, $209.82, $210.99, $208.44
07/17/2018, $209.99, 15239470, $204.9, $210.46, $204.84
07/16/2018, $207.23, 10866950, $207.5, $208.72, $206.84
07/13/2018, $207.32, 11421420, $207.81, $208.43, $206.45
07/12/2018, $206.92, 15439760, $203.43, $207.08, $203.19
07/11/2018, $202.54, 12729340, $202.22, $204.5, $201.75
07/10/2018, $203.54, 12868530, $204.5, $204.91, $202.26
07/09/2018, $204.74, 18133700, $204.93, $205.8, $202.1201
07/06/2018, $203.23, 19687900, $198.45, $203.64, $197.7
07/05/2018, $198.45, 19582000, $194.74, $198.65, $194.03
07/03/2018, $192.73, 13489510, $194.55, $195.4, $192.52
07/02/2018, $197.36, 13735130, $193.37, $197.45, $192.22
06/29/2018, $194.32, 15516540, $197.32, $197.5997, $193.955
06/28/2018, $196.23, 18153600, $195.18, $197.34, $193.26
06/27/2018, $195.84, 18697530, $199.18, $200.75, $195.8
06/26/2018, $199, 17869610, $197.6, $199.1, $196.23
06/25/2018, $196.35, 25170720, $200, $200, $193.11
06/22/2018, $201.74, 17050440, $201.16, $202.24, $199.31
