"DATE";"CLOSING PRICE";"OPEN";"DAILY HIGH";"DAILY LOW"
1/3/2006;7628.56;7621.06;7701.59;7583.94
1/4/2006;7723.71;7691.01;7726.63;7629.23
1/5/2006;7703.32;7721.53;7735.14;7681.76
1/6/2006;7718.47;7704.35;7720.66;7691.90
1/9/2006;7715.59;7736.45;7743.61;7709.81
1/10/2006;7663.73;7690.40;7703.08;7644.68
1/11/2006;7752.06;7695.90;7753.79;7687.08
1/12/2006;7798.10;7759.54;7801.05;7757.40
1/13/2006;7802.50;7783.72;7802.50;7734.65
1/16/2006;7835.67;7781.16;7837.11;7769.72
1/17/2006;7785.63;7787.06;7801.26;7766.70
1/18/2006;7726.45;7672.52;7748.38;7654.67
1/19/2006;7771.61;7745.88;7771.61;7713.83
1/20/2006;7697.53;7761.83;7804.35;7697.42
1/23/2006;7702.66;7696.64;7708.53;7593.15
1/24/2006;7692.56;7706.44;7752.97;7673.67
1/25/2006;7682.69;7707.94;7712.51;7657.23
1/26/2006;7749.41;7716.19;7752.15;7704.97
1/27/2006;7779.43;7855.00;7856.33;7774.38
1/30/2006;7789.32;7797.83;7821.11;7778.56
1/31/2006;7810.88;7814.51;7832.44;7772.12
2/1/2006;7836.17;7818.34;7853.83;7807.30
2/2/2006;7785.94;7859.98;7874.87;7785.94
2/3/2006;7840.79;7799.64;7847.16;7788.75
2/6/2006;7839.61;7842.13;7901.34;7823.56
2/7/2006;7837.34;7846.68;7878.23;7810.52
2/8/2006;7831.90;7788.83;7868.00;7772.56
2/9/2006;7873.61;7875.83;7893.58;7859.46
2/10/2006;7861.57;7876.06;7903.30;7857.29
2/13/2006;7889.28;7841.96;7889.45;7813.05
2/14/2006;7882.43;7899.06;7938.24;7844.99
2/15/2006;7797.20;7859.15;7866.97;7789.05
2/16/2006;7906.58;7848.73;7906.58;7821.18
2/17/2006;7917.12;7929.00;7932.17;7885.45
2/20/2006;7950.22;7917.09;7956.17;7902.45
2/21/2006;8002.56;7973.81;8009.21;7968.12
2/22/2006;8040.51;7984.38;8046.65;7983.18
2/23/2006;7983.75;8046.92;8048.17;7983.75
2/24/2006;7954.33;7988.91;7995.95;7938.15
2/27/2006;7995.05;7979.17;7995.27;7923.23
2/28/2006;7892.63;7992.25;8010.70;7873.17
3/1/2006;7980.36;7891.75;7980.60;7886.65
3/2/2006;7926.22;7980.51;7990.70;7917.91
3/3/2006;7915.98;7902.47;7952.21;7879.96
3/6/2006;7917.18;7941.04;7949.65;7913.59
3/7/2006;7864.26;7878.15;7880.86;7807.52
3/8/2006;7831.52;7879.61;7885.96;7779.49
3/9/2006;7860.68;7878.73;7893.79;7847.08
3/10/2006;7970.64;7836.73;7970.64;7831.66
3/13/2006;8035.44;8002.81;8054.34;7995.01
3/14/2006;8034.22;8008.98;8064.93;8004.92
3/15/2006;8012.57;8073.05;8080.00;8012.16
3/16/2006;8017.96;8024.76;8031.50;7992.98
3/17/2006;8047.12;8077.47;8090.19;8035.45
3/20/2006;8059.42;8084.04;8108.33;8053.81
3/21/2006;8056.64;8056.61;8072.85;8024.05
3/22/2006;8064.02;8032.69;8070.38;8020.03
3/23/2006;8024.10;8084.95;8088.68;8000.88
3/24/2006;8045.08;8021.61;8057.03;8018.31
3/27/2006;7980.94;8053.14;8059.47;7980.07
3/28/2006;7972.91;7982.90;8018.15;7965.92
3/29/2006;7983.41;7972.12;7996.36;7946.64
3/30/2006;8035.27;8013.66;8042.87;7988.53
3/31/2006;8023.30;8013.47;8039.75;7995.78
4/3/2006;8078.52;8071.96;8087.97;8057.56
4/4/2006;8051.62;8066.91;8074.87;8036.55
4/5/2006;8090.54;8076.12;8095.16;8049.85
4/6/2006;8102.34;8114.26;8129.57;8091.78
4/7/2006;8105.19;8114.05;8133.43;8090.62
4/10/2006;8109.31;8090.85;8111.34;8073.56
4/11/2006;8029.06;8121.92;8129.73;8001.30
4/12/2006;7976.57;7990.58;8005.42;7946.94
4/13/2006;8007.34;7993.60;8012.71;7974.42
4/18/2006;7961.35;7973.04;7998.87;7941.61
4/19/2006;8050.86;8011.89;8050.86;8005.17
4/20/2006;8056.98;8054.81;8074.45;8020.02
4/21/2006;8093.47;8096.78;8104.19;8052.15
4/24/2006;8076.25;8072.76;8096.79;8056.68
4/25/2006;8041.02;8102.96;8131.84;8036.51
4/26/2006;8071.10;8065.32;8074.49;8022.88
4/27/2006;8080.12;8076.65;8080.21;8008.74
4/28/2006;8047.29;8075.69;8075.78;8029.27
5/2/2006;8074.68;8073.12;8106.45;8067.82
5/3/2006;7964.65;8093.82;8098.90;7964.65
5/4/2006;7965.43;7956.89;7970.75;7875.17
5/5/2006;8058.06;7962.71;8059.46;7960.33
5/8/2006;8103.62;8100.78;8125.66;8091.01
5/9/2006;8122.08;8109.76;8139.12;8088.27
5/10/2006;8112.87;8109.72;8138.42;8102.37
5/11/2006;8097.27;8129.22;8158.89;8094.16
5/12/2006;7954.10;8058.48;8082.02;7944.52
5/15/2006;7853.94;7910.68;7938.18;7798.94
5/16/2006;7887.09;7853.76;7904.06;7822.47
5/17/2006;7658.52;7923.40;7928.89;7656.56
5/18/2006;7602.30;7670.59;7706.64;7547.07
5/19/2006;7614.25;7582.91;7636.32;7568.90
5/22/2006;7430.21;7584.61;7604.46;7413.66
5/23/2006;7572.47;7495.40;7596.77;7450.29
5/24/2006;7481.33;7539.19;7554.86;7443.07
5/26/2006;7679.47;7623.85;7679.47;7574.09
5/29/2006;7688.15;7670.31;7693.14;7659.74
5/30/2006;7533.31;7686.73;7699.28;7533.31
5/31/2006;7604.40;7473.59;7604.40;7441.64
6/1/2006;7617.33;7602.04;7632.93;7529.77
6/2/2006;7665.08;7676.78;7714.23;7638.83
6/6/2006;7497.02;7531.70;7600.53;7473.36
6/7/2006;7549.79;7500.74;7554.23;7477.03
6/8/2006;7344.28;7401.60;7453.21;7343.53
6/9/2006;7434.57;7437.36;7442.94;7402.34
6/12/2006;7332.69;7420.18;7449.60;7318.05
6/13/2006;7154.86;7199.96;7245.31;7123.18
6/14/2006;7171.03;7190.94;7224.56;7138.04
