,metascore,name,console,playerscore,date,genre,brand
5307,6.8,ATV Quad Power Racing 2,XBOX,0.0,2003-01-27,Racing,Microsoft
5308,6.8,Azkend 2: The World Beneath,Switch,0.0,2018-01-12,Puzzle,Nintendo
5309,6.8,Harry Potter: Quidditch World Cup,PS2,6.5,2003-10-28,Sports,Sony
5310,6.8,Harry Potter: Quidditch World Cup,GC,8.4,2003-10-28,Sports,Nintendo
5311,6.8,Treasure World,DS,0.0,2009-06-30,Simulation,Nintendo
5312,6.8,Medal of Honor: Rising Sun,GC,6.4,2003-11-11,Shooter,Nintendo
5313,6.8,Break 'Em All,DS,0.0,2006-06-20,Puzzle,Nintendo
5314,6.8,Lost Kingdoms II,GC,8.1,2003-05-21,Role-Playing,Nintendo
5315,6.8,Major League Baseball 2K12,PS3,4.4,2012-03-06,Sports,Sony
5316,6.8,Major League Baseball 2K12,X360,6.4,2012-03-06,Sports,Microsoft
5317,6.8,Jazz Jackrabbit,GBA,0.0,2003-01-03,Action-Adventure,Nintendo
5318,6.8,Gallop Racer 2003: A New Breed,PS2,8.5,2003-03-31,Sports,Sony
5319,6.8,Devil May Cry 2,PS2,6.4,2003-01-25,Action-Adventure,Sony
5320,6.8,Wallace & Gromit: Curse of the Were-Rabbit,PS2,3.2,2005-09-29,Action-Adventure,Sony
5321,6.8,Fossil Fighters: Champions,DS,7.6,2011-11-14,Role-Playing,Nintendo
5322,6.8,The 25th Ward: The Silver Case,PS4,5.0,2018-03-13,Visual Novel,Sony
5323,6.8,Rag Doll Kung Fu: Fists of Plastic,PS3,7.4,2009-04-09,Fighting,Sony
5324,6.8,G-Force,PS3,8.1,2009-07-21,Action-Adventure,Sony
5325,6.8,The Legend of Spyro: A New Beginning,DS,6.1,2006-10-17,Platform,Nintendo
5326,6.8,Frantics,PS4,7.6,2018-03-06,Party,Sony
5327,6.8,Mercenaries Saga Chronicles,Switch,7.2,2018-02-08,Strategy,Nintendo
5328,6.8,My Hero One's Justice,PS4,7.8,2018-10-26,Fighting,Sony
5329,6.8,Painkiller: Hell Wars,XBOX,7.6,2006-07-24,Shooter,Microsoft
5330,6.8,The Sims 2: Pets,PS2,7.8,2006-10-17,Simulation,Sony
5331,6.8,Dr. Sudoku,GBA,0.0,2006-05-03,Puzzle,Nintendo
5332,6.8,MX vs. ATV Unleashed: On the Edge,PSP,8.1,2006-02-27,Racing,Sony
5333,6.8,Ice Age 2: The Meltdown,PS2,8.1,2006-03-14,Platform,Sony
5334,6.8,Ice Age 2: The Meltdown,XBOX,0.0,2006-03-14,Platform,Microsoft
5335,6.8,NBA 07,PSP,7.0,2006-09-25,Sports,Sony
5336,6.8,Spider-Man: Battle for New York,DS,6.8,2006-11-14,Platform,Nintendo
5337,6.8,Conan Exiles,PS4,5.6,2018-05-08,Action-Adventure,Sony
5338,6.8,Tak and the Power of Juju,PS2,8.7,2003-10-15,Platform,Sony
5339,6.8,Chicken Run,DC,0.0,2000-11-13,Action-Adventure,Sega
5340,6.8,Utawarerumono: Mask of Deception,PS4,7.3,2017-05-23,Action-Adventure,Sony
5341,6.8,Tom Clancy's HAWX 2,X360,6.3,2010-09-07,Action-Adventure,Microsoft
5342,6.8,Vandal Hearts: Flames of Judgment,X360,7.9,2010-01-20,Role-Playing,Microsoft
5343,6.8,Yooka-Laylee,PS4,6.1,2017-04-11,Platform,Sony
5344,6.8,Earth Defense Force 2025,X360,8.1,2014-02-18,Shooter,Microsoft
5345,6.8,Metrico,VITA,5.9,2014-08-05,Puzzle,Sony
5346,6.8,The Invincible Iron Man,GBA,0.0,2002-12-15,Action-Adventure,Nintendo
5347,6.8,Black The Fall,XONE,7.4,2017-07-11,Action-Adventure,Microsoft
5348,6.8,WWE All Stars,WII,7.0,2011-03-29,Fighting,Nintendo
5349,6.8,Rock of Ages,PS3,6.6,2012-05-15,Strategy,Sony
5350,6.8,Lords of the Fallen,PS4,6.5,2014-10-28,Role-Playing,Sony
5351,6.8,MotoGP 08,X360,6.1,2008-10-28,Racing,Microsoft
5352,6.8,Little Red Riding Hood's Zombie BBQ,DS,7.4,2008-11-06,Shooter,Nintendo
5353,6.8,Gundam Versus,PS4,6.5,2017-09-29,Action-Adventure,Sony
5354,6.8,Brain Challenge,DS,7.0,2008-01-08,Puzzle,Nintendo
5355,6.8,Pokemon Ranger: Shadows of Almia,DS,8.3,2008-11-10,Role-Playing,Nintendo
5356,6.8,Star Wars Battlefront II,PS4,1.0,2017-11-14,Shooter,Sony
5357,6.8,Viking: Battle for Asgard,X360,8.0,2008-03-25,Action-Adventure,Microsoft
5358,6.8,Star Wars The Clone Wars: Jedi Alliance,DS,7.8,2008-11-11,Action-Adventure,Nintendo
5359,6.8,Fallout: New Vegas - Dead Money,PS3,6.4,2011-02-22,Role-Playing,Sony
5360,6.8,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,8.1,2005-10-12,Action-Adventure,Sony
5361,6.8,Zendoku,DS,0.0,2007-06-26,Puzzle,Nintendo
5362,6.8,Justice League Heroes,XBOX,7.2,2006-10-17,Role-Playing,Microsoft
5363,6.8,Orcs & Elves,DS,8.0,2007-11-13,Role-Playing,Nintendo
5364,6.8,Link's Crossbow Training,WII,7.1,2007-11-19,Shooter,Nintendo
5365,6.8,Top Spin 3,WII,5.7,2008-06-23,Sports,Nintendo
5366,6.8,NASCAR 07,PS2,8.9,2006-09-06,Racing,Sony
5367,6.8,MySims,WII,7.1,2007-09-18,Simulation,Nintendo
5368,6.8,Disney's Tarzan: Return to the Jungle,GBA,0.0,2002-09-14,Action-Adventure,Nintendo
5369,6.8,Ultimate Fighting Championship: Throwdown,PS2,8.0,2002-06-03,Fighting,Sony
5370,6.8,Justice League Heroes,PS2,8.6,2006-10-17,Role-Playing,Sony
5371,6.8,Army Men: RTS,PS2,0.0,2002-03-27,Strategy,Sony
5372,6.8,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,7.6,2005-10-12,Action-Adventure,Nintendo
5373,6.8,de Blob 2,PS4,6.7,2018-02-27,Platform,Sony
5374,6.8,Ice Age: Dawn of the Dinosaurs,X360,7.5,2009-06-30,Platform,Microsoft
5375,6.8,Harry Potter and the Order of the Phoenix,X360,4.5,2007-06-25,Action-Adventure,Microsoft
5376,6.8,Alien Breed,PS3,3.8,2013-02-12,Action-Adventure,Sony
5377,6.8,Wii Sports Club,WIIU,7.0,2013-11-07,Sports,Nintendo
5378,6.8,Starblood Arena,PS4,7.3,2017-04-11,Shooter,Sony
5379,6.8,Sigma Star Saga,GBA,8.5,2005-08-16,Role-Playing,Nintendo
5380,6.8,Untold Legends: Brotherhood of the Blade,PSP,7.7,2005-03-22,Role-Playing,Sony
5381,6.8,Tales of Symphonia: Dawn of the New World,WII,7.0,2008-11-11,Role-Playing,Nintendo
5382,6.8,Batman: Arkham Origins Blackgate,3DS,6.7,2013-10-25,Action-Adventure,Nintendo
5383,6.8,Blitz: The League II,X360,7.2,2008-10-13,Sports,Microsoft
5384,6.8,Hell Yeah! Wrath of the Dead Rabbit,PS3,8.1,2012-09-25,Action-Adventure,Sony
5385,6.8,Tetris Ultimate,3DS,4.0,2014-11-11,Puzzle,Nintendo
5386,6.8,Scribblenauts Unmasked: A DC Comics Adventure,3DS,6.2,2013-09-24,Puzzle,Nintendo
5387,6.8,Brink,X360,5.8,2011-05-10,Shooter,Microsoft
5388,6.8,Gungnir,PSP,7.5,2012-06-12,Role-Playing,Sony
5389,6.8,Silent Hill: Downpour,X360,7.3,2012-03-13,Action-Adventure,Microsoft
5390,6.8,Evil Dead: Regeneration,PS2,8.5,2005-09-13,Action-Adventure,Sony
5391,6.8,NBA Live 08,PS2,6.7,2007-10-01,Sports,Sony
5392,6.8,Juiced 2: Hot Import Nights,X360,7.5,2007-09-17,Racing,Microsoft
5393,6.8,The Simpsons Game,PS2,8.0,2007-10-30,Platform,Sony
5394,6.8,Kingdom Hearts Re: Chain of Memories,PS2,8.1,2008-12-02,Role-Playing,Sony
5395,6.8,Suikoden Tactics,PS2,8.5,2005-11-08,Strategy,Sony
5396,6.8,Kung Fu Chaos,XBOX,8.5,2003-02-24,Fighting,Microsoft
5397,6.8,Rise of the Kasai,PS2,8.0,2005-04-05,Action-Adventure,Sony
5398,6.8,Joust,X360,7.3,2005-11-22,Platform,Microsoft
5399,6.8,Grandia Xtreme,PS2,7.1,2002-09-30,Role-Playing,Sony
5400,6.8,Shadow Man: 2econd Coming,PS2,7.8,2002-03-02,Action-Adventure,Sony
5401,6.8,Hyperdevotion Noire: Goddess Black Heart,VITA,7.1,2015-02-24,Role-Playing,Sony
5402,6.8,Lord of Magna: Maiden Heaven,3DS,7.8,2015-06-02,Role-Playing,Nintendo
5403,6.8,Sparkle Unleashed,Switch,6.0,2017-12-25,Puzzle,Nintendo
5404,6.8,Test Drive Unlimited 2,X360,6.4,2011-02-08,Racing,Microsoft
5405,6.8,The Punisher,PS2,8.1,2005-01-17,Shooter,Sony
5406,6.8,BloodRayne: Betrayal,X360,7.4,2011-09-07,Shooter,Microsoft
5407,6.8,Star Wars: The Force Unleashed,PS2,7.3,2008-09-16,Action-Adventure,Sony
5408,6.8,Banjo-Pilot,GBA,6.1,2005-01-12,Racing,Nintendo
5409,6.8,1942: Joint Strike,X360,6.2,2008-07-23,Shooter,Microsoft
5410,6.8,Earth Defense Force 2017 Portable,VITA,7.6,2013-01-08,Shooter,Sony
5411,6.8,Fable Anniversary,X360,6.8,2014-02-04,Role-Playing,Microsoft
5412,6.8,Juiced,PS2,7.5,2005-06-13,Racing,Sony
5413,6.8,Juiced,XBOX,8.0,2005-06-13,Racing,Microsoft
5414,6.8,The Legend of Heroes: A Tear of Vermillion,PSP,7.8,2005-11-15,Role-Playing,Sony
5415,6.8,Tennis in the Face,PS4,4.9,2014-12-09,Sports,Sony
5416,6.8,MotoGP 17,PS4,2.0,2017-07-11,Racing,Sony
5417,6.8,NCAA Basketball 09,PS3,0.0,2008-11-17,Sports,Sony
5418,6.8,NBA Playgrounds,PS4,6.3,2017-05-09,Sports,Sony
5419,6.8,Zoo Tycoon,XONE,3.1,2013-11-22,Strategy,Microsoft
5420,6.8,Super Beat Sports,Switch,7.1,2017-11-02,Music,Nintendo
5421,6.8,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,7.4,2011-01-10,Platform,Sony
5422,6.8,The Bureau: XCOM Declassified,X360,6.7,2013-08-20,Shooter,Microsoft
5423,6.8,Digimon World: Next Order,PS4,6.4,2017-01-31,Role-Playing,Sony
5424,6.8,Space Giraffe,X360,7.5,2007-08-22,Shooter,Microsoft
5425,6.8,Band of Bugs,X360,6.0,2007-06-20,Strategy,Microsoft
5426,6.8,Horse Life,DS,0.0,2007-11-06,Simulation,Nintendo
5427,6.8,Pure Pool,XONE,7.9,2014-11-14,Sports,Microsoft
5428,6.8,Capcom vs. SNK 2 EO,GC,8.5,2002-09-23,Fighting,Nintendo
5429,6.8,Tony Hawk's Project 8,PSP,7.6,2006-11-21,Sports,Sony
5430,6.8,Batman: Vengeance,PS2,6.8,2001-10-15,Action-Adventure,Sony
5431,6.8,Scooby-Doo! Night of 100 Frights,GC,7.5,2002-09-16,Platform,Nintendo
5432,6.8,Root Letter,PS4,6.8,2016-11-08,Action-Adventure,Sony
5433,6.8,Jurassic World Evolution,PS4,6.7,2018-06-12,Simulation,Sony
5434,6.8,Heart&Slash,XONE,7.4,2016-06-24,Action-Adventure,Microsoft
5435,6.8,Mario Party: Star Rush,3DS,7.2,2016-11-04,Party,Nintendo
5436,6.8,Batman: Vengeance,GBA,0.0,2001-10-30,Action-Adventure,Nintendo
5437,6.8,Pure Farming 2018,PS4,6.5,2018-03-13,Simulation,Sony
5438,6.8,Disco Dodgeball Remix,PS4,0.0,2018-05-22,Sports,Sony
5439,6.8,NBA 2K Playgrounds 2,XONE,7.5,2018-10-16,Sports,Microsoft
5440,6.8,Vanishing Point,PS,0.0,2001-02-05,Racing,Sony
5441,6.8,Dark Summit,GC,4.5,2002-02-04,Sports,Nintendo
5442,6.8,Smash Court Tennis 3,PSP,6.3,2007-07-16,Sports,Sony
5443,6.8,Kingdom Come: Deliverance,XONE,7.3,2018-02-13,Role-Playing,Microsoft
5444,6.8,Ball Breakers,PS,5.3,2000-07-26,Action-Adventure,Sony
5445,6.8,Dear Esther: Landmark Edition,PS4,6.7,2016-09-20,Action-Adventure,Sony
5446,6.8,Dear Esther: Landmark Edition,XONE,5.0,2016-09-20,Action-Adventure,Microsoft
5447,6.8,Dillon's Rolling Western: The Last Ranger,3DS,7.5,2013-04-11,Action-Adventure,Nintendo
5448,6.8,Tom Clancy's Rainbow Six 3,GC,8.2,2004-06-17,Shooter,Nintendo
5449,6.8,Broforce,PS4,6.6,2016-03-01,Action-Adventure,Sony
5450,6.8,Need for Speed: Hot Pursuit 2,GC,8.4,2002-09-30,Racing,Nintendo
5451,6.8,FIFA 18,Switch,6.2,2017-09-29,Sports,Nintendo
5452,6.8,Rockstar Games presents Table Tennis,WII,5.6,2007-10-16,Sports,Nintendo
5453,6.8,The Technomancer,XONE,7.3,2016-06-28,Role-Playing,Microsoft
5454,6.8,WWE 2K17,XONE,5.0,2016-10-11,Sports,Microsoft
5455,6.8,Riviera: The Promised Land,PSP,7.8,2007-07-11,Role-Playing,Sony
5456,6.8,Earth's Dawn,PS4,6.7,2016-11-01,Action-Adventure,Sony
5457,6.8,Ducati World Racing Challenge,PS,0.0,2001-01-02,Racing,Sony
5458,6.8,Puddle,X360,6.9,2012-01-25,Puzzle,Microsoft
5459,6.8,Spider-Man: Web of Shadows,X360,8.6,2008-10-21,Action-Adventure,Microsoft
5460,6.8,Ty the Tasmanian Tiger,XBOX,8.6,2002-09-10,Platform,Microsoft
5461,6.8,Tom Clancy's EndWar,PSP,5.9,2008-11-04,Strategy,Sony
5462,6.8,NBA Jam,XBOX,8.1,2003-09-23,Sports,Microsoft
5463,6.8,EA Sports Active 2,X360,5.4,2010-11-16,Sports,Microsoft
5464,6.8,Fatal Fury: Battle Archives Volume 1,PS2,8.3,2007-08-14,Fighting,Sony
5465,6.8,Golden Axe,X360,8.4,2007-07-11,Action-Adventure,Microsoft
5466,6.8,Enslaved: Odyssey to the West - Pigsy's Perfect 10,X360,7.5,2010-11-23,Action-Adventure,Microsoft
5467,6.8,Madden NFL 2005,DS,7.7,2004-11-17,Sports,Nintendo
5468,6.8,Disney's Chicken Little,XBOX,0.0,2005-10-18,Platform,Microsoft
5469,6.8,Dead Nation,VITA,7.9,2014-04-15,Shooter,Sony
5470,6.8,Everyday Shooter,PSP,0.0,2008-12-04,Shooter,Sony
5471,6.8,Switchball,PS3,5.0,2009-09-18,Puzzle,Sony
5472,6.8,Mafia III,PS4,5.2,2016-10-07,Action-Adventure,Sony
5473,6.8,Driven,GBA,0.0,2001-11-28,Racing,Nintendo
5474,6.8,Madden NFL 09,PSP,6.5,2008-08-12,Sports,Sony
5475,6.8,Charge 'N Blast,DC,0.0,2001-02-07,Shooter,Sega
5476,6.8,Advent Rising,XBOX,7.5,2005-05-31,Action-Adventure,Microsoft
5477,6.7,Picross S,Switch,7.2,2017-09-28,Puzzle,Nintendo
5478,6.7,Planet Monsters,GBA,0.0,2001-12-06,Action-Adventure,Nintendo
5479,6.7,Phantom Breaker: Battle Grounds,VITA,6.6,2014-08-12,Action-Adventure,Sony
5480,6.7,Ninja Gaiden 3: Razor's Edge,PS3,7.2,2013-04-02,Action-Adventure,Sony
5481,6.7,Max: The Curse of Brotherhood,PS4,0.0,2017-11-08,Action-Adventure,Sony
5482,6.7,Mystic Heroes,GC,8.2,2002-09-30,Action-Adventure,Nintendo
5483,6.7,Blood Omen 2,PS2,8.6,2002-03-21,Action-Adventure,Sony
5484,6.7,Gadget Racers,PS2,7.4,2001-08-21,Racing,Sony
5485,6.7,Top Spin,PS2,7.8,2005-09-26,Sports,Sony
5486,6.7,Iron Aces,DC,0.0,2001-02-06,Action-Adventure,Sega
5487,6.7,Commandos 2: Men of Courage,XBOX,8.4,2002-09-18,Strategy,Microsoft
5488,6.7,Dark Summit,PS2,0.0,2001-11-26,Sports,Sony
5489,6.7,ZooCube,GC,6.1,2002-05-05,Puzzle,Nintendo
5490,6.7,Mystic Heroes,PS2,8.6,2002-11-24,Action-Adventure,Sony
5491,6.7,Jak and Daxter Collection,VITA,6.2,2013-06-18,Platform,Sony
5492,6.7,Shiness: The Lightning Kingdom,PS4,7.1,2017-04-18,Role-Playing,Sony
5493,6.7,Tony Hawk's Project 8,XBOX,6.0,2006-11-07,Sports,Microsoft
5494,6.7,The Godfather II,PS3,7.1,2009-04-07,Action-Adventure,Sony
5495,6.7,The Operative: No One Lives Forever,PS2,8.4,2002-04-16,Shooter,Sony
5496,6.7,Ultimate Fighting Championship: Throwdown,GC,0.0,2002-07-29,Fighting,Nintendo
5497,6.7,The Little Acre,PS4,6.9,2016-12-13,Action-Adventure,Sony
5498,6.7,WWE 2K18,XONE,4.7,2017-10-13,Sports,Microsoft
5499,6.7,MotoGP,GBA,0.0,2002-03-08,Racing,Nintendo
5500,6.7,Cursed Mountain,WII,7.4,2009-08-25,Action-Adventure,Nintendo
5501,6.7,Real Heroes: Firefighter,WII,8.2,2009-08-04,Action-Adventure,Nintendo
5502,6.7,"My World, My Way",DS,0.0,2009-02-03,Role-Playing,Nintendo
5503,6.7,MySims Racing,DS,7.5,2009-06-12,Racing,Nintendo
5504,6.7,Legacy of Ys: Books I & II,DS,7.3,2009-02-24,Role-Playing,Nintendo
5505,6.7,Spaceball: Revolution,WII,0.0,2009-09-14,Puzzle,Nintendo
5506,6.7,Fuel,PS3,7.4,2009-06-02,Racing,Sony
5507,6.7,Shrek SuperSlam,PS2,6.4,2005-10-25,Action-Adventure,Sony
5508,6.7,Prince of Persia: Epilogue,X360,6.3,2009-03-05,Platform,Microsoft
5509,6.7,Teenage Mutant Ninja Turtles: Smash-Up,WII,8.0,2009-09-22,Fighting,Nintendo
5510,6.7,Nine Parchments,PS4,6.7,2017-12-12,Action-Adventure,Sony
5511,6.7,The Town of Light,PS4,6.1,2017-06-06,Action-Adventure,Sony
5512,6.7,Shiness: The Lightning Kingdom,XONE,7.3,2017-04-18,Role-Playing,Microsoft
5513,6.7,Disneyland Adventures,XONE,7.4,2017-10-31,Action-Adventure,Microsoft
5514,6.7,Miitopia,3DS,7.7,2017-07-28,Role-Playing,Nintendo
5515,6.7,Outcast: Second Contact,XONE,0.0,2017-11-07,Action-Adventure,Microsoft
5516,6.7,Circus Maximus: Chariot Wars,XBOX,5.6,2002-02-24,Racing,Microsoft
5517,6.7,Lost Planet: Extreme Condition,PS3,6.9,2008-02-26,Shooter,Sony
5518,6.7,Phoenix Wright: Ace Attorney - Trials and Tribulations,WII,8.6,2010-05-10,Action-Adventure,Nintendo
5519,6.7,Commandos 2: Men of Courage,PS2,6.8,2002-08-28,Strategy,Sony
5520,6.7,RedCard 20-03,XBOX,7.6,2002-06-24,Sports,Microsoft
5521,6.7,Legaia 2: Duel Saga,PS2,8.4,2002-10-01,Role-Playing,Sony
5522,6.7,NFL Head Coach 09,X360,8.1,2008-09-03,Sports,Microsoft
5523,6.7,One Piece: Unlimited Adventure,WII,8.5,2008-01-22,Action-Adventure,Nintendo
5524,6.7,Rhapsody: A Musical Adventure,DS,6.8,2008-09-23,Role-Playing,Nintendo
5525,6.7,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,8.2,2008-04-15,Action-Adventure,Nintendo
5526,6.7,Nancy Drew: The White Wolf of Icicle Creek,WII,0.0,2008-12-02,Action-Adventure,Nintendo
5527,6.7,We Ski,WII,8.5,2008-05-13,Sports,Nintendo
5528,6.7,Castle of Shikigami III,WII,7.7,2008-05-13,Shooter,Nintendo
5529,6.7,Star Wars: Demolition,DC,6.4,2000-11-19,Racing,Sega
5530,6.7,State of Decay 2,XONE,5.4,2018-05-18,Action-Adventure,Microsoft
5531,6.7,Urban Trial Playground,Switch,6.5,2018-04-05,Racing,Nintendo
5532,6.7,Touch Detective 2 1/2,DS,0.0,2007-10-09,Action-Adventure,Nintendo
5533,6.7,We Happy Few,PS4,4.7,2018-08-10,Action-Adventure,Sony
5534,6.7,Gravel,PS4,6.8,2018-02-27,Racing,Sony
5535,6.7,Gravel,XONE,7.0,2018-02-27,Racing,Microsoft
5536,6.7,Super Bomberman R,PS4,5.3,2018-06-12,Puzzle,Sony
5537,6.7,Azkend 2: The World Beneath,XONE,0.0,2016-05-03,Puzzle,Microsoft
5538,6.7,Just Cause,PS2,7.9,2006-09-27,Action-Adventure,Sony
5539,6.7,Crossing Souls,Switch,7.0,2018-07-26,Action-Adventure,Nintendo
5540,6.7,Guinness World Records: The Videogame,WII,7.0,2008-11-11,Action-Adventure,Nintendo
5541,6.7,CrossworDS,DS,6.8,2008-05-05,Puzzle,Nintendo
5542,6.7,The Legend of Legacy,3DS,7.1,2015-10-13,Role-Playing,Nintendo
5543,6.7,Supersonic Acrobatic Rocket-Powered Battle-Cars,PS3,8.6,2008-10-09,Sports,Sony
5544,6.7,Alien Breed 2: Assault,X360,5.4,2010-09-22,Shooter,Microsoft
5545,6.7,Space Ark,X360,0.0,2010-06-16,Puzzle,Microsoft
5546,6.7,MySims SkyHeroes,WII,5.3,2010-09-28,Action-Adventure,Nintendo
5547,6.7,Fret Nice,PS3,5.0,2010-02-04,Platform,Sony
5548,6.7,Tecmo Bowl Throwback,X360,7.3,2010-04-28,Sports,Microsoft
5549,6.7,Metal Slug XX,PSP,5.8,2010-02-23,Shooter,Sony
5550,6.7,Fragile Dreams: Farewell Ruins of the Moon,WII,8.3,2010-03-16,Role-Playing,Nintendo
5551,6.7,Star Fox: Assault,GC,8.1,2005-02-14,Shooter,Nintendo
5552,6.7,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,8.4,2005-07-12,Role-Playing,Sony
5553,6.7,The Incredibles: Rise of the Underminer,GC,7.0,2005-11-01,Action-Adventure,Nintendo
5554,6.7,Outlaw Tennis,PS2,0.0,2005-07-26,Sports,Sony
5555,6.7,Worms Forts: Under Siege,XBOX,8.0,2005-03-15,Strategy,Microsoft
5556,6.7,Haunting Ground,PS2,8.9,2005-05-10,Action-Adventure,Sony
5557,6.7,MVP Baseball,PSP,7.7,2005-05-18,Sports,Sony
5558,6.7,Assassin's Creed Chronicles: China,XONE,5.6,2015-04-21,Action-Adventure,Microsoft
5559,6.7,RayCrisis: Series Termination,PS,0.0,2000-10-25,Shooter,Sony
5560,6.7,Dragon Ball: Xenoverse,XONE,7.3,2015-02-24,Fighting,Microsoft
5561,6.7,The Spectrum Retreat,PS4,0.0,2018-07-10,Puzzle,Sony
5562,6.7,Need for Speed Carbon,WII,7.3,2006-11-19,Racing,Nintendo
5563,6.7,DC Universe Online,PS3,7.3,2011-01-11,MMO,Sony
5564,6.7,"Warhammer 40,000: Kill Team",X360,7.0,2011-07-13,Shooter,Microsoft
5565,6.7,Thief,PS4,6.2,2014-02-25,Action-Adventure,Sony
5566,6.7,LEGO Star Wars III: The Clone Wars,3DS,6.1,2011-03-27,Action-Adventure,Nintendo
5567,6.7,Dave Mirra Freestyle BMX: Maximum Remix,PS,8.1,2001-05-21,Sports,Sony
5568,6.7,Sega Superstars Tennis,X360,6.7,2008-03-18,Sports,Microsoft
5569,6.7,Sega Superstars Tennis,PS3,7.4,2008-03-18,Sports,Sony
5570,6.7,Battle Fantasia,PS3,6.1,2009-12-22,Fighting,Sony
5571,6.7,Phoenix Wright: Ace Attorney,WII,8.5,2010-01-11,Action-Adventure,Nintendo
5572,6.7,Wakeboarding Unleashed Featuring Shaun Murray,GBA,0.0,2003-11-10,Sports,Nintendo
5573,6.7,Vikings: Wolves of Midgard,PS4,6.8,2017-03-28,Action-Adventure,Sony
5574,6.7,How to Survive 2,PS4,7.1,2017-02-06,Action-Adventure,Sony
5575,6.7,Resident Evil 6,X360,5.0,2012-10-02,Action-Adventure,Microsoft
5576,6.7,MX vs. ATV Untamed,PS3,6.1,2007-12-17,Racing,Sony
5577,6.7,Agatha Christie's The ABC Murders,PS4,6.1,2016-02-23,Action-Adventure,Sony
5578,6.7,Mount & Blade: Warband,PS4,7.1,2016-09-13,Role-Playing,Sony
5579,6.7,Romance of the Three Kingdoms XIII,PS4,7.2,2016-07-05,Action-Adventure,Sony
5580,6.7,Legend of Kay Anniversary,WIIU,6.9,2015-07-28,Action-Adventure,Nintendo
5581,6.7,White Night,PS4,6.7,2015-03-03,Action-Adventure,Sony
5582,6.7,Deception IV: Blood Ties,VITA,7.5,2014-03-25,Action-Adventure,Sony
5583,6.7,Spider-Man 2,PSP,6.9,2005-03-23,Action-Adventure,Sony
5584,6.7,Ice Age: Dawn of the Dinosaurs,PS3,7.3,2009-06-30,Platform,Sony
5585,6.7,Castlevania: Harmony of Despair,X360,7.0,2010-08-04,Action-Adventure,Microsoft
5586,6.7,Modern Combat: Domination,PS3,5.6,2011-01-18,Shooter,Sony
5587,6.7,SOCOM 4: U.S. Navy SEALs,PS3,6.4,2011-04-19,Shooter,Sony
5588,6.7,Dungeon Hunter: Alliance,PS3,7.2,2011-04-12,Role-Playing,Sony
5589,6.7,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,6.9,2011-09-27,Action-Adventure,Sony
5590,6.7,Nin2-Jump,X360,7.8,2011-04-27,Platform,Microsoft
5591,6.7,Zombie Apocalypse: Never Die Alone,PS3,3.0,2011-10-25,Shooter,Sony
5592,6.7,Disney's Chicken Little,GC,0.0,2005-10-20,Platform,Nintendo
5593,6.7,Hyperballoid HD,PS3,6.8,2010-04-22,Puzzle,Sony
5594,6.7,Fate/Extella: The Umbral Star,PS4,7.0,2017-01-17,Action-Adventure,Sony
5595,6.7,Spider-Man: Web of Shadows,PS3,7.7,2008-10-21,Action-Adventure,Sony
5596,6.7,MLB Power Pros 2008,PS2,8.5,2008-07-29,Sports,Sony
5597,6.7,MTX Mototrax,PSP,0.0,2006-06-28,Racing,Sony
5598,6.7,Malicious,PS3,5.6,2012-07-24,Action-Adventure,Sony
5599,6.7,Code of Princess,3DS,7.4,2012-10-09,Action-Adventure,Nintendo
5600,6.7,Dynasty Warriors Next,VITA,7.5,2012-02-21,Action-Adventure,Sony
5601,6.7,Growlanser: Wayfarer of Time,PSP,7.5,2012-07-31,Role-Playing,Sony
5602,6.7,F-14 Tomcat,GBA,0.0,2001-09-02,Action-Adventure,Nintendo
5603,6.7,Assassin's Creed II: Bonfire of the Vanities,X360,6.5,2010-02-18,Action-Adventure,Microsoft
5604,6.7,Tsugunai: Atonement,PS2,8.5,2001-11-29,Role-Playing,Sony
5605,6.7,Disney's Meet the Robinsons,PS2,0.0,2007-03-27,Action-Adventure,Sony
5606,6.7,Neon Chrome,Switch,6.6,2017-10-12,Shooter,Nintendo
5607,6.7,Naval Ops: Warship Gunner,PS2,8.9,2003-06-25,Simulation,Sony
5608,6.7,Wallace & Gromit in Project Zoo,PS2,3.2,2003-10-07,Platform,Sony
5609,6.7,Crash Bandicoot Purple: Ripto's Rampage,GBA,6.7,2004-06-03,Platform,Nintendo
5610,6.7,Dewy's Adventure,WII,6.3,2007-09-25,Platform,Nintendo
5611,6.7,Mafia III,XONE,4.8,2016-10-07,Action-Adventure,Microsoft
5612,6.7,Ice Age 2: The Meltdown,GC,0.0,2006-03-14,Platform,Nintendo
5613,6.7,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,7.9,2003-02-12,Strategy,Nintendo
5614,6.7,Senran Kagura: Estival Versus,PS4,7.8,2016-03-15,Action-Adventure,Sony
5615,6.7,Galleon: Islands of Mystery,XBOX,6.4,2004-08-03,Action-Adventure,Microsoft
5616,6.7,"Warhammer 40,000: Squad Command",PSP,7.8,2007-11-12,Strategy,Sony
