,metascore,name,console,playerscore,date,genre,brand
2599,7.8,Sonic Colors,WII,8.5,2010-11-16,Platform,Nintendo
2600,7.8,Mothergunship,PS4,4.9,2018-07-17,Shooter,Sony
2601,7.8,Armored Core 2,PS2,8.6,2000-10-24,Simulation,Sony
2602,7.8,Oxenfree,XONE,7.3,2016-01-15,Action-Adventure,Microsoft
2603,7.8,Capcom Beat 'Em Up Bundle,Switch,7.8,2018-09-18,Fighting,Nintendo
2604,7.8,The Persistence,PS4,8.0,2018-07-24,Action-Adventure,Sony
2605,7.8,Musynx,Switch,8.0,2018-06-19,Music,Nintendo
2606,7.8,Need for Speed: Porsche Unleashed,PS,8.2,2000-02-29,Racing,Sony
2607,7.8,Bridge Constructor Portal,XONE,5.4,2018-02-28,Puzzle,Microsoft
2608,7.8,Bridge Constructor Portal,PS4,3.7,2018-03-01,Puzzle,Sony
2609,7.8,Silent Hill: Origins,PSP,7.8,2007-11-06,Action-Adventure,Sony
2610,7.8,NFL Blitz 2001,DC,8.0,2000-09-14,Sports,Sega
2611,7.8,Hotel Dusk: Room 215,DS,8.5,2007-01-22,Action-Adventure,Nintendo
2612,7.8,Gurumin: A Monstrous Adventure,PSP,7.7,2007-02-12,Role-Playing,Sony
2613,7.8,Top Gear Rally,GBA,7.6,2003-10-28,Racing,Nintendo
2614,7.8,Drakan: The Ancients' Gates,PS2,9.0,2002-01-28,Action-Adventure,Sony
2615,7.8,NASCAR Heat 2002,XBOX,0.0,2001-11-14,Racing,Microsoft
2616,7.8,Lost Odyssey,X360,8.4,2008-02-12,Role-Playing,Microsoft
2617,7.8,Disgaea 3: Absence of Justice,PS3,7.4,2008-08-26,Role-Playing,Sony
2618,7.8,Cosmic Star Heroine,Switch,7.9,2018-08-14,Role-Playing,Nintendo
2619,7.8,ATOMIK: RunGunJumpGun,Switch,7.7,2018-02-08,Action-Adventure,Nintendo
2620,7.8,The Banner Saga 2,PS4,7.5,2016-07-05,Role-Playing,Sony
2621,7.8,Immortal Redneck,XONE,7.7,2018-02-27,Shooter,Microsoft
2622,7.8,Marvel: Ultimate Alliance,PS3,7.6,2006-11-17,Role-Playing,Sony
2623,7.8,Culdcept,PS2,8.9,2003-12-04,Strategy,Sony
2624,7.8,Q.U.B.E. 2,XONE,7.6,2018-03-13,Puzzle,Microsoft
2625,7.8,Dynasty Tactics 2,PS2,8.1,2003-09-23,Strategy,Sony
2626,7.8,Disney's Extreme Skate Adventure,PS2,8.3,2003-09-03,Sports,Sony
2627,7.8,Skylanders: Spyro's Adventure,X360,5.4,2011-10-16,Action-Adventure,Microsoft
2628,7.8,NHL FaceOff 2001,PS,0.0,2000-09-05,Sports,Sony
2629,7.8,Tomb Raider: Anniversary,PSP,8.2,2007-08-09,Action-Adventure,Sony
2630,7.8,Shox,PS2,0.0,2002-11-19,Racing,Sony
2631,7.8,Dance Dance Revolution Ultramix 2,XBOX,7.1,2004-11-18,Simulation,Microsoft
2632,7.8,ATV Offroad Fury 3,PS2,8.4,2004-11-02,Racing,Sony
2633,7.8,Road Rash: Jailbreak,GBA,8.5,2003-09-17,Racing,Nintendo
2634,7.8,WWE SmackDown vs. Raw 2009,PS3,7.1,2008-11-09,Sports,Sony
2635,7.8,Crash Bandicoot N. Sane Trilogy,Switch,8.5,2018-06-29,Platform,Nintendo
2636,7.8,WWE SmackDown vs. Raw 2009,PS2,7.1,2008-11-09,Sports,Sony
2637,7.8,Death Road to Canada,PS4,5.9,2018-05-08,Action-Adventure,Sony
2638,7.8,NFL Street 2,XBOX,6.6,2004-12-22,Sports,Microsoft
2639,7.8,Iridion II,GBA,8.3,2003-05-29,Shooter,Nintendo
2640,7.8,Roogoo,X360,7.4,2008-06-04,Puzzle,Microsoft
2641,7.8,A Way Out,PS4,8.0,2018-03-23,Action-Adventure,Sony
2642,7.8,Swing Away Golf,PS2,0.0,2000-10-25,Sports,Sony
2643,7.8,MLB 2005,PS2,7.6,2004-03-16,Sports,Sony
2644,7.8,Midnight Club: Street Racing,PS2,7.6,2000-10-25,Racing,Sony
2645,7.8,Pac-Man vs.,GC,7.7,2003-12-02,Puzzle,Nintendo
2646,7.8,World Tour Soccer 2003,PS2,8.3,2003-02-10,Sports,Sony
2647,7.8,Deus Ex: Human Revolution - The Missing Link,PS3,7.2,2011-10-18,Action-Adventure,Sony
2648,7.8,Dragon Quest VI: Realms of Revelation,DS,8.4,2011-02-14,Role-Playing,Nintendo
2649,7.8,Detroit: Become Human,PS4,8.7,2018-05-25,Action-Adventure,Sony
2650,7.8,Injustice: Gods Among Us,PS3,7.9,2013-04-16,Fighting,Sony
2651,7.8,Mega Man ZX Advent,DS,8.5,2007-10-23,Platform,Nintendo
2652,7.8,Alien Hominid,GC,8.2,2004-11-23,Shooter,Nintendo
2653,7.8,Alien Hominid,PS2,8.3,2004-11-21,Shooter,Sony
2654,7.8,Boktai 2: Solar Boy Django,GBA,8.0,2004-10-19,Role-Playing,Nintendo
2655,7.8,Wade Hixton's Counter Punch,GBA,7.8,2004-03-15,Sports,Nintendo
2656,7.8,Baldur's Gate: Dark Alliance II,PS2,8.3,2004-01-20,Role-Playing,Sony
2657,7.8,Dropship: United Peace Force,PS2,8.6,2002-05-29,Simulation,Sony
2658,7.8,DeathSpank: Thongs of Virtue,PS3,7.9,2010-09-21,Role-Playing,Sony
2659,7.8,Super Ghouls 'n Ghosts,GBA,7.3,2002-09-23,Platform,Nintendo
2660,7.8,Madden NFL 12,X360,5.9,2011-08-30,Sports,Microsoft
2661,7.8,Yakuza 4,PS3,8.2,2011-03-15,Action-Adventure,Sony
2662,7.8,Ridge Racer V,PS2,7.5,2000-10-25,Racing,Sony
2663,7.8,LEGO Indiana Jones: The Original Adventures,WII,6.8,2008-06-03,Action-Adventure,Nintendo
2664,7.8,DeathSpank: Thongs of Virtue,X360,8.1,2011-01-04,Role-Playing,Microsoft
2665,7.8,Robocalypse,DS,8.2,2008-11-17,Strategy,Nintendo
2666,7.8,EA Sports Active 2,PS3,5.4,2010-11-16,Sports,Sony
2667,7.8,Age of Empires: Mythologies,DS,6.8,2008-11-24,Strategy,Nintendo
2668,7.8,Freekstyle,GC,8.5,2002-09-05,Racing,Nintendo
2669,7.8,Yoshi's Woolly World,WIIU,8.5,2015-10-16,Platform,Nintendo
2670,7.8,Lost Planet: Extreme Condition Colonies Edition,X360,8.1,2008-05-27,Shooter,Microsoft
2671,7.8,Brandish: The Dark Revenant,PSP,8.3,2015-01-13,Role-Playing,Sony
2672,7.8,Electronic Super Joy,WIIU,6.8,2015-11-05,Platform,Nintendo
2673,7.8,Assassin's Creed Syndicate,XONE,6.2,2015-10-23,Action-Adventure,Microsoft
2674,7.8,Oreshika: Tainted Bloodlines,VITA,8.0,2015-03-03,Role-Playing,Sony
2675,7.8,PlanetSide 2,PS4,7.1,2015-06-23,Shooter,Sony
2676,7.8,Everybody's Gone to the Rapture,PS4,6.5,2015-08-11,Action-Adventure,Sony
2677,7.8,Pro Evolution Soccer 2011,WII,5.9,2010-11-23,Sports,Nintendo
2678,7.8,Metal Slug Anthology,PSP,7.4,2007-02-20,Shooter,Sony
2679,7.8,Dragon's Dogma: Dark Arisen,PS4,8.1,2017-10-03,Role-Playing,Sony
2680,7.8,LEGO City Undercover,Switch,7.7,2017-04-04,Action-Adventure,Nintendo
2681,7.8,Everybody's Golf,PS4,7.7,2017-08-29,Sports,Sony
2682,7.8,Tiger Woods PGA Tour,PSP,7.4,2005-03-23,Sports,Sony
2683,7.8,Star Wars: Jedi Starfighter,XBOX,4.8,2002-05-13,Simulation,Microsoft
2684,7.8,Little Nightmares,PS4,7.9,2017-04-28,Platform,Sony
2685,7.8,NHL Hitz 20-02,PS2,7.6,2001-09-24,Sports,Sony
2686,7.8,Knockout Kings 2002,XBOX,7.9,2002-03-04,Sports,Microsoft
2687,7.8,Mercury Meltdown,PSP,7.8,2006-10-03,Action-Adventure,Sony
2688,7.8,MotoGP 2,PS2,7.8,2002-01-22,Racing,Sony
2689,7.8,Dynasty Warriors 3,PS2,8.8,2001-11-26,Action-Adventure,Sony
2690,7.8,Shin Megami Tensei: Digital Devil Saga,PS2,3.9,2005-04-05,Role-Playing,Sony
2691,7.8,Bad Apple Wars,VITA,7.6,2017-10-13,Action-Adventure,Sony
2692,7.8,Burnout,GC,8.0,2002-04-29,Racing,Nintendo
2693,7.8,Anno 1701: Dawn of Discovery,DS,7.4,2008-03-04,Simulation,Nintendo
2694,7.8,Far Cry Instincts Evolution,XBOX,6.3,2006-03-28,Shooter,Microsoft
2695,7.8,Bomberman Land Touch!,DS,7.4,2006-11-07,Puzzle,Nintendo
2696,7.8,Blitz: The League,XBOX,7.6,2005-10-17,Sports,Microsoft
2697,7.8,AstroPop,X360,5.4,2006-03-22,Puzzle,Microsoft
2698,7.8,Rock Band 4,PS4,6.4,2015-10-06,Music,Sony
2699,7.8,Max Payne,GBA,8.3,2003-12-18,Shooter,Nintendo
2700,7.8,Tales of the Abyss,PS2,8.4,2006-10-10,Role-Playing,Sony
2701,7.8,Klonoa 2: Dream Champ Tournament,GBA,8.8,2005-02-23,Platform,Nintendo
2702,7.8,Far Cry Instincts Predator,X360,6.2,2006-03-28,Shooter,Microsoft
2703,7.8,Greed Corp,PS3,6.9,2010-02-25,Strategy,Sony
2704,7.8,Dave Mirra Freestyle BMX 2,GC,7.7,2001-11-17,Sports,Nintendo
2705,7.8,Super Street Fighter IV: Arcade Edition,X360,6.9,2011-06-28,Fighting,Microsoft
2706,7.8,World Soccer Winning Eleven 9,PSP,6.5,2006-02-07,Sports,Sony
2707,7.8,NASCAR 06: Total Team Control,PS2,7.7,2005-08-30,Racing,Sony
2708,7.8,Soul Bubbles,DS,8.0,2008-06-10,Puzzle,Nintendo
2709,7.8,"Blast Works: Build, Trade, Destroy",WII,7.7,2008-06-11,Shooter,Nintendo
2710,7.8,Wild Arms 3,PS2,8.4,2002-10-15,Role-Playing,Sony
2711,7.8,Puzzle Quest: Challenge of the Warlords,PS2,7.0,2007-11-13,Puzzle,Sony
2712,7.8,Donkey Kong Country,GBA,8.9,2003-06-09,Platform,Nintendo
2713,7.8,Dynasty Warriors 4,PS2,9.0,2003-03-25,Action-Adventure,Sony
2714,7.8,Hyrule Warriors: Definitive Edition,Switch,8.1,2018-05-18,Action-Adventure,Nintendo
2715,7.8,Forgotton Anne,PS4,7.2,2018-05-15,Action-Adventure,Sony
2716,7.8,The Awesome Adventures of Captain Spirit,XONE,8.0,2018-06-26,Action-Adventure,Microsoft
2717,7.8,Breath of Fire: Dragon Quarter,PS2,6.6,2003-02-16,Role-Playing,Sony
2718,7.8,Teslagrad,PS4,6.7,2015-04-14,Platform,Sony
2719,7.8,Apollo Justice: Ace Attorney,DS,8.2,2008-02-19,Action-Adventure,Nintendo
2720,7.8,Shaun White Snowboarding: Road Trip,WII,8.7,2008-11-16,Sports,Nintendo
2721,7.8,Crash Bandicoot: The Huge Adventure,GBA,7.9,2002-02-25,Platform,Nintendo
2722,7.8,Bejeweled 3,X360,8.4,2011-10-19,Puzzle,Microsoft
2723,7.8,Madden NFL 07,PSP,6.6,2006-08-22,Sports,Sony
2724,7.8,Joe Danger 2: The Movie,PS3,5.8,2012-10-09,Racing,Sony
2725,7.8,Street Fighter Anniversary Collection,PS2,8.7,2004-08-31,Fighting,Sony
2726,7.8,Skylanders Imaginators,XONE,5.5,2016-10-16,Platform,Microsoft
2727,7.8,Pro Evolution Soccer 2010,X360,7.6,2009-11-03,Sports,Microsoft
2728,7.8,NHL 06,PS2,8.5,2005-09-06,Sports,Sony
2729,7.8,NHL 06,GC,8.4,2005-09-06,Sports,Nintendo
2730,7.8,Fortnite,PS4,4.2,2017-07-21,Action-Adventure,Sony
2731,7.8,Project: Snowblind,PS2,8.3,2005-02-23,Action-Adventure,Sony
2732,7.8,Hitman: Contracts,XBOX,8.8,2004-04-20,Shooter,Microsoft
2733,7.8,Madden NFL 08,PS2,8.0,2007-08-14,Sports,Sony
2734,7.8,Ridge Racer 7,PS3,7.2,2006-11-13,Racing,Sony
2735,7.8,Pro Evolution Soccer 2014,PS3,4.0,2013-09-24,Sports,Sony
2736,7.8,NCAA March Madness 2005,PS2,8.3,2004-11-17,Sports,Sony
2737,7.8,Pro Evolution Soccer 2010,PS3,6.7,2009-11-03,Sports,Sony
2738,7.7,Doom II,X360,8.2,2010-05-26,Shooter,Microsoft
2739,7.7,Etrian Odyssey III: The Drowned City,DS,8.3,2010-09-21,Role-Playing,Nintendo
2740,7.7,Doom II,GBA,8.6,2002-10-28,Shooter,Nintendo
2741,7.7,Secret Weapons Over Normandy,XBOX,8.8,2003-11-18,Simulation,Microsoft
2742,7.7,Bejeweled Twist,DS,0.0,2010-01-18,Puzzle,Nintendo
2743,7.7,Portal Knights,XONE,6.9,2017-05-23,Role-Playing,Microsoft
2744,7.7,The Escapists 2,XONE,5.8,2017-08-22,Action-Adventure,Microsoft
2745,7.7,Ittle Dew 2+,Switch,7.8,2017-11-14,Action-Adventure,Nintendo
2746,7.7,Lumo,Switch,7.9,2017-11-14,Puzzle,Nintendo
2747,7.7,ARMS,Switch,7.0,2017-06-16,Fighting,Nintendo
2748,7.7,Poochy & Yoshi's Woolly World,3DS,7.9,2017-02-03,Platform,Nintendo
2749,7.7,The Elder Scrolls V: Skyrim VR,PS4,8.0,2017-11-17,Role-Playing,Sony
2750,7.7,Marvel vs. Capcom: Infinite,XONE,4.9,2017-09-19,Fighting,Microsoft
2751,7.7,Human Resource Machine,Switch,7.4,2017-03-16,Puzzle,Nintendo
2752,7.7,Final Fantasy Crystal Chronicles: Ring of Fates,DS,7.2,2008-03-11,Role-Playing,Nintendo
2753,7.7,DodoGo!,DS,0.0,2010-04-26,Puzzle,Nintendo
2754,7.7,NHL 18,XONE,3.8,2017-09-12,Sports,Microsoft
2755,7.7,Tom Clancy's EndWar,X360,7.2,2008-11-04,Strategy,Microsoft
2756,7.7,Downstream Panic!,PSP,0.0,2008-02-05,Action-Adventure,Sony
2757,7.7,Toukiden 2,PS4,7.6,2017-03-21,Action-Adventure,Sony
2758,7.7,Arcana Heart,PS2,8.1,2008-04-10,Fighting,Sony
2759,7.7,GNOG,PS4,6.9,2017-05-02,Puzzle,Sony
2760,7.7,Embers of Mirrim,XONE,0.0,2017-05-24,Platform,Microsoft
2761,7.7,LEGO Batman: The Videogame,PS2,8.6,2008-09-23,Action-Adventure,Sony
2762,7.7,Aven Colony,XONE,7.0,2017-07-25,Strategy,Microsoft
2763,7.7,Unravel Two,PS4,7.5,2018-06-09,Platform,Sony
2764,7.7,The Inner World,XONE,2.4,2017-03-31,Action-Adventure,Microsoft
2765,7.7,Tiny Barbarian DX,Switch,7.3,2017-10-10,Action-Adventure,Nintendo
2766,7.7,NFL Blitz 20-02,XBOX,0.0,2002-03-18,Sports,Microsoft
2767,7.7,Dead Nation,PS3,6.8,2010-11-30,Shooter,Sony
2768,7.7,Soldner-X 2: Final Prototype,PS3,7.7,2010-05-25,Shooter,Sony
2769,7.7,Singularity,PS3,7.7,2010-06-29,Shooter,Sony
2770,7.7,RISK: Factions,X360,6.6,2010-06-23,Strategy,Microsoft
2771,7.7,Rune Factory 3: A Fantasy Harvest Moon,DS,8.4,2010-11-09,Role-Playing,Nintendo
2772,7.7,Prince of Persia: The Forgotten Sands,WII,8.1,2010-05-18,Action-Adventure,Nintendo
2773,7.7,Final Fight: Double Impact,X360,7.6,2010-04-14,Action-Adventure,Microsoft
2774,7.7,Dragon's Dogma: Dark Arisen,X360,8.0,2013-04-23,Role-Playing,Microsoft
2775,7.7,LEGO City Undercover,XONE,6.8,2017-04-04,Action-Adventure,Microsoft
2776,7.7,LEGO City Undercover,PS4,7.3,2017-04-04,Action-Adventure,Sony
2777,7.7,Yomawari: Midnight Shadows,PS4,6.7,2017-10-24,Action-Adventure,Sony
2778,7.7,Mega Man Legacy Collection,PS4,6.3,2015-08-25,Platform,Sony
2779,7.7,Mega Man Legacy Collection,3DS,7.6,2016-02-23,Platform,Nintendo
2780,7.7,NFL Blitz 20-02,GC,0.0,2002-03-18,Sports,Nintendo
2781,7.7,Graceful Explosion Machine,Switch,7.8,2017-04-06,Action-Adventure,Nintendo
2782,7.7,EA Sports MMA,PS3,7.1,2010-10-19,Fighting,Sony
2783,7.7,Pro Evolution Soccer 2011,PS3,6.8,2010-10-19,Sports,Sony
2784,7.7,Trauma Center: New Blood,WII,8.0,2007-11-20,Simulation,Nintendo
2785,7.7,Costume Quest,PS3,7.5,2010-10-19,Role-Playing,Sony
2786,7.7,Creed: Rise to Glory,PS4,5.3,2018-09-25,Sports,Sony
2787,7.7,Broken Sword: The Sleeping Dragon,XBOX,8.3,2003-12-08,Action-Adventure,Microsoft
2788,7.7,EverQuest Online Adventures: Frontiers,PS2,8.1,2003-11-17,Role-Playing,Sony
2789,7.7,Monster Rancher 4,PS2,8.8,2003-11-13,Simulation,Sony
2790,7.7,Romance of the Three Kingdoms VIII,PS2,8.9,2003-08-13,Strategy,Sony
2791,7.7,Outlaw Volleyball,XBOX,8.4,2003-07-09,Sports,Microsoft
2792,7.7,Brute Force,XBOX,7.7,2003-05-27,Shooter,Microsoft
2793,7.7,Bomb Chicken,Switch,8.0,2018-07-12,Action-Adventure,Nintendo
2794,7.7,Wulverblade,XONE,8.4,2018-01-31,Action-Adventure,Microsoft
2795,7.7,20XX,Switch,7.9,2018-07-10,Platform,Nintendo
2796,7.7,Flashback,Switch,7.7,2018-06-17,Platform,Nintendo
2797,7.7,Outlast: Bundle of Terror,Switch,7.7,2018-02-27,Action-Adventure,Nintendo
2798,7.7,WWE 2K19,XONE,5.3,2018-10-05,Fighting,Microsoft
2799,7.7,Joggernauts,Switch,0.0,2018-10-11,Platform,Nintendo
2800,7.7,Mega Man Legacy Collection 2,Switch,6.3,2018-05-22,Action-Adventure,Nintendo
2801,7.7,Football Manager Touch 2018,Switch,6.6,2018-04-13,Simulation,Nintendo
2802,7.7,True Crime: Streets of LA,PS2,7.9,2003-11-03,Action-Adventure,Sony
2803,7.7,Skylanders: Spyro's Adventure,PS3,5.1,2011-10-16,Action-Adventure,Sony
2804,7.7,Guilty Gear Judgment,PSP,6.6,2006-09-05,Fighting,Sony
2805,7.7,Summon Night: Swordcraft Story,GBA,8.1,2006-07-26,Role-Playing,Nintendo
2806,7.7,Grandia III,PS2,8.3,2006-02-14,Role-Playing,Sony
2807,7.7,Need for Speed Carbon,X360,6.4,2006-10-31,Racing,Microsoft
2808,7.7,Yggdra Union,GBA,8.8,2006-11-21,Role-Playing,Nintendo
2809,7.7,Final Fantasy III,DS,8.4,2006-11-14,Role-Playing,Nintendo
2810,7.7,Lumines Live!,X360,7.7,2006-10-18,Puzzle,Microsoft
2811,7.7,Ape Escape 3,PS2,8.8,2006-01-17,Platform,Sony
2812,7.7,Killzone: Liberation,PSP,8.2,2006-10-31,Shooter,Sony
2813,7.7,ATV Offroad Fury 4,PS2,8.5,2006-10-31,Racing,Sony
2814,7.7,The Godfather,X360,7.8,2006-09-19,Action-Adventure,Microsoft
2815,7.7,The Godfather,XBOX,8.5,2006-03-21,Action-Adventure,Microsoft
2816,7.7,FIFA World Cup: Germany 2006,XBOX,8.4,2006-04-24,Sports,Microsoft
2817,7.7,Stuntman,GBA,0.0,2003-06-24,Racing,Nintendo
2818,7.7,True Crime: Streets of LA,GC,7.3,2003-11-03,Action-Adventure,Nintendo
2819,7.7,Field Commander,PSP,7.9,2006-05-23,Strategy,Sony
2820,7.7,Ultimate Spider-Man,XBOX,7.7,2005-09-22,Action-Adventure,Microsoft
2821,7.7,Sniper Elite,XBOX,8.0,2005-10-18,Shooter,Microsoft
2822,7.7,Makai Kingdom: Chronicles of the Sacred Tome,PS2,7.3,2005-07-26,Role-Playing,Sony
2823,7.7,MLB 07: The Show,PS3,7.5,2007-05-15,Sports,Sony
2824,7.7,Doom 3: Resurrection of Evil,XBOX,7.9,2005-10-05,Shooter,Microsoft
2825,7.7,Donkey Kong Country 3,GBA,8.3,2005-11-07,Platform,Nintendo
2826,7.7,Champions: Return to Arms,PS2,8.0,2005-02-07,Role-Playing,Sony
2827,7.7,Mega Man Zero 4,GBA,8.7,2005-10-04,Platform,Nintendo
2828,7.7,Outpost Kaloki X,X360,6.9,2005-11-22,Strategy,Microsoft
2829,7.7,Zuma Deluxe,X360,7.5,2005-11-22,Puzzle,Microsoft
2830,7.7,Tony Hawk's American Wasteland,PS2,8.7,2005-10-18,Sports,Sony
2831,7.7,Tony Hawk's American Wasteland,XBOX,7.7,2005-10-18,Sports,Microsoft
2832,7.7,Call of Cthulhu: Dark Corners of the Earth,XBOX,8.0,2005-10-24,Action-Adventure,Microsoft
2833,7.7,Mutant Storm Reloaded,X360,7.2,2005-11-22,Shooter,Microsoft
2834,7.7,Mortal Kombat: Shaolin Monks,PS2,8.7,2005-09-16,Action-Adventure,Sony
2835,7.7,Call of Duty 2: Big Red One,PS2,8.1,2005-11-01,Shooter,Sony
2836,7.7,True Crime: Streets of LA,XBOX,7.8,2003-11-03,Action-Adventure,Microsoft
2837,7.7,Sky Force Anniversary,XONE,5.2,2016-12-09,Shooter,Microsoft
2838,7.7,Street Fighter V,PS4,3.6,2016-02-16,Fighting,Sony
2839,7.7,Shu,PS4,6.4,2016-10-04,Platform,Sony
2840,7.7,Gun,PS2,8.8,2005-11-08,Shooter,Sony
2841,7.7,Gun,GC,8.8,2005-11-08,Shooter,Nintendo
2842,7.7,Furi,XONE,7.7,2016-12-02,Action-Adventure,Microsoft
2843,7.7,Furi,PS4,7.7,2016-07-05,Action-Adventure,Sony
2844,7.7,Corpse Party,3DS,7.8,2016-10-25,Action-Adventure,Nintendo
2845,7.7,Duke Nukem 3D: 20th Anniversary World Tour,PS4,7.5,2016-10-11,Shooter,Sony
2846,7.7,Quantum Break,XONE,7.0,2016-04-05,Action-Adventure,Microsoft
2847,7.7,World of Final Fantasy,PS4,7.9,2016-10-25,Role-Playing,Sony
2848,7.7,Attack on Titan,XONE,6.4,2016-08-30,Action-Adventure,Microsoft
2849,7.7,Rayman 3: Hoodlum Havoc,GC,8.4,2003-03-02,Platform,Nintendo
2850,7.7,I-Ninja,GC,7.5,2003-12-04,Platform,Nintendo
2851,7.7,FIFA World Cup: Germany 2006,PS2,8.1,2006-04-24,Sports,Sony
2852,7.7,Mortal Kombat: Armageddon,XBOX,8.2,2006-10-11,Fighting,Microsoft
2853,7.7,Transformers: War for Cybertron,PS3,8.2,2010-06-22,Action-Adventure,Sony
2854,7.7,Shank 2,X360,6.3,2012-02-08,Action-Adventure,Microsoft
2855,7.7,Valiant Hearts: The Great War,PS4,8.3,2014-06-24,Action-Adventure,Sony
2856,7.7,Car Battler Joe,GBA,0.0,2002-10-21,Role-Playing,Nintendo
2857,7.7,World Tour Soccer 2002,PS2,7.5,2002-02-17,Sports,Sony
2858,7.7,The Legend of Heroes: Trails of Cold Steel,VITA,7.7,2015-12-22,Role-Playing,Sony
2859,7.7,Sniper Elite 4,PS4,6.8,2017-02-14,Shooter,Sony
2860,7.7,Tiger Woods PGA Tour 13,X360,5.6,2012-03-27,Sports,Microsoft
2861,7.7,Awesomenauts,X360,7.7,2012-05-02,Platform,Microsoft
2862,7.7,FIFA Street,X360,6.7,2012-03-13,Sports,Microsoft
2863,7.7,Just Dance 4,X360,7.7,2012-10-09,Music,Microsoft
2864,7.7,Tales of Graces f,PS3,8.3,2012-03-13,Role-Playing,Sony
2865,7.7,ZombiU,WIIU,7.7,2012-11-18,Action-Adventure,Nintendo
2866,7.7,Spec Ops: The Line,PS3,8.1,2012-06-26,Shooter,Sony
2867,7.7,3D Classics: Kid Icarus,3DS,7.3,2012-03-23,Platform,Nintendo
2868,7.7,Shank 2,PS3,6.2,2012-02-07,Action-Adventure,Sony
2869,7.7,Birds of Steel,X360,8.5,2012-03-13,Simulation,Microsoft
2870,7.7,GT Advance 2: Rally Racing,GBA,6.2,2002-06-30,Racing,Nintendo
2871,7.7,Devil May Cry HD Collection,X360,8.5,2012-03-29,Action-Adventure,Microsoft
2872,7.7,Puddle,VITA,5.5,2012-07-24,Puzzle,Sony
2873,7.7,Starhawk,PS3,7.8,2012-05-08,Shooter,Sony
2874,7.7,Nintendo Land,WIIU,7.9,2012-11-18,Party,Nintendo
2875,7.7,Harry Potter and the Chamber of Secrets,GC,8.2,2002-11-14,Action-Adventure,Nintendo
2876,7.7,Harry Potter and the Chamber of Secrets,XBOX,7.5,2002-11-14,Action-Adventure,Microsoft
2877,7.7,Dungeons & Dragons: Chronicles of Mystara,X360,5.8,2013-06-19,Role-Playing,Microsoft
2878,7.7,Dungeons & Dragons: Chronicles of Mystara,WIIU,7.8,2013-09-05,Role-Playing,Nintendo
2879,7.7,Transformers: Fall of Cybertron,PS3,8.2,2012-08-21,Action-Adventure,Sony
2880,7.7,Dragon's Crown,VITA,8.4,2013-08-06,Role-Playing,Sony
2881,7.7,3D Dot Game Heroes,PS3,8.0,2010-05-11,Role-Playing,Sony
2882,7.7,A World of Keflings,X360,6.5,2010-12-22,Simulation,Microsoft
2883,7.7,Tomena Sanner,WII,8.3,2010-02-08,Action-Adventure,Nintendo
2884,7.7,Trajectile,DS,0.0,2010-01-04,Puzzle,Nintendo
2885,7.7,Fatal Frame,XBOX,8.6,2002-11-22,Action-Adventure,Microsoft
2886,7.7,Mech Platoon,GBA,0.0,2002-01-03,Strategy,Nintendo
2887,7.7,Dungeon Defenders,X360,6.8,2011-10-19,Role-Playing,Microsoft
2888,7.7,Kinetica,PS2,8.3,2001-10-14,Racing,Sony
2889,7.7,Ultimate Marvel vs. Capcom 3,PS4,6.8,2016-12-03,Fighting,Sony
2890,7.7,Tom Clancy's Splinter Cell,GBA,8.8,2003-04-27,Action-Adventure,Nintendo
2891,7.7,Broken Sword 5: The Serpent's Curse,XONE,7.5,2015-09-04,Action-Adventure,Microsoft
2892,7.7,Xeodrifter,PS4,5.6,2015-09-01,Action-Adventure,Sony
2893,7.7,Transformers: Devastation,PS4,7.6,2015-10-06,Action-Adventure,Sony
2894,7.7,#IDARB,XONE,7.1,2015-01-30,Action-Adventure,Microsoft
2895,7.7,The Elder Scrolls Online: Tamriel Unlimited,XONE,8.4,2015-06-09,MMO,Microsoft
2896,7.7,Etrian Mystery Dungeon,3DS,7.8,2015-04-07,Role-Playing,Nintendo
2897,7.7,Daytona USA,X360,8.0,2011-10-26,Racing,Microsoft
2898,7.7,Unreal Tournament,PS2,7.1,2000-10-21,Shooter,Sony
2899,7.7,Elite: Dangerous,PS4,7.2,2017-06-27,Simulation,Sony
2900,7.7,Madden NFL 10,WII,7.1,2009-08-14,Sports,Nintendo
2901,7.7,Kelly Slater's Pro Surfer,PS2,8.8,2002-09-16,Sports,Sony
2902,7.7,Exit,PSP,7.6,2006-02-14,Puzzle,Sony
2903,7.7,Alone in the Dark: The New Nightmare,PS,8.2,2001-06-18,Action-Adventure,Sony
2904,7.7,Dead to Rights,GC,8.7,2002-11-25,Shooter,Nintendo
2905,7.7,Smuggler's Run 2: Hostile Territory,PS2,8.7,2001-10-30,Racing,Sony
2906,7.7,Monster Rancher 3,PS2,8.5,2001-09-24,Simulation,Sony
2907,7.7,The Last Blade 2: Heart of the Samurai,DC,7.7,2001-08-06,Fighting,Sega
2908,7.7,All-Star Baseball 2002,PS2,7.6,2001-03-12,Sports,Sony
2909,7.7,Mercury Meltdown Revolution,WII,7.4,2007-10-15,Action-Adventure,Nintendo
2910,7.7,Rune Factory 2: A Fantasy Harvest Moon,DS,8.0,2008-11-18,Role-Playing,Nintendo
2911,7.7,Heavy Weapon: Atomic Tank,X360,7.7,2007-01-17,Shooter,Microsoft
2912,7.7,Guilty Gear XX Accent Core,PS2,8.4,2007-09-11,Fighting,Sony
