,ID,Year,per_capita,thousand_tons
1064,540,1985,9.4,1456
1065,540,1995,10.9,2076
1066,540,2005,12.2,2824
1067,540,2010,14.4,3542
1068,540,2012,14.3,3630
1069,540,2013,16.5,4243
1070,540,2014,16.5,4290
1071,554,1975,5.9,18262
1072,554,1985,6.7,21804
1073,554,1995,7.4,27132
1074,554,2005,8.3,34140
1075,554,2010,7.3,31782
1076,554,2012,7.7,34151
1077,554,2013,7.5,33458
1078,554,2014,7.7,34664
1079,558,1975,0.7,1929
1080,558,1985,0.6,1991
1081,558,1995,0.6,2780
1082,558,2005,0.8,4320
1083,558,2010,0.8,4536
1084,558,2012,0.8,4620
1085,558,2013,0.8,4551
1086,558,2014,0.8,4862
1087,562,1975,0.1,334
1088,562,1985,0.1,997
1089,562,1995,0.1,810
1090,562,2005,0.1,715
1091,562,2010,0.1,1173
1092,562,2012,0.1,1867
1093,562,2013,0.1,1940
1094,562,2014,0.1,2127
1095,566,1975,0.7,47396
1096,566,1985,0.8,69893
1097,566,1995,0.3,35841
1098,566,2005,0.8,106068
1099,566,2010,0.6,91517
1100,566,2012,0.6,98503
1101,566,2013,0.6,98136
1102,566,2014,0.6,96281
1111,578,1975,7.4,29673
1112,578,1985,9.8,40715
1113,578,1995,7.7,33439
1114,578,2005,9.2,42438
1115,578,2010,12.3,60106
1116,578,2012,9.9,49890
1117,578,2013,11.4,58162
1118,578,2014,9.2,47627
1119,512,1975,8.1,7257
1120,512,1985,5.6,8661
1121,512,1995,7.1,15896
1122,512,2005,12.3,29893
1123,512,2010,16.1,47418
1124,512,2012,16.7,59160
1125,512,2013,15.7,61378
1126,512,2014,14.4,61169
1127,586,1975,0.3,23219
1128,586,1985,0.5,47176
1129,586,1995,0.7,84484
1130,586,2005,0.8,136636
1131,586,2010,1.0,161396
1132,586,2012,0.9,163497
1133,586,2013,0.9,164326
1134,586,2014,0.9,166298
1135,585,1975,4.7,194
1136,585,1985,2.3,161
1137,585,1995,13.5,235
1138,585,2005,13.1,260
1139,585,2010,12.3,253
1140,585,2012,12.1,253
1141,585,2013,12.3,257
1142,585,2014,12.4,260
1143,591,1975,2.1,3663
1144,591,1985,1.2,2629
1145,591,1995,1.1,2985
1146,591,2005,2.1,6839
1147,591,2010,2.5,9164
1148,591,2012,2.7,10114
1149,591,2013,2.8,10719
1150,591,2014,2.3,8801
1151,598,1975,0.6,1533
1152,598,1985,0.6,2127
1153,598,1995,0.4,2061
1154,598,2005,0.7,4386
1155,598,2010,0.7,4763
1156,598,2012,0.7,5079
1157,598,2013,0.8,6186
1158,598,2014,0.8,6318
1159,600,1975,0.3,840
1160,600,1985,0.4,1551
1161,600,1995,0.8,3964
1162,600,2005,0.7,3832
1163,600,2010,0.8,5097
1164,600,2012,0.8,5284
1165,600,2013,0.8,5434
1166,600,2014,0.9,5702
1167,604,1975,1.5,21965
1168,604,1985,1.0,19512
1169,604,1995,1.0,23883
1170,604,2005,1.4,37136
1171,604,2010,1.9,57594
1172,604,2012,1.8,55071
1173,604,2013,1.9,57154
1174,604,2014,2.0,61745
1175,608,1975,0.8,32526
1176,608,1985,0.5,28049
1177,608,1995,0.9,60711
1178,608,2005,0.9,74832
1179,608,2010,0.9,84869
1180,608,2012,1.0,91206
1181,608,2013,1.0,98129
1182,608,2014,1.1,105654
1183,616,1975,11.0,375559
1184,616,1985,12.0,445900
1185,616,1995,8.9,344214
1186,616,2005,7.9,302539
1187,616,2010,8.2,316264
1188,616,2012,7.8,299931
1189,616,2013,7.8,302278
1190,616,2014,7.4,285740
1191,620,1975,2.3,21357
1192,620,1985,2.8,27407
1193,620,1995,5.1,51870
1194,620,2005,6.2,65280
1195,620,2010,4.5,48137
1196,620,2012,4.4,46014
1197,620,2013,4.3,45427
1198,620,2014,4.3,45053
1199,634,1975,67.3,10957
1200,634,1985,33.7,12405
1201,634,1995,63.4,31789
1202,634,2005,62.1,50957
1203,634,2010,41.1,72508
1204,634,2012,46.7,94125
1205,634,2013,40.4,85023
1206,634,2014,49.7,107854
1207,410,1975,2.3,81829
1208,410,1985,4.4,178334
1209,410,1995,8.4,374771
1210,410,2005,9.8,462922
1211,410,2010,11.6,566717
1212,410,2012,11.8,583966
1213,410,2013,11.9,592499
1214,410,2014,11.7,587156
1215,498,1995,2.6,11192
1216,498,2005,1.3,4895
1217,498,2010,1.2,4932
1218,498,2012,1.2,4925
1219,498,2013,1.2,4998
1220,498,2014,1.2,4932
1229,642,1975,7.6,162257
1230,642,1985,8.5,194344
1231,642,1995,5.6,126049
1232,642,2005,4.4,96457
1233,642,2010,3.9,79413
1234,642,2012,4.1,81723
1235,642,2013,3.6,70945
1236,642,2014,3.6,70003
1237,643,1995,11.0,1631474
1238,643,2005,11.2,1615090
1239,643,2010,11.7,1670531
1240,643,2012,12.8,1830830
1241,643,2013,12.4,1778561
1242,643,2014,11.9,1705346
1243,646,1975,0.0,176
1244,646,1985,0.1,616
1245,646,1995,0.1,462
1246,646,2005,0.1,528
1247,646,2010,0.1,590
1248,646,2012,0.1,737
1249,646,2013,0.1,803
1250,646,2014,0.1,840
1258,659,1985,1.2,51
1259,659,1995,3.0,128
1260,659,2005,4.0,198
1261,659,2010,4.2,220
1262,659,2012,4.1,220
1263,659,2013,4.1,224
1264,659,2014,4.2,231
1265,662,1975,0.7,77
1266,662,1985,1.0,128
1267,662,1995,2.1,312
1268,662,2005,2.2,367
1269,662,2010,2.3,403
1270,662,2012,2.2,407
1271,662,2013,2.2,407
1272,662,2014,2.2,407
1281,670,1975,0.4,33
1282,670,1985,0.6,66
1283,670,1995,1.2,128
1284,670,2005,2.0,220
1285,670,2010,2.0,220
1286,670,2012,2.3,253
1287,670,2013,1.9,209
1288,670,2014,1.9,209
1289,882,1975,0.4,59
1290,882,1985,0.7,114
1291,882,1995,0.7,117
1292,882,2005,0.9,161
1293,882,2010,1.0,187
1294,882,2012,1.0,198
1295,882,2013,1.0,198
1296,882,2014,1.0,198
1297,678,1975,0.2,18
1298,678,1985,0.6,55
1299,678,1995,0.4,48
1300,678,2005,0.5,77
1301,678,2010,0.6,99
1302,678,2012,0.6,114
1303,678,2013,0.6,114
1304,678,2014,0.6,114
1305,682,1975,11.3,83336
1306,682,1985,13.1,172653
1307,682,1995,12.7,235161
1308,682,2005,16.5,397642
1309,682,2010,18.4,518492
1310,682,2012,19.1,564843
1311,682,2013,17.9,541048
1312,682,2014,19.5,601047
1313,686,1975,0.6,2582
1314,686,1985,0.4,2677
1315,686,1995,0.4,3495
1316,686,2005,0.6,5812
1317,686,2010,0.6,7745
1318,686,2012,0.6,7913
1319,686,2013,0.6,8423
1320,686,2014,0.6,8856
1321,688,2010,5.1,45955
1322,688,2012,4.9,44063
1323,688,2013,5.0,44884
1324,688,2014,4.3,37667
1327,690,1975,1.0,59
1328,690,1985,2.2,150
1329,690,1995,2.7,198
1330,690,2005,8.3,689
1331,690,2010,4.8,444
1332,690,2012,4.7,440
1333,690,2013,4.2,403
1334,690,2014,5.2,495
1335,694,1975,0.2,524
1336,694,1985,0.2,664
1337,694,1995,0.1,400
1338,694,2005,0.1,546
1339,694,2010,0.1,726
1340,694,2012,0.2,1030
1341,694,2013,0.2,1192
1342,694,2014,0.2,1309
1343,702,1975,10.9,24543
1344,702,1985,12.3,33417
1345,702,1995,12.1,42174
1346,702,2005,7.1,30359
1347,702,2010,11.0,55643
1348,702,2012,6.9,36373
1349,702,2013,10.3,55676
1350,702,2014,10.2,56373
1351,534,2012,19.8,697
1352,534,2013,19.6,715
1353,534,2014,19.5,733
1354,703,1995,7.8,42115
1355,703,2005,7.3,39358
1356,703,2010,6.7,36241
1357,703,2012,6.1,32765
1358,703,2013,6.1,33091
1359,703,2014,5.6,30678
1360,705,1995,7.3,14404
1361,705,2005,7.9,15867
1362,705,2010,7.5,15335
1363,705,2012,7.2,14782
1364,705,2013,6.9,14151
1365,705,2014,6.2,12812
1366,90,1975,0.3,59
1367,90,1985,0.6,150
1368,90,1995,0.4,143
1369,90,2005,0.3,161
1370,90,2010,0.4,198
1371,90,2012,0.4,198
1372,90,2013,0.4,202
1373,90,2014,0.4,202
1374,706,1975,0.1,502
1375,706,1985,0.1,858
1376,706,1995,0.1,590
1377,706,2005,0.1,594
1378,706,2010,0.1,612
1379,706,2012,0.1,609
1380,706,2013,0.1,609
1381,706,2014,0.1,609
1382,710,1975,7.2,185202
1383,710,1985,9.8,324214
1384,710,1995,8.8,362259
1385,710,2005,8.7,416916
1386,710,2010,9.2,474099
1387,710,2012,8.9,468771
1388,710,2013,8.7,466376
1389,710,2014,9.1,489772
1390,728,2012,0.1,1331
1391,728,2013,0.1,1448
1392,728,2014,0.1,1496
1393,724,1975,5.1,181645
1394,724,1985,5.2,201234
1395,724,1995,6.1,241611
1396,724,2005,8.1,353462
1397,724,2010,5.8,270911
1398,724,2012,5.7,264779
1399,724,2013,5.1,237035
1400,724,2014,5.1,233977
1401,144,1975,0.2,2897
1402,144,1985,0.3,3957
1403,144,1995,0.3,5904
1404,144,2005,0.6,12101
1405,144,2010,0.7,13264
1406,144,2012,0.8,16032
1407,144,2013,0.8,15489
1408,144,2014,0.9,18394
1409,275,1995,0.4,946
1410,275,2005,0.8,2743
1411,275,2010,0.5,2035
1412,275,2012,0.5,2200
1413,275,2013,0.6,2439
1414,275,2014,0.6,2838
1415,729,2012,0.4,14642
1416,729,2013,0.4,15475
1417,729,2014,0.4,15365
1418,736,1975,0.3,4239
1419,736,1985,0.2,4074
1420,736,1995,0.1,4298
1421,736,2005,0.3,10983
1422,736,2010,0.4,15940
1423,740,1975,5.5,2021
1424,740,1985,4.3,1599
1425,740,1995,4.7,2065
1426,740,2005,3.2,1595
1427,740,2010,4.6,2402
1428,740,2012,4.3,2259
1429,740,2013,3.6,1918
1430,740,2014,3.7,1991
1439,752,1975,9.9,80824
1440,752,1985,7.5,62394
1441,752,1995,6.2,55155
1442,752,2005,5.7,51562
1443,752,2010,5.5,52024
1444,752,2012,4.9,47048
1445,752,2013,4.7,44847
1446,752,2014,4.5,43421
1447,756,1975,6.1,39098
1448,756,1985,6.1,39827
1449,756,1995,5.5,39226
1450,756,2005,5.5,41338
1451,756,2010,5.0,38995
1452,756,2012,4.7,37774
1453,756,2013,5.0,40227
1454,756,2014,4.3,35306
1455,760,1975,1.5,11184
1456,760,1985,2.8,29651
1457,760,1995,2.9,41664
1458,760,2005,2.8,50627
1459,760,2010,3.0,61606
1460,760,2012,2.2,44730
1461,760,2013,1.9,36439
1462,760,2014,1.7,30704
1463,762,1995,0.4,2450
1464,762,2005,0.4,2442
1465,762,2010,0.3,2545
1466,762,2012,0.4,2934
1467,762,2013,0.4,3480
1468,762,2014,0.6,5189
1469,764,1975,0.6,24408
1470,764,1985,0.9,48672
1471,764,1995,2.7,161154
1472,764,2005,3.7,247467
1473,764,2010,4.2,281926
1474,764,2012,4.4,296598
1475,764,2013,4.4,300089
1476,764,2014,4.7,316213
1483,626,2005,0.2,176
1484,626,2010,0.2,235
1485,626,2012,0.3,293
1486,626,2013,0.4,440
1487,626,2014,0.4,469
1488,768,1975,0.1,312
1489,768,1985,0.2,550
1490,768,1995,0.2,953
1491,768,2005,0.3,1338
1492,768,2010,0.4,2640
1493,768,2012,0.4,2486
1494,768,2013,0.4,2659
1495,768,2014,0.4,2622
1496,776,1975,0.4,33
1497,776,1985,0.5,48
1498,776,1995,1.0,95
1499,776,2005,1.1,114
1500,776,2010,1.1,117
1501,776,2012,1.0,106
1502,776,2013,1.1,114
1503,776,2014,1.1,121
1504,780,1975,9.5,9622
1505,780,1985,17.7,20755
1506,780,1995,13.5,17022
1507,780,2005,29.0,38151
1508,780,2010,36.1,47935
1509,780,2012,33.8,45419
1510,780,2013,34.5,46542
1511,780,2014,34.2,46274
1512,788,1975,1.0,5548
1513,788,1985,1.6,11940
1514,788,1995,1.8,15735
1515,788,2005,2.3,22662
1516,788,2010,2.6,27660
1517,788,2012,2.5,27004
1518,788,2013,2.5,27668
1519,788,2014,2.6,28830
1520,792,1975,1.7,65698
1521,792,1985,2.2,106717
1522,792,1995,2.9,171975
1523,792,2005,3.5,237391
1524,792,2010,4.1,298002
1525,792,2012,4.4,329561
1526,792,2013,4.3,324772
1527,792,2014,4.5,345981
1528,795,1995,8.1,34000
1529,795,2005,10.2,48338
1530,795,2010,11.4,57290
1531,795,2012,12.5,64873
1532,795,2013,12.7,66736
1533,795,2014,12.9,68423
1534,796,1995,3.0,48
1535,796,2005,4.0,121
1536,796,2010,6.1,191
1537,796,2012,6.2,198
1538,796,2013,6.0,198
1539,796,2014,6.1,205
1540,800,1975,0.1,1133
1541,800,1985,0.0,620
1542,800,1995,0.0,939
1543,800,2005,0.1,2171
1544,800,2010,0.1,3920
1545,800,2012,0.1,4070
1546,800,2013,0.1,4870
1547,800,2014,0.1,5229
1548,804,1995,8.7,445944
1549,804,2005,7.1,333877
1550,804,2010,6.7,304643
1551,804,2012,6.5,295791
1552,804,2013,6.0,271875
1553,804,2014,5.1,227299
1554,784,1975,58.2,31070
1555,784,1985,37.0,49926
1556,784,1995,30.1,70641
1557,784,2005,28.5,116149
1558,784,2010,19.3,160813
1559,784,2012,19.7,176386
1560,784,2013,18.9,170706
1561,784,2014,23.2,211370
1562,826,1975,10.7,603643
1563,826,1985,9.9,559856
1564,826,1995,9.2,538118
1565,826,2005,9.0,542580
1566,826,2010,7.8,493208
1567,826,2012,7.4,468573
1568,826,2013,7.2,458250
1569,826,2014,6.5,419820
1570,834,1975,0.1,2285
1571,834,1985,0.1,2358
1572,834,1995,0.1,3553
1573,834,2005,0.1,5504
1574,834,2010,0.1,7107
1575,834,2012,0.2,9545
1576,834,2013,0.2,11177
1577,834,2014,0.2,11562
1578,840,1975,19.8,4406330
1579,840,1985,18.4,4492555
1580,840,1995,19.0,5132920
1581,840,2005,19.3,5789727
1582,840,2010,17.2,5395532
1583,840,2012,16.1,5119436
1584,840,2013,16.1,5159161
1585,840,2014,16.2,5254279
1586,858,1975,2.1,5970
1587,858,1985,1.1,3297
1588,858,1995,1.4,4591
1589,858,2005,1.7,5776
1590,858,2010,1.9,6388
1591,858,2012,2.6,8694
1592,858,2013,2.2,7587
1593,858,2014,2.0,6747
1594,860,1995,4.5,103435
1595,860,2005,4.5,117249
1596,860,2010,3.7,104168
1597,860,2012,4.0,115815
1598,860,2013,3.6,103354
1599,860,2014,3.6,105214
1600,548,1975,0.6,55
1601,548,1985,1.0,121
1602,548,1995,0.4,66
1603,548,2005,0.3,59
1604,548,2010,0.5,121
1605,548,2012,0.5,114
1606,548,2013,0.4,106
1607,548,2014,0.6,154
1608,862,1975,5.0,63817
1609,862,1985,5.9,101279
1610,862,1995,6.1,133350
1611,862,2005,6.2,165096
1612,862,2010,6.5,189071
1613,862,2012,6.7,198766
1614,862,2013,6.1,183922
1615,862,2014,6.1,185220
1616,704,1975,0.4,21800
1617,704,1985,0.4,21166
1618,704,1995,0.4,29090
1619,704,2005,1.2,98144
1620,704,2010,1.6,142738
1621,704,2012,1.6,142221
1622,704,2013,1.6,147230
1623,704,2014,1.8,166911
1629,887,1995,0.7,10466
1630,887,2005,1.0,20044
1631,887,2010,1.0,23432
1632,887,2012,0.7,18669
1633,887,2013,1.0,25497
1634,887,2014,0.9,22699
1635,894,1975,0.8,4081
1636,894,1985,0.4,2754
1637,894,1995,0.3,2171
1638,894,2005,0.2,2288
1639,894,2010,0.2,2692
1640,894,2012,0.3,3667
1641,894,2013,0.3,3957
1642,894,2014,0.3,4503
1643,716,1975,1.4,8320
1644,716,1985,1.2,10264
1645,716,1995,1.3,15130
1646,716,2005,0.8,10770
1647,716,2010,0.6,7778
1648,716,2012,0.6,7792
1649,716,2013,0.8,11676
1650,716,2014,0.8,12020
