,ID,Year,Real growth rate,Per capita,In millions
882,398,2005,9.7,3676.0,57124.0
883,398,2010,7.3,9028.0,148047.0
884,398,2015,1.2,10388.0,184388.0
885,398,2016,1.1,7632.0,137278.0
886,398,2017,4.0,8756.0,159407.0
887,404,1985,4.3,464.0,9110.0
888,404,1995,4.4,491.0,13428.0
889,404,2005,5.9,597.0,21506.0
890,404,2010,8.4,967.0,40000.0
891,404,2015,5.7,1355.0,64008.0
892,404,2016,5.9,1463.0,70875.0
893,404,2017,4.9,1508.0,74938.0
894,296,1985,-4.6,468.0,30.0
895,296,1995,-0.6,720.0,56.0
896,296,2005,5.0,1215.0,112.0
897,296,2010,-0.9,1521.0,156.0
898,296,2015,10.3,1505.0,169.0
899,296,2016,1.1,1587.0,182.0
900,296,2017,3.1,1694.0,197.0
907,414,1985,-4.3,12333.0,21446.0
908,414,1995,1.4,16487.0,26554.0
909,414,2005,10.6,35490.0,80798.0
910,414,2010,-2.4,38497.0,115416.0
911,414,2015,0.6,29114.0,114586.0
912,414,2016,2.9,26997.0,109407.0
913,414,2017,-3.5,28897.0,119534.0
914,417,1995,-5.4,327.0,1492.0
915,417,2005,-0.2,485.0,2460.0
916,417,2010,-0.5,884.0,4794.0
917,417,2015,3.9,1139.0,6678.0
918,417,2016,4.3,1144.0,6813.0
919,417,2017,4.6,1251.0,7565.0
920,418,1985,5.1,170.0,626.0
921,418,1995,7.5,382.0,1852.0
922,418,2005,6.8,512.0,2946.0
923,418,2010,8.1,1171.0,7313.0
924,418,2015,7.3,2159.0,14390.0
925,418,2016,7.0,2339.0,15806.0
926,418,2017,6.9,2457.0,16853.0
927,428,1995,-1.1,2154.0,5404.0
928,428,2005,10.7,7514.0,16922.0
929,428,2010,-3.9,11216.0,23765.0
930,428,2015,3.0,13536.0,26973.0
931,428,2016,2.1,14055.0,27695.0
932,428,2017,4.6,15625.0,30463.0
933,422,1985,24.3,850.0,2275.0
934,422,1995,6.5,3793.0,11506.0
935,422,2005,2.7,5390.0,21490.0
936,422,2010,8.0,8858.0,38420.0
937,422,2015,0.4,8540.0,49974.0
938,422,2016,1.6,8530.0,51239.0
939,422,2017,0.6,8778.0,53394.0
940,426,1985,9.4,202.0,297.0
941,426,1995,4.6,542.0,955.0
942,426,2005,2.7,800.0,1560.0
943,426,2010,6.1,1169.0,2386.0
944,426,2015,2.5,1152.0,2506.0
945,426,2016,2.4,1040.0,2291.0
946,426,2017,-1.6,1178.0,2632.0
947,430,1985,-2.0,491.0,1076.0
948,430,1995,-4.3,101.0,209.0
949,430,2005,5.3,217.0,706.0
950,430,2010,7.3,327.0,1292.0
951,430,2015,9.3,593.0,2669.0
952,430,2016,-0.5,598.0,2757.0
953,430,2017,2.5,584.0,2763.0
954,434,1985,8.3,7715.0,29887.0
955,434,1995,-2.2,5717.0,28292.0
956,434,2005,10.3,7846.0,45451.0
957,434,2010,4.3,13121.0,80942.0
958,434,2015,-45.5,2833.0,17666.0
959,434,2016,-16.1,2434.0,15320.0
960,434,2017,64.0,3942.0,25127.0
961,438,1985,7.0,24995.0,681.0
962,438,1995,1.9,87414.0,2695.0
963,438,2005,4.8,116095.0,4046.0
964,438,2010,7.4,156127.0,5621.0
965,438,2015,0.0,167594.0,6269.0
966,438,2016,2.0,164994.0,6215.0
967,438,2017,0.7,166022.0,6296.0
968,440,1995,3.3,1848.0,6702.0
969,440,2005,7.7,7817.0,26141.0
970,440,2010,1.6,11886.0,37130.0
971,440,2015,2.0,14160.0,41517.0
972,440,2016,2.4,14776.0,42973.0
973,440,2017,4.1,16450.0,47544.0
974,442,1985,2.8,12915.0,4738.0
975,442,1995,1.4,52894.0,21588.0
976,442,2005,3.2,81571.0,37346.0
977,442,2010,4.9,104772.0,53212.0
978,442,2015,3.9,100936.0,57204.0
979,442,2016,2.4,102408.0,58961.0
980,442,2017,1.5,106806.0,62316.0
981,450,1985,1.2,277.0,2791.0
982,450,1995,1.7,277.0,3726.0
983,450,2005,4.6,324.0,5942.0
984,450,2010,0.7,485.0,10250.0
985,450,2015,3.5,464.0,11243.0
986,450,2016,4.0,461.0,11487.0
987,450,2017,1.2,517.0,13208.0
988,454,1985,4.7,281.0,2028.0
989,454,1995,9.0,250.0,2474.0
990,454,2005,3.3,280.0,3656.0
991,454,2010,5.5,453.0,6868.0
992,454,2015,3.3,366.0,6430.0
993,454,2016,2.7,294.0,5310.0
994,454,2017,5.1,340.0,6339.0
995,458,1985,-1.1,2000.0,31200.0
996,458,1995,9.8,4334.0,88833.0
997,458,2005,5.3,5594.0,143534.0
998,458,2010,7.4,9071.0,255018.0
999,458,2015,5.1,9655.0,296636.0
1000,458,2016,4.2,9515.0,296753.0
1001,458,2017,5.9,9951.0,314707.0
1002,462,1985,13.0,875.0,166.0
1003,462,1995,7.1,2229.0,566.0
1004,462,2005,-13.1,3649.0,1163.0
1005,462,2010,7.3,7100.0,2588.0
1006,462,2015,2.9,9822.0,4109.0
1007,462,2016,7.3,10319.0,4414.0
1008,462,2017,6.9,11151.0,4866.0
1009,466,1985,8.5,161.0,1260.0
1010,466,1995,37.2,295.0,2837.0
1011,466,2005,10.4,488.0,6245.0
1012,466,2010,10.9,708.0,10679.0
1013,466,2015,7.6,750.0,13095.0
1014,466,2016,8.8,780.0,14032.0
1015,466,2017,6.9,822.0,15236.0
1016,470,1985,2.6,3311.0,1156.0
1017,470,1995,6.3,9722.0,3697.0
1018,470,2005,3.8,15716.0,6393.0
1019,470,2010,3.5,21005.0,8741.0
1020,470,2015,9.5,24703.0,10563.0
1021,470,2016,5.2,26227.0,11261.0
1022,470,2017,6.7,29137.0,12553.0
1023,584,1985,-6.3,1155.0,44.0
1024,584,1995,8.2,2379.0,121.0
1025,584,2005,2.9,2651.0,138.0
1026,584,2010,6.4,3143.0,165.0
1027,584,2015,0.6,3386.0,179.0
1028,584,2016,0.9,3665.0,194.0
1029,584,2017,2.5,3753.0,199.0
1030,478,1985,3.4,613.0,1085.0
1031,478,1995,-2.4,722.0,1681.0
1032,478,2005,9.0,698.0,2184.0
1033,478,2010,4.8,1202.0,4338.0
1034,478,2015,0.9,1155.0,4833.0
1035,478,2016,1.7,1104.0,4747.0
1036,478,2017,3.5,1129.0,4992.0
1037,480,1985,6.9,1134.0,1152.0
1038,480,1995,4.4,3786.0,4273.0
1039,480,2005,1.8,5544.0,6775.0
1040,480,2010,4.4,8016.0,10004.0
1041,480,2015,3.6,9284.0,11692.0
1042,480,2016,3.8,9683.0,12221.0
1043,480,2017,3.9,10565.0,13366.0
1044,484,1985,2.8,2903.0,224593.0
1045,484,1995,-6.3,3829.0,360073.0
1046,484,2005,2.3,8089.0,877477.0
1047,484,2010,5.1,9016.0,1057801.0
1048,484,2015,3.3,9298.0,1170567.0
1049,484,2016,2.9,8451.0,1077830.0
1050,484,2017,2.1,8967.0,1158229.0
1051,583,1985,16.6,1262.0,108.0
1052,583,1995,4.2,2063.0,222.0
1053,583,2005,2.1,2360.0,251.0
1054,583,2010,2.0,2862.0,297.0
1055,583,2015,4.9,3018.0,315.0
1056,583,2016,-0.1,3144.0,330.0
1057,583,2017,2.0,3188.0,336.0
1065,496,1985,5.7,634.0,1218.0
1066,496,1995,6.3,730.0,1678.0
1067,496,2005,7.3,1158.0,2926.0
1068,496,2010,6.4,2650.0,7189.0
1069,496,2015,2.4,3947.0,11750.0
1070,496,2016,1.2,3695.0,11187.0
1071,496,2017,5.1,3620.0,11135.0
1072,499,1995,14.3,1958.0,1215.0
1073,499,2005,4.2,3697.0,2279.0
1074,499,2010,2.7,6630.0,4139.0
1075,499,2015,3.4,6452.0,4053.0
1076,499,2016,2.9,6958.0,4374.0
1077,499,2017,4.7,7703.0,4845.0
1078,500,1985,5.9,3850.0,44.0
1079,500,1995,-8.8,6728.0,69.0
1080,500,2005,3.1,10229.0,49.0
1081,500,2010,-2.8,11228.0,56.0
1082,500,2015,-1.9,11979.0,61.0
1083,500,2016,0.5,12197.0,63.0
1084,500,2017,-2.8,11582.0,60.0
1085,504,1985,6.3,670.0,15111.0
1086,504,1995,-6.6,1430.0,38728.0
1087,504,2005,3.0,2049.0,62545.0
1088,504,2010,4.0,2876.0,93217.0
1089,504,2015,4.9,2907.0,101179.0
1090,504,2016,3.3,2930.0,103346.0
1091,504,2017,5.6,3070.0,109709.0
1092,508,1985,-8.8,624.0,8103.0
1093,508,1995,2.2,163.0,2572.0
1094,508,2005,8.7,369.0,7724.0
1095,508,2010,6.7,419.0,10154.0
1096,508,2015,6.6,528.0,14798.0
1097,508,2016,3.8,378.0,10897.0
1098,508,2017,3.7,426.0,12652.0
1099,104,1985,2.9,177.0,6607.0
1100,104,1995,6.9,180.0,7764.0
1101,104,2005,13.6,246.0,11931.0
1102,104,2010,10.2,826.0,41445.0
1103,104,2015,7.0,1193.0,62543.0
1104,104,2016,5.9,1221.0,64560.0
1105,104,2017,6.8,1257.0,67102.0
1106,516,1985,0.5,1399.0,1606.0
1107,516,1995,3.9,2382.0,3942.0
1108,516,2005,2.5,3504.0,7121.0
1109,516,2010,6.0,5192.0,11282.0
1110,516,2015,6.1,4806.0,11657.0
1111,516,2016,0.7,4561.0,11309.0
1112,516,2017,-0.8,5227.0,13245.0
1113,520,1985,-2.8,4043.0,33.0
1114,520,1995,-7.9,3496.0,35.0
1115,520,2005,-12.1,2600.0,26.0
1116,520,2010,20.1,6234.0,62.0
1117,520,2015,2.8,7955.0,90.0
1118,520,2016,10.4,9119.0,103.0
1119,520,2017,4.0,10045.0,114.0
1120,524,1985,6.1,164.0,2741.0
1121,524,1995,3.5,212.0,4534.0
1122,524,2005,3.5,322.0,8259.0
1123,524,2010,4.8,602.0,16281.0
1124,524,2015,3.3,726.0,20801.0
1125,524,2016,0.4,722.0,20929.0
1126,524,2017,7.5,849.0,24870.0
1127,528,1985,2.6,9911.0,143847.0
1128,528,1995,3.1,29240.0,452287.0
1129,528,2005,2.2,41857.0,685076.0
1130,528,2010,1.4,50744.0,846555.0
1131,528,2015,2.3,45179.0,765265.0
1132,528,2016,2.2,46124.0,783528.0
1133,528,2017,3.2,48754.0,830573.0
1134,530,1985,-2.1,7024.0,1190.0
1135,530,1995,1.6,14734.0,2571.0
1136,530,2005,1.1,18852.0,3053.0
1137,530,2010,-0.3,21290.0,3848.0
1138,540,1985,4.5,5480.0,855.0
1139,540,1995,5.9,19024.0,3628.0
1140,540,2005,3.6,26801.0,6236.0
1141,540,2010,6.9,37266.0,9355.0
1142,540,2015,3.6,34094.0,9174.0
1143,540,2016,3.0,34641.0,9446.0
1144,540,2017,2.7,35815.0,9894.0
1145,554,1985,1.6,7376.0,24108.0
1146,554,1995,4.6,17184.0,63151.0
1147,554,2005,3.3,27741.0,114721.0
1148,554,2010,1.0,33543.0,146584.0
1149,554,2015,4.5,38402.0,177208.0
1150,554,2016,3.5,40305.0,187854.0
1151,554,2017,2.8,42935.0,202044.0
1152,558,1985,-4.1,970.0,3598.0
1153,558,1995,5.9,893.0,4118.0
1154,558,2005,4.3,1171.0,6300.0
1155,558,2010,4.4,1526.0,8759.0
1156,558,2015,4.8,2073.0,12611.0
1157,558,2016,4.7,2144.0,13184.0
1158,558,2017,4.9,2222.0,13814.0
1159,562,1985,7.7,221.0,1531.0
1160,562,1995,3.3,188.0,1786.0
1161,562,2005,7.4,247.0,3369.0
1162,562,2010,8.4,348.0,5719.0
1163,562,2015,4.3,364.0,7249.0
1164,562,2016,4.9,368.0,7606.0
1165,562,2017,4.9,378.0,8120.0
1166,566,1985,11.3,2139.0,178821.0
1167,566,1995,2.1,454.0,49030.0
1168,566,2005,6.5,1299.0,180502.0
1169,566,2010,7.8,2327.0,369062.0
1170,566,2015,2.7,2730.0,494583.0
1171,566,2016,-1.6,2176.0,404649.0
1172,566,2017,0.8,1969.0,375770.0
1179,578,1985,5.6,15751.0,65417.0
1180,578,1995,4.2,34813.0,152028.0
1181,578,2005,2.6,66645.0,308722.0
1182,578,2010,0.7,87831.0,429131.0
1183,578,2015,2.0,74361.0,386663.0
1184,578,2016,1.2,70668.0,371337.0
1185,578,2017,2.0,75295.0,399470.0
1186,512,1985,14.5,6861.0,10281.0
1187,512,1995,4.8,6193.0,13650.0
1188,512,2005,2.5,12377.0,31082.0
1189,512,2010,2.0,18757.0,57048.0
1190,512,2015,4.7,16411.0,68921.0
1191,512,2016,5.0,14903.0,65941.0
1192,512,2017,-0.9,15267.0,70784.0
1193,586,1985,7.6,421.0,38840.0
1194,586,1995,5.0,629.0,77266.0
1195,586,2005,7.7,765.0,117708.0
1196,586,2010,1.6,1023.0,174508.0
1197,586,2015,4.7,1410.0,267035.0
1198,586,2016,5.5,1438.0,277779.0
1199,586,2017,5.7,1534.0,302139.0
1200,585,1985,5.4,3006.0,41.0
1201,585,1995,10.0,6398.0,110.0
1202,585,2005,0.2,9611.0,191.0
1203,585,2010,-0.9,8932.0,183.0
1204,585,2015,10.1,13768.0,293.0
1205,585,2016,0.1,14077.0,303.0
1206,585,2017,-3.7,13417.0,292.0
1207,591,1985,5.1,2621.0,5817.0
1208,591,1995,1.8,3354.0,9188.0
1209,591,2005,7.2,4718.0,15714.0
1210,591,2010,5.8,8081.0,29440.0
1211,591,2015,5.6,13684.0,54316.0
1212,591,2016,5.0,14333.0,57821.0
1213,591,2017,5.4,15088.0,61838.0
1214,598,1985,3.6,970.0,3682.0
1215,598,1995,-3.3,1486.0,7274.0
1216,598,2005,3.9,1158.0,7312.0
1217,598,2010,10.1,2005.0,14251.0
1218,598,2015,6.9,2899.0,22962.0
1219,598,2016,-0.7,2657.0,21480.0
1220,598,2017,-1.5,2667.0,22006.0
1221,600,1985,4.0,1094.0,4017.0
1222,600,1995,5.4,1694.0,8066.0
1223,600,2005,2.1,1507.0,8735.0
1224,600,2010,13.1,3228.0,20048.0
1225,600,2015,3.0,4109.0,27283.0
1226,600,2016,4.0,4078.0,27424.0
1227,600,2017,4.3,4322.0,29435.0
1228,604,1985,2.1,743.0,14529.0
1229,604,1995,7.4,2220.0,53371.0
1230,604,2005,6.3,2755.0,76080.0
1231,604,2010,8.3,5022.0,147528.0
1232,604,2015,3.3,6053.0,189924.0
1233,604,2016,4.0,6031.0,191642.0
1234,604,2017,2.5,6572.0,211403.0
1235,608,1985,-7.3,627.0,34052.0
1236,608,1995,4.7,1176.0,82121.0
1237,608,2005,4.8,1195.0,103072.0
1238,608,2010,7.6,2130.0,199591.0
1239,608,2015,6.1,2878.0,292774.0
1240,608,2016,6.9,2951.0,304889.0
1241,608,2017,6.7,2989.0,313595.0
1242,616,1985,3.6,1975.0,73333.0
1243,616,1995,7.0,3696.0,142138.0
1244,616,2005,3.5,7980.0,306127.0
1245,616,2010,3.6,12507.0,479321.0
1246,616,2015,3.8,12481.0,477577.0
1247,616,2016,3.1,12349.0,472030.0
1248,616,2017,4.8,13786.0,526212.0
1249,620,1985,2.8,2716.0,27118.0
1250,620,1995,4.3,11639.0,118132.0
1251,620,2005,0.8,18674.0,197300.0
1252,620,2010,1.9,22371.0,238303.0
1253,620,2015,1.8,19141.0,199420.0
1254,620,2016,-2.7,18160.0,188344.0
1255,620,2017,0.9,18882.0,195041.0
1263,634,1985,-2.1,16582.0,6153.0
1264,634,1995,2.4,15849.0,8138.0
1265,634,2005,7.5,51489.0,44530.0
1266,634,2010,16.7,70306.0,125122.0
1267,634,2015,3.6,66347.0,164641.0
1268,634,2016,2.2,59324.0,152452.0
1269,634,2017,1.6,63506.0,167605.0
1270,410,1985,7.7,2457.0,100273.0
1271,410,1995,9.6,12277.0,556129.0
1272,410,2005,3.9,18439.0,898137.0
1273,410,2010,6.5,22088.0,1094499.0
1274,410,2015,2.8,27331.0,1382764.0
1275,410,2016,2.9,27855.0,1414804.0
1276,410,2017,3.1,30025.0,1530751.0
1277,498,1995,-1.4,407.0,1767.0
1278,498,2005,7.5,719.0,2988.0
1279,498,2010,7.1,1423.0,5812.0
1280,498,2015,-0.4,1602.0,6513.0
1281,498,2016,4.5,1674.0,6796.0
1282,498,2017,4.5,2006.0,8128.0
1283,642,1985,-0.1,2196.0,50742.0
1284,642,1995,7.1,1640.0,37657.0
1285,642,2005,4.2,4652.0,99699.0
1286,642,2010,-2.8,8153.0,166658.0
1287,642,2015,4.0,8951.0,177913.0
1288,642,2016,4.8,9496.0,187807.0
1289,642,2017,6.9,10763.0,211804.0
1290,643,1995,-4.1,2713.0,402316.0
1291,643,2005,6.4,5372.0,771495.0
1292,643,2010,4.5,10757.0,1539845.0
1293,643,2015,-2.5,9510.0,1368402.0
1294,643,2016,-0.2,8924.0,1284727.0
1295,643,2017,1.5,10956.0,1577524.0
1296,646,1985,4.4,296.0,1813.0
1297,646,1995,33.5,208.0,1230.0
1298,646,2005,9.4,287.0,2581.0
1299,646,2010,7.3,563.0,5772.0
1300,646,2015,8.9,712.0,8278.0
1301,646,2016,6.0,711.0,8475.0
1302,646,2017,6.1,748.0,9136.0
1303,659,1985,8.6,2524.0,106.0
1304,659,1995,5.8,6987.0,300.0
1305,659,2005,8.8,11178.0,543.0
1306,659,2010,-2.2,13708.0,705.0
1307,659,2015,4.0,15937.0,865.0
1308,659,2016,2.2,16413.0,900.0
1309,659,2017,1.2,16818.0,931.0
1310,662,1985,7.5,1970.0,249.0
1311,662,1995,1.1,4199.0,617.0
1312,662,2005,-1.7,5714.0,935.0
1313,662,2010,0.2,8008.0,1382.0
1314,662,2015,-0.9,9156.0,1622.0
1315,662,2016,3.4,9188.0,1636.0
1316,662,2017,3.0,9607.0,1718.0
1317,670,1985,6.2,1277.0,133.0
1318,670,1995,7.5,2887.0,312.0
1319,670,2005,2.5,5065.0,551.0
1320,670,2010,-3.3,6232.0,681.0
1321,670,2015,1.8,6915.0,757.0
1322,670,2016,1.3,6994.0,767.0
1323,670,2017,0.7,7099.0,780.0
1324,882,1985,3.9,532.0,85.0
1325,882,1995,6.0,1151.0,196.0
1326,882,2005,5.1,2414.0,434.0
1327,882,2010,4.3,3648.0,679.0
1328,882,2015,2.9,3995.0,774.0
1329,882,2016,6.5,4213.0,822.0
1330,882,2017,-0.4,4356.0,856.0
1338,678,1985,9.3,759.0,79.0
1339,678,1995,2.0,780.0,99.0
1340,678,2005,7.1,811.0,126.0
1341,678,2010,6.7,1130.0,197.0
1342,678,2015,3.9,1613.0,316.0
1343,678,2016,4.2,1772.0,354.0
1344,678,2017,3.9,1921.0,393.0
1345,682,1985,-9.8,7877.0,103894.0
1346,682,1995,0.2,7641.0,143152.0
1347,682,2005,5.6,13740.0,328461.0
1348,682,2010,5.0,19260.0,528207.0
1349,682,2015,4.1,20733.0,654270.0
1350,682,2016,1.7,19982.0,644935.0
1351,682,2017,-0.7,20761.0,683827.0
1352,686,1985,3.8,560.0,3632.0
1353,686,1995,4.7,721.0,6306.0
1354,686,2005,5.6,1001.0,11267.0
1355,686,2010,4.2,1295.0,16725.0
1356,686,2015,6.4,1186.0,17761.0
1357,686,2016,6.2,1231.0,18972.0
1358,686,2017,6.7,1333.0,21126.0
1359,688,1995,5.7,2208.0,21823.0
1360,688,2005,5.5,3528.0,26252.0
1361,688,2010,0.6,5412.0,39460.0
1362,688,2015,0.8,5237.0,37160.0
1363,688,2016,2.8,5426.0,38300.0
1364,688,2017,2.0,5912.0,41590.0
1365,690,1985,10.3,2922.0,204.0
1366,690,1995,-0.6,8005.0,614.0
1367,690,2005,9.0,10357.0,919.0
1368,690,2010,5.9,10612.0,970.0
1369,690,2015,4.9,14695.0,1377.0
1370,690,2016,4.5,15150.0,1428.0
1371,690,2017,6.3,15693.0,1487.0
1372,694,1985,2.3,362.0,1376.0
1373,694,1995,-10.0,276.0,1179.0
1374,694,2005,4.5,292.0,1650.0
1375,694,2010,5.3,399.0,2578.0
1376,694,2015,-20.5,587.0,4248.0
1377,694,2016,6.3,522.0,3863.0
1378,694,2017,3.8,495.0,3740.0
1379,702,1985,-0.7,6858.0,18555.0
1380,702,1995,7.0,25265.0,87892.0
1381,702,2005,7.5,28372.0,127418.0
1382,702,2010,15.2,46592.0,236420.0
1383,702,2015,2.2,54937.0,304092.0
1384,702,2016,2.4,55092.0,309753.0
1385,702,2017,3.6,56737.0,323901.0
1386,534,2010,1.1,27065.0,896.0
1387,534,2015,0.5,27521.0,1066.0
1388,534,2016,0.4,27116.0,1072.0
1389,703,1995,5.8,3713.0,19959.0
1390,703,2005,6.8,9069.0,48965.0
1391,703,2010,5.0,16561.0,89501.0
1392,703,2015,4.2,16136.0,87770.0
1393,703,2016,3.1,16503.0,89848.0
1394,703,2017,3.2,17552.0,95618.0
1395,705,1995,4.1,10683.0,21274.0
1396,705,2005,4.0,18206.0,36345.0
1397,705,2010,1.2,23477.0,48014.0
1398,705,2015,2.3,20774.0,43102.0
1399,705,2016,3.1,21484.0,44641.0
1400,705,2017,4.9,23296.0,48456.0
1401,90,1985,2.8,591.0,160.0
1402,90,1995,10.0,1015.0,365.0
1403,90,2005,12.8,914.0,429.0
1404,90,2010,10.6,1363.0,720.0
1405,90,2015,2.5,1803.0,1059.0
1406,90,2016,3.5,1886.0,1131.0
1407,90,2017,3.5,1982.0,1212.0
1408,706,1985,9.5,119.0,810.0
1409,706,2005,3.0,222.0,2316.0
1410,706,2010,2.6,91.0,1093.0
1411,706,2015,2.7,105.0,1455.0
1412,706,2016,2.4,100.0,1435.0
1413,706,2017,1.8,104.0,1535.0
1414,710,1985,-1.2,1768.0,59648.0
1415,710,1995,3.1,3741.0,157434.0
1416,710,2005,5.3,5280.0,257772.0
1417,710,2010,3.0,7276.0,375348.0
1418,710,2015,1.3,5743.0,317536.0
1419,710,2016,0.6,5280.0,295746.0
1420,710,2017,1.3,6151.0,348872.0
1421,728,2010,-1.8,1510.0,15206.0
1422,728,2015,5.1,1128.0,13408.0
1423,728,2016,0.3,534.0,6534.0
1424,728,2017,1.3,453.0,5694.0
1425,724,1985,2.3,4643.0,180305.0
1426,724,1995,2.8,15366.0,612943.0
1427,724,2005,3.7,26276.0,1157248.0
1428,724,2010,0.0,30598.0,1431617.0
1429,724,2015,3.6,25844.0,1199084.0
1430,724,2016,3.2,26700.0,1237499.0
1431,724,2017,3.0,28354.0,1314314.0
1432,144,1985,5.0,425.0,6873.0
1433,144,1995,5.5,838.0,15293.0
1434,144,2005,6.2,1431.0,27932.0
1435,144,2010,8.0,2808.0,56726.0
1436,144,2015,5.0,3891.0,80604.0
1437,144,2016,4.5,3932.0,81787.0
1438,144,2017,3.3,4184.0,87357.0
1439,275,1985,-0.6,571.0,1005.0
1440,275,1995,7.1,1254.0,3283.0
1441,275,2005,10.8,1351.0,4832.0
1442,275,2010,8.1,2192.0,8913.0
1443,275,2015,3.4,2718.0,12673.0
1444,275,2016,4.7,2802.0,13426.0
1445,275,2017,3.1,2946.0,14498.0
1446,729,2010,8.8,1584.0,54459.0
1447,729,2015,3.0,2150.0,83085.0
1448,729,2016,3.5,2317.0,91701.0
1449,729,2017,3.2,2967.0,120266.0
1450,736,1985,5.4,292.0,6624.0
1451,736,1995,6.0,435.0,12847.0
1452,736,2005,9.0,902.0,35183.0
1453,736,2010,6.6,1567.0,69665.0
1454,740,1985,14.0,3221.0,1196.0
1455,740,1995,0.0,1903.0,844.0
1456,740,2005,3.9,4395.0,2193.0
1457,740,2010,5.2,8303.0,4368.0
1458,740,2015,-2.6,8725.0,4826.0
1459,740,2016,-5.1,5871.0,3278.0
1460,740,2017,-0.7,6757.0,3807.0
1461,752,1985,2.2,13477.0,112640.0
1462,752,1995,4.0,29915.0,264346.0
1463,752,2005,2.8,43092.0,389489.0
1464,752,2010,6.0,52066.0,488909.0
1465,752,2015,4.5,51018.0,498118.0
1466,752,2016,2.7,52066.0,512205.0
1467,752,2017,2.1,54043.0,535607.0
1468,756,1985,3.7,16692.0,107765.0
1469,756,1995,0.5,48817.0,342626.0
1470,756,2005,3.1,55153.0,408697.0
1471,756,2010,3.0,74538.0,583783.0
1472,756,2015,1.3,81713.0,679832.0
1473,756,2016,1.6,79767.0,670181.0
1474,756,2017,1.6,80101.0,678938.0
1475,760,1985,6.1,944.0,10050.0
1476,760,1995,7.0,944.0,13547.0
1477,760,2005,6.2,1552.0,28397.0
1478,760,2010,3.4,2877.0,60465.0
1479,760,2015,-6.1,1019.0,19090.0
1480,760,2016,-4.0,672.0,12377.0
1481,760,2017,1.9,831.0,15183.0
1482,762,1995,-12.4,211.0,1218.0
1483,762,2005,6.7,337.0,2312.0
1484,762,2010,6.5,738.0,5642.0
1485,762,2015,6.0,919.0,7855.0
1486,762,2016,6.9,796.0,6953.0
1487,762,2017,7.1,801.0,7146.0
1488,764,1985,4.6,775.0,40313.0
1489,764,1995,8.1,2845.0,169279.0
1490,764,2005,4.2,2894.0,189318.0
1491,764,2010,7.5,5075.0,341105.0
1492,764,2015,3.0,5846.0,401399.0
1493,764,2016,3.3,5979.0,411755.0
1494,764,2017,3.9,6595.0,455303.0
1495,626,1995,9.5,503.0,438.0
1496,626,2005,35.9,1767.0,1814.0
1497,626,2010,-1.2,3604.0,3999.0
1498,626,2015,20.9,2502.0,3104.0
1499,626,2016,0.8,1987.0,2521.0
1500,626,2017,-8.0,2279.0,2955.0
1501,768,1985,3.7,264.0,860.0
1502,768,1995,6.8,389.0,1663.0
1503,768,2005,-4.7,401.0,2281.0
1504,768,2010,6.1,527.0,3426.0
1505,768,2015,5.7,563.0,4178.0
1506,768,2016,5.6,589.0,4483.0
1507,768,2017,4.4,614.0,4786.0
1508,776,1985,6.6,779.0,73.0
1509,776,1995,4.0,2115.0,203.0
1510,776,2005,1.6,2589.0,262.0
1511,776,2010,3.6,3590.0,374.0
1512,776,2015,3.7,3778.0,402.0
1513,776,2016,3.4,3748.0,401.0
1514,776,2017,2.7,3950.0,427.0
1515,780,1985,-4.1,6282.0,7355.0
1516,780,1995,4.0,4235.0,5314.0
1517,780,2005,6.2,12289.0,15938.0
1518,780,2010,3.3,16611.0,22062.0
1519,780,2015,1.5,17942.0,24402.0
1520,780,2016,-6.0,16340.0,22304.0
1521,780,2017,-2.3,16145.0,22105.0
1522,788,1985,5.7,1261.0,9234.0
1523,788,1995,2.3,2172.0,19795.0
1524,788,2005,4.0,3194.0,32272.0
1525,788,2010,3.0,4140.0,44051.0
1526,788,2015,1.2,3828.0,43152.0
1527,788,2016,1.0,3666.0,41808.0
1528,788,2017,2.0,3475.0,40069.0
1529,792,1985,4.2,1884.0,92554.0
1530,792,1995,7.2,3985.0,233085.0
1531,792,2005,9.0,7384.0,501423.0
1532,792,2010,8.5,10672.0,771877.0
1533,792,2015,6.1,10985.0,859794.0
1534,792,2016,3.2,10863.0,863712.0
1535,792,2017,7.4,10546.0,851542.0
1536,795,1995,-7.2,520.0,2190.0
1537,795,2005,13.0,2982.0,14176.0
1538,795,2010,9.2,4439.0,22583.0
1539,795,2015,6.5,6478.0,36052.0
1540,795,2016,6.2,6387.0,36169.0
1541,795,2017,6.5,6585.0,37915.0
1542,796,1985,10.7,6142.0,58.0
1543,796,1995,7.3,12425.0,191.0
1544,796,2005,14.4,21879.0,579.0
1545,796,2010,1.0,22159.0,687.0
1546,796,2015,5.9,26020.0,894.0
1547,796,2016,4.4,27231.0,950.0
1548,796,2017,4.3,28689.0,1017.0
1556,800,1985,-0.3,324.0,4743.0
1557,800,1995,9.4,348.0,7148.0
1558,800,2005,10.0,391.0,11158.0
1559,800,2010,8.2,580.0,19683.0
1560,800,2015,5.7,625.0,25098.0
1561,800,2016,2.6,613.0,25423.0
1562,800,2017,5.0,646.0,27699.0
1563,804,1995,-12.2,990.0,50379.0
1564,804,2005,3.1,1903.0,89239.0
1565,804,2010,0.3,2970.0,136012.0
1566,804,2015,-9.8,2038.0,91031.0
1567,804,2016,2.4,2101.0,93356.0
1568,804,2017,2.5,2536.0,112154.0
