YearMonthDay,usertype,tripduration
2015-04-18,746,436.13920166666674
2015-04-19,754,390.63320361111124
2015-04-20,941,359.66058861111094
2015-04-21,583,156.44566722222223
2015-04-22,522,147.3136469444444
2015-04-23,320,67.63110166666667
2015-04-24,386,84.40688888888883
2015-04-25,455,222.44062388888895
2015-04-26,344,178.08070611111106
2015-04-27,518,194.1235113888889
2015-04-28,317,58.88719749999998
2015-04-29,339,80.67356333333332
2015-04-30,436,101.14584416666665
2015-05-01,450,133.25593805555545
2015-05-02,548,279.9091016666667
2015-05-03,472,253.0927641666666
2015-05-04,401,93.79559333333333
2015-05-05,306,51.890557777777744
2015-05-06,408,97.2610888888889
2015-05-07,556,172.85183583333335
2015-05-08,650,191.79314361111105
2015-05-09,793,459.8439172222217
2015-05-10,440,296.3365163888894
2015-05-11,445,111.94323083333337
2015-05-12,418,89.90530138888892
2015-05-13,318,59.407283055555595
2015-05-14,483,126.56043666666673
2015-05-15,548,173.17947305555566
2015-05-16,406,214.8947474999999
2015-05-17,437,212.7926241666666
2015-05-18,534,141.75405944444452
2015-05-19,509,169.2686283333332
2015-05-20,516,133.5535297222223
2015-05-21,587,158.97575972222228
2015-05-22,458,149.88085750000002
2015-05-23,537,239.43903972222216
2015-05-24,455,248.93003166666642
2015-05-25,408,220.71747805555552
2015-05-26,463,127.18105583333333
2015-05-27,618,179.12218916666666
2015-05-28,636,188.8480338888887
2015-05-29,625,189.57785666666658
2015-05-30,585,321.3778783333335
2015-05-31,538,276.7341833333335
2015-06-01,323,70.87944472222222
2015-06-02,460,115.90733888888897
2015-06-03,460,116.62816166666668
2015-06-04,564,149.17737222222223
2015-06-05,599,191.8372919444446
2015-06-06,518,269.0038219444446
2015-06-07,474,228.75425138888872
2015-06-08,567,191.32084805555553
2015-06-09,564,201.92540861111104
2015-06-10,521,159.4983466666666
2015-06-11,611,202.68306083333334
2015-06-12,559,152.74140611111113
2015-06-13,716,335.7201802777777
2015-06-14,507,307.2791919444449
2015-06-15,606,240.05249805555547
2015-06-16,596,194.23023055555558
2015-06-17,562,178.6836258333334
2015-06-18,605,200.30876305555554
2015-06-19,501,161.60908972222222
2015-06-20,556,371.16634416666653
2015-06-21,434,273.4892236111108
2015-06-22,535,170.18292638888897
2015-06-23,514,194.60496166666675
2015-06-24,568,161.0208113888889
2015-06-25,569,155.30141083333328
2015-06-26,561,169.9784608333334
2015-06-27,458,227.92188833333321
2015-06-28,404,181.32827694444458
2015-06-29,539,157.31456722222202
2015-06-30,548,165.06234000000015
2015-07-01,531,114.13794388888894
2015-07-02,606,176.18563250000003
2015-07-03,630,296.7998713888887
2015-07-04,759,424.9038800000005
2015-07-05,545,277.0060205555558
2015-07-06,646,219.29757027777777
2015-07-07,581,186.2989505555553
2015-07-08,651,176.22488638888882
2015-07-09,660,189.55514694444457
2015-07-10,648,236.5127769444444
2015-07-11,524,239.89391361111112
2015-07-12,550,292.1934861111112
2015-07-13,681,211.50459944444455
2015-07-14,642,189.88303277777806
2015-07-15,663,211.66681250000005
2015-07-16,667,202.89470194444422
2015-07-17,700,261.78996472222224
2015-07-18,686,355.83635638888904
2015-07-19,550,331.5775086111112
2015-07-20,500,119.4450122222221
2015-07-21,547,182.3484355555555
2015-07-22,648,204.80816138888883
2015-07-23,641,210.25295277777767
2015-07-24,515,156.48243333333338
2015-07-25,563,278.95226638888903
2015-07-26,363,220.5342508333335
2015-07-27,611,210.84364416666682
2015-07-28,672,225.29425138888882
2015-07-29,656,199.4253675
2015-07-30,597,178.672486388889
2015-07-31,575,195.17390444444456
2015-08-01,674,353.3456808333333
2015-08-02,495,254.50515833333318
2015-08-03,636,209.5597044444445
2015-08-04,613,200.21924361111093
2015-08-05,621,183.81268444444447
2015-08-06,635,210.10246694444442
2015-08-07,640,224.9680174999999
2015-08-08,566,226.82225611111107
2015-08-09,600,332.70244111111106
2015-08-10,588,198.30400166666664
2015-08-11,597,162.48557361111116
2015-08-12,604,202.3664111111113
2015-08-13,632,220.2819113888889
2015-08-14,347,91.51009527777786
2015-08-15,550,198.62443
2015-08-16,557,272.37623083333364
2015-08-17,580,168.10304138888912
2015-08-18,598,198.67546916666686
2015-08-19,638,199.69659111111145
2015-08-20,515,147.89351027777775
2015-08-21,619,202.75769916666675
2015-08-22,509,275.5126219444447
2015-08-23,430,236.35908333333333
2015-08-24,629,172.79979194444442
2015-08-25,518,158.06270388888882
2015-08-26,560,156.12313722222223
2015-08-27,583,201.87710194444452
2015-08-28,496,142.9394088888891
2015-08-29,274,98.7031275000001
2015-08-30,330,147.89113194444442
2015-08-31,412,103.69233527777769
2015-09-01,318,60.59854555555558
2015-09-02,447,116.78684222222235
2015-09-03,513,136.39822611111126
2015-09-04,439,120.8255558333333
2015-09-05,302,166.5271997222222
2015-09-06,344,172.07752499999987
2015-09-07,458,274.30907999999977
2015-09-08,409,90.0597044444444
2015-09-09,575,156.32799944444437
2015-09-10,527,157.7670513888888
2015-09-11,634,212.13335527777767
2015-09-12,514,303.8882474999999
2015-09-13,261,122.50060388888892
2015-09-14,421,98.46107916666668
2015-09-15,436,113.34488250000005
2015-09-16,476,116.14902666666673
2015-09-17,311,58.26563500000001
2015-09-18,494,146.1271547222223
2015-09-19,384,185.16711055555535
2015-09-20,316,147.77745999999985
2015-09-21,401,101.9083413888889
2015-09-22,463,125.42762694444451
2015-09-23,470,105.34223416666674
2015-09-24,547,170.31359138888877
2015-09-25,385,98.33651027777782
2015-09-26,488,242.38599805555526
2015-09-27,319,166.4946641666667
2015-09-28,504,147.15595222222214
2015-09-29,533,129.25362499999994
2015-09-30,445,108.75656500000005
2015-10-01,449,94.37832083333339
2015-10-02,434,110.75686694444438
2015-10-03,372,181.67151250000012
2015-10-04,462,193.69869277777758
2015-10-05,489,146.45454166666678
2015-10-06,397,80.29712111111114
2015-10-07,253,40.234473333333355
2015-10-08,431,90.2661233333332
2015-10-09,370,78.85212722222231
2015-10-10,127,37.39635499999999
2015-10-11,319,145.45778166666668
2015-10-12,393,79.0402394444445
2015-10-13,416,94.2068725
2015-10-14,365,100.24067666666672
2015-10-15,432,101.6138713888889
2015-10-16,469,155.13680361111116
2015-10-17,292,133.09103888888882
2015-10-18,119,45.596625277777804
2015-10-19,366,80.09383111111111
2015-10-20,395,87.53098277777784
2015-10-21,378,64.05585055555557
2015-10-22,393,90.12679861111104
2015-10-23,358,64.02121666666666
2015-10-24,204,70.56593749999998
2015-10-25,202,70.6144652777778
2015-10-26,260,44.74771222222222
2015-10-27,391,71.5006819444445
2015-10-28,323,53.67408944444451
2015-10-29,362,67.47834583333335
2015-10-30,302,72.98138861111109
2015-10-31,82,22.843679444444444
2015-11-01,124,41.08993222222222
2015-11-02,285,57.10943166666669
2015-11-03,341,52.932048611111114
2015-11-04,333,63.14516444444444
2015-11-05,338,62.72934861111118
2015-11-06,317,75.6134138888889
2015-11-07,68,14.092089999999995
2015-11-08,114,34.23059527777777
2015-11-09,281,53.11716138888885
2015-11-10,335,54.45358555555554
2015-11-11,323,80.36920527777775
2015-11-12,264,44.20666583333333
2015-11-13,212,34.73331333333331
2015-11-14,37,9.510170555555556
2015-11-15,133,38.469961388888905
2015-11-16,220,29.869685000000008
2015-11-17,203,27.97211833333335
2015-11-18,283,45.75690027777776
2015-11-19,298,50.72342944444443
2015-11-20,265,53.44348361111115
2015-11-21,134,58.28604972222224
2015-11-22,173,68.55441722222227
2015-11-23,230,40.97434416666666
2015-11-24,227,42.19823333333333
2015-11-25,218,49.468844166666656
2015-11-26,111,51.328828611111135
2015-11-27,156,64.68627944444445
2015-11-28,203,97.6760291666667
2015-11-29,107,38.6541227777778
2015-11-30,208,34.105437222222214
2015-12-01,269,50.42899972222221
2015-12-02,256,36.8500125
2015-12-03,253,41.75862555555558
2015-12-04,257,51.90875750000001
2015-12-05,71,15.179169444444447
2015-12-06,95,19.55691111111111
2015-12-07,170,27.183326666666677
2015-12-08,169,24.800613888888893
2015-12-09,234,40.45356833333334
2015-12-10,212,31.011052777777763
2015-12-11,247,44.575635555555564
2015-12-12,58,16.200134166666665
2015-12-13,68,18.460948333333334
2015-12-14,260,53.26541833333334
2015-12-15,239,37.37827888888887
2015-12-16,234,39.41377638888887
2015-12-17,166,23.45828722222222
2015-12-18,223,39.37466972222224
2015-12-19,116,31.729138888888873
2015-12-20,89,25.973220277777774
2015-12-21,123,20.383341666666666
2015-12-22,168,31.301077499999995
2015-12-23,118,25.257593888888895
2015-12-24,96,23.895496111111107
2015-12-25,73,31.31616277777777
2015-12-26,64,22.02469861111112
2015-12-27,30,4.495697222222222
2015-12-28,149,30.658706944444447
2015-12-29,180,51.36815555555557
2015-12-30,154,28.652544444444437
2015-12-31,208,82.27499888888893
2016-01-01,126,47.4329338888889
2016-01-02,99,62.639783333333334
2016-01-03,58,15.405919166666667
2016-01-04,159,24.294666111111113
2016-01-05,156,22.6709738888889
2016-01-06,229,48.174187222222216
2016-01-07,258,53.37712583333339
2016-01-08,309,76.51425361111114
2016-01-09,147,61.6972702777778
2016-01-10,183,85.91474416666661
2016-01-11,170,27.043074444444436
2016-01-12,150,22.291009444444448
2016-01-13,181,35.781399722222204
2016-01-14,256,51.63530138888889
2016-01-15,194,33.05227333333333
2016-01-16,52,10.428639444444443
2016-01-17,62,16.48821
2016-01-18,194,45.69316944444444
2016-01-19,185,31.894348611111102
2016-01-20,207,32.18808388888889
2016-01-21,106,15.85225444444444
2016-01-22,243,63.22695916666667
2016-01-23,45,6.849904722222222
2016-01-24,135,64.96760666666667
2016-01-25,272,59.99016138888893
2016-01-26,165,37.068594166666664
2016-01-27,194,33.45102472222223
2016-01-28,210,43.533600277777765
2016-01-29,185,38.20358222222224
2016-01-30,139,48.721442777777746
2016-01-31,93,24.040055555555547
2016-02-01,216,41.34216361111115
2016-02-02,289,61.32960083333332
2016-02-03,179,28.95464666666668
2016-02-04,216,43.02708944444446
2016-02-05,240,60.44661333333336
2016-02-06,143,62.12865472222224
2016-02-07,110,41.738783888888875
2016-02-08,275,71.6783891666667
2016-02-09,255,58.775208333333296
2016-02-10,224,48.970973888888885
2016-02-11,190,32.62797555555556
2016-02-12,235,52.83978500000001
2016-02-13,94,30.867012499999998
2016-02-14,110,44.616588055555525
2016-02-15,88,15.743794166666667
2016-02-16,228,61.944967222222225
2016-02-17,204,41.3647452777778
2016-02-18,238,50.13950333333334
2016-02-19,167,25.391475555555548
2016-02-20,246,157.14096888888884
2016-02-21,149,69.21614222222226
2016-02-22,231,50.90501777777778
2016-02-23,278,54.84403
2016-02-24,226,35.778381388888896
2016-02-25,279,64.50903166666666
2016-02-26,245,77.37691999999998
2016-02-27,170,100.61839083333335
2016-02-28,59,37.095361666666655
2016-02-29,202,30.930391666666658
2016-03-01,150,21.15954888888889
2016-03-02,263,62.89645111111109
2016-03-03,212,45.15826027777777
2016-03-04,206,44.427064444444426
2016-03-05,248,139.15732805555555
2016-03-06,96,29.298234166666667
2016-03-07,189,48.12344055555553
2016-03-08,236,51.20700777777779
2016-03-09,168,37.357667222222226
2016-03-10,190,37.149784444444435
2016-03-11,185,51.27133444444449
2016-03-12,112,38.08391666666667
2016-03-13,68,19.150928611111112
2016-03-14,151,32.58865888888887
2016-03-15,250,73.70057555555556
2016-03-16,288,61.44296555555555
2016-03-17,286,70.6361808333333
2016-03-18,299,97.02423333333338
2016-03-19,289,164.69547722222214
2016-03-20,157,42.73733833333334
2016-03-21,173,46.37172166666666
2016-03-22,256,63.491937777777764
2016-03-23,244,84.98279055555555
2016-03-24,315,92.73431805555556
2016-03-25,314,108.00979027777777
2016-03-26,291,186.40130138888892
2016-03-27,77,19.72835027777778
2016-03-28,249,60.560825277777774
2016-03-29,325,93.63912527777782
2016-03-30,318,89.33496111111107
2016-03-31,368,120.37843416666658
2016-04-01,465,214.67580611111123
2016-04-02,351,176.17532388888898
2016-04-03,308,181.36662944444436
2016-04-04,271,58.33060277777778
2016-04-05,323,75.44150805555552
2016-04-06,312,73.2997086111111
2016-04-07,343,102.98433472222219
2016-04-08,388,134.01773000000003
2016-04-09,385,241.05158944444457
2016-04-10,232,138.94073444444444
2016-04-11,240,46.42327666666667
2016-04-12,203,37.75868888888888
2016-04-13,261,44.66597666666666
2016-04-14,290,92.26492277777781
2016-04-15,248,61.05168249999999
2016-04-16,403,264.50968027777793
2016-04-17,300,248.310316388889
2016-04-18,323,124.96364138888885
2016-04-19,349,102.91267444444445
2016-04-20,342,104.05320944444436
2016-04-21,311,92.40343638888892
2016-04-22,262,61.993680277777806
2016-04-23,167,74.32136305555555
2016-04-24,86,27.67360944444445
2016-04-25,234,63.976006388888884
2016-04-26,301,83.94885222222217
2016-04-27,282,57.956697222222196
2016-04-28,279,75.19001472222222
2016-04-29,285,78.15716138888895
2016-04-30,485,228.9711227777778
2016-05-01,456,320.51343388888915
2016-05-02,415,141.01141333333342
2016-05-03,442,149.6450041666667
2016-05-04,340,69.22964972222213
2016-05-05,432,160.02411722222232
2016-05-06,407,137.4247416666667
2016-05-07,402,239.90555555555557
2016-05-08,169,84.42056888888891
2016-05-09,341,76.94278944444447
2016-05-10,361,101.9948838888889
2016-05-11,352,95.37598305555557
2016-05-12,392,102.56739444444446
2016-05-13,470,152.34309972222238
2016-05-14,191,109.65143472222222
2016-05-15,135,63.54135361111109
2016-05-16,256,62.39699916666666
2016-05-17,413,109.03166916666666
2016-05-18,336,69.21775916666668
2016-05-19,308,78.88102666666668
2016-05-20,583,188.46015555555573
2016-05-21,160,67.14333805555559
2016-05-22,355,182.02930222222201
2016-05-23,349,77.15493916666671
2016-05-24,307,70.40765999999994
2016-05-25,333,89.02280333333327
2016-05-26,286,62.457604444444456
2016-05-27,276,110.01833138888891
2016-05-28,217,115.01576972222219
2016-05-29,253,108.90475277777779
2016-05-30,363,192.2465533333334
2016-05-31,387,91.18092861111114
2016-06-01,388,103.52091416666678
2016-06-02,419,120.50513666666666
2016-06-03,423,147.0685105555555
2016-06-04,332,185.92491333333336
2016-06-05,399,201.06859416666663
2016-06-06,422,145.77474138888877
2016-06-07,435,175.71242638888893
2016-06-08,352,80.98874833333335
2016-06-09,383,95.50645361111107
2016-06-10,337,83.35759583333336
2016-06-11,425,211.10076222222204
2016-06-12,365,216.62255805555543
2016-06-13,340,75.26861972222224
2016-06-14,351,77.7997163888889
2016-06-15,406,123.01469916666669
2016-06-16,483,172.83015583333324
2016-06-17,427,117.07953000000008
2016-06-18,250,133.55502305555552
2016-06-19,415,216.17005888888892
2016-06-20,435,138.90926555555563
2016-06-21,424,123.92406416666664
2016-06-22,392,116.51416138888881
2016-06-23,259,50.034648333333344
2016-06-24,321,121.46877833333333
2016-06-25,450,268.0095788888885
2016-06-26,356,237.5057641666666
2016-06-27,337,122.53869333333328
2016-06-28,378,118.6709891666666
2016-06-29,430,120.33570694444448
2016-06-30,414,140.69472611111112
2016-07-01,403,137.5976155555555
2016-07-02,540,311.58628222222217
2016-07-03,481,230.37057444444434
2016-07-04,589,356.3069283333333
2016-07-05,340,91.99546583333333
2016-07-06,356,132.1276977777778
2016-07-07,338,115.22400527777778
2016-07-08,488,191.3528638888888
2016-07-09,399,183.72520972222213
2016-07-10,343,226.0593369444446
2016-07-11,470,161.3911041666668
2016-07-12,429,151.54930694444457
2016-07-13,483,137.94561305555555
2016-07-14,542,186.76250388888883
2016-07-15,479,184.05378999999976
2016-07-16,376,213.10440111111103
2016-07-17,383,250.6836725000002
2016-07-18,406,157.6059561111111
2016-07-19,366,135.08230916666668
2016-07-20,434,127.90887027777782
2016-07-21,492,157.91833888888888
2016-07-22,320,86.54443555555561
2016-07-23,416,227.81539305555563
2016-07-24,442,261.1410258333333
2016-07-25,416,150.8242527777778
2016-07-26,461,145.67471944444438
2016-07-27,461,160.72424694444447
2016-07-28,461,172.93454583333312
2016-07-29,430,180.41456861111104
2016-07-30,409,212.8299422222221
2016-07-31,389,216.3922625
2016-08-01,463,172.37040083333326
2016-08-02,395,119.28199555555561
2016-08-03,412,127.66149277777774
2016-08-04,439,126.52783444444452
2016-08-05,520,189.16467388888867
2016-08-06,379,207.29092222222224
2016-08-07,328,185.43082194444438
2016-08-08,431,128.89150916666662
2016-08-09,428,145.24012138888884
2016-08-10,504,171.1284341666666
2016-08-11,490,187.59844583333341
2016-08-12,465,201.73527805555557
2016-08-13,466,290.5495877777776
2016-08-14,451,287.39954694444464
2016-08-15,408,156.80726583333336
2016-08-16,422,123.41263666666674
2016-08-17,430,131.1689758333333
2016-08-18,528,174.63354694444433
2016-08-19,407,117.1529713888888
2016-08-20,426,234.18534833333334
2016-08-21,345,159.47186277777783
2016-08-22,439,128.05148972222221
2016-08-23,412,123.53120166666662
2016-08-24,446,136.8154555555555
2016-08-25,471,136.7894747222224
2016-08-26,500,164.5241208333333
2016-08-27,333,168.56375888888883
2016-08-28,392,197.42142750000014
2016-08-29,369,87.14262222222214
2016-08-30,375,91.49220027777785
2016-08-31,319,89.82390166666666
